08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
10:10:07.298 -> 22.50, 44.44, 21.56, 47.81, 
10:10:09.387 -> 22.50, 44.38, 21.56, 47.81, 
10:10:11.430 -> 22.50, 44.38, 21.56, 47.75, 
10:10:13.521 -> 22.50, 44.38, 21.56, 47.75, 
10:10:15.598 -> 22.50, 44.38, 21.62, 47.69, 
10:10:17.689 -> 22.50, 44.38, 21.62, 47.69, 
10:10:19.777 -> 22.50, 44.31, 21.62, 47.69, 
10:10:21.863 -> 22.50, 44.31, 21.62, 47.69, 
10:10:23.951 -> 22.50, 44.31, 21.69, 47.69, 
10:10:26.031 -> 22.50, 44.31, 21.69, 47.69, 
10:10:28.103 -> 22.50, 44.25, 21.69, 47.63, 
10:10:30.187 -> 22.50, 44.31, 21.75, 47.69, 
10:10:32.273 -> 22.50, 44.25, 21.75, 47.63, 
10:10:34.357 -> 22.50, 44.25, 21.75, 47.63, 
10:10:36.402 -> 22.50, 44.25, 21.75, 47.63, 
10:10:38.485 -> 22.50, 44.25, 21.81, 47.56, 
10:10:40.566 -> 22.50, 44.25, 21.81, 47.56, 
10:10:42.656 -> 22.50, 44.25, 21.81, 47.56, 
10:10:44.744 -> 22.50, 44.25, 21.81, 47.56, 
10:10:46.833 -> 22.50, 44.25, 21.87, 47.56, 
10:10:48.917 -> 22.50, 44.25, 21.87, 47.56, 
10:10:50.954 -> 22.50, 44.19, 21.87, 47.56, 
10:10:53.044 -> 22.50, 44.19, 21.94, 47.56, 
10:10:55.121 -> 22.50, 44.19, 21.94, 47.50, 
10:10:57.203 -> 22.50, 44.19, 21.94, 47.50, 
10:10:59.291 -> 23.00, 44.19, 21.94, 47.50, 
10:11:01.379 -> 22.50, 44.19, 21.94, 47.50, 
10:11:03.462 -> 22.50, 44.19, 22.00, 47.56, 
10:11:05.552 -> 23.00, 44.19, 21.94, 47.56, 
10:11:07.640 -> 23.00, 44.19, 22.00, 47.56, 
10:11:09.721 -> 23.00, 44.25, 22.00, 47.63, 
10:11:11.761 -> 23.00, 44.25, 22.00, 47.63, 
10:11:13.845 -> 23.00, 44.31, 22.00, 47.63, 
10:11:15.925 -> 23.00, 44.31, 22.00, 47.63, 
10:11:18.017 -> 23.00, 44.31, 22.00, 47.69, 
10:11:20.104 -> 23.00, 44.38, 22.00, 47.69, 
10:11:22.190 -> 23.00, 44.38, 22.06, 47.69, 
10:11:24.278 -> 23.00, 44.38, 22.06, 47.69, 
10:11:26.319 -> 23.00, 44.38, 22.06, 47.69, 
10:11:28.404 -> 23.00, 44.38, 22.06, 47.69, 
10:11:30.497 -> 23.00, 44.38, 22.06, 47.63, 
10:11:32.583 -> 23.00, 44.38, 22.12, 47.69, 
10:11:34.664 -> 23.00, 44.38, 22.12, 47.69, 
10:11:36.753 -> 23.00, 44.38, 22.12, 47.69, 
10:11:38.839 -> 23.00, 44.38, 22.19, 47.63, 
10:11:40.882 -> 23.00, 44.38, 22.19, 47.63, 
10:11:42.998 -> 23.00, 44.38, 22.19, 47.56, 
10:11:45.080 -> 23.00, 44.31, 22.25, 47.56, 
10:11:47.127 -> 23.00, 44.31, 22.25, 47.50, 
10:11:49.205 -> 23.00, 44.31, 22.25, 47.50, 
10:11:51.286 -> 23.00, 44.31, 22.25, 47.50, 
10:11:53.378 -> 23.00, 44.25, 22.31, 47.50, 
10:11:55.468 -> 23.00, 44.25, 22.31, 47.44, 
10:11:57.558 -> 23.00, 44.25, 22.31, 47.44, 
10:11:59.631 -> 23.00, 44.25, 22.37, 47.44, 
10:12:01.716 -> 23.00, 44.25, 22.37, 47.44, 
10:12:03.762 -> 23.00, 44.25, 22.37, 47.44, 
10:12:05.852 -> 23.00, 44.19, 22.44, 47.44, 
10:12:07.941 -> 23.00, 44.25, 22.37, 47.44, 
10:12:10.023 -> 23.00, 44.25, 22.44, 47.44, 
10:12:12.106 -> 23.00, 44.25, 22.44, 47.44, 
10:12:14.190 -> 23.00, 44.25, 22.44, 47.44, 
10:12:16.263 -> 23.00, 44.25, 22.44, 47.44, 
10:12:18.343 -> 23.50, 44.25, 22.50, 47.38, 
10:12:20.432 -> 23.00, 44.25, 22.50, 47.44, 
10:12:22.482 -> 23.50, 44.25, 22.50, 47.44, 
10:12:24.566 -> 23.00, 44.25, 22.56, 47.44, 
10:12:26.646 -> 23.50, 44.25, 22.56, 47.38, 
10:12:28.731 -> 23.50, 44.25, 22.56, 47.38, 
10:12:30.806 -> 23.50, 44.19, 22.56, 47.44, 
10:12:32.882 -> 23.50, 44.25, 22.62, 47.38, 
10:12:34.970 -> 23.50, 44.25, 22.62, 47.38, 
10:12:37.059 -> 23.50, 44.25, 22.62, 47.38, 
10:12:39.153 -> 23.50, 44.25, 22.62, 47.31, 
10:12:41.237 -> 23.50, 44.25, 22.62, 47.31, 
10:12:43.323 -> 23.50, 44.25, 22.62, 47.31, 
10:12:45.376 -> 23.50, 44.25, 22.69, 47.31, 
10:12:47.450 -> 23.50, 44.19, 22.69, 47.25, 
10:12:49.537 -> 23.50, 44.19, 22.69, 47.25, 
10:12:51.633 -> 23.50, 44.19, 22.69, 47.25, 
10:12:53.707 -> 23.50, 44.19, 22.69, 47.25, 
10:12:55.799 -> 23.50, 44.19, 22.69, 47.25, 
10:12:57.875 -> 23.50, 44.13, 22.69, 47.25, 
10:12:59.960 -> 23.50, 44.13, 22.75, 47.25, 
10:13:02.037 -> 23.50, 44.13, 22.75, 47.25, 
10:13:04.119 -> 23.50, 44.13, 22.75, 47.19, 
10:13:06.202 -> 23.50, 44.06, 22.81, 47.19, 
10:13:08.285 -> 23.50, 44.06, 22.81, 47.13, 
10:13:10.332 -> 23.50, 44.06, 22.81, 47.13, 
10:13:12.423 -> 23.50, 44.06, 22.81, 47.13, 
10:13:14.510 -> 23.50, 44.00, 22.87, 47.13, 
10:13:16.591 -> 23.50, 44.00, 22.87, 47.13, 
10:13:18.680 -> 23.50, 44.00, 22.87, 47.13, 
10:13:20.767 -> 23.50, 44.00, 22.87, 47.13, 
10:13:22.805 -> 23.50, 44.00, 22.87, 47.13, 
10:13:24.894 -> 23.50, 44.00, 22.94, 47.06, 
10:13:26.974 -> 23.50, 44.00, 22.94, 47.13, 
10:13:29.058 -> 23.50, 44.00, 22.94, 47.13, 
10:13:31.143 -> 23.50, 43.94, 22.94, 47.06, 
10:13:33.234 -> 23.50, 44.00, 22.94, 47.13, 
10:13:35.316 -> 23.50, 43.94, 22.94, 47.06, 
10:13:37.408 -> 23.50, 44.00, 23.00, 47.06, 
10:13:39.489 -> 23.50, 44.00, 23.00, 47.06, 
10:13:41.525 -> 23.50, 43.94, 23.00, 47.13, 
10:13:43.648 -> 23.50, 44.00, 23.00, 47.13, 
10:13:45.730 -> 23.50, 44.00, 23.00, 47.13, 
10:13:47.766 -> 24.00, 43.94, 23.00, 47.13, 
10:13:49.846 -> 23.50, 44.00, 23.06, 47.13, 
10:13:51.931 -> 24.00, 43.94, 23.06, 47.19, 
10:13:54.016 -> 24.00, 44.00, 23.06, 47.19, 
10:13:56.102 -> 24.00, 43.94, 23.06, 47.13, 
10:13:58.188 -> 24.00, 44.00, 23.06, 47.13, 
10:14:00.274 -> 24.00, 44.00, 23.06, 47.13, 
10:14:02.364 -> 24.00, 44.00, 23.12, 47.13, 
10:14:04.449 -> 24.00, 44.00, 23.12, 47.13, 
10:14:06.527 -> 24.00, 44.00, 23.12, 47.19, 
10:14:08.574 -> 24.00, 44.00, 23.12, 47.19, 
10:14:10.665 -> 24.00, 44.00, 23.12, 47.25, 
10:14:12.747 -> 24.00, 44.00, 23.19, 47.25, 
10:14:14.836 -> 24.00, 44.00, 23.19, 47.25, 
10:14:16.916 -> 24.00, 44.06, 23.19, 47.19, 
10:14:19.000 -> 24.00, 44.00, 23.19, 47.19, 
10:14:21.076 -> 24.00, 44.06, 23.25, 47.25, 
10:14:23.164 -> 24.00, 44.06, 23.19, 47.25, 
10:14:25.244 -> 24.00, 44.06, 23.25, 47.25, 
10:14:27.287 -> 24.00, 44.06, 23.25, 47.19, 
10:14:29.370 -> 24.00, 44.06, 23.25, 47.19, 
10:14:31.456 -> 24.00, 44.06, 23.25, 47.19, 
10:14:33.543 -> 24.00, 44.06, 23.25, 47.19, 
10:14:35.627 -> 24.00, 44.06, 23.25, 47.19, 
10:14:37.716 -> 24.00, 44.06, 23.31, 47.25, 
10:14:39.797 -> 24.00, 44.06, 23.31, 47.25, 
10:14:41.886 -> 24.00, 44.13, 23.31, 47.31, 
10:14:43.927 -> 24.00, 44.13, 23.31, 47.31, 
10:14:46.016 -> 24.00, 44.13, 23.31, 47.31, 
10:14:48.113 -> 24.00, 44.19, 23.31, 47.31, 
10:14:50.204 -> 24.00, 44.19, 23.31, 47.38, 
10:14:52.285 -> 24.00, 44.19, 23.31, 47.38, 
10:14:54.367 -> 24.00, 44.19, 23.31, 47.38, 
10:14:56.442 -> 24.00, 44.19, 23.31, 47.44, 
10:14:58.531 -> 24.00, 44.19, 23.37, 47.44, 
10:15:00.565 -> 24.00, 44.25, 23.37, 47.44, 
10:15:02.651 -> 24.00, 44.25, 23.37, 47.50, 
10:15:04.740 -> 24.00, 44.25, 23.37, 47.50, 
10:15:06.828 -> 24.00, 44.25, 23.37, 47.50, 
10:15:08.923 -> 24.00, 44.25, 23.37, 47.50, 
10:15:11.008 -> 24.00, 44.25, 23.37, 47.56, 
10:15:13.090 -> 24.00, 44.31, 23.37, 47.56, 
10:15:15.130 -> 24.00, 44.25, 23.37, 47.56, 
10:15:17.252 -> 24.00, 44.31, 23.44, 47.63, 
10:15:19.332 -> 24.00, 44.31, 23.44, 47.63, 
10:15:21.375 -> 24.00, 44.31, 23.44, 47.63, 
10:15:23.454 -> 24.00, 44.31, 23.44, 47.69, 
10:15:25.530 -> 24.00, 44.38, 23.44, 47.63, 
10:15:27.650 -> 24.50, 44.31, 23.44, 47.69, 
10:15:29.690 -> 24.50, 44.38, 23.44, 47.69, 
10:15:31.783 -> 24.50, 44.38, 23.50, 47.69, 
10:15:33.868 -> 24.50, 44.38, 23.50, 47.69, 
10:15:35.945 -> 24.50, 44.38, 23.50, 47.69, 
10:15:38.031 -> 24.50, 44.38, 23.50, 47.69, 
10:15:40.118 -> 24.50, 44.38, 23.50, 47.69, 
10:15:42.171 -> 24.50, 44.38, 23.50, 47.69, 
10:15:44.253 -> 24.50, 44.38, 23.56, 47.69, 
10:15:46.341 -> 24.50, 44.38, 23.56, 47.69, 
10:15:48.429 -> 24.50, 44.38, 23.56, 47.69, 
10:15:50.517 -> 24.50, 44.38, 23.56, 47.63, 
10:15:52.603 -> 24.50, 44.38, 23.62, 47.69, 
10:15:54.688 -> 24.50, 44.38, 23.62, 47.63, 
10:15:56.729 -> 24.50, 44.31, 23.62, 47.63, 
10:15:58.815 -> 24.50, 44.31, 23.62, 47.63, 
10:16:00.904 -> 24.50, 44.38, 23.62, 47.63, 
10:16:02.985 -> 24.50, 44.38, 23.62, 47.63, 
10:16:05.080 -> 24.50, 44.31, 23.69, 47.69, 
10:16:07.159 -> 24.50, 44.38, 23.62, 47.69, 
10:16:09.238 -> 24.50, 44.31, 23.62, 47.69, 
10:16:11.325 -> 24.50, 44.31, 23.62, 47.69, 
10:16:13.408 -> 24.50, 44.38, 23.69, 47.69, 
10:16:15.487 -> 24.50, 44.38, 23.69, 47.69, 
10:16:17.528 -> 24.50, 44.44, 23.69, 47.69, 
10:16:19.612 -> 24.50, 44.44, 23.69, 47.69, 
10:16:21.692 -> 24.50, 44.44, 23.69, 47.69, 
10:16:23.776 -> 24.50, 44.44, 23.69, 47.69, 
10:16:25.870 -> 24.50, 44.50, 23.69, 47.69, 
10:16:27.959 -> 24.50, 44.44, 23.75, 47.69, 
10:16:30.035 -> 24.50, 44.50, 23.75, 47.69, 
10:16:32.123 -> 24.50, 44.50, 23.75, 47.69, 
10:16:34.171 -> 24.50, 44.50, 23.75, 47.75, 
10:16:36.254 -> 24.50, 44.50, 23.75, 47.69, 
10:16:38.347 -> 24.50, 44.50, 23.75, 47.75, 
10:16:40.433 -> 24.50, 44.50, 23.81, 47.75, 
10:16:42.514 -> 24.50, 44.50, 23.81, 47.75, 
10:16:44.606 -> 24.50, 44.44, 23.81, 47.75, 
10:16:46.650 -> 24.50, 44.44, 23.81, 47.69, 
10:16:48.741 -> 24.50, 44.44, 23.81, 47.69, 
10:16:50.826 -> 24.50, 44.44, 23.87, 47.75, 
10:16:52.913 -> 24.50, 44.44, 23.87, 47.69, 
10:16:54.998 -> 24.50, 44.44, 23.87, 47.69, 
10:16:57.088 -> 24.50, 44.38, 23.87, 47.69, 
10:16:59.129 -> 24.50, 44.38, 23.87, 47.69, 
10:17:01.220 -> 24.50, 44.38, 23.87, 47.69, 
10:17:03.306 -> 24.50, 44.38, 23.94, 47.69, 
10:17:05.392 -> 24.50, 44.38, 23.94, 47.69, 
10:17:07.472 -> 25.00, 44.38, 23.94, 47.69, 
10:17:09.561 -> 24.50, 44.38, 23.94, 47.69, 
10:17:11.649 -> 25.00, 44.38, 24.00, 47.69, 
10:17:13.690 -> 25.00, 44.31, 24.00, 47.69, 
10:17:15.778 -> 25.00, 44.31, 24.00, 47.69, 
10:17:17.863 -> 25.00, 44.31, 24.00, 47.69, 
10:17:19.941 -> 25.00, 44.31, 24.00, 47.69, 
10:17:22.021 -> 25.00, 44.31, 24.00, 47.69, 
10:17:24.109 -> 25.00, 44.31, 24.00, 47.69, 
10:17:26.194 -> 25.00, 44.31, 24.06, 47.63, 
10:17:28.281 -> 25.00, 44.31, 24.06, 47.63, 
10:17:30.368 -> 25.00, 44.31, 24.06, 47.69, 
10:17:32.410 -> 25.00, 44.31, 24.06, 47.63, 
10:17:34.494 -> 25.00, 44.31, 24.06, 47.63, 
10:17:36.586 -> 25.00, 44.31, 24.06, 47.63, 
10:17:38.672 -> 25.00, 44.31, 24.06, 47.63, 
10:17:40.759 -> 25.00, 44.31, 24.12, 47.63, 
10:17:42.843 -> 25.00, 44.31, 24.06, 47.63, 
10:17:44.886 -> 25.00, 44.31, 24.12, 47.69, 
10:17:46.968 -> 25.00, 44.31, 24.12, 47.63, 
10:17:49.057 -> 25.00, 44.31, 24.12, 47.63, 
10:17:51.139 -> 25.00, 44.31, 24.12, 47.63, 
10:17:53.224 -> 25.00, 44.31, 24.12, 47.63, 
10:17:55.316 -> 25.00, 44.31, 24.12, 47.63, 
10:17:57.408 -> 25.00, 44.31, 24.12, 47.63, 
10:17:59.448 -> 25.00, 44.31, 24.12, 47.63, 
10:18:01.539 -> 25.00, 44.31, 24.19, 47.56, 
10:18:03.630 -> 25.00, 44.31, 24.19, 47.56, 
10:18:05.720 -> 25.00, 44.31, 24.25, 47.56, 
10:18:07.808 -> 25.00, 44.31, 24.19, 47.50, 
10:18:09.849 -> 25.00, 44.25, 24.25, 47.50, 
10:18:11.940 -> 25.00, 44.25, 24.25, 47.50, 
10:18:14.026 -> 25.00, 44.25, 24.25, 47.50, 
10:18:16.111 -> 25.00, 44.25, 24.25, 47.50, 
10:18:18.193 -> 25.00, 44.25, 24.25, 47.50, 
10:18:20.275 -> 25.00, 44.25, 24.25, 47.50, 
10:18:22.362 -> 25.00, 44.25, 24.31, 47.50, 
10:18:24.444 -> 25.00, 44.25, 24.31, 47.50, 
10:18:26.529 -> 25.00, 44.25, 24.31, 47.56, 
10:18:28.562 -> 25.00, 44.25, 24.31, 47.50, 
10:18:30.658 -> 25.00, 44.31, 24.37, 47.50, 
10:18:32.742 -> 25.00, 44.31, 24.37, 47.50, 
10:18:34.822 -> 25.00, 44.31, 24.37, 47.50, 
10:18:36.903 -> 25.00, 44.31, 24.37, 47.50, 
10:18:38.985 -> 25.00, 44.31, 24.37, 47.50, 
10:18:41.061 -> 25.00, 44.31, 24.37, 47.56, 
10:18:43.148 -> 25.00, 44.31, 24.37, 47.56, 
10:18:45.234 -> 25.00, 44.38, 24.37, 47.56, 
10:18:47.312 -> 25.00, 44.38, 24.44, 47.56, 
10:18:49.393 -> 25.00, 44.38, 24.37, 47.56, 
10:18:51.465 -> 25.00, 44.38, 24.44, 47.56, 
10:18:53.541 -> 25.00, 44.38, 24.44, 47.56, 
10:18:55.628 -> 25.00, 44.38, 24.44, 47.56, 
10:18:57.721 -> 25.00, 44.38, 24.44, 47.56, 
10:18:59.760 -> 25.00, 44.38, 24.44, 47.56, 
10:19:01.843 -> 25.00, 44.38, 24.44, 47.56, 
10:19:03.927 -> 25.00, 44.38, 24.44, 47.56, 
10:19:06.042 -> 25.00, 44.38, 24.44, 47.56, 
10:19:08.079 -> 25.00, 44.38, 24.44, 47.56, 
10:19:10.163 -> 25.00, 44.38, 24.50, 47.56, 
10:19:12.249 -> 25.50, 44.38, 24.50, 47.56, 
10:19:14.333 -> 25.00, 44.38, 24.50, 47.50, 
10:19:16.414 -> 25.50, 44.38, 24.50, 47.56, 
10:19:18.499 -> 25.50, 44.38, 24.50, 47.50, 
10:19:20.589 -> 25.50, 44.38, 24.50, 47.50, 
10:19:22.659 -> 25.00, 44.38, 24.50, 47.50, 
10:19:24.736 -> 25.50, 44.38, 24.56, 47.50, 
10:19:26.817 -> 25.50, 44.31, 24.56, 47.50, 
10:19:28.903 -> 25.50, 44.31, 24.56, 47.50, 
10:19:30.985 -> 25.50, 44.38, 24.56, 47.50, 
10:19:33.073 -> 25.50, 44.38, 24.56, 47.50, 
10:19:35.153 -> 25.50, 44.38, 24.56, 47.56, 
10:19:37.199 -> 25.50, 44.38, 24.56, 47.56, 
10:19:39.281 -> 25.50, 44.38, 24.56, 47.56, 
10:19:41.372 -> 25.50, 44.38, 24.56, 47.56, 
10:19:43.458 -> 25.50, 44.44, 24.56, 47.63, 
10:19:45.542 -> 25.50, 44.44, 24.56, 47.56, 
10:19:47.628 -> 25.50, 44.44, 24.62, 47.63, 
10:19:49.711 -> 25.50, 44.44, 24.62, 47.63, 
10:19:51.799 -> 25.50, 44.44, 24.62, 47.63, 
10:19:53.836 -> 25.50, 44.50, 24.62, 47.63, 
10:19:55.919 -> 25.50, 44.50, 24.62, 47.63, 
10:19:58.011 -> 25.50, 44.50, 24.62, 47.63, 
10:20:00.093 -> 25.50, 44.50, 24.62, 47.63, 
10:20:02.180 -> 25.50, 44.50, 24.62, 47.63, 
10:20:04.264 -> 25.50, 44.50, 24.62, 47.63, 
10:20:06.342 -> 25.50, 44.50, 24.69, 47.63, 
10:20:08.430 -> 25.50, 44.50, 24.69, 47.69, 
10:20:10.473 -> 25.50, 44.50, 24.69, 47.69, 
10:20:12.599 -> 25.50, 44.50, 24.69, 47.69, 
10:20:14.677 -> 25.50, 44.50, 24.69, 47.63, 
10:20:16.757 -> 25.50, 44.50, 24.69, 47.63, 
10:20:18.835 -> 25.50, 44.50, 24.69, 47.63, 
10:20:20.877 -> 25.50, 44.50, 24.75, 47.63, 
10:20:22.998 -> 25.50, 44.50, 24.69, 47.63, 
10:20:25.035 -> 25.50, 44.50, 24.75, 47.63, 
10:20:27.114 -> 25.50, 44.50, 24.75, 47.63, 
10:20:29.205 -> 25.50, 44.50, 24.75, 47.63, 
10:20:31.279 -> 25.50, 44.50, 24.81, 47.63, 
10:20:33.366 -> 25.50, 44.50, 24.75, 47.69, 
10:20:35.446 -> 25.50, 44.50, 24.75, 47.69, 
10:20:37.531 -> 25.50, 44.50, 24.75, 47.69, 
10:20:39.610 -> 25.50, 44.50, 24.81, 47.69, 
10:20:41.692 -> 25.50, 44.50, 24.81, 47.63, 
10:20:43.782 -> 25.50, 44.50, 24.81, 47.63, 
10:20:45.864 -> 25.50, 44.50, 24.81, 47.63, 
10:20:47.947 -> 25.50, 44.50, 24.81, 47.63, 
10:20:50.029 -> 25.50, 44.50, 24.81, 47.63, 
10:20:52.108 -> 25.50, 44.44, 24.87, 47.63, 
10:20:54.153 -> 25.50, 44.44, 24.87, 47.56, 
10:20:56.243 -> 25.50, 44.44, 24.87, 47.56, 
10:20:58.327 -> 25.50, 44.44, 24.87, 47.56, 
10:21:00.411 -> 25.50, 44.44, 24.87, 47.50, 
10:21:02.490 -> 25.50, 44.44, 24.87, 47.50, 
10:21:04.578 -> 25.50, 44.44, 24.87, 47.50, 
10:21:06.658 -> 25.50, 44.38, 24.87, 47.44, 
10:21:08.735 -> 25.50, 44.38, 24.94, 47.50, 
10:21:10.816 -> 25.50, 44.38, 24.94, 47.44, 
10:21:12.902 -> 25.50, 44.38, 24.94, 47.44, 
10:21:14.988 -> 25.50, 44.38, 24.94, 47.38, 
10:21:17.068 -> 26.00, 44.38, 24.94, 47.38, 
10:21:19.153 -> 25.50, 44.38, 24.94, 47.38, 
10:21:21.196 -> 25.50, 44.31, 25.00, 47.38, 
10:21:23.276 -> 26.00, 44.31, 25.00, 47.31, 
10:21:25.360 -> 26.00, 44.31, 25.00, 47.31, 
10:21:27.437 -> 26.00, 44.31, 25.00, 47.31, 
10:21:29.532 -> 26.00, 44.31, 25.00, 47.31, 
10:21:31.616 -> 26.00, 44.31, 25.00, 47.38, 
10:21:33.699 -> 26.00, 44.31, 25.00, 47.31, 
10:21:35.784 -> 26.00, 44.31, 25.00, 47.31, 
10:21:37.867 -> 26.00, 44.31, 25.00, 47.38, 
10:21:39.904 -> 26.00, 44.31, 25.00, 47.38, 
10:21:41.988 -> 26.00, 44.31, 25.00, 47.38, 
10:21:44.079 -> 26.00, 44.31, 25.06, 47.38, 
10:21:46.169 -> 26.00, 44.31, 25.06, 47.38, 
10:21:48.258 -> 26.00, 44.25, 25.06, 47.38, 
10:21:50.341 -> 26.00, 44.25, 25.06, 47.31, 
10:21:52.424 -> 26.00, 44.25, 25.06, 47.31, 
10:21:54.500 -> 26.00, 44.25, 25.12, 47.31, 
10:21:56.586 -> 26.00, 44.25, 25.12, 47.25, 
10:21:58.662 -> 26.00, 44.25, 25.12, 47.25, 
10:22:00.749 -> 26.00, 44.25, 25.12, 47.25, 
10:22:02.786 -> 26.00, 44.25, 25.12, 47.25, 
10:22:04.875 -> 26.00, 44.25, 25.12, 47.31, 
10:22:06.952 -> 26.00, 44.25, 25.12, 47.31, 
10:22:09.036 -> 26.00, 44.25, 25.12, 47.38, 
10:22:11.127 -> 26.00, 44.25, 25.19, 47.31, 
10:22:13.215 -> 26.00, 44.25, 25.12, 47.38, 
10:22:15.303 -> 26.00, 44.25, 25.19, 47.38, 
10:22:17.343 -> 26.00, 44.25, 25.19, 47.38, 
10:22:19.424 -> 26.00, 44.31, 25.19, 47.38, 
10:22:21.503 -> 26.00, 44.31, 25.19, 47.38, 
10:22:23.595 -> 26.00, 44.31, 25.19, 47.38, 
10:22:25.687 -> 26.00, 44.31, 25.19, 47.38, 
10:22:27.767 -> 26.00, 44.38, 25.19, 47.44, 
10:22:29.856 -> 26.00, 44.31, 25.25, 47.44, 
10:22:31.943 -> 26.00, 44.31, 25.25, 47.44, 
10:22:33.987 -> 26.00, 44.38, 25.25, 47.50, 
10:22:36.073 -> 26.00, 44.38, 25.25, 47.50, 
10:22:38.170 -> 26.00, 44.38, 25.25, 47.44, 
10:22:40.218 -> 26.00, 44.38, 25.25, 47.44, 
10:22:42.303 -> 26.00, 44.38, 25.25, 47.44, 
10:22:44.386 -> 26.00, 44.38, 25.25, 47.38, 
10:22:46.468 -> 26.00, 44.38, 25.31, 47.38, 
10:22:48.558 -> 26.00, 44.38, 25.31, 47.38, 
10:22:50.646 -> 26.00, 44.38, 25.31, 47.38, 
10:22:52.729 -> 26.00, 44.38, 25.31, 47.38, 
10:22:54.823 -> 26.00, 44.38, 25.31, 47.44, 
10:22:56.866 -> 26.00, 44.38, 25.31, 47.44, 
10:22:58.950 -> 26.00, 44.38, 25.31, 47.44, 
10:23:01.035 -> 26.00, 44.38, 25.31, 47.44, 
10:23:03.120 -> 26.00, 44.38, 25.31, 47.44, 
10:23:05.201 -> 26.00, 44.38, 25.37, 47.50, 
10:23:07.285 -> 26.00, 44.44, 25.37, 47.50, 
10:23:09.378 -> 26.00, 44.44, 25.31, 47.50, 
10:23:11.418 -> 26.00, 44.44, 25.31, 47.56, 
10:23:13.504 -> 26.00, 44.50, 25.37, 47.50, 
10:23:15.592 -> 26.00, 44.50, 25.37, 47.56, 
10:23:17.683 -> 26.00, 44.50, 25.37, 47.63, 
10:23:19.758 -> 26.00, 44.50, 25.37, 47.63, 
10:23:21.847 -> 26.00, 44.56, 25.37, 47.69, 
10:23:23.929 -> 26.00, 44.56, 25.31, 47.69, 
10:23:26.002 -> 26.00, 44.56, 25.37, 47.69, 
10:23:28.085 -> 26.00, 44.63, 25.37, 47.69, 
10:23:30.165 -> 26.00, 44.63, 25.37, 47.69, 
10:23:32.243 -> 26.00, 44.63, 25.37, 47.69, 
10:23:34.333 -> 26.00, 44.63, 25.37, 47.69, 
10:23:36.418 -> 26.00, 44.69, 25.37, 47.69, 
10:23:38.496 -> 26.00, 44.69, 25.44, 47.69, 
10:23:40.539 -> 26.00, 44.69, 25.44, 47.69, 
10:23:42.623 -> 26.00, 44.69, 25.44, 47.69, 
10:23:44.708 -> 26.00, 44.63, 25.44, 47.69, 
10:23:46.782 -> 26.00, 44.63, 25.44, 47.63, 
10:23:48.872 -> 26.00, 44.63, 25.44, 47.63, 
10:23:50.953 -> 26.00, 44.63, 25.50, 47.56, 
10:23:53.045 -> 26.50, 44.56, 25.50, 47.56, 
10:23:55.135 -> 26.00, 44.56, 25.50, 47.56, 
10:23:57.180 -> 26.00, 44.56, 25.50, 47.50, 
10:23:59.273 -> 26.50, 44.56, 25.50, 47.50, 
10:24:01.359 -> 26.50, 44.56, 25.50, 47.56, 
10:24:03.440 -> 26.50, 44.50, 25.50, 47.56, 
10:24:05.511 -> 26.50, 44.56, 25.50, 47.56, 
10:24:07.601 -> 26.50, 44.56, 25.50, 47.56, 
10:24:09.692 -> 26.50, 44.56, 25.56, 47.56, 
10:24:11.729 -> 26.50, 44.56, 25.50, 47.63, 
10:24:13.814 -> 26.50, 44.63, 25.56, 47.63, 
10:24:15.899 -> 26.50, 44.63, 25.56, 47.69, 
10:24:17.985 -> 26.50, 44.69, 25.50, 47.69, 
10:24:20.070 -> 26.50, 44.69, 25.56, 47.69, 
10:24:22.157 -> 26.50, 44.69, 25.56, 47.75, 
10:24:24.243 -> 26.50, 44.69, 25.56, 47.75, 
10:24:26.324 -> 26.50, 44.75, 25.56, 47.75, 
10:24:28.401 -> 26.50, 44.75, 25.56, 47.81, 
10:24:30.447 -> 26.50, 44.69, 25.56, 47.81, 
10:24:32.538 -> 26.50, 44.75, 25.56, 47.81, 
10:24:34.618 -> 26.50, 44.69, 25.56, 47.81, 
10:24:36.695 -> 26.50, 44.75, 25.56, 47.81, 
10:24:38.783 -> 26.50, 44.69, 25.56, 47.88, 
10:24:40.868 -> 26.50, 44.75, 25.56, 47.88, 
10:24:42.952 -> 26.50, 44.69, 25.56, 47.88, 
10:24:45.032 -> 26.50, 44.69, 25.62, 47.88, 
10:24:47.125 -> 26.50, 44.69, 25.62, 47.88, 
10:24:49.167 -> 26.50, 44.69, 25.62, 47.88, 
10:24:51.249 -> 26.50, 44.69, 25.62, 47.88, 
10:24:53.329 -> 26.50, 44.75, 25.62, 47.88, 
10:24:55.420 -> 26.50, 44.75, 25.62, 47.88, 
10:24:57.505 -> 26.50, 44.69, 25.62, 47.88, 
10:24:59.591 -> 26.50, 44.75, 25.62, 47.88, 
10:25:01.670 -> 26.50, 44.69, 25.69, 47.88, 
10:25:03.753 -> 26.50, 44.75, 25.69, 47.88, 
10:25:05.829 -> 26.50, 44.69, 25.69, 47.88, 
10:25:07.915 -> 26.50, 44.69, 25.69, 47.81, 
10:25:10.000 -> 26.50, 44.69, 25.69, 47.81, 
10:25:12.040 -> 26.50, 44.63, 25.69, 47.75, 
