08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
10:25:14.131 -> 26.50, 44.63, 25.69, 47.75, 
10:25:16.218 -> 26.50, 44.63, 25.69, 47.69, 
10:25:18.299 -> 26.50, 44.56, 25.75, 47.69, 
10:25:20.382 -> 26.50, 44.56, 25.75, 47.63, 
10:25:22.457 -> 26.50, 44.56, 25.75, 47.63, 
10:25:24.543 -> 26.50, 44.50, 25.75, 47.56, 
10:25:26.632 -> 26.50, 44.50, 25.75, 47.56, 
10:25:28.714 -> 26.50, 44.50, 25.75, 47.56, 
10:25:30.759 -> 26.50, 44.44, 25.75, 47.56, 
10:25:32.837 -> 26.50, 44.44, 25.75, 47.50, 
10:25:34.919 -> 26.50, 44.44, 25.75, 47.50, 
10:25:37.002 -> 26.50, 44.44, 25.75, 47.50, 
10:25:39.090 -> 26.50, 44.38, 25.81, 47.44, 
10:25:41.173 -> 26.50, 44.38, 25.81, 47.44, 
10:25:43.262 -> 26.50, 44.38, 25.81, 47.44, 
10:25:45.348 -> 26.50, 44.38, 25.81, 47.44, 
10:25:47.434 -> 26.50, 44.38, 25.81, 47.44, 
10:25:49.474 -> 26.50, 44.38, 25.81, 47.38, 
10:25:51.556 -> 26.50, 44.31, 25.81, 47.44, 
10:25:53.637 -> 26.50, 44.31, 25.81, 47.38, 
10:25:55.721 -> 26.50, 44.31, 25.81, 47.38, 
10:25:57.807 -> 26.50, 44.31, 25.87, 47.38, 
10:25:59.888 -> 26.50, 44.31, 25.87, 47.38, 
10:26:01.970 -> 26.50, 44.31, 25.87, 47.38, 
10:26:04.048 -> 26.50, 44.31, 25.87, 47.38, 
10:26:06.129 -> 26.50, 44.31, 25.87, 47.38, 
10:26:08.219 -> 26.50, 44.31, 25.87, 47.38, 
10:26:10.301 -> 26.50, 44.31, 25.87, 47.38, 
10:26:12.385 -> 26.50, 44.31, 25.87, 47.38, 
10:26:14.474 -> 26.50, 44.31, 25.87, 47.31, 
10:26:16.514 -> 26.50, 44.31, 25.94, 47.31, 
10:26:18.597 -> 26.50, 44.31, 25.94, 47.38, 
10:26:20.681 -> 26.50, 44.31, 25.94, 47.38, 
10:26:22.769 -> 26.50, 44.25, 25.94, 47.31, 
10:26:24.853 -> 26.50, 44.25, 25.94, 47.25, 
10:26:26.937 -> 26.50, 44.25, 25.94, 47.31, 
10:26:29.020 -> 26.50, 44.25, 25.94, 47.31, 
10:26:31.103 -> 26.50, 44.19, 25.94, 47.31, 
10:26:33.189 -> 26.50, 44.19, 25.94, 47.31, 
10:26:35.265 -> 26.50, 44.19, 26.00, 47.31, 
10:26:37.306 -> 26.50, 44.19, 26.00, 47.31, 
10:26:39.387 -> 26.50, 44.19, 25.94, 47.25, 
10:26:41.467 -> 26.50, 44.19, 25.94, 47.19, 
10:26:43.551 -> 26.50, 44.19, 26.00, 47.25, 
10:26:45.639 -> 26.50, 44.13, 26.00, 47.19, 
10:26:47.714 -> 26.50, 44.13, 26.00, 47.19, 
10:26:49.809 -> 26.50, 44.13, 26.00, 47.19, 
10:26:51.889 -> 26.50, 44.13, 26.00, 47.19, 
10:26:53.974 -> 26.50, 44.13, 26.00, 47.19, 
10:26:56.066 -> 26.50, 44.13, 26.00, 47.19, 
10:26:58.106 -> 26.50, 44.13, 26.00, 47.13, 
10:27:00.190 -> 26.50, 44.13, 26.00, 47.13, 
10:27:02.264 -> 26.50, 44.06, 26.00, 47.13, 
10:27:04.347 -> 26.50, 44.06, 26.00, 47.13, 
10:27:06.432 -> 26.50, 44.06, 26.00, 47.19, 
10:27:08.528 -> 26.50, 44.06, 26.06, 47.13, 
10:27:10.609 -> 26.50, 44.06, 26.06, 47.13, 
10:27:12.690 -> 27.00, 44.06, 26.06, 47.06, 
10:27:14.775 -> 26.50, 44.06, 26.06, 47.13, 
10:27:16.854 -> 27.00, 44.06, 26.06, 47.13, 
10:27:18.940 -> 27.00, 44.06, 26.06, 47.13, 
10:27:21.021 -> 26.50, 44.13, 26.06, 47.19, 
10:27:23.099 -> 27.00, 44.13, 26.06, 47.19, 
10:27:25.178 -> 27.00, 44.13, 26.12, 47.19, 
10:27:27.257 -> 27.00, 44.13, 26.06, 47.25, 
10:27:29.295 -> 27.00, 44.19, 26.06, 47.25, 
10:27:31.414 -> 27.00, 44.19, 26.06, 47.25, 
10:27:33.496 -> 27.00, 44.19, 26.06, 47.31, 
10:27:35.577 -> 27.00, 44.25, 26.12, 47.25, 
10:27:37.619 -> 27.00, 44.25, 26.12, 47.31, 
10:27:39.703 -> 27.00, 44.25, 26.12, 47.31, 
10:27:41.792 -> 27.00, 44.25, 26.12, 47.31, 
10:27:43.867 -> 27.00, 44.31, 26.12, 47.31, 
10:27:45.942 -> 27.00, 44.31, 26.12, 47.31, 
10:27:48.026 -> 27.00, 44.31, 26.12, 47.31, 
10:27:50.107 -> 27.00, 44.31, 26.12, 47.31, 
10:27:52.191 -> 27.00, 44.31, 26.12, 47.25, 
10:27:54.270 -> 27.00, 44.31, 26.12, 47.25, 
10:27:56.356 -> 27.00, 44.31, 26.12, 47.25, 
10:27:58.442 -> 27.00, 44.25, 26.19, 47.25, 
10:28:00.531 -> 27.00, 44.25, 26.12, 47.25, 
10:28:02.614 -> 27.00, 44.25, 26.19, 47.25, 
10:28:04.653 -> 27.00, 44.25, 26.19, 47.25, 
10:28:06.744 -> 27.00, 44.25, 26.19, 47.25, 
10:28:08.834 -> 27.00, 44.25, 26.19, 47.25, 
10:28:10.923 -> 27.00, 44.25, 26.19, 47.25, 
10:28:13.007 -> 27.00, 44.25, 26.19, 47.25, 
10:28:15.087 -> 27.00, 44.19, 26.19, 47.25, 
10:28:17.173 -> 27.00, 44.19, 26.25, 47.25, 
10:28:19.211 -> 27.00, 44.19, 26.25, 47.25, 
10:28:21.292 -> 27.00, 44.19, 26.25, 47.19, 
10:28:23.376 -> 27.00, 44.19, 26.25, 47.25, 
10:28:25.460 -> 27.00, 44.19, 26.25, 47.19, 
10:28:27.553 -> 27.00, 44.19, 26.25, 47.19, 
10:28:29.641 -> 27.00, 44.19, 26.25, 47.19, 
10:28:31.685 -> 27.00, 44.19, 26.31, 47.25, 
10:28:33.778 -> 27.00, 44.19, 26.31, 47.25, 
10:28:35.863 -> 27.00, 44.19, 26.31, 47.25, 
10:28:37.949 -> 27.00, 44.19, 26.31, 47.25, 
10:28:40.044 -> 27.00, 44.19, 26.31, 47.25, 
10:28:42.091 -> 27.00, 44.19, 26.31, 47.25, 
10:28:44.180 -> 27.00, 44.19, 26.31, 47.25, 
10:28:46.270 -> 27.00, 44.19, 26.31, 47.25, 
10:28:48.350 -> 27.00, 44.19, 26.31, 47.25, 
10:28:50.442 -> 27.00, 44.19, 26.31, 47.25, 
10:28:52.481 -> 27.00, 44.19, 26.31, 47.25, 
10:28:54.571 -> 27.00, 44.19, 26.31, 47.25, 
10:28:56.661 -> 27.00, 44.19, 26.31, 47.25, 
10:28:58.749 -> 27.00, 44.19, 26.31, 47.25, 
10:29:00.836 -> 27.00, 44.19, 26.31, 47.25, 
10:29:02.919 -> 27.00, 44.19, 26.37, 47.19, 
10:29:04.999 -> 27.00, 44.19, 26.37, 47.19, 
10:29:07.073 -> 27.00, 44.19, 26.37, 47.19, 
10:29:09.155 -> 27.00, 44.19, 26.37, 47.19, 
10:29:11.237 -> 27.00, 44.19, 26.37, 47.19, 
10:29:13.317 -> 27.00, 44.13, 26.37, 47.19, 
10:29:15.359 -> 27.00, 44.13, 26.37, 47.13, 
10:29:17.445 -> 27.00, 44.13, 26.37, 47.19, 
10:29:19.531 -> 27.00, 44.13, 26.37, 47.13, 
10:29:21.607 -> 27.00, 44.13, 26.37, 47.13, 
10:29:23.699 -> 27.00, 44.13, 26.37, 47.13, 
10:29:25.792 -> 27.00, 44.06, 26.44, 47.13, 
10:29:27.876 -> 27.00, 44.06, 26.37, 47.13, 
10:29:29.917 -> 27.00, 44.06, 26.37, 47.13, 
10:29:32.010 -> 27.00, 44.06, 26.44, 47.13, 
10:29:34.086 -> 27.00, 44.06, 26.44, 47.13, 
10:29:36.164 -> 27.00, 44.06, 26.44, 47.13, 
10:29:38.240 -> 27.00, 44.06, 26.44, 47.13, 
10:29:40.325 -> 27.00, 44.13, 26.44, 47.13, 
10:29:42.411 -> 27.00, 44.13, 26.44, 47.19, 
10:29:44.501 -> 27.00, 44.13, 26.44, 47.19, 
10:29:46.586 -> 27.00, 44.13, 26.44, 47.19, 
10:29:48.627 -> 27.00, 44.13, 26.44, 47.19, 
10:29:50.752 -> 27.00, 44.19, 26.44, 47.19, 
10:29:52.791 -> 27.00, 44.19, 26.44, 47.19, 
10:29:54.877 -> 27.00, 44.19, 26.44, 47.25, 
10:29:56.956 -> 27.00, 44.19, 26.44, 47.25, 
10:29:59.038 -> 27.00, 44.25, 26.50, 47.31, 
10:30:01.124 -> 27.00, 44.25, 26.44, 47.31, 
10:30:03.206 -> 27.00, 44.25, 26.44, 47.31, 
10:30:05.285 -> 27.00, 44.31, 26.50, 47.38, 
10:30:07.366 -> 27.00, 44.31, 26.50, 47.38, 
10:30:09.455 -> 27.00, 44.31, 26.50, 47.38, 
10:30:11.545 -> 27.00, 44.38, 26.50, 47.44, 
10:30:13.593 -> 27.00, 44.38, 26.50, 47.50, 
10:30:15.678 -> 27.00, 44.44, 26.50, 47.50, 
10:30:17.768 -> 27.00, 44.44, 26.50, 47.56, 
10:30:19.854 -> 27.00, 44.50, 26.50, 47.63, 
10:30:21.933 -> 27.00, 44.50, 26.50, 47.63, 
10:30:24.018 -> 27.00, 44.50, 26.50, 47.69, 
10:30:26.102 -> 27.00, 44.50, 26.50, 47.63, 
10:30:28.176 -> 27.00, 44.56, 26.50, 47.69, 
10:30:30.220 -> 27.50, 44.56, 26.50, 47.69, 
10:30:32.312 -> 27.50, 44.56, 26.56, 47.75, 
10:30:34.390 -> 27.50, 44.56, 26.50, 47.75, 
10:30:36.477 -> 27.00, 44.63, 26.50, 47.75, 
10:30:38.564 -> 27.50, 44.63, 26.56, 47.75, 
10:30:40.648 -> 27.50, 44.63, 26.56, 47.75, 
10:30:42.731 -> 27.50, 44.56, 26.56, 47.75, 
10:30:44.819 -> 27.50, 44.63, 26.56, 47.69, 
10:30:46.899 -> 27.50, 44.63, 26.56, 47.75, 
10:30:48.943 -> 27.50, 44.63, 26.56, 47.81, 
10:30:51.017 -> 27.50, 44.63, 26.56, 47.81, 
10:30:53.137 -> 27.50, 44.63, 26.56, 47.81, 
10:30:55.179 -> 27.50, 44.69, 26.56, 47.75, 
10:30:57.255 -> 27.50, 44.69, 26.56, 47.75, 
10:30:59.341 -> 27.50, 44.63, 26.62, 47.69, 
10:31:01.431 -> 27.50, 44.63, 26.62, 47.69, 
10:31:03.502 -> 27.50, 44.63, 26.62, 47.63, 
10:31:05.592 -> 27.50, 44.63, 26.56, 47.63, 
10:31:07.680 -> 27.50, 44.63, 26.62, 47.63, 
10:31:09.767 -> 27.50, 44.56, 26.62, 47.63, 
10:31:11.854 -> 27.50, 44.56, 26.62, 47.56, 
10:31:13.892 -> 27.50, 44.56, 26.62, 47.56, 
10:31:15.981 -> 27.50, 44.56, 26.62, 47.50, 
10:31:18.065 -> 27.50, 44.50, 26.62, 47.50, 
10:31:20.151 -> 27.50, 44.50, 26.62, 47.50, 
10:31:22.239 -> 27.50, 44.50, 26.62, 47.56, 
10:31:24.323 -> 27.50, 44.50, 26.69, 47.56, 
10:31:26.407 -> 27.50, 44.50, 26.69, 47.56, 
10:31:28.492 -> 27.50, 44.50, 26.69, 47.56, 
10:31:30.529 -> 27.50, 44.50, 26.69, 47.63, 
10:31:32.616 -> 27.50, 44.50, 26.69, 47.63, 
10:31:34.704 -> 27.50, 44.50, 26.69, 47.63, 
10:31:36.788 -> 27.50, 44.50, 26.69, 47.63, 
10:31:38.881 -> 27.50, 44.56, 26.69, 47.69, 
10:31:40.965 -> 27.50, 44.56, 26.69, 47.69, 
10:31:43.049 -> 27.50, 44.56, 26.69, 47.69, 
10:31:45.095 -> 27.50, 44.56, 26.69, 47.69, 
10:31:47.178 -> 27.50, 44.56, 26.69, 47.69, 
10:31:49.256 -> 27.50, 44.56, 26.75, 47.69, 
10:31:51.339 -> 27.50, 44.63, 26.69, 47.75, 
10:31:53.418 -> 27.50, 44.56, 26.69, 47.81, 
10:31:55.511 -> 27.50, 44.63, 26.69, 47.81, 
10:31:57.595 -> 27.50, 44.63, 26.75, 47.81, 
10:31:59.682 -> 27.50, 44.63, 26.69, 47.81, 
10:32:01.719 -> 27.50, 44.69, 26.69, 47.81, 
10:32:03.799 -> 27.50, 44.69, 26.75, 47.81, 
10:32:05.887 -> 27.50, 44.69, 26.75, 47.75, 
10:32:07.978 -> 27.50, 44.69, 26.75, 47.81, 
10:32:10.061 -> 27.50, 44.69, 26.75, 47.81, 
10:32:12.135 -> 27.50, 44.69, 26.75, 47.81, 
10:32:14.218 -> 27.50, 44.75, 26.75, 47.81, 
10:32:16.303 -> 27.50, 44.75, 26.75, 47.81, 
10:32:18.381 -> 27.50, 44.75, 26.81, 47.75, 
10:32:20.460 -> 27.50, 44.75, 26.75, 47.75, 
10:32:22.552 -> 27.50, 44.75, 26.81, 47.75, 
10:32:24.631 -> 27.50, 44.69, 26.81, 47.75, 
10:32:26.672 -> 27.50, 44.69, 26.81, 47.75, 
10:32:28.761 -> 27.50, 44.75, 26.81, 47.75, 
10:32:30.850 -> 27.50, 44.69, 26.81, 47.75, 
10:32:32.925 -> 27.50, 44.69, 26.81, 47.75, 
10:32:35.011 -> 27.50, 44.69, 26.81, 47.75, 
10:32:37.101 -> 27.50, 44.75, 26.81, 47.75, 
10:32:39.193 -> 27.50, 44.69, 26.81, 47.75, 
10:32:41.233 -> 27.50, 44.69, 26.81, 47.69, 
10:32:43.318 -> 27.50, 44.75, 26.81, 47.75, 
10:32:45.402 -> 27.50, 44.69, 26.81, 47.75, 
10:32:47.490 -> 27.50, 44.69, 26.81, 47.75, 
10:32:49.586 -> 27.50, 44.75, 26.81, 47.69, 
10:32:51.667 -> 27.50, 44.69, 26.81, 47.69, 
10:32:53.750 -> 27.50, 44.69, 26.87, 47.69, 
10:32:55.788 -> 27.50, 44.69, 26.87, 47.63, 
10:32:57.874 -> 27.50, 44.69, 26.87, 47.63, 
10:32:59.959 -> 27.50, 44.69, 26.81, 47.63, 
10:33:02.044 -> 27.50, 44.69, 26.87, 47.63, 
10:33:04.135 -> 27.50, 44.69, 26.87, 47.69, 
10:33:06.217 -> 27.50, 44.69, 26.87, 47.69, 
10:33:08.262 -> 27.50, 44.69, 26.87, 47.69, 
10:33:10.352 -> 27.50, 44.69, 26.87, 47.75, 
10:33:12.434 -> 27.50, 44.69, 26.87, 47.75, 
10:33:14.517 -> 27.50, 44.69, 26.87, 47.75, 
10:33:16.599 -> 27.50, 44.69, 26.87, 47.75, 
10:33:18.682 -> 27.50, 44.69, 26.87, 47.81, 
10:33:20.771 -> 27.50, 44.69, 26.87, 47.81, 
10:33:22.856 -> 27.50, 44.75, 26.87, 47.81, 
10:33:24.896 -> 27.50, 44.69, 26.87, 47.88, 
10:33:26.979 -> 27.50, 44.75, 26.87, 47.81, 
10:33:29.065 -> 27.50, 44.75, 26.87, 47.81, 
10:33:31.152 -> 27.50, 44.75, 26.87, 47.81, 
10:33:33.240 -> 27.50, 44.75, 26.94, 47.88, 
10:33:35.314 -> 27.50, 44.75, 26.94, 47.88, 
10:33:37.400 -> 27.50, 44.75, 26.94, 47.88, 
10:33:39.479 -> 27.50, 44.75, 26.94, 47.88, 
10:33:41.565 -> 27.50, 44.75, 26.94, 47.88, 
10:33:43.646 -> 27.50, 44.81, 26.94, 47.94, 
10:33:45.728 -> 27.50, 44.81, 26.94, 47.94, 
10:33:47.803 -> 27.50, 44.81, 26.94, 47.94, 
10:33:49.885 -> 27.50, 44.81, 26.94, 47.94, 
10:33:51.969 -> 27.50, 44.81, 26.94, 47.94, 
10:33:54.011 -> 27.50, 44.88, 26.94, 47.94, 
10:33:56.097 -> 27.50, 44.94, 26.94, 48.00, 
10:33:58.175 -> 27.50, 44.94, 26.94, 48.00, 
10:34:00.261 -> 27.50, 45.00, 26.94, 48.00, 
10:34:02.345 -> 27.50, 45.06, 26.94, 48.00, 
10:34:04.431 -> 27.50, 45.06, 26.94, 48.00, 
10:34:06.510 -> 27.50, 45.13, 26.94, 48.00, 
10:34:08.600 -> 27.50, 45.13, 26.94, 47.94, 
10:34:10.647 -> 27.50, 45.13, 26.94, 48.00, 
10:34:12.729 -> 28.00, 45.13, 26.94, 48.00, 
10:34:14.808 -> 28.00, 45.13, 26.94, 47.94, 
10:34:16.894 -> 28.00, 45.13, 26.94, 47.94, 
10:34:18.966 -> 28.00, 45.13, 26.94, 48.00, 
10:34:21.046 -> 28.00, 45.13, 27.00, 48.00, 
10:34:23.129 -> 28.00, 45.13, 26.94, 48.00, 
10:34:25.212 -> 28.00, 45.13, 27.00, 48.06, 
10:34:27.290 -> 28.00, 45.13, 27.00, 48.00, 
10:34:29.378 -> 28.00, 45.06, 27.00, 48.00, 
10:34:31.456 -> 28.00, 45.06, 27.00, 47.94, 
10:34:33.537 -> 28.00, 45.06, 27.00, 47.94, 
10:34:35.621 -> 28.00, 45.06, 27.00, 47.94, 
10:34:37.706 -> 28.00, 45.06, 27.00, 47.94, 
10:34:39.794 -> 28.00, 45.00, 27.00, 47.88, 
10:34:41.874 -> 28.00, 45.00, 27.00, 47.81, 
10:34:43.957 -> 28.00, 45.00, 27.00, 47.81, 
10:34:45.996 -> 28.00, 44.94, 27.00, 47.75, 
10:34:48.079 -> 28.00, 44.88, 27.00, 47.75, 
10:34:50.158 -> 28.00, 44.88, 27.00, 47.75, 
10:34:52.235 -> 28.00, 44.88, 27.06, 47.75, 
10:34:54.357 -> 28.00, 44.81, 27.06, 47.69, 
10:34:56.432 -> 28.00, 44.81, 27.06, 47.69, 
10:34:58.473 -> 28.00, 44.75, 27.06, 47.69, 
10:35:00.594 -> 28.00, 44.75, 27.06, 47.69, 
10:35:02.631 -> 28.00, 44.75, 27.12, 47.69, 
10:35:04.714 -> 28.00, 44.69, 27.06, 47.69, 
10:35:06.800 -> 28.00, 44.69, 27.06, 47.69, 
10:35:08.880 -> 28.00, 44.69, 27.12, 47.69, 
10:35:10.959 -> 28.00, 44.69, 27.12, 47.69, 
10:35:13.040 -> 28.00, 44.69, 27.12, 47.69, 
10:35:15.126 -> 28.00, 44.69, 27.12, 47.63, 
10:35:17.207 -> 28.00, 44.69, 27.12, 47.63, 
10:35:19.290 -> 28.00, 44.69, 27.12, 47.63, 
10:35:21.374 -> 28.00, 44.63, 27.12, 47.56, 
10:35:23.458 -> 28.00, 44.56, 27.12, 47.56, 
10:35:25.538 -> 28.00, 44.56, 27.12, 47.56, 
10:35:27.621 -> 28.00, 44.56, 27.12, 47.50, 
10:35:29.694 -> 28.00, 44.50, 27.12, 47.50, 
10:35:31.777 -> 28.00, 44.56, 27.12, 47.44, 
10:35:33.861 -> 28.00, 44.50, 27.12, 47.44, 
10:35:35.937 -> 28.00, 44.50, 27.12, 47.44, 
10:35:38.023 -> 28.00, 44.50, 27.12, 47.44, 
10:35:40.099 -> 28.00, 44.50, 27.12, 47.44, 
10:35:42.175 -> 28.00, 44.50, 27.19, 47.38, 
10:35:44.259 -> 28.00, 44.50, 27.19, 47.38, 
10:35:46.299 -> 28.00, 44.44, 27.19, 47.38, 
10:35:48.387 -> 28.00, 44.44, 27.19, 47.31, 
10:35:50.472 -> 28.00, 44.44, 27.19, 47.38, 
10:35:52.560 -> 28.00, 44.44, 27.19, 47.31, 
10:35:54.644 -> 28.00, 44.44, 27.19, 47.25, 
10:35:56.735 -> 28.00, 44.38, 27.19, 47.31, 
10:35:58.818 -> 28.00, 44.38, 27.19, 47.25, 
10:36:00.864 -> 28.00, 44.38, 27.19, 47.25, 
10:36:02.939 -> 28.00, 44.38, 27.19, 47.25, 
10:36:05.023 -> 28.00, 44.38, 27.19, 47.19, 
10:36:07.105 -> 28.00, 44.38, 27.19, 47.19, 
10:36:09.195 -> 28.00, 44.31, 27.19, 47.19, 
10:36:11.283 -> 28.00, 44.31, 27.19, 47.19, 
10:36:13.366 -> 28.00, 44.31, 27.19, 47.19, 
10:36:15.442 -> 28.00, 44.31, 27.19, 47.19, 
10:36:17.531 -> 28.00, 44.31, 27.25, 47.19, 
10:36:19.575 -> 28.00, 44.31, 27.19, 47.19, 
10:36:21.658 -> 28.00, 44.31, 27.19, 47.19, 
10:36:23.741 -> 28.00, 44.31, 27.25, 47.25, 
10:36:25.824 -> 28.00, 44.31, 27.25, 47.25, 
10:36:27.897 -> 28.00, 44.31, 27.25, 47.25, 
10:36:29.978 -> 28.00, 44.31, 27.25, 47.25, 
10:36:32.070 -> 28.00, 44.31, 27.25, 47.25, 
10:36:34.157 -> 28.00, 44.31, 27.25, 47.25, 
10:36:36.236 -> 28.00, 44.38, 27.25, 47.25, 
10:36:38.320 -> 28.00, 44.38, 27.25, 47.25, 
10:36:40.399 -> 28.00, 44.38, 27.25, 47.25, 
10:36:42.484 -> 28.00, 44.38, 27.25, 47.25, 
10:36:44.569 -> 28.00, 44.38, 27.25, 47.25, 
10:36:46.616 -> 28.00, 44.38, 27.25, 47.25, 
10:36:48.696 -> 28.00, 44.38, 27.25, 47.25, 
10:36:50.782 -> 28.00, 44.38, 27.25, 47.25, 
10:36:52.861 -> 28.00, 44.38, 27.31, 47.25, 
10:36:54.943 -> 28.00, 44.38, 27.25, 47.25, 
10:36:57.027 -> 28.00, 44.38, 27.31, 47.31, 
10:36:59.110 -> 28.00, 44.38, 27.31, 47.31, 
10:37:01.192 -> 28.00, 44.38, 27.25, 47.31, 
10:37:03.273 -> 28.00, 44.38, 27.31, 47.31, 
10:37:05.358 -> 28.00, 44.38, 27.25, 47.31, 
10:37:07.442 -> 28.00, 44.38, 27.25, 47.31, 
10:37:09.520 -> 28.00, 44.38, 27.31, 47.31, 
10:37:11.557 -> 28.00, 44.38, 27.25, 47.31, 
10:37:13.645 -> 28.00, 44.38, 27.31, 47.38, 
10:37:15.725 -> 28.00, 44.38, 27.31, 47.31, 
10:37:17.808 -> 28.00, 44.38, 27.31, 47.38, 
10:37:19.892 -> 28.00, 44.38, 27.25, 47.38, 
10:37:21.977 -> 28.00, 44.38, 27.31, 47.38, 
10:37:24.062 -> 28.00, 44.38, 27.25, 47.38, 
10:37:26.142 -> 28.00, 44.38, 27.25, 47.38, 
10:37:28.224 -> 28.00, 44.44, 27.31, 47.38, 
10:37:30.309 -> 28.00, 44.38, 27.31, 47.38, 
10:37:32.394 -> 28.00, 44.44, 27.31, 47.38, 
10:37:34.434 -> 28.00, 44.38, 27.31, 47.38, 
10:37:36.513 -> 28.00, 44.38, 27.31, 47.31, 
10:37:38.594 -> 28.00, 44.38, 27.31, 47.38, 
10:37:40.678 -> 28.00, 44.38, 27.31, 47.31, 
10:37:42.760 -> 28.00, 44.38, 27.31, 47.31, 
10:37:44.846 -> 28.00, 44.38, 27.31, 47.31, 
10:37:46.926 -> 28.00, 44.38, 27.31, 47.25, 
10:37:49.007 -> 28.00, 44.38, 27.31, 47.31, 
10:37:51.092 -> 28.00, 44.31, 27.31, 47.31, 
10:37:53.174 -> 28.00, 44.38, 27.37, 47.25, 
10:37:55.250 -> 28.00, 44.31, 27.31, 47.25, 
10:37:57.329 -> 28.00, 44.31, 27.31, 47.19, 
10:37:59.419 -> 28.00, 44.31, 27.37, 47.25, 
10:38:01.507 -> 28.00, 44.31, 27.37, 47.25, 
10:38:03.549 -> 28.00, 44.31, 27.37, 47.25, 
10:38:05.632 -> 28.00, 44.25, 27.37, 47.19, 
10:38:07.711 -> 28.00, 44.25, 27.37, 47.25, 
10:38:09.799 -> 28.00, 44.25, 27.37, 47.25, 
10:38:11.888 -> 28.00, 44.25, 27.37, 47.19, 
10:38:13.974 -> 28.00, 44.25, 27.37, 47.19, 
10:38:16.060 -> 28.00, 44.25, 27.37, 47.19, 
10:38:18.142 -> 28.00, 44.25, 27.37, 47.19, 
10:38:20.182 -> 28.00, 44.19, 27.37, 47.19, 
10:38:22.269 -> 28.00, 44.25, 27.37, 47.19, 
10:38:24.345 -> 28.00, 44.25, 27.37, 47.19, 
10:38:26.423 -> 28.00, 44.19, 27.37, 47.19, 
10:38:28.513 -> 28.00, 44.19, 27.37, 47.19, 
10:38:30.596 -> 28.00, 44.19, 27.37, 47.19, 
10:38:32.678 -> 28.00, 44.19, 27.37, 47.19, 
10:38:34.753 -> 28.00, 44.19, 27.37, 47.19, 
10:38:36.832 -> 28.00, 44.19, 27.37, 47.19, 
10:38:38.910 -> 28.00, 44.19, 27.37, 47.19, 
10:38:40.998 -> 28.00, 44.19, 27.37, 47.13, 
10:38:43.081 -> 28.00, 44.19, 27.37, 47.13, 
10:38:45.159 -> 28.00, 44.19, 27.44, 47.13, 
10:38:47.237 -> 28.00, 44.19, 27.37, 47.13, 
10:38:49.323 -> 28.00, 44.19, 27.44, 47.13, 
10:38:51.411 -> 28.00, 44.19, 27.44, 47.19, 
10:38:53.495 -> 28.00, 44.19, 27.44, 47.13, 
10:38:55.573 -> 28.00, 44.19, 27.44, 47.13, 
10:38:57.646 -> 28.00, 44.19, 27.44, 47.19, 
10:38:59.726 -> 28.00, 44.25, 27.44, 47.19, 
10:39:01.804 -> 28.00, 44.25, 27.44, 47.19, 
10:39:03.884 -> 28.00, 44.25, 27.44, 47.19, 
10:39:05.952 -> 28.00, 44.25, 27.44, 47.19, 
10:39:08.036 -> 28.00, 44.25, 27.44, 47.19, 
10:39:10.112 -> 28.00, 44.25, 27.44, 47.19, 
10:39:12.196 -> 28.00, 44.25, 27.44, 47.25, 
10:39:14.272 -> 28.00, 44.31, 27.50, 47.25, 
10:39:16.361 -> 28.00, 44.31, 27.50, 47.25, 
10:39:18.401 -> 28.00, 44.31, 27.50, 47.31, 
10:39:20.483 -> 28.00, 44.31, 27.50, 47.25, 
10:39:22.571 -> 28.00, 44.31, 27.44, 47.25, 
10:39:24.649 -> 28.00, 44.31, 27.50, 47.25, 
10:39:26.737 -> 28.00, 44.31, 27.44, 47.31, 
10:39:28.826 -> 28.00, 44.38, 27.50, 47.38, 
10:39:30.904 -> 28.00, 44.38, 27.44, 47.38, 
10:39:32.975 -> 28.00, 44.38, 27.44, 47.38, 
10:39:35.065 -> 28.00, 44.38, 27.44, 47.38, 
10:39:37.143 -> 28.00, 44.38, 27.44, 47.38, 
10:39:39.217 -> 28.00, 44.38, 27.44, 47.38, 
10:39:41.294 -> 28.00, 44.38, 27.44, 47.38, 
10:39:43.380 -> 28.00, 44.38, 27.44, 47.38, 
10:39:45.460 -> 28.00, 44.44, 27.44, 47.38, 
10:39:47.545 -> 28.00, 44.38, 27.50, 47.31, 
10:39:49.630 -> 28.00, 44.38, 27.50, 47.38, 
10:39:51.714 -> 28.00, 44.38, 27.50, 47.31, 
10:39:53.796 -> 28.00, 44.38, 27.50, 47.31, 
10:39:55.880 -> 28.00, 44.38, 27.50, 47.31, 
10:39:57.916 -> 28.00, 44.38, 27.50, 47.31, 
10:40:00.003 -> 28.00, 44.38, 27.50, 47.31, 
10:40:02.080 -> 28.00, 44.44, 27.50, 47.31, 
10:40:04.165 -> 28.00, 44.44, 27.50, 47.38, 
10:40:06.250 -> 28.00, 44.44, 27.50, 47.31, 
10:40:08.334 -> 28.00, 44.44, 27.50, 47.38, 
10:40:10.428 -> 28.00, 44.44, 27.50, 47.38, 
10:40:12.469 -> 28.00, 44.44, 27.50, 47.31, 
10:40:14.549 -> 28.00, 44.44, 27.56, 47.31, 
10:40:16.631 -> 28.00, 44.44, 27.56, 47.38, 
10:40:18.712 -> 28.00, 44.44, 27.56, 47.38, 
