08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
11:34:52.164 -> 15.00, 45.88, 14.38, 48.31, 
11:34:54.226 -> 15.00, 45.88, 14.31, 48.31, 
11:34:56.323 -> 15.00, 45.94, 14.31, 48.38, 
11:34:58.386 -> 15.00, 45.94, 14.25, 48.31, 
11:35:00.496 -> 15.00, 45.94, 14.31, 48.31, 
11:35:02.544 -> 15.00, 45.94, 14.25, 48.31, 
11:35:04.646 -> 15.00, 45.94, 14.25, 48.31, 
11:35:06.703 -> 15.00, 45.94, 14.25, 48.31, 
11:35:08.796 -> 15.00, 45.94, 14.25, 48.31, 
11:35:10.909 -> 15.00, 45.88, 14.25, 48.31, 
11:35:12.961 -> 15.00, 45.88, 14.19, 48.31, 
11:35:15.064 -> 15.00, 45.94, 14.19, 48.38, 
11:35:17.109 -> 15.00, 45.94, 14.13, 48.38, 
11:35:19.234 -> 15.00, 45.94, 14.13, 48.38, 
11:35:21.282 -> 15.00, 45.94, 14.13, 48.38, 
11:35:23.389 -> 15.00, 45.94, 14.13, 48.38, 
11:35:25.442 -> 14.50, 45.94, 14.13, 48.44, 
11:35:27.517 -> 14.50, 45.94, 14.13, 48.44, 
11:35:29.642 -> 14.50, 45.94, 14.13, 48.44, 
11:35:31.721 -> 14.50, 45.88, 14.06, 48.44, 
11:35:33.785 -> 14.50, 45.88, 14.06, 48.44, 
11:35:35.850 -> 14.50, 45.81, 14.06, 48.44, 
11:35:37.945 -> 14.50, 45.81, 14.06, 48.50, 
11:35:40.010 -> 14.50, 45.81, 14.06, 48.44, 
11:35:42.118 -> 14.50, 45.81, 14.06, 48.50, 
11:35:44.181 -> 14.50, 45.75, 14.00, 48.50, 
11:35:46.294 -> 14.50, 45.75, 14.00, 48.44, 
11:35:48.360 -> 14.50, 45.75, 14.00, 48.38, 
11:35:50.436 -> 14.50, 45.69, 14.00, 48.38, 
11:35:52.498 -> 14.50, 45.69, 14.00, 48.38, 
11:35:54.595 -> 14.50, 45.69, 14.06, 48.38, 
11:35:56.658 -> 14.50, 45.69, 14.00, 48.38, 
11:35:58.753 -> 14.50, 45.63, 14.00, 48.31, 
11:36:00.863 -> 14.50, 45.63, 14.00, 48.25, 
11:36:02.911 -> 14.50, 45.63, 14.00, 48.19, 
11:36:04.981 -> 14.50, 45.63, 13.94, 48.25, 
11:36:07.085 -> 14.50, 45.63, 13.88, 48.19, 
11:36:09.182 -> 14.50, 45.63, 13.88, 48.19, 
11:36:11.235 -> 14.50, 45.63, 13.88, 48.19, 
11:36:13.308 -> 14.50, 45.63, 13.88, 48.19, 
11:36:15.425 -> 14.50, 45.63, 13.88, 48.13, 
11:36:17.479 -> 14.50, 45.56, 13.88, 48.13, 
11:36:19.586 -> 14.50, 45.56, 13.81, 48.06, 
11:36:21.638 -> 14.50, 45.56, 13.81, 48.06, 
11:36:23.720 -> 14.00, 45.56, 13.81, 48.06, 
11:36:25.803 -> 14.00, 45.56, 13.81, 48.00, 
11:36:27.875 -> 14.00, 45.56, 13.81, 48.06, 
11:36:30.002 -> 14.00, 45.56, 13.81, 48.06, 
11:36:32.081 -> 14.00, 45.56, 13.75, 48.13, 
11:36:34.129 -> 14.00, 45.56, 13.75, 48.13, 
11:36:36.201 -> 14.00, 45.56, 13.69, 48.13, 
11:36:38.314 -> 14.00, 45.56, 13.69, 48.13, 
11:36:40.402 -> 14.00, 45.56, 13.69, 48.13, 
11:36:42.453 -> 14.00, 45.56, 13.63, 48.19, 
11:36:44.547 -> 14.00, 45.63, 13.56, 48.19, 
11:36:46.644 -> 14.00, 45.63, 13.56, 48.19, 
11:36:48.693 -> 14.00, 45.63, 13.56, 48.19, 
11:36:50.777 -> 14.00, 45.63, 13.56, 48.13, 
11:36:52.859 -> 14.00, 45.63, 13.50, 48.13, 
11:36:54.967 -> 14.00, 45.69, 13.50, 48.13, 
11:36:57.059 -> 14.00, 45.69, 13.44, 48.13, 
11:36:59.141 -> 13.50, 45.69, 13.44, 48.13, 
11:37:01.220 -> 13.50, 45.69, 13.38, 48.13, 
11:37:03.257 -> 13.50, 45.69, 13.38, 48.19, 
11:37:05.355 -> 13.50, 45.69, 13.31, 48.19, 
11:37:07.439 -> 13.50, 45.69, 13.31, 48.19, 
11:37:09.540 -> 13.50, 45.69, 13.31, 48.19, 
11:37:11.602 -> 13.50, 45.69, 13.25, 48.13, 
11:37:13.670 -> 13.50, 45.69, 13.25, 48.13, 
11:37:15.750 -> 13.50, 45.69, 13.25, 48.13, 
11:37:17.865 -> 13.50, 45.69, 13.19, 48.06, 
11:37:19.907 -> 13.50, 45.69, 13.19, 48.13, 
11:37:22.033 -> 13.50, 45.69, 13.13, 48.06, 
11:37:24.110 -> 13.50, 45.69, 13.13, 48.13, 
11:37:26.180 -> 13.50, 45.75, 13.13, 48.13, 
11:37:28.277 -> 13.50, 45.75, 13.06, 48.13, 
11:37:30.328 -> 13.50, 45.75, 13.06, 48.06, 
11:37:32.419 -> 13.50, 45.75, 13.06, 48.06, 
11:37:34.525 -> 13.50, 45.75, 13.13, 48.00, 
11:37:36.566 -> 13.50, 45.75, 13.06, 48.00, 
11:37:38.666 -> 13.50, 45.69, 13.13, 48.00, 
11:37:40.727 -> 13.50, 45.69, 13.13, 47.94, 
11:37:42.827 -> 13.50, 45.69, 13.13, 47.94, 
11:37:44.918 -> 13.50, 45.63, 13.13, 47.88, 
11:37:46.984 -> 13.50, 45.63, 13.13, 47.81, 
11:37:49.093 -> 13.50, 45.63, 13.13, 47.81, 
11:37:51.145 -> 13.50, 45.63, 13.13, 47.81, 
11:37:53.237 -> 13.50, 45.56, 13.06, 47.81, 
11:37:55.336 -> 13.50, 45.56, 13.06, 47.81, 
11:37:57.410 -> 13.50, 45.56, 13.06, 47.81, 
11:37:59.461 -> 13.50, 45.56, 13.00, 47.75, 
11:38:01.570 -> 13.50, 45.56, 13.00, 47.69, 
11:38:03.620 -> 13.50, 45.50, 13.06, 47.69, 
11:38:05.708 -> 13.50, 45.50, 13.00, 47.69, 
11:38:07.817 -> 13.50, 45.50, 13.00, 47.69, 
11:38:09.869 -> 13.50, 45.50, 13.00, 47.69, 
11:38:11.992 -> 13.50, 45.44, 13.00, 47.69, 
11:38:14.029 -> 13.50, 45.44, 13.00, 47.69, 
11:38:16.118 -> 13.50, 45.44, 13.00, 47.63, 
11:38:18.230 -> 13.50, 45.44, 13.00, 47.69, 
11:38:20.270 -> 13.00, 45.38, 13.00, 47.69, 
11:38:22.357 -> 13.50, 45.38, 12.94, 47.69, 
11:38:24.435 -> 13.00, 45.38, 12.94, 47.75, 
11:38:26.543 -> 13.00, 45.38, 12.94, 47.75, 
11:38:28.626 -> 13.00, 45.38, 12.88, 47.81, 
11:38:30.681 -> 13.00, 45.38, 12.81, 47.81, 
11:38:32.800 -> 13.00, 45.38, 12.81, 47.81, 
11:38:34.855 -> 13.00, 45.44, 12.81, 47.81, 
11:38:36.961 -> 13.00, 45.44, 12.69, 47.81, 
11:38:39.009 -> 13.00, 45.44, 12.69, 47.81, 
11:38:41.097 -> 13.00, 45.44, 12.69, 47.81, 
11:38:43.193 -> 13.00, 45.44, 12.69, 47.81, 
11:38:45.257 -> 13.00, 45.44, 12.69, 47.75, 
11:38:47.338 -> 13.00, 45.44, 12.69, 47.75, 
11:38:49.445 -> 13.00, 45.44, 12.69, 47.81, 
11:38:51.495 -> 13.00, 45.38, 12.69, 47.81, 
11:38:53.617 -> 13.00, 45.44, 12.69, 47.75, 
11:38:55.667 -> 13.00, 45.44, 12.63, 47.81, 
11:38:57.744 -> 13.00, 45.38, 12.63, 47.81, 
11:38:59.860 -> 13.00, 45.38, 12.63, 47.75, 
11:39:01.928 -> 13.00, 45.38, 12.63, 47.81, 
11:39:03.991 -> 13.00, 45.38, 12.63, 47.75, 
11:39:06.072 -> 13.00, 45.38, 12.63, 47.75, 
11:39:08.179 -> 13.00, 45.31, 12.63, 47.75, 
11:39:10.267 -> 13.00, 45.31, 12.63, 47.75, 
11:39:12.315 -> 13.00, 45.25, 12.63, 47.75, 
11:39:14.407 -> 13.00, 45.25, 12.63, 47.75, 
11:39:16.484 -> 13.00, 45.25, 12.63, 47.69, 
11:39:18.570 -> 13.00, 45.25, 12.63, 47.75, 
11:39:20.658 -> 13.00, 45.25, 12.56, 47.75, 
11:39:22.756 -> 13.00, 45.25, 12.56, 47.69, 
11:39:24.815 -> 13.00, 45.25, 12.50, 47.75, 
11:39:26.903 -> 13.00, 45.25, 12.50, 47.75, 
11:39:29.008 -> 13.00, 45.25, 12.50, 47.75, 
11:39:31.058 -> 13.00, 45.25, 12.44, 47.81, 
11:39:33.149 -> 13.00, 45.25, 12.44, 47.81, 
11:39:35.235 -> 13.00, 45.25, 12.38, 47.75, 
11:39:37.331 -> 13.00, 45.25, 12.38, 47.69, 
11:39:39.372 -> 13.00, 45.25, 12.38, 47.69, 
11:39:41.486 -> 13.00, 45.25, 12.31, 47.63, 
11:39:43.539 -> 13.00, 45.25, 12.31, 47.69, 
11:39:45.629 -> 13.00, 45.25, 12.31, 47.69, 
11:39:47.727 -> 12.50, 45.25, 12.25, 47.69, 
11:39:49.801 -> 12.50, 45.25, 12.25, 47.69, 
11:39:51.877 -> 12.50, 45.19, 12.25, 47.69, 
11:39:53.982 -> 12.50, 45.25, 12.25, 47.63, 
11:39:56.035 -> 12.50, 45.25, 12.25, 47.63, 
11:39:58.142 -> 12.50, 45.19, 12.25, 47.63, 
11:40:00.187 -> 12.50, 45.19, 12.31, 47.63, 
11:40:02.312 -> 12.50, 45.19, 12.31, 47.63, 
11:40:04.371 -> 12.50, 45.13, 12.31, 47.63, 
11:40:06.453 -> 12.50, 45.13, 12.31, 47.56, 
11:40:08.542 -> 12.50, 45.13, 12.31, 47.56, 
11:40:10.625 -> 12.50, 45.13, 12.31, 47.56, 
11:40:12.686 -> 12.50, 45.13, 12.31, 47.50, 
11:40:14.787 -> 12.50, 45.06, 12.31, 47.50, 
11:40:16.864 -> 12.50, 45.06, 12.31, 47.50, 
11:40:18.964 -> 12.50, 45.06, 12.31, 47.56, 
11:40:21.053 -> 12.50, 45.06, 12.25, 47.56, 
11:40:23.103 -> 12.50, 45.06, 12.25, 47.56, 
11:40:25.178 -> 12.50, 45.06, 12.25, 47.56, 
11:40:27.249 -> 12.50, 45.06, 12.19, 47.56, 
11:40:29.359 -> 12.50, 45.06, 12.13, 47.50, 
11:40:31.440 -> 12.50, 45.06, 12.13, 47.50, 
11:40:33.529 -> 12.50, 45.06, 12.06, 47.50, 
11:40:35.593 -> 12.50, 45.06, 12.00, 47.50, 
11:40:37.686 -> 12.50, 45.06, 11.94, 47.50, 
11:40:39.767 -> 12.50, 45.13, 11.94, 47.50, 
11:40:41.826 -> 12.50, 45.13, 11.88, 47.50, 
11:40:43.936 -> 12.50, 45.19, 11.81, 47.50, 
11:40:46.000 -> 12.50, 45.19, 11.81, 47.50, 
11:40:48.081 -> 12.50, 45.19, 11.81, 47.56, 
11:40:50.173 -> 12.50, 45.19, 11.75, 47.56, 
11:40:52.271 -> 12.50, 45.19, 11.75, 47.63, 
11:40:54.315 -> 12.50, 45.19, 11.69, 47.63, 
11:40:56.402 -> 12.50, 45.19, 11.63, 47.63, 
11:40:58.497 -> 12.50, 45.19, 11.63, 47.63, 
11:41:00.587 -> 12.50, 45.25, 11.63, 47.56, 
11:41:02.639 -> 12.50, 45.25, 11.56, 47.56, 
11:41:04.733 -> 12.50, 45.25, 11.56, 47.63, 
11:41:06.833 -> 12.50, 45.25, 11.56, 47.56, 
11:41:08.922 -> 12.50, 45.31, 11.56, 47.56, 
11:41:10.996 -> 12.50, 45.31, 11.56, 47.56, 
11:41:13.068 -> 12.00, 45.31, 11.56, 47.56, 
11:41:15.171 -> 12.00, 45.31, 11.56, 47.50, 
11:41:17.230 -> 12.00, 45.31, 11.56, 47.50, 
11:41:19.324 -> 12.00, 45.31, 11.56, 47.50, 
11:41:21.402 -> 12.00, 45.31, 11.56, 47.56, 
11:41:23.499 -> 12.00, 45.31, 11.56, 47.56, 
11:41:25.570 -> 12.00, 45.31, 11.63, 47.56, 
11:41:27.637 -> 12.00, 45.25, 11.63, 47.56, 
11:41:29.737 -> 12.00, 45.25, 11.63, 47.56, 
11:41:31.805 -> 12.00, 45.25, 11.63, 47.56, 
11:41:33.878 -> 12.00, 45.25, 11.63, 47.63, 
11:41:35.977 -> 12.00, 45.19, 11.69, 47.63, 
11:41:38.042 -> 12.00, 45.19, 11.63, 47.56, 
11:41:40.129 -> 12.00, 45.19, 11.63, 47.56, 
11:41:42.237 -> 12.00, 45.19, 11.69, 47.56, 
11:41:44.285 -> 12.00, 45.19, 11.63, 47.56, 
11:41:46.389 -> 12.00, 45.13, 11.63, 47.50, 
11:41:48.456 -> 12.00, 45.13, 11.56, 47.56, 
11:41:50.527 -> 12.00, 45.19, 11.50, 47.56, 
11:41:52.624 -> 12.00, 45.19, 11.50, 47.56, 
11:41:54.690 -> 12.00, 45.19, 11.44, 47.63, 
11:41:56.799 -> 12.00, 45.19, 11.38, 47.63, 
11:41:58.865 -> 12.00, 45.19, 11.38, 47.63, 
11:42:00.939 -> 12.00, 45.19, 11.31, 47.56, 
11:42:03.036 -> 12.00, 45.19, 11.31, 47.56, 
11:42:05.093 -> 12.00, 45.19, 11.25, 47.56, 
11:42:07.190 -> 12.00, 45.19, 11.25, 47.56, 
11:42:09.280 -> 12.00, 45.19, 11.25, 47.56, 
11:42:11.378 -> 12.00, 45.19, 11.31, 47.50, 
11:42:13.435 -> 12.00, 45.13, 11.31, 47.50, 
11:42:15.537 -> 12.00, 45.13, 11.31, 47.50, 
11:42:17.592 -> 12.00, 45.13, 11.31, 47.50, 
11:42:19.667 -> 12.00, 45.13, 11.31, 47.50, 
11:42:21.786 -> 12.00, 45.13, 11.31, 47.56, 
11:42:23.838 -> 12.00, 45.06, 11.31, 47.56, 
11:42:25.933 -> 12.00, 45.06, 11.25, 47.63, 
11:42:28.006 -> 12.00, 45.13, 11.19, 47.63, 
11:42:30.090 -> 12.00, 45.13, 11.19, 47.63, 
11:42:32.170 -> 11.50, 45.13, 11.13, 47.63, 
11:42:34.239 -> 12.00, 45.19, 11.06, 47.63, 
11:42:36.324 -> 11.50, 45.19, 11.06, 47.69, 
11:42:38.434 -> 11.50, 45.19, 11.06, 47.75, 
11:42:40.530 -> 11.50, 45.19, 11.00, 47.75, 
11:42:42.608 -> 11.50, 45.19, 11.00, 47.81, 
11:42:44.657 -> 11.50, 45.25, 11.00, 47.81, 
11:42:46.766 -> 11.50, 45.25, 11.00, 47.81, 
11:42:48.839 -> 11.50, 45.25, 10.94, 47.81, 
11:42:50.893 -> 11.50, 45.25, 10.94, 47.88, 
11:42:53.002 -> 11.50, 45.25, 10.94, 47.88, 
11:42:55.103 -> 11.50, 45.25, 10.94, 47.88, 
11:42:57.159 -> 11.50, 45.25, 10.94, 47.88, 
11:42:59.250 -> 11.50, 45.25, 10.94, 47.88, 
11:43:01.312 -> 11.50, 45.25, 10.94, 47.81, 
11:43:03.422 -> 11.50, 45.25, 10.88, 47.88, 
11:43:05.493 -> 11.50, 45.25, 10.88, 47.88, 
11:43:07.551 -> 11.00, 45.25, 10.88, 47.94, 
11:43:09.667 -> 11.00, 45.25, 10.81, 47.94, 
11:43:11.725 -> 11.00, 45.25, 10.81, 47.94, 
11:43:13.795 -> 11.00, 45.25, 10.81, 47.94, 
11:43:15.896 -> 11.00, 45.25, 10.81, 47.94, 
11:43:18.001 -> 11.00, 45.25, 10.81, 47.94, 
11:43:20.059 -> 11.00, 45.25, 10.75, 48.00, 
11:43:22.123 -> 11.00, 45.25, 10.75, 48.00, 
11:43:24.220 -> 11.00, 45.25, 10.75, 47.94, 
11:43:26.324 -> 11.00, 45.19, 10.75, 47.88, 
11:43:28.381 -> 11.00, 45.19, 10.75, 47.88, 
11:43:30.480 -> 11.00, 45.19, 10.75, 47.81, 
11:43:32.533 -> 11.00, 45.19, 10.75, 47.88, 
11:43:34.626 -> 11.00, 45.19, 10.75, 47.88, 
11:43:36.738 -> 11.00, 45.13, 10.75, 47.81, 
11:43:38.802 -> 11.00, 45.13, 10.81, 47.81, 
11:43:40.880 -> 11.00, 45.13, 10.81, 47.81, 
11:43:42.965 -> 11.00, 45.06, 10.81, 47.81, 
11:43:45.024 -> 11.00, 45.06, 10.81, 47.81, 
11:43:47.118 -> 11.00, 45.06, 10.75, 47.88, 
11:43:49.227 -> 11.00, 45.06, 10.75, 47.81, 
11:43:51.308 -> 11.00, 45.06, 10.69, 47.81, 
11:43:53.358 -> 11.00, 45.06, 10.63, 47.81, 
11:43:55.472 -> 11.00, 45.06, 10.63, 47.81, 
11:43:57.544 -> 11.00, 45.06, 10.56, 47.81, 
11:43:59.599 -> 11.00, 45.06, 10.56, 47.81, 
11:44:01.700 -> 11.00, 45.06, 10.63, 47.81, 
11:44:03.770 -> 11.00, 45.06, 10.56, 47.75, 
11:44:05.878 -> 11.00, 45.06, 10.56, 47.75, 
11:44:07.934 -> 11.00, 45.06, 10.56, 47.75, 
11:44:10.051 -> 11.00, 45.06, 10.56, 47.75, 
11:44:12.096 -> 11.00, 45.06, 10.56, 47.69, 
11:44:14.195 -> 11.00, 45.06, 10.50, 47.69, 
11:44:16.285 -> 11.00, 45.06, 10.50, 47.75, 
11:44:18.344 -> 11.00, 45.06, 10.50, 47.75, 
11:44:20.424 -> 11.00, 45.06, 10.50, 47.75, 
11:44:22.534 -> 11.00, 45.00, 10.56, 47.75, 
11:44:24.597 -> 11.00, 45.00, 10.56, 47.75, 
11:44:26.662 -> 11.00, 45.00, 10.56, 47.75, 
11:44:28.746 -> 11.00, 45.00, 10.50, 47.69, 
11:44:30.867 -> 11.00, 45.00, 10.50, 47.69, 
11:44:32.930 -> 11.00, 45.00, 10.50, 47.69, 
11:44:35.010 -> 11.00, 45.00, 10.50, 47.69, 
11:44:37.104 -> 11.00, 45.00, 10.50, 47.69, 
11:44:39.158 -> 11.00, 45.00, 10.44, 47.75, 
11:44:41.248 -> 11.00, 45.00, 10.50, 47.75, 
11:44:43.358 -> 11.00, 45.00, 10.44, 47.75, 
11:44:45.439 -> 11.00, 45.00, 10.44, 47.69, 
11:44:47.520 -> 11.00, 45.00, 10.38, 47.75, 
11:44:49.582 -> 11.00, 45.00, 10.38, 47.75, 
11:44:51.688 -> 11.00, 45.00, 10.31, 47.69, 
11:44:53.753 -> 11.00, 45.00, 10.31, 47.69, 
11:44:55.819 -> 11.00, 45.00, 10.31, 47.69, 
11:44:57.911 -> 11.00, 45.00, 10.31, 47.69, 
11:44:59.984 -> 11.00, 45.00, 10.31, 47.69, 
11:45:02.057 -> 11.00, 45.00, 10.31, 47.63, 
11:45:04.144 -> 11.00, 44.94, 10.31, 47.63, 
11:45:06.255 -> 11.00, 45.00, 10.31, 47.63, 
11:45:08.315 -> 11.00, 44.94, 10.25, 47.63, 
11:45:10.427 -> 11.00, 44.94, 10.25, 47.63, 
11:45:12.505 -> 11.00, 44.94, 10.25, 47.63, 
11:45:14.554 -> 10.50, 44.94, 10.25, 47.56, 
11:45:16.632 -> 10.50, 44.94, 10.25, 47.63, 
11:45:18.748 -> 10.50, 44.94, 10.19, 47.56, 
11:45:20.822 -> 10.50, 44.94, 10.19, 47.56, 
