08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
09:08:34.912 -> 4.00, 31.56, 2.25, 32.50, 
09:08:36.972 -> 4.00, 31.56, 2.25, 32.50, 
09:08:39.058 -> 4.00, 31.56, 2.19, 32.56, 
09:08:41.126 -> 3.50, 31.56, 2.13, 32.50, 
09:08:43.239 -> 4.00, 31.56, 2.13, 32.56, 
09:08:45.334 -> 3.50, 31.56, 2.06, 32.50, 
09:08:47.398 -> 3.50, 31.56, 2.06, 32.44, 
09:08:49.493 -> 3.50, 31.56, 2.06, 32.44, 
09:08:51.576 -> 3.50, 31.56, 2.00, 32.44, 
09:08:53.669 -> 3.50, 31.56, 2.06, 32.44, 
09:08:55.758 -> 3.50, 31.56, 2.06, 32.44, 
09:08:57.824 -> 3.50, 31.56, 2.13, 32.44, 
09:08:59.919 -> 3.50, 31.56, 2.13, 32.44, 
09:09:02.014 -> 3.50, 31.50, 2.19, 32.44, 
09:09:04.107 -> 3.50, 31.50, 2.25, 32.50, 
09:09:06.181 -> 3.50, 31.50, 2.25, 32.44, 
09:09:08.296 -> 3.50, 31.50, 2.31, 32.50, 
09:09:10.366 -> 3.50, 31.50, 2.31, 32.44, 
09:09:12.467 -> 3.50, 31.50, 2.31, 32.50, 
09:09:14.532 -> 3.50, 31.50, 2.25, 32.50, 
09:09:16.602 -> 3.50, 31.50, 2.25, 32.50, 
09:09:18.722 -> 3.50, 31.50, 2.19, 32.50, 
09:09:20.780 -> 3.50, 31.50, 2.19, 32.50, 
09:09:22.856 -> 3.50, 31.50, 2.19, 32.50, 
09:09:24.949 -> 3.50, 31.50, 2.19, 32.50, 
09:09:27.030 -> 3.50, 31.50, 2.19, 32.50, 
09:09:29.116 -> 3.50, 31.50, 2.19, 32.50, 
09:09:31.206 -> 3.50, 31.44, 2.13, 32.50, 
09:09:33.289 -> 3.50, 31.44, 2.06, 32.50, 
09:09:35.386 -> 3.50, 31.44, 2.06, 32.50, 
09:09:37.475 -> 3.50, 31.44, 2.13, 32.50, 
09:09:39.577 -> 3.50, 31.44, 2.19, 32.44, 
09:09:41.676 -> 3.50, 31.44, 2.25, 32.38, 
09:09:43.722 -> 3.50, 31.44, 2.25, 32.38, 
09:09:45.822 -> 3.50, 31.37, 2.31, 32.38, 
09:09:47.896 -> 3.50, 31.37, 2.31, 32.31, 
09:09:49.986 -> 3.50, 31.37, 2.31, 32.31, 
09:09:52.076 -> 3.50, 31.37, 2.31, 32.31, 
09:09:54.157 -> 3.50, 31.37, 2.25, 32.25, 
09:09:56.249 -> 3.50, 31.37, 2.25, 32.25, 
09:09:58.330 -> 3.50, 31.37, 2.31, 32.19, 
09:10:00.428 -> 3.50, 31.37, 2.25, 32.19, 
09:10:02.524 -> 3.50, 31.37, 2.25, 32.19, 
09:10:04.618 -> 3.50, 31.37, 2.25, 32.19, 
09:10:06.713 -> 3.50, 31.37, 2.19, 32.19, 
09:10:08.774 -> 3.50, 31.37, 2.19, 32.25, 
09:10:10.871 -> 3.50, 31.44, 2.19, 32.19, 
09:10:12.966 -> 3.50, 31.44, 2.13, 32.19, 
09:10:15.050 -> 3.50, 31.44, 2.13, 32.19, 
09:10:17.110 -> 3.50, 31.44, 2.13, 32.19, 
09:10:19.195 -> 3.50, 31.44, 2.19, 32.19, 
09:10:21.304 -> 3.50, 31.44, 2.19, 32.25, 
09:10:23.395 -> 3.50, 31.44, 2.19, 32.25, 
09:10:25.467 -> 3.50, 31.44, 2.25, 32.31, 
09:10:27.565 -> 3.50, 31.44, 2.25, 32.31, 
09:10:29.657 -> 3.50, 31.44, 2.25, 32.31, 
09:10:31.710 -> 3.50, 31.44, 2.19, 32.38, 
09:10:33.797 -> 3.50, 31.50, 2.19, 32.38, 
09:10:35.912 -> 3.50, 31.50, 2.13, 32.31, 
09:10:37.998 -> 3.50, 31.50, 2.06, 32.38, 
09:10:40.093 -> 3.50, 31.50, 2.06, 32.38, 
09:10:42.150 -> 3.50, 31.50, 2.00, 32.38, 
09:10:44.258 -> 3.50, 31.50, 2.00, 32.38, 
09:10:46.346 -> 3.50, 31.50, 1.94, 32.38, 
09:10:48.402 -> 3.50, 31.50, 1.88, 32.44, 
09:10:50.498 -> 3.50, 31.50, 1.94, 32.38, 
09:10:52.610 -> 3.50, 31.50, 1.94, 32.44, 
09:10:54.688 -> 3.50, 31.50, 1.94, 32.38, 
09:10:56.782 -> 3.50, 31.50, 1.94, 32.38, 
09:10:58.871 -> 3.50, 31.50, 1.94, 32.38, 
09:11:00.954 -> 3.50, 31.50, 1.94, 32.44, 
09:11:03.034 -> 3.50, 31.50, 1.94, 32.38, 
09:11:05.131 -> 3.50, 31.50, 2.00, 32.38, 
09:11:07.184 -> 3.50, 31.50, 2.00, 32.31, 
09:11:09.268 -> 3.50, 31.50, 2.06, 32.31, 
09:11:11.363 -> 3.50, 31.50, 2.06, 32.31, 
09:11:13.464 -> 3.50, 31.50, 2.13, 32.31, 
09:11:15.550 -> 3.50, 31.50, 2.06, 32.31, 
09:11:17.630 -> 3.50, 31.50, 2.06, 32.31, 
09:11:19.726 -> 3.50, 31.50, 2.06, 32.38, 
09:11:21.788 -> 3.50, 31.50, 2.06, 32.31, 
09:11:23.877 -> 3.50, 31.56, 2.06, 32.38, 
09:11:25.956 -> 3.50, 31.50, 2.06, 32.38, 
09:11:28.059 -> 3.50, 31.56, 2.06, 32.38, 
09:11:30.122 -> 3.50, 31.56, 2.06, 32.38, 
09:11:32.234 -> 3.50, 31.56, 2.00, 32.44, 
09:11:34.308 -> 3.50, 31.62, 2.00, 32.44, 
09:11:36.407 -> 3.50, 31.62, 1.94, 32.50, 
09:11:38.582 -> 3.50, 31.69, 1.94, 32.56, 
09:11:40.580 -> 3.50, 31.69, 1.94, 32.56, 
09:11:42.649 -> 3.50, 31.75, 1.94, 32.63, 
09:11:44.752 -> 3.50, 31.75, 1.94, 32.69, 
09:11:46.827 -> 3.50, 31.75, 2.00, 32.75, 
09:11:48.906 -> 3.50, 31.75, 2.00, 32.81, 
09:11:51.032 -> 3.50, 31.81, 2.06, 32.81, 
09:11:53.081 -> 3.50, 31.87, 2.13, 32.94, 
09:11:55.190 -> 3.50, 31.87, 2.13, 32.94, 
09:11:57.262 -> 3.50, 31.94, 2.13, 33.00, 
09:11:59.352 -> 3.50, 31.94, 2.19, 33.06, 
09:12:01.455 -> 3.50, 32.00, 2.25, 33.13, 
09:12:03.539 -> 3.50, 32.00, 2.25, 33.19, 
09:12:05.622 -> 3.50, 32.06, 2.25, 33.25, 
09:12:07.677 -> 3.50, 32.06, 2.31, 33.31, 
09:12:09.762 -> 3.50, 32.13, 2.31, 33.38, 
09:12:11.863 -> 3.00, 32.19, 2.31, 33.44, 
09:12:13.957 -> 3.00, 32.19, 2.38, 33.44, 
09:12:16.054 -> 3.50, 32.25, 2.38, 33.56, 
09:12:18.153 -> 3.50, 32.31, 2.44, 33.63, 
09:12:20.215 -> 3.50, 32.38, 2.44, 33.69, 
09:12:22.318 -> 3.50, 32.44, 2.44, 33.75, 
09:12:24.396 -> 3.00, 32.44, 2.50, 33.81, 
09:12:26.485 -> 3.00, 32.50, 2.50, 33.88, 
09:12:28.575 -> 3.50, 32.56, 2.50, 33.88, 
09:12:30.662 -> 3.00, 32.63, 2.50, 33.94, 
09:12:32.718 -> 3.50, 32.63, 2.56, 34.06, 
09:12:34.810 -> 3.50, 32.75, 2.63, 34.06, 
09:12:36.896 -> 3.50, 32.75, 2.69, 34.06, 
09:12:38.986 -> 3.50, 32.81, 2.63, 34.13, 
09:12:41.092 -> 3.50, 32.88, 2.69, 34.19, 
09:12:43.143 -> 3.50, 32.94, 2.63, 34.31, 
09:12:45.234 -> 3.50, 33.00, 2.63, 34.38, 
09:12:47.318 -> 3.50, 33.06, 2.56, 34.44, 
09:12:49.410 -> 3.50, 33.13, 2.50, 34.50, 
09:12:51.504 -> 3.50, 33.19, 2.50, 34.56, 
09:12:53.606 -> 3.50, 33.25, 2.44, 34.63, 
09:12:55.696 -> 3.50, 33.31, 2.44, 34.69, 
09:12:57.742 -> 3.50, 33.38, 2.44, 34.75, 
09:12:59.854 -> 3.50, 33.44, 2.38, 34.81, 
09:13:01.916 -> 3.50, 33.50, 2.38, 34.88, 
09:13:04.014 -> 3.50, 33.63, 2.38, 35.00, 
09:13:06.102 -> 3.50, 33.69, 2.31, 35.06, 
09:13:08.180 -> 3.50, 33.75, 2.38, 35.13, 
09:13:10.265 -> 3.50, 33.75, 2.44, 35.19, 
09:13:12.379 -> 3.50, 33.81, 2.44, 35.31, 
09:13:14.444 -> 3.50, 33.88, 2.44, 35.38, 
09:13:16.521 -> 3.50, 33.94, 2.38, 35.38, 
09:13:18.617 -> 3.50, 34.00, 2.38, 35.44, 
09:13:20.714 -> 3.50, 34.06, 2.38, 35.50, 
09:13:22.807 -> 3.50, 34.13, 2.31, 35.56, 
09:13:24.855 -> 3.50, 34.19, 2.25, 35.56, 
09:13:26.935 -> 3.50, 34.25, 2.25, 35.63, 
09:13:29.037 -> 4.00, 34.38, 2.19, 35.69, 
09:13:31.151 -> 3.50, 34.38, 2.19, 35.75, 
09:13:33.212 -> 4.00, 34.44, 2.13, 35.81, 
09:13:35.312 -> 4.00, 34.50, 2.06, 35.88, 
09:13:37.409 -> 4.00, 34.56, 2.13, 35.94, 
09:13:39.482 -> 4.00, 34.63, 2.06, 35.94, 
09:13:41.548 -> 4.00, 34.69, 2.00, 36.06, 
09:13:43.627 -> 4.00, 34.75, 2.00, 36.13, 
09:13:45.707 -> 4.00, 34.81, 1.94, 36.19, 
09:13:47.804 -> 4.00, 34.88, 1.94, 36.25, 
09:13:49.896 -> 4.00, 34.94, 1.88, 36.31, 
09:13:51.979 -> 4.00, 35.00, 1.88, 36.31, 
09:13:54.079 -> 4.00, 35.00, 1.94, 36.31, 
09:13:56.175 -> 4.00, 35.06, 2.00, 36.38, 
09:13:58.225 -> 4.00, 35.06, 2.00, 36.44, 
09:14:00.306 -> 4.00, 35.13, 2.06, 36.50, 
09:14:02.416 -> 4.00, 35.19, 2.06, 36.50, 
09:14:04.492 -> 4.00, 35.19, 2.06, 36.56, 
09:14:06.587 -> 4.00, 35.25, 2.06, 36.63, 
09:14:08.669 -> 4.00, 35.31, 2.13, 36.69, 
09:14:10.764 -> 4.00, 35.38, 2.13, 36.69, 
09:14:12.847 -> 4.00, 35.38, 2.13, 36.75, 
09:14:14.911 -> 4.00, 35.44, 2.13, 36.81, 
09:14:17.004 -> 4.00, 35.50, 2.13, 36.81, 
09:14:19.110 -> 4.00, 35.50, 2.06, 36.88, 
09:14:21.154 -> 4.00, 35.56, 2.00, 37.00, 
09:14:23.286 -> 4.00, 35.63, 2.00, 37.00, 
09:14:25.360 -> 4.00, 35.69, 1.94, 37.13, 
09:14:27.436 -> 4.00, 35.75, 1.94, 37.19, 
09:14:29.514 -> 4.00, 35.81, 1.88, 37.25, 
09:14:31.610 -> 4.00, 35.81, 1.81, 37.25, 
09:14:33.687 -> 4.00, 35.88, 1.81, 37.31, 
09:14:35.776 -> 4.00, 35.94, 1.75, 37.31, 
09:14:37.850 -> 4.00, 35.94, 1.75, 37.31, 
09:14:39.931 -> 4.00, 36.00, 1.69, 37.25, 
09:14:42.019 -> 4.00, 36.00, 1.69, 37.25, 
09:14:44.138 -> 4.00, 36.00, 1.75, 37.25, 
09:14:46.224 -> 4.00, 36.06, 1.75, 37.25, 
09:14:48.302 -> 4.00, 36.06, 1.75, 37.31, 
09:14:50.392 -> 4.00, 36.06, 1.88, 37.31, 
09:14:52.467 -> 4.00, 36.13, 1.88, 37.31, 
09:14:54.524 -> 4.00, 36.13, 1.88, 37.31, 
09:14:56.609 -> 4.00, 36.19, 1.88, 37.31, 
09:14:58.701 -> 4.00, 36.19, 2.00, 37.31, 
09:15:00.794 -> 4.00, 36.13, 2.00, 37.31, 
09:15:02.872 -> 4.00, 36.19, 2.06, 37.25, 
09:15:04.957 -> 4.00, 36.19, 2.06, 37.25, 
09:15:07.044 -> 4.00, 36.19, 2.06, 37.25, 
09:15:09.137 -> 4.00, 36.19, 2.00, 37.25, 
09:15:11.218 -> 4.00, 36.19, 2.00, 37.25, 
09:15:13.310 -> 4.00, 36.25, 1.94, 37.31, 
09:15:15.420 -> 4.00, 36.25, 1.94, 37.31, 
09:15:17.465 -> 4.00, 36.25, 1.88, 37.38, 
09:15:19.550 -> 4.00, 36.31, 1.88, 37.31, 
09:15:21.639 -> 4.00, 36.31, 1.88, 37.38, 
09:15:23.718 -> 4.00, 36.31, 1.88, 37.38, 
09:15:25.810 -> 4.00, 36.31, 1.94, 37.44, 
09:15:27.891 -> 4.00, 36.31, 1.94, 37.44, 
09:15:29.981 -> 4.00, 36.31, 1.94, 37.44, 
09:15:32.060 -> 4.00, 36.31, 1.88, 37.44, 
09:15:34.187 -> 4.00, 36.31, 1.88, 37.44, 
09:15:36.243 -> 4.00, 36.31, 1.88, 37.44, 
09:15:38.323 -> 4.00, 36.38, 1.88, 37.44, 
09:15:40.443 -> 4.00, 36.38, 1.88, 37.44, 
09:15:42.491 -> 4.00, 36.38, 1.88, 37.44, 
09:15:44.606 -> 4.00, 36.38, 1.94, 37.44, 
09:15:46.652 -> 4.00, 36.38, 1.94, 37.44, 
09:15:48.741 -> 4.00, 36.38, 1.94, 37.50, 
09:15:50.826 -> 4.00, 36.38, 2.00, 37.50, 
09:15:52.918 -> 4.00, 36.38, 2.06, 37.50, 
09:15:55.006 -> 4.00, 36.38, 2.06, 37.50, 
09:15:57.096 -> 4.00, 36.38, 2.13, 37.50, 
09:15:59.172 -> 4.00, 36.31, 2.19, 37.50, 
09:16:01.266 -> 4.00, 36.31, 2.19, 37.50, 
09:16:03.355 -> 4.00, 36.31, 2.19, 37.56, 
09:16:05.423 -> 4.00, 36.31, 2.25, 37.56, 
09:16:07.516 -> 4.00, 36.25, 2.25, 37.56, 
09:16:09.609 -> 4.00, 36.31, 2.25, 37.56, 
09:16:11.680 -> 4.00, 36.25, 2.25, 37.50, 
09:16:13.773 -> 4.00, 36.25, 2.19, 37.50, 
09:16:15.872 -> 4.00, 36.25, 2.19, 37.50, 
09:16:17.964 -> 4.00, 36.25, 2.19, 37.50, 
09:16:20.043 -> 4.00, 36.25, 2.19, 37.50, 
09:16:22.136 -> 4.00, 36.25, 2.19, 37.50, 
09:16:24.182 -> 4.00, 36.25, 2.19, 37.50, 
09:16:26.311 -> 4.00, 36.25, 2.25, 37.50, 
09:16:28.403 -> 4.00, 36.25, 2.25, 37.50, 
09:16:30.442 -> 4.00, 36.25, 2.25, 37.50, 
09:16:32.554 -> 4.00, 36.19, 2.25, 37.50, 
09:16:34.657 -> 4.00, 36.25, 2.25, 37.44, 
09:16:36.734 -> 4.00, 36.19, 2.25, 37.44, 
09:16:38.817 -> 4.00, 36.25, 2.25, 37.44, 
09:16:40.901 -> 4.00, 36.19, 2.19, 37.44, 
09:16:42.955 -> 4.00, 36.19, 2.25, 37.38, 
09:16:45.046 -> 4.00, 36.19, 2.19, 37.38, 
09:16:47.163 -> 4.00, 36.19, 2.19, 37.38, 
09:16:49.210 -> 4.00, 36.19, 2.19, 37.31, 
09:16:51.296 -> 4.00, 36.19, 2.25, 37.31, 
09:16:53.418 -> 4.00, 36.19, 2.31, 37.31, 
09:16:55.508 -> 4.00, 36.13, 2.38, 37.31, 
09:16:57.558 -> 4.00, 36.13, 2.44, 37.38, 
09:16:59.656 -> 4.00, 36.13, 2.44, 37.38, 
09:17:01.753 -> 4.00, 36.13, 2.50, 37.38, 
09:17:03.826 -> 4.00, 36.06, 2.50, 37.38, 
09:17:05.916 -> 4.00, 36.06, 2.56, 37.38, 
09:17:07.999 -> 4.00, 36.13, 2.56, 37.38, 
09:17:10.100 -> 4.00, 36.06, 2.63, 37.44, 
09:17:12.165 -> 4.00, 36.06, 2.63, 37.44, 
09:17:14.252 -> 4.00, 36.06, 2.63, 37.44, 
09:17:16.336 -> 4.00, 36.06, 2.63, 37.38, 
09:17:18.414 -> 4.00, 36.00, 2.63, 37.38, 
09:17:20.499 -> 4.00, 36.00, 2.63, 37.44, 
09:17:22.576 -> 4.00, 36.00, 2.63, 37.38, 
09:17:24.655 -> 4.00, 36.00, 2.63, 37.38, 
09:17:26.783 -> 4.00, 36.00, 2.56, 37.38, 
09:17:28.828 -> 4.00, 36.00, 2.56, 37.38, 
09:17:30.916 -> 4.00, 36.00, 2.56, 37.38, 
09:17:32.996 -> 4.00, 36.00, 2.56, 37.38, 
09:17:35.084 -> 4.00, 36.06, 2.56, 37.31, 
09:17:37.194 -> 4.00, 36.00, 2.56, 37.31, 
09:17:39.277 -> 4.00, 36.06, 2.56, 37.31, 
09:17:41.364 -> 4.00, 36.00, 2.50, 37.31, 
09:17:43.464 -> 4.00, 36.00, 2.50, 37.31, 
09:17:45.531 -> 4.00, 36.00, 2.50, 37.31, 
09:17:47.621 -> 4.00, 36.00, 2.50, 37.31, 
09:17:49.707 -> 4.00, 36.00, 2.44, 37.31, 
09:17:51.797 -> 4.00, 36.06, 2.44, 37.31, 
09:17:53.877 -> 4.00, 36.06, 2.38, 37.31, 
09:17:55.938 -> 4.00, 36.06, 2.31, 37.31, 
09:17:58.038 -> 4.00, 36.06, 2.25, 37.25, 
09:18:00.130 -> 4.00, 36.13, 2.25, 37.25, 
09:18:02.197 -> 4.00, 36.13, 2.19, 37.19, 
09:18:04.285 -> 4.00, 36.13, 2.13, 37.19, 
09:18:06.381 -> 4.00, 36.19, 2.19, 37.19, 
09:18:08.469 -> 4.00, 36.19, 2.19, 37.19, 
09:18:10.535 -> 4.00, 36.19, 2.13, 37.25, 
09:18:12.614 -> 4.00, 36.19, 2.13, 37.19, 
09:18:14.700 -> 4.00, 36.25, 2.13, 37.19, 
09:18:16.822 -> 4.00, 36.25, 2.06, 37.19, 
09:18:18.912 -> 4.00, 36.31, 2.06, 37.25, 
09:18:20.967 -> 4.00, 36.31, 2.06, 37.25, 
09:18:23.051 -> 4.00, 36.31, 2.06, 37.25, 
09:18:25.146 -> 4.00, 36.38, 2.06, 37.25, 
09:18:27.227 -> 4.00, 36.38, 2.13, 37.25, 
09:18:29.308 -> 4.00, 36.38, 2.13, 37.25, 
09:18:31.398 -> 4.00, 36.38, 2.06, 37.31, 
09:18:33.472 -> 4.00, 36.44, 2.06, 37.31, 
09:18:35.572 -> 4.00, 36.44, 2.06, 37.25, 
09:18:37.649 -> 4.00, 36.44, 2.06, 37.25, 
09:18:39.746 -> 4.00, 36.50, 2.13, 37.25, 
09:18:41.826 -> 4.00, 36.50, 2.19, 37.19, 
09:18:43.902 -> 4.00, 36.44, 2.25, 37.19, 
09:18:45.993 -> 4.00, 36.44, 2.25, 37.19, 
09:18:48.085 -> 4.00, 36.44, 2.25, 37.19, 
09:18:50.171 -> 4.00, 36.44, 2.25, 37.25, 
09:18:52.244 -> 4.00, 36.44, 2.31, 37.25, 
09:18:54.331 -> 4.00, 36.44, 2.31, 37.19, 
09:18:56.422 -> 4.00, 36.44, 2.44, 37.19, 
09:18:58.521 -> 4.50, 36.44, 2.44, 37.25, 
09:19:00.568 -> 4.50, 36.38, 2.44, 37.19, 
09:19:02.678 -> 4.50, 36.44, 2.50, 37.19, 
09:19:04.785 -> 4.50, 36.38, 2.56, 37.19, 
09:19:06.867 -> 4.00, 36.38, 2.63, 37.19, 
09:19:08.920 -> 4.50, 36.38, 2.63, 37.25, 
09:19:10.992 -> 4.50, 36.38, 2.63, 37.25, 
09:19:13.098 -> 4.50, 36.31, 2.63, 37.25, 
09:19:15.172 -> 4.50, 36.38, 2.56, 37.25, 
09:19:17.287 -> 4.50, 36.38, 2.50, 37.19, 
09:19:19.352 -> 4.50, 36.38, 2.50, 37.25, 
09:19:21.445 -> 4.50, 36.38, 2.50, 37.25, 
09:19:23.550 -> 4.50, 36.38, 2.50, 37.25, 
09:19:25.627 -> 4.50, 36.38, 2.44, 37.31, 
09:19:27.707 -> 4.50, 36.38, 2.38, 37.31, 
09:19:29.775 -> 4.50, 36.38, 2.31, 37.38, 
09:19:31.857 -> 4.50, 36.38, 2.25, 37.44, 
09:19:33.945 -> 4.50, 36.44, 2.19, 37.44, 
09:19:36.023 -> 4.50, 36.44, 2.19, 37.44, 
09:19:38.122 -> 4.50, 36.44, 2.13, 37.44, 
09:19:40.203 -> 4.50, 36.44, 2.06, 37.44, 
09:19:42.289 -> 4.50, 36.44, 2.06, 37.50, 
09:19:44.359 -> 4.50, 36.44, 2.00, 37.50, 
09:19:46.485 -> 4.50, 36.44, 2.00, 37.50, 
09:19:48.534 -> 4.50, 36.44, 2.00, 37.56, 
09:19:50.653 -> 4.50, 36.44, 2.00, 37.56, 
09:19:52.728 -> 4.50, 36.50, 2.00, 37.63, 
09:19:54.810 -> 4.50, 36.50, 2.00, 37.63, 
09:19:56.904 -> 4.50, 36.50, 1.94, 37.63, 
09:19:58.995 -> 4.50, 36.44, 2.00, 37.63, 
09:20:01.038 -> 4.50, 36.50, 2.06, 37.63, 
09:20:03.131 -> 4.50, 36.50, 2.13, 37.63, 
09:20:05.252 -> 4.50, 36.50, 2.19, 37.63, 
09:20:07.301 -> 4.50, 36.44, 2.19, 37.63, 
09:20:09.381 -> 4.50, 36.44, 2.19, 37.63, 
09:20:11.463 -> 4.50, 36.44, 2.19, 37.63, 
09:20:13.584 -> 4.50, 36.44, 2.19, 37.63, 
09:20:15.634 -> 4.50, 36.44, 2.13, 37.63, 
09:20:17.742 -> 4.50, 36.44, 2.13, 37.56, 
09:20:19.829 -> 4.50, 36.44, 2.13, 37.56, 
09:20:21.894 -> 4.50, 36.44, 2.06, 37.56, 
09:20:23.978 -> 4.50, 36.50, 2.06, 37.56, 
09:20:26.084 -> 4.50, 36.50, 2.06, 37.56, 
09:20:28.177 -> 4.00, 36.56, 2.00, 37.56, 
09:20:30.274 -> 4.00, 36.56, 2.06, 37.50, 
09:20:32.358 -> 4.00, 36.50, 2.06, 37.56, 
09:20:34.399 -> 4.00, 36.56, 2.00, 37.56, 
09:20:36.492 -> 4.00, 36.56, 2.00, 37.56, 
09:20:38.571 -> 4.00, 36.56, 1.94, 37.56, 
09:20:40.659 -> 4.00, 36.56, 1.94, 37.50, 
09:20:42.784 -> 4.00, 36.56, 1.94, 37.50, 
09:20:44.870 -> 4.00, 36.56, 2.00, 37.50, 
09:20:46.908 -> 4.50, 36.50, 2.00, 37.50, 
09:20:49.015 -> 4.00, 36.56, 2.06, 37.50, 
09:20:51.108 -> 4.00, 36.50, 2.06, 37.50, 
09:20:53.191 -> 4.00, 36.50, 2.06, 37.50, 
09:20:55.276 -> 4.00, 36.50, 2.13, 37.50, 
09:20:57.352 -> 4.00, 36.44, 2.13, 37.56, 
09:20:59.438 -> 4.00, 36.50, 2.13, 37.56, 
09:21:01.534 -> 4.00, 36.44, 2.19, 37.56, 
09:21:03.593 -> 4.00, 36.44, 2.25, 37.44, 
09:21:05.676 -> 4.00, 36.44, 2.31, 37.44, 
09:21:07.770 -> 4.00, 36.44, 2.31, 37.38, 
09:21:09.884 -> 4.00, 36.44, 2.38, 37.38, 
09:21:11.967 -> 4.00, 36.44, 2.38, 37.38, 
09:21:14.054 -> 4.00, 36.44, 2.31, 37.38, 
09:21:16.105 -> 4.00, 36.44, 2.31, 37.31, 
09:21:18.191 -> 4.00, 36.44, 2.25, 37.38, 
09:21:20.312 -> 4.00, 36.44, 2.19, 37.38, 
09:21:22.360 -> 4.00, 36.44, 2.13, 37.38, 
09:21:24.468 -> 4.00, 36.50, 2.13, 37.38, 
09:21:26.558 -> 4.00, 36.44, 2.13, 37.38, 
09:21:28.652 -> 4.00, 36.50, 2.13, 37.44, 
09:21:30.700 -> 4.00, 36.50, 2.13, 37.44, 
09:21:32.826 -> 4.00, 36.50, 2.06, 37.44, 
09:21:34.911 -> 4.00, 36.50, 2.06, 37.44, 
09:21:36.966 -> 4.00, 36.50, 2.06, 37.44, 
09:21:39.059 -> 4.00, 36.50, 2.06, 37.44, 
09:21:41.161 -> 4.00, 36.50, 2.06, 37.44, 
09:21:43.228 -> 4.00, 36.50, 2.13, 37.50, 
09:21:45.325 -> 4.00, 36.50, 2.06, 37.50, 
09:21:47.412 -> 4.00, 36.50, 2.13, 37.50, 
09:21:49.488 -> 4.00, 36.50, 2.06, 37.50, 
09:21:51.579 -> 4.00, 36.50, 2.06, 37.56, 
09:21:53.669 -> 4.00, 36.50, 2.06, 37.56, 
09:21:55.750 -> 4.00, 36.50, 2.06, 37.63, 
09:21:57.814 -> 4.00, 36.50, 2.06, 37.63, 
09:21:59.896 -> 4.00, 36.50, 2.06, 37.69, 
09:22:01.977 -> 4.00, 36.56, 2.00, 37.69, 
09:22:04.106 -> 4.00, 36.56, 2.06, 37.63, 
09:22:06.152 -> 4.00, 36.56, 2.06, 37.63, 
09:22:08.245 -> 4.00, 36.56, 2.00, 37.69, 
09:22:10.341 -> 4.00, 36.63, 2.06, 37.69, 
09:22:12.412 -> 4.00, 36.56, 2.06, 37.63, 
09:22:14.495 -> 4.00, 36.63, 2.06, 37.69, 
09:22:16.615 -> 4.00, 36.56, 2.13, 37.63, 
09:22:18.665 -> 4.00, 36.63, 2.13, 37.69, 
09:22:20.763 -> 4.00, 36.63, 2.06, 37.69, 
09:22:22.840 -> 4.00, 36.63, 2.06, 37.75, 
09:22:24.943 -> 4.00, 36.63, 2.06, 37.69, 
09:22:27.021 -> 4.00, 36.63, 2.06, 37.69, 
09:22:29.110 -> 4.00, 36.63, 2.06, 37.63, 
09:22:31.202 -> 4.00, 36.63, 2.19, 37.63, 
09:22:33.297 -> 4.00, 36.63, 2.25, 37.63, 
09:22:35.338 -> 4.00, 36.56, 2.25, 37.63, 
09:22:37.457 -> 4.00, 36.63, 2.25, 37.63, 
09:22:39.538 -> 4.00, 36.56, 2.25, 37.56, 
09:22:41.603 -> 4.00, 36.56, 2.31, 37.56, 
09:22:43.700 -> 4.00, 36.56, 2.31, 37.56, 
09:22:45.786 -> 4.00, 36.56, 2.38, 37.56, 
09:22:47.877 -> 4.00, 36.56, 2.44, 37.56, 
09:22:49.963 -> 4.00, 36.50, 2.44, 37.56, 
09:22:52.055 -> 4.00, 36.50, 2.50, 37.56, 
09:22:54.138 -> 4.00, 36.50, 2.56, 37.56, 
09:22:56.228 -> 4.00, 36.50, 2.56, 37.56, 
09:22:58.284 -> 4.00, 36.44, 2.56, 37.63, 
09:23:00.375 -> 4.00, 36.44, 2.56, 37.63, 
09:23:02.478 -> 4.00, 36.44, 2.56, 37.69, 
09:23:04.557 -> 4.00, 36.44, 2.56, 37.69, 
09:23:06.643 -> 4.00, 36.44, 2.63, 37.75, 
09:23:08.720 -> 4.00, 36.44, 2.63, 37.75, 
09:23:10.811 -> 4.00, 36.38, 2.63, 37.75, 
09:23:12.910 -> 4.00, 36.38, 2.69, 37.75, 
09:23:14.957 -> 4.00, 36.38, 2.75, 37.69, 
09:23:17.056 -> 4.00, 36.31, 2.75, 37.69, 
09:23:19.132 -> 4.00, 36.31, 2.81, 37.69, 
09:23:21.233 -> 4.00, 36.31, 2.81, 37.75, 
09:23:23.313 -> 4.00, 36.31, 2.75, 37.75, 
09:23:25.411 -> 4.00, 36.31, 2.75, 37.75, 
09:23:27.506 -> 3.50, 36.31, 2.69, 37.75, 
09:23:29.553 -> 3.50, 36.25, 2.63, 37.81, 
09:23:31.677 -> 3.50, 36.31, 2.63, 37.81, 
09:23:33.758 -> 3.50, 36.31, 2.56, 37.81, 
09:23:35.846 -> 3.50, 36.25, 2.50, 37.75, 
09:23:37.917 -> 3.50, 36.25, 2.50, 37.75, 
09:23:40.007 -> 3.50, 36.31, 2.50, 37.75, 
09:23:42.097 -> 3.50, 36.25, 2.50, 37.75, 
