08:53:33.904 -> Time[s], T_A[degC], T_B[degC], T_C[degC], T_D[degC]
13:05:06.596 -> 21.00, 56.56, 15.88, 59.00, 
13:05:08.653 -> 21.00, 56.44, 15.94, 58.88, 
13:05:10.760 -> 21.00, 56.31, 16.00, 58.75, 
13:05:12.821 -> 21.00, 56.19, 16.06, 58.69, 
13:05:14.882 -> 21.00, 56.06, 16.19, 58.56, 
13:05:16.999 -> 21.00, 55.94, 16.19, 58.44, 
13:05:19.076 -> 21.00, 55.88, 16.25, 58.38, 
13:05:21.137 -> 21.00, 55.75, 16.31, 58.25, 
13:05:23.242 -> 21.00, 55.63, 16.44, 58.13, 
13:05:25.320 -> 21.50, 55.50, 16.44, 58.00, 
13:05:27.357 -> 21.50, 55.38, 16.50, 57.94, 
13:05:29.453 -> 21.50, 55.25, 16.62, 57.75, 
13:05:31.523 -> 21.50, 55.13, 16.62, 57.63, 
13:05:33.617 -> 21.50, 55.00, 16.69, 57.56, 
13:05:35.700 -> 21.50, 54.88, 16.75, 57.44, 
13:05:37.798 -> 21.50, 54.81, 16.81, 57.31, 
13:05:39.869 -> 21.50, 54.69, 16.94, 57.19, 
13:05:41.920 -> 21.50, 54.56, 17.00, 57.06, 
13:05:44.032 -> 21.50, 54.44, 17.06, 57.00, 
13:05:46.095 -> 22.00, 54.31, 17.12, 56.88, 
13:05:48.167 -> 22.00, 54.19, 17.19, 56.75, 
13:05:50.250 -> 22.00, 54.06, 17.25, 56.63, 
13:05:52.325 -> 22.00, 53.94, 17.31, 56.56, 
13:05:54.408 -> 22.00, 53.81, 17.37, 56.44, 
13:05:56.516 -> 22.00, 53.75, 17.44, 56.31, 
13:05:58.578 -> 22.00, 53.63, 17.50, 56.25, 
13:06:00.673 -> 22.00, 53.50, 17.56, 56.19, 
13:06:02.738 -> 22.50, 53.44, 17.62, 56.06, 
13:06:04.813 -> 22.50, 53.38, 17.69, 56.00, 
13:06:06.874 -> 22.50, 53.25, 17.75, 55.94, 
13:06:08.993 -> 22.50, 53.19, 17.75, 55.81, 
13:06:11.056 -> 22.50, 53.13, 17.81, 55.69, 
13:06:13.114 -> 22.50, 53.00, 17.87, 55.56, 
13:06:15.221 -> 22.50, 52.94, 17.94, 55.50, 
13:06:17.287 -> 22.50, 52.81, 18.00, 55.38, 
13:06:19.366 -> 22.50, 52.75, 18.06, 55.31, 
13:06:21.468 -> 22.50, 52.63, 18.12, 55.19, 
13:06:23.527 -> 22.50, 52.56, 18.19, 55.13, 
13:06:25.634 -> 22.50, 52.44, 18.19, 55.00, 
13:06:27.686 -> 22.50, 52.31, 18.25, 54.88, 
13:06:29.746 -> 22.50, 52.25, 18.31, 54.81, 
13:06:31.863 -> 22.50, 52.13, 18.31, 54.75, 
13:06:33.912 -> 22.50, 52.06, 18.37, 54.63, 
13:06:36.016 -> 22.50, 51.94, 18.44, 54.56, 
13:06:38.110 -> 22.50, 51.81, 18.50, 54.44, 
13:06:40.183 -> 22.50, 51.69, 18.56, 54.38, 
13:06:42.248 -> 22.50, 51.63, 18.56, 54.25, 
13:06:44.317 -> 22.50, 51.50, 18.62, 54.19, 
13:06:46.424 -> 23.00, 51.44, 18.69, 54.06, 
13:06:48.493 -> 23.00, 51.38, 18.75, 54.00, 
13:06:50.571 -> 23.00, 51.25, 18.81, 53.88, 
13:06:52.639 -> 23.00, 51.19, 18.81, 53.75, 
13:06:54.703 -> 23.00, 51.06, 18.87, 53.69, 
13:06:56.824 -> 23.00, 51.00, 18.87, 53.56, 
13:06:58.902 -> 23.00, 50.88, 18.94, 53.50, 
13:07:00.975 -> 23.00, 50.81, 19.00, 53.38, 
13:07:03.038 -> 23.00, 50.69, 19.06, 53.31, 
13:07:05.109 -> 23.00, 50.56, 19.12, 53.25, 
13:07:07.190 -> 23.00, 50.50, 19.12, 53.13, 
13:07:09.262 -> 23.00, 50.38, 19.19, 53.06, 
13:07:11.359 -> 23.00, 50.31, 19.25, 52.94, 
13:07:13.429 -> 23.00, 50.19, 19.25, 52.88, 
13:07:15.498 -> 23.00, 50.13, 19.31, 52.81, 
13:07:17.620 -> 23.00, 50.00, 19.37, 52.69, 
13:07:19.684 -> 23.00, 49.94, 19.37, 52.63, 
13:07:21.753 -> 23.50, 49.88, 19.44, 52.56, 
13:07:23.864 -> 23.50, 49.75, 19.50, 52.44, 
13:07:25.943 -> 23.50, 49.69, 19.56, 52.31, 
13:07:28.003 -> 23.50, 49.63, 19.56, 52.25, 
13:07:30.065 -> 23.50, 49.50, 19.56, 52.19, 
13:07:32.142 -> 23.50, 49.38, 19.62, 52.06, 
13:07:34.245 -> 23.50, 49.31, 19.69, 52.00, 
13:07:36.315 -> 23.50, 49.25, 19.75, 51.88, 
13:07:38.411 -> 23.50, 49.13, 19.75, 51.81, 
13:07:40.477 -> 23.50, 49.06, 19.75, 51.69, 
13:07:42.557 -> 23.50, 48.94, 19.81, 51.63, 
13:07:44.626 -> 23.50, 48.88, 19.87, 51.50, 
13:07:46.735 -> 23.50, 48.81, 19.87, 51.44, 
13:07:48.814 -> 23.50, 48.75, 19.87, 51.31, 
13:07:50.891 -> 23.50, 48.63, 19.94, 51.25, 
13:07:52.963 -> 23.50, 48.56, 20.00, 51.19, 
13:07:55.042 -> 23.50, 48.50, 20.00, 51.13, 
13:07:57.114 -> 23.50, 48.44, 20.06, 51.00, 
13:07:59.220 -> 24.00, 48.31, 20.06, 50.94, 
13:08:01.289 -> 24.00, 48.25, 20.12, 50.81, 
13:08:03.353 -> 24.00, 48.13, 20.12, 50.75, 
13:08:05.450 -> 24.00, 48.06, 20.19, 50.69, 
13:08:07.528 -> 24.00, 48.00, 20.25, 50.56, 
13:08:09.596 -> 24.00, 47.88, 20.25, 50.50, 
13:08:11.661 -> 24.00, 47.81, 20.25, 50.44, 
13:08:13.779 -> 24.00, 47.75, 20.31, 50.31, 
13:08:15.859 -> 24.00, 47.69, 20.31, 50.19, 
13:08:17.929 -> 24.00, 47.56, 20.37, 50.13, 
13:08:19.990 -> 23.50, 47.50, 20.37, 50.06, 
13:08:22.061 -> 23.50, 47.44, 20.44, 50.00, 
13:08:24.140 -> 23.50, 47.38, 20.44, 49.88, 
13:08:26.233 -> 23.50, 47.25, 20.50, 49.81, 
13:08:28.308 -> 23.50, 47.19, 20.50, 49.75, 
13:08:30.422 -> 23.50, 47.13, 20.56, 49.69, 
13:08:32.461 -> 23.50, 47.06, 20.56, 49.56, 
13:08:34.572 -> 23.50, 47.00, 20.62, 49.50, 
13:08:36.644 -> 23.50, 46.88, 20.62, 49.38, 
13:08:38.740 -> 23.50, 46.81, 20.69, 49.31, 
13:08:40.812 -> 24.00, 46.75, 20.69, 49.25, 
13:08:42.875 -> 24.00, 46.63, 20.69, 49.19, 
13:08:44.947 -> 24.00, 46.56, 20.75, 49.06, 
13:08:47.058 -> 24.00, 46.56, 20.75, 49.00, 
13:08:49.129 -> 24.00, 46.44, 20.81, 48.94, 
13:08:51.209 -> 24.00, 46.38, 20.81, 48.88, 
13:08:53.263 -> 24.00, 46.31, 20.87, 48.75, 
13:08:55.372 -> 24.00, 46.25, 20.87, 48.69, 
13:08:57.445 -> 24.00, 46.19, 20.94, 48.63, 
13:08:59.510 -> 24.00, 46.06, 20.94, 48.56, 
13:09:01.613 -> 24.00, 46.00, 21.00, 48.44, 
13:09:03.692 -> 24.00, 45.88, 21.00, 48.38, 
13:09:05.764 -> 24.00, 45.81, 21.06, 48.25, 
13:09:07.860 -> 24.00, 45.75, 21.06, 48.19, 
13:09:09.922 -> 24.00, 45.63, 21.06, 48.06, 
13:09:11.980 -> 24.00, 45.56, 21.12, 48.00, 
13:09:14.074 -> 24.00, 45.44, 21.12, 47.94, 
13:09:16.138 -> 24.00, 45.38, 21.12, 47.88, 
13:09:18.264 -> 24.00, 45.31, 21.19, 47.81, 
13:09:20.343 -> 24.00, 45.25, 21.19, 47.75, 
13:09:22.412 -> 24.50, 45.19, 21.19, 47.69, 
13:09:24.475 -> 24.50, 45.13, 21.25, 47.56, 
13:09:26.550 -> 24.50, 45.13, 21.25, 47.50, 
13:09:28.623 -> 24.50, 45.06, 21.31, 47.44, 
13:09:30.734 -> 24.50, 45.00, 21.31, 47.38, 
13:09:32.805 -> 24.50, 44.94, 21.31, 47.25, 
13:09:34.900 -> 24.50, 44.88, 21.31, 47.19, 
13:09:36.972 -> 24.50, 44.88, 21.37, 47.13, 
13:09:39.053 -> 24.50, 44.81, 21.37, 47.06, 
13:09:41.128 -> 24.50, 44.75, 21.44, 47.00, 
13:09:43.209 -> 24.50, 44.69, 21.44, 46.94, 
13:09:45.278 -> 24.50, 44.63, 21.44, 46.81, 
13:09:47.364 -> 24.50, 44.56, 21.44, 46.81, 
13:09:49.436 -> 24.50, 44.50, 21.50, 46.69, 
13:09:51.514 -> 24.50, 44.50, 21.50, 46.63, 
13:09:53.621 -> 24.50, 44.44, 21.50, 46.56, 
13:09:55.684 -> 24.50, 44.38, 21.56, 46.50, 
13:09:57.755 -> 24.50, 44.38, 21.56, 46.44, 
13:09:59.837 -> 24.50, 44.31, 21.62, 46.38, 
13:10:01.911 -> 24.50, 44.19, 21.62, 46.31, 
13:10:03.991 -> 24.50, 44.19, 21.62, 46.19, 
13:10:06.066 -> 24.50, 44.13, 21.69, 46.13, 
13:10:08.159 -> 24.50, 44.06, 21.69, 46.06, 
13:10:10.250 -> 24.50, 44.00, 21.69, 46.00, 
13:10:12.330 -> 24.50, 44.00, 21.69, 45.94, 
13:10:14.433 -> 24.50, 43.94, 21.69, 45.88, 
13:10:16.497 -> 24.50, 43.88, 21.75, 45.81, 
13:10:18.558 -> 24.50, 43.75, 21.75, 45.75, 
13:10:20.626 -> 24.50, 43.75, 21.75, 45.69, 
13:10:22.721 -> 24.50, 43.69, 21.81, 45.63, 
13:10:24.807 -> 24.50, 43.63, 21.81, 45.56, 
13:10:26.884 -> 24.50, 43.56, 21.87, 45.50, 
13:10:28.959 -> 24.50, 43.50, 21.87, 45.38, 
13:10:31.068 -> 24.50, 43.44, 21.87, 45.38, 
13:10:33.145 -> 24.50, 43.38, 21.94, 45.31, 
13:10:35.196 -> 24.50, 43.31, 21.94, 45.25, 
13:10:37.295 -> 24.00, 43.31, 21.94, 45.19, 
13:10:39.358 -> 24.00, 43.25, 21.94, 45.13, 
13:10:41.463 -> 24.00, 43.19, 21.94, 45.06, 
13:10:43.544 -> 24.00, 43.13, 22.00, 44.94, 
13:10:45.600 -> 24.00, 43.06, 22.00, 44.88, 
13:10:47.711 -> 24.00, 43.06, 22.00, 44.81, 
13:10:49.776 -> 24.00, 43.00, 22.00, 44.75, 
13:10:51.841 -> 24.00, 42.94, 22.06, 44.69, 
13:10:53.918 -> 24.00, 42.88, 22.06, 44.63, 
13:10:56.032 -> 24.00, 42.81, 22.06, 44.56, 
13:10:58.097 -> 24.00, 42.81, 22.06, 44.44, 
13:11:00.191 -> 24.00, 42.75, 22.12, 44.38, 
13:11:02.259 -> 24.00, 42.69, 22.12, 44.31, 
13:11:04.325 -> 24.00, 42.63, 22.12, 44.31, 
13:11:06.440 -> 24.00, 42.56, 22.19, 44.25, 
13:11:08.520 -> 24.00, 42.50, 22.19, 44.13, 
13:11:10.586 -> 24.00, 42.44, 22.19, 44.06, 
13:11:12.652 -> 24.00, 42.38, 22.25, 44.06, 
13:11:14.746 -> 24.00, 42.31, 22.25, 43.94, 
13:11:16.808 -> 24.00, 42.25, 22.25, 43.88, 
13:11:18.881 -> 24.00, 42.19, 22.25, 43.81, 
13:11:20.980 -> 24.00, 42.13, 22.25, 43.81, 
13:11:23.053 -> 24.00, 42.06, 22.31, 43.75, 
13:11:25.163 -> 24.00, 42.00, 22.31, 43.69, 
13:11:27.233 -> 24.00, 41.94, 22.31, 43.63, 
13:11:29.329 -> 24.00, 41.88, 22.37, 43.56, 
13:11:31.408 -> 24.00, 41.81, 22.31, 43.50, 
13:11:33.476 -> 24.00, 41.81, 22.37, 43.44, 
13:11:35.540 -> 24.00, 41.75, 22.37, 43.38, 
13:11:37.614 -> 24.00, 41.69, 22.37, 43.31, 
13:11:39.727 -> 24.00, 41.63, 22.37, 43.25, 
13:11:41.798 -> 24.00, 41.56, 22.37, 43.19, 
13:11:43.853 -> 24.00, 41.50, 22.44, 43.13, 
13:11:45.935 -> 24.00, 41.50, 22.44, 43.06, 
13:11:48.013 -> 24.00, 41.44, 22.44, 43.00, 
13:11:50.130 -> 24.00, 41.38, 22.44, 42.94, 
13:11:52.195 -> 24.00, 41.38, 22.44, 42.88, 
13:11:54.269 -> 24.00, 41.31, 22.44, 42.81, 
13:11:56.377 -> 24.00, 41.25, 22.50, 42.75, 
13:11:58.454 -> 24.00, 41.19, 22.50, 42.75, 
13:12:00.517 -> 24.00, 41.13, 22.50, 42.69, 
13:12:02.592 -> 24.00, 41.06, 22.50, 42.56, 
13:12:04.684 -> 24.00, 41.00, 22.50, 42.56, 
13:12:06.754 -> 24.00, 40.94, 22.50, 42.50, 
13:12:08.832 -> 24.00, 40.88, 22.50, 42.44, 
13:12:10.910 -> 24.00, 40.81, 22.56, 42.38, 
13:12:12.979 -> 24.00, 40.81, 22.56, 42.31, 
13:12:15.106 -> 24.00, 40.69, 22.56, 42.25, 
13:12:17.185 -> 24.00, 40.69, 22.56, 42.13, 
13:12:19.233 -> 24.00, 40.63, 22.56, 42.13, 
13:12:21.348 -> 24.00, 40.56, 22.56, 42.06, 
13:12:23.422 -> 24.00, 40.50, 22.62, 41.94, 
13:12:25.506 -> 24.00, 40.50, 22.56, 41.94, 
13:12:27.571 -> 24.00, 40.44, 22.62, 41.88, 
13:12:29.642 -> 24.00, 40.38, 22.62, 41.81, 
13:12:31.724 -> 24.00, 40.31, 22.62, 41.75, 
13:12:33.793 -> 24.00, 40.25, 22.62, 41.69, 
13:12:35.880 -> 24.00, 40.25, 22.62, 41.69, 
13:12:37.979 -> 24.00, 40.19, 22.62, 41.56, 
13:12:40.030 -> 24.00, 40.13, 22.69, 41.56, 
13:12:42.136 -> 24.00, 40.13, 22.69, 41.50, 
13:12:44.234 -> 24.00, 40.06, 22.69, 41.44, 
13:12:46.306 -> 24.00, 40.00, 22.69, 41.38, 
13:12:48.387 -> 24.00, 39.94, 22.69, 41.31, 
13:12:50.458 -> 24.00, 39.88, 22.75, 41.25, 
13:12:52.523 -> 24.00, 39.81, 22.69, 41.19, 
13:12:54.639 -> 24.00, 39.81, 22.69, 41.13, 
13:12:56.708 -> 24.00, 39.75, 22.75, 41.06, 
13:12:58.794 -> 24.00, 39.69, 22.75, 41.00, 
13:13:00.861 -> 24.00, 39.69, 22.75, 40.94, 
13:13:02.934 -> 24.00, 39.63, 22.75, 40.94, 
13:13:05.034 -> 24.00, 39.56, 22.81, 40.88, 
13:13:07.101 -> 24.00, 39.50, 22.81, 40.81, 
13:13:09.193 -> 24.00, 39.50, 22.81, 40.75, 
13:13:11.252 -> 24.00, 39.44, 22.81, 40.69, 
13:13:13.368 -> 24.00, 39.44, 22.81, 40.63, 
13:13:15.434 -> 24.00, 39.38, 22.81, 40.56, 
13:13:17.497 -> 24.00, 39.31, 22.81, 40.56, 
13:13:19.572 -> 24.00, 39.25, 22.81, 40.50, 
13:13:21.684 -> 24.00, 39.19, 22.87, 40.44, 
13:13:23.743 -> 24.00, 39.13, 22.87, 40.38, 
13:13:25.851 -> 24.00, 39.13, 22.87, 40.31, 
13:13:27.921 -> 24.00, 39.06, 22.87, 40.25, 
13:13:29.984 -> 24.00, 39.00, 22.81, 40.25, 
13:13:32.072 -> 24.00, 38.94, 22.87, 40.19, 
13:13:34.147 -> 24.00, 38.88, 22.87, 40.13, 
13:13:36.229 -> 24.00, 38.88, 22.87, 40.06, 
13:13:38.296 -> 24.00, 38.81, 22.87, 40.06, 
13:13:40.395 -> 24.00, 38.75, 22.87, 40.00, 
13:13:42.472 -> 24.00, 38.75, 22.87, 39.94, 
13:13:44.569 -> 24.00, 38.69, 22.87, 39.88, 
13:13:46.639 -> 24.00, 38.63, 22.87, 39.88, 
13:13:48.747 -> 24.00, 38.56, 22.94, 39.81, 
13:13:50.822 -> 24.00, 38.56, 22.94, 39.75, 
13:13:52.903 -> 24.00, 38.50, 22.94, 39.69, 
13:13:54.972 -> 24.00, 38.44, 22.94, 39.63, 
13:13:57.039 -> 24.00, 38.44, 22.94, 39.56, 
13:13:59.146 -> 24.00, 38.38, 22.94, 39.56, 
13:14:01.192 -> 24.00, 38.31, 22.94, 39.50, 
13:14:03.308 -> 24.00, 38.31, 23.00, 39.44, 
13:14:05.393 -> 24.00, 38.25, 23.00, 39.38, 
13:14:07.448 -> 24.00, 38.25, 23.00, 39.38, 
13:14:09.514 -> 24.00, 38.19, 23.00, 39.31, 
13:14:11.609 -> 24.00, 38.13, 23.00, 39.25, 
13:14:13.715 -> 24.00, 38.13, 23.00, 39.25, 
13:14:15.787 -> 24.00, 38.06, 23.00, 39.19, 
13:14:17.854 -> 24.00, 38.00, 23.00, 39.13, 
13:14:19.924 -> 24.00, 38.00, 23.00, 39.06, 
13:14:22.036 -> 24.00, 37.88, 23.00, 39.06, 
13:14:24.111 -> 24.00, 37.88, 23.06, 39.00, 
13:14:26.176 -> 24.00, 37.81, 23.00, 38.94, 
13:14:28.243 -> 24.00, 37.81, 23.00, 38.88, 
13:14:30.355 -> 24.00, 37.75, 23.06, 38.81, 
13:14:32.437 -> 24.00, 37.69, 23.00, 38.81, 
13:14:34.506 -> 24.00, 37.63, 23.06, 38.75, 
13:14:36.606 -> 24.00, 37.63, 23.06, 38.69, 
13:14:38.689 -> 24.00, 37.63, 23.06, 38.63, 
13:14:40.773 -> 24.00, 37.56, 23.06, 38.56, 
13:14:42.836 -> 24.00, 37.50, 23.06, 38.56, 
13:14:44.901 -> 24.00, 37.44, 23.06, 38.50, 
13:14:46.999 -> 24.00, 37.44, 23.06, 38.44, 
13:14:49.068 -> 24.00, 37.38, 23.12, 38.38, 
13:14:51.152 -> 24.00, 37.38, 23.06, 38.38, 
13:14:53.259 -> 24.00, 37.31, 23.06, 38.31, 
13:14:55.318 -> 24.00, 37.31, 23.12, 38.25, 
13:14:57.385 -> 24.00, 37.25, 23.12, 38.19, 
13:14:59.502 -> 24.00, 37.25, 23.12, 38.19, 
13:15:01.567 -> 24.00, 37.19, 23.12, 38.13, 
13:15:03.628 -> 24.00, 37.19, 23.12, 38.06, 
13:15:05.709 -> 24.00, 37.13, 23.12, 38.06, 
13:15:07.830 -> 24.00, 37.06, 23.12, 38.00, 
13:15:09.909 -> 24.00, 37.06, 23.12, 37.94, 
13:15:11.972 -> 24.00, 37.00, 23.12, 37.94, 
13:15:14.036 -> 24.00, 36.94, 23.12, 37.88, 
13:15:16.157 -> 24.00, 36.94, 23.12, 37.81, 
13:15:18.221 -> 24.00, 36.88, 23.12, 37.81, 
13:15:20.306 -> 24.00, 36.88, 23.12, 37.75, 
13:15:22.388 -> 24.00, 36.81, 23.12, 37.69, 
13:15:24.443 -> 24.00, 36.81, 23.12, 37.63, 
13:15:26.528 -> 24.00, 36.69, 23.12, 37.63, 
13:15:28.631 -> 24.00, 36.69, 23.19, 37.56, 
13:15:30.705 -> 24.00, 36.69, 23.12, 37.56, 
13:15:32.800 -> 24.00, 36.63, 23.12, 37.50, 
13:15:34.873 -> 23.50, 36.63, 23.19, 37.44, 
13:15:36.951 -> 23.50, 36.56, 23.12, 37.44, 
13:15:39.027 -> 23.50, 36.50, 23.19, 37.38, 
13:15:41.136 -> 23.50, 36.44, 23.19, 37.31, 
13:15:43.199 -> 24.00, 36.44, 23.19, 37.31, 
13:15:45.279 -> 24.00, 36.38, 23.19, 37.25, 
13:15:47.377 -> 23.50, 36.38, 23.19, 37.25, 
13:15:49.448 -> 23.50, 36.31, 23.19, 37.19, 
13:15:51.523 -> 23.50, 36.31, 23.19, 37.13, 
13:15:53.604 -> 24.00, 36.25, 23.19, 37.06, 
13:15:55.693 -> 24.00, 36.25, 23.19, 37.00, 
13:15:57.758 -> 23.50, 36.19, 23.19, 36.94, 
13:15:59.870 -> 23.50, 36.19, 23.19, 36.94, 
13:16:01.927 -> 24.00, 36.13, 23.19, 36.88, 
13:16:04.032 -> 23.50, 36.13, 23.25, 36.88, 
13:16:06.100 -> 23.50, 36.06, 23.19, 36.81, 
13:16:08.159 -> 24.00, 36.06, 23.25, 36.75, 
13:16:10.270 -> 24.00, 36.06, 23.25, 36.75, 
13:16:12.340 -> 24.00, 36.00, 23.25, 36.69, 
13:16:14.410 -> 24.00, 35.94, 23.25, 36.69, 
13:16:16.515 -> 24.00, 35.94, 23.25, 36.63, 
13:16:18.597 -> 24.00, 35.88, 23.25, 36.63, 
13:16:20.643 -> 24.00, 35.88, 23.25, 36.56, 
13:16:22.764 -> 24.00, 35.81, 23.25, 36.50, 
13:16:24.852 -> 24.00, 35.81, 23.25, 36.50, 
13:16:26.916 -> 24.00, 35.75, 23.25, 36.44, 
13:16:29.000 -> 24.00, 35.69, 23.25, 36.38, 
13:16:31.072 -> 24.00, 35.69, 23.25, 36.38, 
13:16:33.150 -> 24.00, 35.63, 23.25, 36.31, 
13:16:35.223 -> 23.50, 35.63, 23.25, 36.25, 
13:16:37.335 -> 23.50, 35.56, 23.25, 36.25, 
13:16:39.405 -> 23.50, 35.56, 23.31, 36.19, 
13:16:41.472 -> 23.50, 35.56, 23.25, 36.19, 
13:16:43.572 -> 23.50, 35.50, 23.25, 36.13, 
13:16:45.630 -> 23.50, 35.50, 23.31, 36.06, 
13:16:47.749 -> 23.50, 35.44, 23.25, 36.06, 
13:16:49.816 -> 24.00, 35.44, 23.25, 36.00, 
13:16:51.886 -> 24.00, 35.38, 23.25, 35.94, 
13:16:53.953 -> 24.00, 35.38, 23.25, 35.88, 
13:16:56.071 -> 24.00, 35.31, 23.25, 35.88, 
13:16:58.131 -> 24.00, 35.25, 23.25, 35.81, 
13:17:00.237 -> 24.00, 35.19, 23.25, 35.81, 
13:17:02.305 -> 24.00, 35.19, 23.25, 35.75, 
13:17:04.360 -> 24.00, 35.19, 23.25, 35.75, 
13:17:06.474 -> 24.00, 35.19, 23.25, 35.69, 
13:17:08.544 -> 24.00, 35.13, 23.25, 35.63, 
13:17:10.642 -> 24.00, 35.13, 23.25, 35.63, 
13:17:12.728 -> 24.00, 35.06, 23.25, 35.56, 
13:17:14.790 -> 24.00, 35.06, 23.25, 35.56, 
13:17:16.867 -> 24.00, 35.00, 23.25, 35.50, 
13:17:18.977 -> 24.00, 34.94, 23.25, 35.50, 
13:17:21.030 -> 24.00, 34.94, 23.25, 35.44, 
13:17:23.142 -> 24.00, 34.88, 23.25, 35.38, 
13:17:25.214 -> 24.00, 34.88, 23.25, 35.38, 
13:17:27.292 -> 24.00, 34.88, 23.25, 35.31, 
13:17:29.349 -> 24.00, 34.81, 23.25, 35.31, 
13:17:31.460 -> 24.00, 34.81, 23.25, 35.25, 
13:17:33.536 -> 24.00, 34.75, 23.25, 35.25, 
13:17:35.608 -> 24.00, 34.75, 23.25, 35.25, 
13:17:37.682 -> 24.00, 34.69, 23.25, 35.19, 
13:17:39.796 -> 24.00, 34.69, 23.25, 35.13, 
13:17:41.843 -> 24.00, 34.69, 23.31, 35.13, 
13:17:43.917 -> 24.00, 34.63, 23.25, 35.13, 
13:17:46.028 -> 24.00, 34.63, 23.31, 35.06, 
13:17:48.100 -> 24.00, 34.56, 23.31, 35.00, 
13:17:50.185 -> 24.00, 34.56, 23.31, 35.00, 
13:17:52.255 -> 24.00, 34.56, 23.31, 34.94, 
13:17:54.366 -> 24.00, 34.50, 23.31, 34.94, 
13:17:56.406 -> 24.00, 34.50, 23.31, 34.94, 
13:17:58.518 -> 23.50, 34.44, 23.31, 34.88, 
13:18:00.589 -> 23.50, 34.44, 23.31, 34.81, 
13:18:02.655 -> 23.50, 34.38, 23.31, 34.81, 
13:18:04.740 -> 23.50, 34.38, 23.31, 34.75, 
13:18:06.848 -> 23.50, 34.38, 23.31, 34.69, 
13:18:08.901 -> 23.50, 34.38, 23.31, 34.69, 
13:18:11.017 -> 23.50, 34.31, 23.31, 34.69, 
13:18:13.083 -> 23.50, 34.31, 23.31, 34.63, 
13:18:15.146 -> 23.50, 34.25, 23.31, 34.63, 
13:18:17.233 -> 23.50, 34.25, 23.31, 34.56, 
13:18:19.345 -> 23.50, 34.25, 23.31, 34.50, 
13:18:21.414 -> 23.50, 34.19, 23.31, 34.50, 
13:18:23.494 -> 23.50, 34.19, 23.31, 34.44, 
13:18:25.565 -> 23.50, 34.19, 23.31, 34.44, 
13:18:27.676 -> 23.50, 34.13, 23.31, 34.44, 
13:18:29.733 -> 23.50, 34.13, 23.31, 34.38, 
13:18:31.843 -> 23.50, 34.13, 23.31, 34.38, 
13:18:33.915 -> 23.50, 34.06, 23.31, 34.31, 
13:18:35.990 -> 23.50, 34.06, 23.31, 34.31, 
13:18:38.069 -> 23.50, 34.00, 23.31, 34.25, 
13:18:40.139 -> 23.50, 34.00, 23.31, 34.19, 
13:18:42.249 -> 23.50, 34.00, 23.31, 34.19, 
13:18:44.312 -> 23.50, 33.94, 23.31, 34.13, 
13:18:46.419 -> 23.50, 33.94, 23.31, 34.06, 
13:18:48.480 -> 23.50, 33.88, 23.31, 34.06, 
13:18:50.546 -> 23.00, 33.88, 23.31, 34.06, 
13:18:52.655 -> 23.00, 33.81, 23.31, 34.00, 
13:18:54.735 -> 23.00, 33.81, 23.31, 33.94, 
13:18:56.808 -> 23.00, 33.81, 23.31, 33.94, 
13:18:58.888 -> 23.00, 33.75, 23.31, 33.88, 
13:19:00.960 -> 23.00, 33.75, 23.31, 33.88, 
13:19:03.072 -> 23.00, 33.69, 23.31, 33.81, 
13:19:05.140 -> 23.00, 33.69, 23.31, 33.81, 
13:19:07.220 -> 23.00, 33.69, 23.31, 33.75, 
13:19:09.302 -> 23.00, 33.63, 23.31, 33.75, 
13:19:11.363 -> 23.00, 33.63, 23.31, 33.69, 
13:19:13.443 -> 23.00, 33.63, 23.31, 33.69, 
13:19:15.541 -> 23.00, 33.56, 23.31, 33.63, 
13:19:17.628 -> 23.00, 33.56, 23.31, 33.63, 
13:19:19.690 -> 23.00, 33.50, 23.31, 33.56, 
13:19:21.794 -> 23.00, 33.50, 23.31, 33.56, 
13:19:23.859 -> 23.00, 33.50, 23.37, 33.56, 
13:19:25.982 -> 23.00, 33.44, 23.31, 33.50, 
13:19:28.043 -> 23.00, 33.44, 23.31, 33.44, 
13:19:30.137 -> 23.00, 33.38, 23.37, 33.44, 
13:19:32.189 -> 23.00, 33.38, 23.31, 33.38, 
13:19:34.303 -> 23.00, 33.38, 23.31, 33.38, 
13:19:36.357 -> 23.00, 33.31, 23.37, 33.31, 
13:19:38.475 -> 23.00, 33.31, 23.31, 33.31, 
13:19:40.550 -> 23.00, 33.25, 23.31, 33.31, 
13:19:42.628 -> 23.00, 33.25, 23.37, 33.25, 
13:19:44.700 -> 23.00, 33.25, 23.31, 33.19, 
13:19:46.764 -> 23.00, 33.19, 23.31, 33.19, 
13:19:48.853 -> 23.00, 33.19, 23.37, 33.13, 
13:19:50.967 -> 23.00, 33.13, 23.31, 33.13, 
13:19:53.039 -> 23.00, 33.13, 23.31, 33.06, 
13:19:55.089 -> 23.00, 33.13, 23.31, 33.06, 
13:19:57.206 -> 23.00, 33.06, 23.31, 33.00, 
13:19:59.286 -> 23.00, 33.06, 23.31, 33.00, 
13:20:01.362 -> 23.00, 33.06, 23.37, 32.94, 
13:20:03.425 -> 23.00, 33.00, 23.37, 32.94, 
13:20:05.511 -> 23.00, 33.00, 23.31, 32.94, 
13:20:07.621 -> 23.00, 33.00, 23.31, 32.88, 
13:20:09.670 -> 23.00, 32.94, 23.37, 32.88, 
13:20:11.779 -> 23.00, 32.94, 23.37, 32.81, 
