Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
0	-0.000019	0.07193	-0.00037	-0.00026	-0.00039	-0.00032	-0.00067	0.00021	-0.00069	0.00053	0.00157	-0.00028	0	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.07193	1.35e-6	0.00026	9.70e-8	0.00032	1.24e-7	0.00021	1.37e-7	0.00053	3.64e-7	0.00028	4.42e-7	6.175	9.802	9.621	
0.1000	-0.000014	0.07121	-0.00038	-0.00026	-0.00040	-0.00031	-0.00066	0.00021	-0.00070	0.00053	0.00156	-0.00028	0.1000	33.95	32.21	41.83	42.78	51.77	43.75	36.61	27.80	0.07121	1.03e-6	0.00026	9.81e-8	0.00031	1.22e-7	0.00021	1.37e-7	0.00053	3.70e-7	0.00028	4.35e-7	6.174	9.801	9.620	
0.2000	-0.000016	0.07005	-0.00038	-0.00026	-0.00040	-0.00030	-0.00067	0.00020	-0.00071	0.00053	0.00157	-0.00028	0.2000	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.07005	1.11e-6	0.00026	9.98e-8	0.00030	1.20e-7	0.00020	1.34e-7	0.00053	3.73e-7	0.00028	4.44e-7	6.174	9.802	9.621	
0.3000	-0.000016	0.07751	-0.00038	-0.00026	-0.00040	-0.00030	-0.00068	0.00022	-0.00070	0.00054	0.00155	-0.00030	0.3000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.07751	1.23e-6	0.00026	9.85e-8	0.00030	1.22e-7	0.00022	1.48e-7	0.00054	3.74e-7	0.00030	4.59e-7	6.175	9.804	9.622	
0.4000	-0.000017	0.09878	-0.00037	-0.00026	-0.00040	-0.00030	-0.00068	0.00023	-0.00071	0.00053	0.00156	-0.00030	0.4000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.09878	1.71e-6	0.00026	9.83e-8	0.00030	1.19e-7	0.00023	1.55e-7	0.00053	3.78e-7	0.00030	4.66e-7	6.175	9.803	9.622	
0.5000	-0.000023	0.09037	-0.00037	-0.00027	-0.00039	-0.00031	-0.00066	0.00023	-0.00071	0.00053	0.00157	-0.00030	0.5000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.09037	2.08e-6	0.00027	9.99e-8	0.00031	1.21e-7	0.00023	1.53e-7	0.00053	3.79e-7	0.00030	4.70e-7	6.174	9.804	9.622	
0.6000	-0.000023	0.1605	-0.00038	-0.00027	-0.00039	-0.00031	-0.00067	0.00022	-0.00071	0.00054	0.00156	-0.00031	0.6000	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.1605	3.70e-6	0.00027	1.02e-7	0.00031	1.19e-7	0.00022	1.48e-7	0.00054	3.85e-7	0.00031	4.82e-7	6.175	9.804	9.622	
0.7000	-0.000012	0.1723	-0.00037	-0.00026	-0.00039	-0.00031	-0.00067	0.00023	-0.00070	0.00055	0.00156	-0.00031	0.7000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.1723	1.99e-6	0.00026	9.72e-8	0.00031	1.22e-7	0.00023	1.51e-7	0.00055	3.85e-7	0.00031	4.86e-7	6.175	9.805	9.621	
0.8000	-0.000012	0.1470	-0.00038	-0.00027	-0.00040	-0.00031	-0.00067	0.00022	-0.00070	0.00055	0.00156	-0.00028	0.8000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.1470	1.69e-6	0.00027	1.01e-7	0.00031	1.24e-7	0.00022	1.48e-7	0.00055	3.90e-7	0.00028	4.39e-7	6.174	9.805	9.623	
0.9000	-0.000022	0.1405	-0.00039	-0.00026	-0.00039	-0.00031	-0.00067	0.00022	-0.00070	0.00057	0.00156	-0.00027	0.9000	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.1405	3.04e-6	0.00026	1.02e-7	0.00031	1.20e-7	0.00022	1.52e-7	0.00057	4.01e-7	0.00027	4.18e-7	6.175	9.806	9.622	
1.000	-0.000013	0.08313	-0.00039	-0.00027	-0.00038	-0.00031	-0.00068	0.00023	-0.00071	0.00056	0.00156	-0.00028	1.000	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.08313	1.08e-6	0.00027	1.03e-7	0.00031	1.17e-7	0.00023	1.54e-7	0.00056	3.94e-7	0.00028	4.37e-7	6.174	9.806	9.623	
1.100	-0.000010	0.1052	-0.00038	-0.00027	-0.00038	-0.00031	-0.00068	0.00023	-0.00070	0.00054	0.00157	-0.00027	1.100	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.1052	1.06e-6	0.00027	1.01e-7	0.00031	1.19e-7	0.00023	1.55e-7	0.00054	3.79e-7	0.00027	4.23e-7	6.176	9.805	9.623	
1.200	-0.000012	0.1247	-0.00037	-0.00027	-0.00039	-0.00030	-0.00068	0.00022	-0.00070	0.00054	0.00156	-0.00027	1.200	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.1247	1.44e-6	0.00027	9.94e-8	0.00030	1.16e-7	0.00022	1.54e-7	0.00054	3.81e-7	0.00027	4.28e-7	6.174	9.807	9.623	
1.300	-0.000013	0.1233	-0.00038	-0.00026	-0.00038	-0.00031	-0.00069	0.00023	-0.00071	0.00055	0.00157	-0.00027	1.300	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.1233	1.60e-6	0.00026	9.70e-8	0.00031	1.16e-7	0.00023	1.56e-7	0.00055	3.87e-7	0.00027	4.30e-7	6.175	9.809	9.623	
1.400	-7.21e-6	0.09404	-0.00037	-0.00023	-0.00038	-0.00030	-0.00069	0.00022	-0.00072	0.00056	0.00158	-0.00028	1.400	33.95	32.21	41.83	42.78	51.76	43.75	36.60	27.80	0.09404	6.78e-7	0.00023	8.73e-8	0.00030	1.15e-7	0.00022	1.50e-7	0.00056	3.99e-7	0.00028	4.41e-7	6.176	9.808	9.623	
1.500	0	0.06730	-0.00038	-0.00023	-0.00038	-0.00030	-0.00069	0.00022	-0.00073	0.00056	0.00159	-0.00027	1.500	33.95	32.21	41.83	42.78	51.77	43.75	36.60	27.80	0.06730	0	0.00023	8.63e-8	0.00030	1.15e-7	0.00022	1.48e-7	0.00056	4.05e-7	0.00027	4.31e-7	6.176	9.807	9.623	
1.600	-7.21e-6	0.06717	-0.00037	-0.00023	-0.00038	-0.00028	-0.00069	0.00021	-0.00071	0.00055	0.00157	-0.00027	1.600	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.06717	4.84e-7	0.00023	8.75e-8	0.00028	1.07e-7	0.00021	1.48e-7	0.00055	3.91e-7	0.00027	4.26e-7	6.176	9.808	9.623	
1.700	-0.000012	0.07038	-0.00038	-0.00023	-0.00038	-0.00028	-0.00068	0.00022	-0.00072	0.00054	0.00157	-0.00027	1.700	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.07038	8.11e-7	0.00023	8.84e-8	0.00028	1.08e-7	0.00022	1.47e-7	0.00054	3.91e-7	0.00027	4.30e-7	6.177	9.808	9.624	
1.800	-0.000010	0.08472	-0.00035	-0.00024	-0.00038	-0.00029	-0.00067	0.00021	-0.00072	0.00054	0.00158	-0.00029	1.800	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08472	8.55e-7	0.00024	8.24e-8	0.00029	1.10e-7	0.00021	1.43e-7	0.00054	3.90e-7	0.00029	4.59e-7	6.175	9.808	9.623	
1.900	0	0.07232	-0.00034	-0.00023	-0.00039	-0.00029	-0.00067	0.00021	-0.00072	0.00054	0.00156	-0.00027	1.900	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.07232	0	0.00023	7.78e-8	0.00029	1.14e-7	0.00021	1.42e-7	0.00054	3.91e-7	0.00027	4.24e-7	6.176	9.807	9.624	
2.000	-1.44e-6	0.07439	-0.00034	-0.00024	-0.00038	-0.00029	-0.00067	0.00021	-0.00072	0.00054	0.00155	-0.00027	2.000	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.07439	1.07e-7	0.00024	8.27e-8	0.00029	1.11e-7	0.00021	1.39e-7	0.00054	3.89e-7	0.00027	4.24e-7	6.177	9.809	9.624	
2.100	-2.88e-6	0.08366	-0.00037	-0.00025	-0.00039	-0.00029	-0.00068	0.00021	-0.00071	0.00055	0.00157	-0.00027	2.100	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08366	2.41e-7	0.00025	9.07e-8	0.00029	1.13e-7	0.00021	1.46e-7	0.00055	3.91e-7	0.00027	4.27e-7	6.177	9.808	9.623	
2.200	-0.000013	0.07818	-0.00038	-0.00025	-0.00039	-0.00029	-0.00069	0.00022	-0.00072	0.00055	0.00158	-0.00028	2.200	33.95	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.07818	1.01e-6	0.00025	9.41e-8	0.00029	1.12e-7	0.00022	1.48e-7	0.00055	3.93e-7	0.00028	4.43e-7	6.175	9.808	9.625	
2.300	-0.000016	0.08687	-0.00038	-0.00024	-0.00038	-0.00031	-0.00068	0.00022	-0.00071	0.00054	0.00157	-0.00028	2.300	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08687	1.38e-6	0.00024	9.19e-8	0.00031	1.19e-7	0.00022	1.50e-7	0.00054	3.89e-7	0.00028	4.45e-7	6.177	9.809	9.624	
2.400	-0.000012	0.08063	-0.00037	-0.00024	-0.00039	-0.00030	-0.00069	0.00022	-0.00071	0.00054	0.00157	-0.00028	2.400	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08063	9.30e-7	0.00024	8.65e-8	0.00030	1.17e-7	0.00022	1.51e-7	0.00054	3.86e-7	0.00028	4.33e-7	6.176	9.811	9.625	
2.500	0	0.08419	-0.00037	-0.00024	-0.00038	-0.00029	-0.00069	0.00022	-0.00070	0.00056	0.00155	-0.00029	2.500	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08419	0	0.00024	8.99e-8	0.00029	1.10e-7	0.00022	1.49e-7	0.00056	3.92e-7	0.00029	4.48e-7	6.176	9.810	9.624	
2.600	-5.76e-6	0.08742	-0.00037	-0.00023	-0.00038	-0.00030	-0.00069	0.00022	-0.00070	0.00057	0.00154	-0.00030	2.600	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08742	5.04e-7	0.00023	8.38e-8	0.00030	1.14e-7	0.00022	1.54e-7	0.00057	3.98e-7	0.00030	4.63e-7	6.177	9.810	9.624	
2.700	4.32e-6	0.08627	-0.00037	-0.00023	-0.00038	-0.00031	-0.00068	0.00023	-0.00071	0.00057	0.00155	-0.00029	2.700	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08627	3.73e-7	0.00023	8.40e-8	0.00031	1.17e-7	0.00023	1.59e-7	0.00057	4.07e-7	0.00029	4.47e-7	6.177	9.811	9.624	
2.800	-0.000017	0.08379	-0.00038	-0.00023	-0.00039	-0.00029	-0.00068	0.00023	-0.00071	0.00056	0.00157	-0.00025	2.800	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08379	1.45e-6	0.00023	8.67e-8	0.00029	1.12e-7	0.00023	1.56e-7	0.00056	3.96e-7	0.00025	3.95e-7	6.178	9.811	9.626	
2.900	-5.76e-6	0.08414	-0.00037	-0.00022	-0.00038	-0.00028	-0.00068	0.00023	-0.00071	0.00055	0.00157	-0.00025	2.900	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08414	4.85e-7	0.00022	8.12e-8	0.00028	1.07e-7	0.00023	1.57e-7	0.00055	3.91e-7	0.00025	3.91e-7	6.178	9.811	9.625	
3.000	1.44e-6	0.08410	-0.00038	-0.00022	-0.00038	-0.00029	-0.00069	0.00022	-0.00070	0.00055	0.00156	-0.00026	3.000	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08410	1.21e-7	0.00022	8.40e-8	0.00029	1.09e-7	0.00022	1.53e-7	0.00055	3.91e-7	0.00026	4.04e-7	6.179	9.812	9.625	
3.100	0	0.08710	-0.00038	-0.00024	-0.00038	-0.00028	-0.00069	0.00023	-0.00071	0.00055	0.00158	-0.00026	3.100	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.08710	0	0.00024	9.11e-8	0.00028	1.07e-7	0.00023	1.55e-7	0.00055	3.88e-7	0.00026	4.09e-7	6.178	9.811	9.624	
3.200	-4.32e-6	0.08874	-0.00037	-0.00024	-0.00038	-0.00029	-0.00068	0.00025	-0.00070	0.00055	0.00158	-0.00025	3.200	33.95	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.08874	3.84e-7	0.00024	9.04e-8	0.00029	1.08e-7	0.00025	1.69e-7	0.00055	3.84e-7	0.00025	3.92e-7	6.178	9.811	9.626	
3.300	-2.88e-6	0.09778	-0.00037	-0.00024	-0.00039	-0.00030	-0.00068	0.00025	-0.00070	0.00056	0.00159	-0.00026	3.300	33.95	32.21	41.83	42.78	51.77	43.76	36.60	27.80	0.09778	2.82e-7	0.00024	9.06e-8	0.00030	1.14e-7	0.00025	1.73e-7	0.00056	3.91e-7	0.00026	4.05e-7	6.180	9.811	9.626	
3.400	1.44e-6	0.1018	-0.00038	-0.00023	-0.00039	-0.00029	-0.00068	0.00024	-0.00070	0.00056	0.00158	-0.00026	3.400	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.1018	1.47e-7	0.00023	8.87e-8	0.00029	1.13e-7	0.00024	1.67e-7	0.00056	3.91e-7	0.00026	4.08e-7	6.178	9.813	9.627	
3.500	7.21e-6	0.1027	-0.00039	-0.00025	-0.00038	-0.00028	-0.00069	0.00026	-0.00070	0.00055	0.00158	-0.00027	3.500	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.1027	7.40e-7	0.00025	9.94e-8	0.00028	1.08e-7	0.00026	1.75e-7	0.00055	3.91e-7	0.00027	4.18e-7	6.177	9.813	9.626	
3.600	7.21e-6	0.08885	-0.00039	-0.00027	-0.00039	-0.00028	-0.00069	0.00024	-0.00070	0.00055	0.00156	-0.00026	3.600	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.08885	6.40e-7	0.00027	1.02e-7	0.00028	1.08e-7	0.00024	1.67e-7	0.00055	3.84e-7	0.00026	4.04e-7	6.178	9.814	9.625	
3.700	2.88e-6	0.08573	-0.00039	-0.00026	-0.00041	-0.00029	-0.00068	0.00025	-0.00070	0.00056	0.00155	-0.00026	3.700	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.08573	2.47e-7	0.00026	1.02e-7	0.00029	1.18e-7	0.00025	1.71e-7	0.00056	3.90e-7	0.00026	4.08e-7	6.178	9.813	9.625	
3.800	-5.76e-6	0.08640	-0.00039	-0.00026	-0.00042	-0.00030	-0.00067	0.00022	-0.00071	0.00054	0.00155	-0.00027	3.800	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.08640	4.98e-7	0.00026	1.01e-7	0.00030	1.23e-7	0.00022	1.52e-7	0.00054	3.87e-7	0.00027	4.21e-7	6.176	9.814	9.625	
3.900	-5.76e-6	0.08763	-0.00039	-0.00026	-0.00040	-0.00029	-0.00066	0.00022	-0.00071	0.00054	0.00156	-0.00027	3.900	33.94	32.21	41.83	42.77	51.77	43.76	36.60	27.80	0.08763	5.05e-7	0.00026	1.01e-7	0.00029	1.19e-7	0.00022	1.47e-7	0.00054	3.87e-7	0.00027	4.18e-7	6.179	9.814	9.625	
4.000	-7.21e-6	0.09094	-0.00037	-0.00026	-0.00041	-0.00028	-0.00066	0.00022	-0.00071	0.00055	0.00156	-0.00026	4.000	33.94	32.21	41.83	42.77	51.77	43.76	36.59	27.79	0.09094	6.55e-7	0.00026	9.88e-8	0.00028	1.13e-7	0.00022	1.43e-7	0.00055	3.93e-7	0.00026	4.07e-7	6.179	9.813	9.626	
4.100	-0.000010	0.08937	-0.00038	-0.00026	-0.00040	-0.00027	-0.00067	0.00021	-0.00072	0.00056	0.00157	-0.00027	4.100	33.94	32.21	41.83	42.77	51.77	43.76	36.59	27.80	0.08937	9.02e-7	0.00026	9.96e-8	0.00027	1.09e-7	0.00021	1.42e-7	0.00056	4.00e-7	0.00027	4.16e-7	6.180	9.814	9.626	
4.200	-7.21e-6	0.09749	-0.00039	-0.00026	-0.00040	-0.00027	-0.00067	0.00023	-0.00070	0.00056	0.00155	-0.00027	4.200	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.80	0.09749	7.02e-7	0.00026	1.03e-7	0.00027	1.06e-7	0.00023	1.55e-7	0.00056	3.93e-7	0.00027	4.23e-7	6.180	9.814	9.626	
4.300	-8.65e-6	0.1049	-0.00038	-0.00027	-0.00040	-0.00026	-0.00066	0.00024	-0.00071	0.00055	0.00156	-0.00027	4.300	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.80	0.1049	9.07e-7	0.00027	1.03e-7	0.00026	1.04e-7	0.00024	1.57e-7	0.00055	3.92e-7	0.00027	4.21e-7	6.180	9.813	9.627	
4.400	-2.88e-6	0.1111	-0.00037	-0.00025	-0.00040	-0.00027	-0.00067	0.00022	-0.00071	0.00055	0.00157	-0.00027	4.400	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1111	3.20e-7	0.00025	9.40e-8	0.00027	1.09e-7	0.00022	1.47e-7	0.00055	3.90e-7	0.00027	4.30e-7	6.181	9.814	9.627	
4.500	-4.32e-6	0.09994	-0.00037	-0.00024	-0.00041	-0.00027	-0.00069	0.00022	-0.00071	0.00056	0.00158	-0.00027	4.500	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09994	4.32e-7	0.00024	9.07e-8	0.00027	1.11e-7	0.00022	1.52e-7	0.00056	3.96e-7	0.00027	4.31e-7	6.180	9.813	9.627	
4.600	-7.21e-6	0.1106	-0.00037	-0.00024	-0.00041	-0.00027	-0.00069	0.00024	-0.00071	0.00055	0.00158	-0.00024	4.600	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1106	7.97e-7	0.00024	8.93e-8	0.00027	1.11e-7	0.00024	1.64e-7	0.00055	3.90e-7	0.00024	3.87e-7	6.180	9.813	9.627	
4.700	-0.000017	0.1012	-0.00038	-0.00025	-0.00040	-0.00027	-0.00069	0.00024	-0.00071	0.00054	0.00157	-0.00023	4.700	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1012	1.75e-6	0.00025	9.49e-8	0.00027	1.09e-7	0.00024	1.68e-7	0.00054	3.87e-7	0.00023	3.68e-7	6.180	9.814	9.628	
4.800	-0.000013	0.09134	-0.00037	-0.00026	-0.00040	-0.00027	-0.00070	0.00023	-0.00071	0.00055	0.00156	-0.00024	4.800	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09134	1.18e-6	0.00026	9.63e-8	0.00027	1.07e-7	0.00023	1.65e-7	0.00055	3.89e-7	0.00024	3.78e-7	6.179	9.815	9.628	
4.900	-0.000016	0.1135	-0.00037	-0.00026	-0.00040	-0.00027	-0.00069	0.00023	-0.00070	0.00055	0.00156	-0.00026	4.900	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1135	1.80e-6	0.00026	9.62e-8	0.00027	1.10e-7	0.00023	1.57e-7	0.00055	3.82e-7	0.00026	4.10e-7	6.180	9.814	9.629	
5.000	-0.000013	0.1240	-0.00038	-0.00025	-0.00040	-0.00028	-0.00068	0.00023	-0.00071	0.00055	0.00159	-0.00026	5.000	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1240	1.61e-6	0.00025	9.56e-8	0.00028	1.11e-7	0.00023	1.60e-7	0.00055	3.92e-7	0.00026	4.17e-7	6.179	9.816	9.628	
5.100	-0.000013	0.09475	-0.00038	-0.00025	-0.00040	-0.00028	-0.00070	0.00021	-0.00072	0.00055	0.00159	-0.00028	5.100	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09475	1.23e-6	0.00025	9.54e-8	0.00028	1.14e-7	0.00021	1.49e-7	0.00055	4.00e-7	0.00028	4.48e-7	6.181	9.815	9.628	
5.200	-0.000010	0.09018	-0.00038	-0.00026	-0.00040	-0.00030	-0.00069	0.00022	-0.00070	0.00056	0.00157	-0.00028	5.200	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09018	9.10e-7	0.00026	9.98e-8	0.00030	1.19e-7	0.00022	1.52e-7	0.00056	3.92e-7	0.00028	4.38e-7	6.181	9.815	9.627	
5.300	-0.000019	0.1020	-0.00037	-0.00026	-0.00040	-0.00030	-0.00068	0.00024	-0.00071	0.00055	0.00158	-0.00025	5.300	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1020	1.91e-6	0.00026	9.52e-8	0.00030	1.20e-7	0.00024	1.63e-7	0.00055	3.95e-7	0.00025	3.96e-7	6.182	9.814	9.629	
5.400	-7.21e-6	0.09244	-0.00037	-0.00025	-0.00040	-0.00031	-0.00069	0.00023	-0.00072	0.00054	0.00158	-0.00026	5.400	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09244	6.66e-7	0.00025	9.29e-8	0.00031	1.24e-7	0.00023	1.56e-7	0.00054	3.95e-7	0.00026	4.07e-7	6.181	9.815	9.630	
5.500	-0.000014	0.1036	-0.00037	-0.00024	-0.00039	-0.00030	-0.00069	0.00021	-0.00071	0.00054	0.00158	-0.00026	5.500	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1036	1.49e-6	0.00024	9.02e-8	0.00030	1.19e-7	0.00021	1.44e-7	0.00054	3.87e-7	0.00026	4.13e-7	6.182	9.814	9.628	
5.600	-0.000010	0.1195	-0.00038	-0.00022	-0.00039	-0.00030	-0.00070	0.00022	-0.00070	0.00054	0.00158	-0.00029	5.600	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1195	1.21e-6	0.00022	8.47e-8	0.00030	1.16e-7	0.00022	1.54e-7	0.00054	3.83e-7	0.00029	4.54e-7	6.183	9.815	9.629	
5.700	-0.000010	0.1147	-0.00037	-0.00023	-0.00039	-0.00030	-0.00070	0.00022	-0.00071	0.00054	0.00158	-0.00027	5.700	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1147	1.16e-6	0.00023	8.38e-8	0.00030	1.16e-7	0.00022	1.58e-7	0.00054	3.87e-7	0.00027	4.27e-7	6.182	9.817	9.629	
5.800	-0.000013	0.1010	-0.00037	-0.00023	-0.00040	-0.00030	-0.00070	0.00023	-0.00072	0.00055	0.00158	-0.00026	5.800	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1010	1.31e-6	0.00023	8.44e-8	0.00030	1.19e-7	0.00023	1.59e-7	0.00055	3.99e-7	0.00026	4.13e-7	6.182	9.817	9.629	
5.900	-7.21e-6	0.09193	-0.00036	-0.00022	-0.00040	-0.00030	-0.00069	0.00022	-0.00071	0.00054	0.00157	-0.00026	5.900	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.09193	6.62e-7	0.00022	8.06e-8	0.00030	1.21e-7	0.00022	1.54e-7	0.00054	3.89e-7	0.00026	4.14e-7	6.182	9.817	9.630	
6.000	-2.88e-6	0.08786	-0.00036	-0.00023	-0.00040	-0.00029	-0.00071	0.00024	-0.00069	0.00054	0.00156	-0.00026	6.000	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.08786	2.53e-7	0.00023	8.39e-8	0.00029	1.15e-7	0.00024	1.68e-7	0.00054	3.76e-7	0.00026	4.07e-7	6.182	9.818	9.631	
6.100	0.000014	0.09123	-0.00036	-0.00023	-0.00040	-0.00028	-0.00072	0.00023	-0.00070	0.00056	0.00155	-0.00026	6.100	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.09123	1.31e-6	0.00023	8.40e-8	0.00028	1.12e-7	0.00023	1.65e-7	0.00056	3.90e-7	0.00026	4.03e-7	6.183	9.816	9.629	
6.200	0.000016	0.09930	-0.00036	-0.00024	-0.00040	-0.00030	-0.00071	0.00024	-0.00070	0.00056	0.00156	-0.00027	6.200	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.09930	1.57e-6	0.00024	8.57e-8	0.00030	1.20e-7	0.00024	1.67e-7	0.00056	3.90e-7	0.00027	4.24e-7	6.185	9.818	9.630	
6.300	0.000012	0.1011	-0.00037	-0.00023	-0.00039	-0.00030	-0.00071	0.00023	-0.00070	0.00055	0.00156	-0.00027	6.300	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.1011	1.17e-6	0.00023	8.58e-8	0.00030	1.18e-7	0.00023	1.65e-7	0.00055	3.89e-7	0.00027	4.18e-7	6.183	9.819	9.630	
6.400	0.000016	0.09093	-0.00036	-0.00024	-0.00040	-0.00029	-0.00071	0.00022	-0.00071	0.00055	0.00157	-0.00027	6.400	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.09093	1.44e-6	0.00024	8.45e-8	0.00029	1.13e-7	0.00022	1.60e-7	0.00055	3.90e-7	0.00027	4.26e-7	6.184	9.818	9.630	
6.500	8.65e-6	0.08959	-0.00035	-0.00024	-0.00039	-0.00028	-0.00072	0.00022	-0.00071	0.00056	0.00157	-0.00028	6.500	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.08959	7.75e-7	0.00024	8.51e-8	0.00028	1.10e-7	0.00022	1.62e-7	0.00056	3.97e-7	0.00028	4.33e-7	6.184	9.819	9.631	
6.600	8.65e-6	0.08768	-0.00036	-0.00023	-0.00041	-0.00029	-0.00071	0.00022	-0.00071	0.00056	0.00156	-0.00027	6.600	33.94	32.20	41.83	42.77	51.78	43.76	36.59	27.79	0.08768	7.58e-7	0.00023	8.33e-8	0.00029	1.18e-7	0.00022	1.58e-7	0.00056	3.95e-7	0.00027	4.24e-7	6.184	9.819	9.631	
6.700	1.44e-6	0.09354	-0.00037	-0.00023	-0.00041	-0.00029	-0.00072	0.00021	-0.00071	0.00055	0.00157	-0.00027	6.700	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09354	1.35e-7	0.00023	8.63e-8	0.00029	1.17e-7	0.00021	1.54e-7	0.00055	3.91e-7	0.00027	4.29e-7	6.185	9.818	9.631	
6.800	4.32e-6	0.09817	-0.00038	-0.00023	-0.00040	-0.00028	-0.00071	0.00021	-0.00072	0.00056	0.00155	-0.00027	6.800	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.09817	4.24e-7	0.00023	8.84e-8	0.00028	1.11e-7	0.00021	1.48e-7	0.00056	4.00e-7	0.00027	4.22e-7	6.184	9.821	9.632	
6.900	-2.88e-6	0.1092	-0.00037	-0.00023	-0.00040	-0.00029	-0.00071	0.00022	-0.00072	0.00054	0.00156	-0.00029	6.900	33.94	32.20	41.83	42.77	51.77	43.76	36.59	27.79	0.1092	3.15e-7	0.00023	8.52e-8	0.00029	1.14e-7	0.00022	1.55e-7	0.00054	3.90e-7	0.00029	4.58e-7	6.185	9.819	9.633	
