Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
51.70	-0.000026	0.6186	-0.00037	-0.00026	-0.00040	-0.00028	-0.00069	0.00025	-0.00070	0.00056	0.00159	-0.00037	51.70	33.80	32.02	41.89	42.70	51.76	43.88	36.38	27.55	0.6186	0.000016	0.00026	9.75e-8	0.00028	1.11e-7	0.00025	1.75e-7	0.00056	3.96e-7	0.00037	5.88e-7	6.329	10.08	9.863	
51.80	-0.000022	0.6034	-0.00036	-0.00026	-0.00039	-0.00029	-0.00069	0.00026	-0.00070	0.00056	0.00159	-0.00037	51.80	33.80	32.02	41.89	42.70	51.76	43.88	36.37	27.55	0.6034	0.000013	0.00026	9.26e-8	0.00029	1.13e-7	0.00026	1.81e-7	0.00056	3.90e-7	0.00037	5.89e-7	6.329	10.08	9.862	
51.90	-0.000024	0.6368	-0.00036	-0.00023	-0.00039	-0.00027	-0.00070	0.00026	-0.00070	0.00054	0.00158	-0.00036	51.90	33.80	32.02	41.89	42.70	51.76	43.88	36.37	27.55	0.6368	0.000016	0.00023	8.48e-8	0.00027	1.08e-7	0.00026	1.81e-7	0.00054	3.78e-7	0.00036	5.72e-7	6.330	10.08	9.862	
52.00	-0.000022	0.6756	-0.00037	-0.00023	-0.00039	-0.00028	-0.00070	0.00026	-0.00071	0.00054	0.00158	-0.00036	52.00	33.80	32.02	41.89	42.71	51.76	43.88	36.37	27.55	0.6756	0.000015	0.00023	8.59e-8	0.00028	1.11e-7	0.00026	1.80e-7	0.00054	3.85e-7	0.00036	5.70e-7	6.331	10.08	9.864	
52.10	-0.000016	0.7417	-0.00037	-0.00024	-0.00039	-0.00029	-0.00069	0.00027	-0.00070	0.00054	0.00159	-0.00036	52.10	33.80	32.02	41.89	42.71	51.76	43.88	36.37	27.55	0.7417	0.000012	0.00024	8.83e-8	0.00029	1.12e-7	0.00027	1.89e-7	0.00054	3.83e-7	0.00036	5.78e-7	6.333	10.08	9.865	
52.20	-0.000022	0.9517	-0.00038	-0.00024	-0.00039	-0.00030	-0.00069	0.00028	-0.00071	0.00054	0.00158	-0.00036	52.20	33.80	32.02	41.88	42.70	51.76	43.88	36.37	27.55	0.9517	0.000021	0.00024	9.20e-8	0.00030	1.16e-7	0.00028	1.96e-7	0.00054	3.85e-7	0.00036	5.74e-7	6.332	10.08	9.864	
52.30	-0.000024	1.028	-0.00036	-0.00025	-0.00038	-0.00029	-0.00069	0.00028	-0.00071	0.00054	0.00158	-0.00036	52.30	33.80	32.02	41.88	42.70	51.76	43.88	36.37	27.55	1.028	0.000025	0.00025	9.21e-8	0.00029	1.12e-7	0.00028	1.92e-7	0.00054	3.81e-7	0.00036	5.76e-7	6.331	10.08	9.865	
52.40	-0.000036	1.296	-0.00034	-0.00024	-0.00038	-0.00028	-0.00069	0.00027	-0.00071	0.00054	0.00159	-0.00037	52.40	33.80	32.02	41.88	42.70	51.76	43.88	36.37	27.55	1.296	0.000047	0.00024	8.22e-8	0.00028	1.07e-7	0.00027	1.83e-7	0.00054	3.84e-7	0.00037	5.81e-7	6.333	10.08	9.865	
52.50	-0.000040	1.161	-0.00036	-0.00023	-0.00039	-0.00028	-0.00069	0.00025	-0.00071	0.00053	0.00158	-0.00037	52.50	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	1.161	0.000047	0.00023	8.35e-8	0.00028	1.08e-7	0.00025	1.73e-7	0.00053	3.79e-7	0.00037	5.87e-7	6.334	10.08	9.864	
52.60	-0.000042	1.112	-0.00038	-0.00023	-0.00039	-0.00028	-0.00069	0.00026	-0.00070	0.00054	0.00159	-0.00036	52.60	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	1.112	0.000046	0.00023	8.63e-8	0.00028	1.10e-7	0.00026	1.77e-7	0.00054	3.75e-7	0.00036	5.69e-7	6.332	10.08	9.866	
52.70	-0.000040	0.9630	-0.00038	-0.00023	-0.00040	-0.00029	-0.00069	0.00024	-0.00070	0.00054	0.00159	-0.00036	52.70	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	0.9630	0.000039	0.00023	8.83e-8	0.00029	1.14e-7	0.00024	1.70e-7	0.00054	3.78e-7	0.00036	5.78e-7	6.334	10.08	9.866	
52.80	-0.000040	1.057	-0.00037	-0.00023	-0.00040	-0.00029	-0.00069	0.00025	-0.00070	0.00054	0.00159	-0.00037	52.80	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	1.057	0.000043	0.00023	8.64e-8	0.00029	1.14e-7	0.00025	1.75e-7	0.00054	3.79e-7	0.00037	5.92e-7	6.334	10.08	9.866	
52.90	-0.000046	0.9370	-0.00037	-0.00023	-0.00039	-0.00029	-0.00069	0.00025	-0.00070	0.00054	0.00158	-0.00037	52.90	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	0.9370	0.000043	0.00023	8.53e-8	0.00029	1.15e-7	0.00025	1.71e-7	0.00054	3.82e-7	0.00037	5.88e-7	6.333	10.08	9.866	
53.00	-0.000045	0.8829	-0.00037	-0.00024	-0.00039	-0.00029	-0.00069	0.00025	-0.00070	0.00054	0.00158	-0.00038	53.00	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	0.8829	0.000039	0.00024	9.06e-8	0.00029	1.14e-7	0.00025	1.71e-7	0.00054	3.78e-7	0.00038	5.93e-7	6.336	10.08	9.866	
53.10	-0.000035	0.8043	-0.00036	-0.00024	-0.00040	-0.00028	-0.00069	0.00026	-0.00069	0.00053	0.00158	-0.00037	53.10	33.80	32.02	41.88	42.70	51.77	43.88	36.37	27.55	0.8043	0.000028	0.00024	8.88e-8	0.00028	1.11e-7	0.00026	1.78e-7	0.00053	3.63e-7	0.00037	5.87e-7	6.336	10.08	9.866	
53.20	-0.000029	0.8060	-0.00038	-0.00023	-0.00038	-0.00027	-0.00071	0.00024	-0.00069	0.00053	0.00158	-0.00037	53.20	33.79	32.01	41.88	42.70	51.77	43.88	36.37	27.55	0.8060	0.000023	0.00023	8.65e-8	0.00027	1.04e-7	0.00024	1.71e-7	0.00053	3.67e-7	0.00037	5.79e-7	6.337	10.08	9.868	
53.30	-0.000029	0.7140	-0.00037	-0.00023	-0.00037	-0.00027	-0.00071	0.00025	-0.00069	0.00054	0.00157	-0.00036	53.30	33.80	32.01	41.88	42.71	51.77	43.88	36.37	27.55	0.7140	0.000021	0.00023	8.71e-8	0.00027	1.02e-7	0.00025	1.79e-7	0.00054	3.74e-7	0.00036	5.69e-7	6.338	10.08	9.868	
53.40	-0.000029	0.7252	-0.00034	-0.00024	-0.00038	-0.00027	-0.00070	0.00025	-0.00068	0.00054	0.00157	-0.00036	53.40	33.79	32.01	41.88	42.71	51.77	43.88	36.37	27.55	0.7252	0.000021	0.00024	8.20e-8	0.00027	1.02e-7	0.00025	1.77e-7	0.00054	3.71e-7	0.00036	5.70e-7	6.338	10.08	9.868	
53.50	-0.000027	0.6540	-0.00033	-0.00023	-0.00039	-0.00027	-0.00071	0.00025	-0.00069	0.00054	0.00157	-0.00036	53.50	33.80	32.01	41.88	42.70	51.77	43.88	36.37	27.55	0.6540	0.000018	0.00023	7.79e-8	0.00027	1.07e-7	0.00025	1.80e-7	0.00054	3.75e-7	0.00036	5.64e-7	6.338	10.08	9.869	
53.60	-0.000030	0.6851	-0.00036	-0.00024	-0.00039	-0.00028	-0.00071	0.00026	-0.00069	0.00054	0.00156	-0.00036	53.60	33.79	32.01	41.88	42.70	51.76	43.87	36.37	27.55	0.6851	0.000021	0.00024	8.41e-8	0.00028	1.09e-7	0.00026	1.81e-7	0.00054	3.73e-7	0.00036	5.66e-7	6.339	10.08	9.870	
53.70	-0.000032	0.6686	-0.00037	-0.00023	-0.00039	-0.00029	-0.00070	0.00025	-0.00069	0.00055	0.00157	-0.00037	53.70	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.6686	0.000021	0.00023	8.56e-8	0.00029	1.11e-7	0.00025	1.75e-7	0.00055	3.78e-7	0.00037	5.85e-7	6.339	10.08	9.871	
53.80	-0.000027	0.6757	-0.00037	-0.00023	-0.00040	-0.00029	-0.00068	0.00023	-0.00069	0.00055	0.00158	-0.00038	53.80	33.79	32.01	41.88	42.71	51.77	43.87	36.37	27.55	0.6757	0.000019	0.00023	8.61e-8	0.00029	1.17e-7	0.00023	1.58e-7	0.00055	3.82e-7	0.00038	5.99e-7	6.340	10.08	9.870	
53.90	-0.000020	0.6601	-0.00036	-0.00023	-0.00040	-0.00029	-0.00069	0.00024	-0.00071	0.00054	0.00158	-0.00037	53.90	33.79	32.01	41.88	42.70	51.77	43.88	36.36	27.55	0.6601	0.000013	0.00023	8.35e-8	0.00029	1.16e-7	0.00024	1.67e-7	0.00054	3.84e-7	0.00037	5.84e-7	6.339	10.08	9.871	
54.00	-0.000029	0.6390	-0.00037	-0.00024	-0.00040	-0.00029	-0.00071	0.00026	-0.00071	0.00055	0.00159	-0.00036	54.00	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.6390	0.000018	0.00024	8.79e-8	0.00029	1.16e-7	0.00026	1.84e-7	0.00055	3.89e-7	0.00036	5.77e-7	6.340	10.08	9.871	
54.10	-0.000033	0.6410	-0.00036	-0.00024	-0.00040	-0.00030	-0.00071	0.00026	-0.00070	0.00054	0.00160	-0.00037	54.10	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.6410	0.000021	0.00024	8.64e-8	0.00030	1.17e-7	0.00026	1.87e-7	0.00054	3.83e-7	0.00037	5.92e-7	6.341	10.08	9.871	
54.20	-0.000033	0.6027	-0.00036	-0.00026	-0.00040	-0.00030	-0.00070	0.00025	-0.00071	0.00055	0.00161	-0.00037	54.20	33.79	32.01	41.88	42.71	51.77	43.87	36.36	27.55	0.6027	0.000020	0.00026	9.23e-8	0.00030	1.20e-7	0.00025	1.77e-7	0.00055	3.90e-7	0.00037	5.99e-7	6.343	10.08	9.870	
54.30	-0.000027	0.5822	-0.00037	-0.00026	-0.00040	-0.00029	-0.00070	0.00023	-0.00069	0.00054	0.00161	-0.00035	54.30	33.79	32.01	41.88	42.71	51.77	43.87	36.36	27.55	0.5822	0.000016	0.00026	9.81e-8	0.00029	1.16e-7	0.00023	1.64e-7	0.00054	3.73e-7	0.00035	5.71e-7	6.343	10.08	9.871	
54.40	-0.000029	0.6267	-0.00037	-0.00026	-0.00039	-0.00029	-0.00071	0.00023	-0.00069	0.00055	0.00161	-0.00036	54.40	33.79	32.01	41.88	42.70	51.76	43.87	36.36	27.55	0.6267	0.000018	0.00026	9.73e-8	0.00029	1.13e-7	0.00023	1.62e-7	0.00055	3.75e-7	0.00036	5.81e-7	6.343	10.08	9.873	
54.50	-0.000029	0.7016	-0.00036	-0.00026	-0.00040	-0.00029	-0.00071	0.00023	-0.00069	0.00054	0.00159	-0.00037	54.50	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.7016	0.000020	0.00026	9.22e-8	0.00029	1.13e-7	0.00023	1.65e-7	0.00054	3.74e-7	0.00037	5.87e-7	6.343	10.08	9.873	
54.60	-0.000020	0.6222	-0.00036	-0.00026	-0.00040	-0.00028	-0.00072	0.00023	-0.00070	0.00054	0.00159	-0.00037	54.60	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.6222	0.000013	0.00026	9.28e-8	0.00028	1.12e-7	0.00023	1.70e-7	0.00054	3.76e-7	0.00037	5.90e-7	6.344	10.08	9.872	
54.70	-0.000016	0.6176	-0.00037	-0.00027	-0.00040	-0.00028	-0.00073	0.00024	-0.00072	0.00053	0.00159	-0.00037	54.70	33.79	32.01	41.88	42.70	51.77	43.87	36.36	27.55	0.6176	9.79e-6	0.00027	9.99e-8	0.00028	1.13e-7	0.00024	1.78e-7	0.00053	3.84e-7	0.00037	5.85e-7	6.344	10.08	9.873	
54.80	-0.000023	0.6298	-0.00037	-0.00028	-0.00040	-0.00028	-0.00072	0.00024	-0.00071	0.00055	0.00158	-0.00035	54.80	33.79	32.01	41.88	42.70	51.76	43.87	36.36	27.55	0.6298	0.000015	0.00028	1.04e-7	0.00028	1.12e-7	0.00024	1.77e-7	0.00055	3.91e-7	0.00035	5.55e-7	6.343	10.08	9.873	
54.90	-0.000020	0.6477	-0.00038	-0.00028	-0.00040	-0.00027	-0.00071	0.00025	-0.00071	0.00056	0.00157	-0.00034	54.90	33.79	32.01	41.88	42.70	51.76	43.87	36.36	27.55	0.6477	0.000013	0.00028	1.07e-7	0.00027	1.07e-7	0.00025	1.76e-7	0.00056	3.94e-7	0.00034	5.37e-7	6.344	10.08	9.873	
55.00	-0.000017	0.6369	-0.00038	-0.00027	-0.00040	-0.00026	-0.00071	0.00024	-0.00071	0.00055	0.00158	-0.00035	55.00	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6369	0.000011	0.00027	1.02e-7	0.00026	1.07e-7	0.00024	1.75e-7	0.00055	3.92e-7	0.00035	5.57e-7	6.345	10.08	9.874	
55.10	-0.000022	0.6167	-0.00037	-0.00024	-0.00040	-0.00028	-0.00071	0.00024	-0.00071	0.00053	0.00161	-0.00036	55.10	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6167	0.000013	0.00024	9.18e-8	0.00028	1.11e-7	0.00024	1.73e-7	0.00053	3.79e-7	0.00036	5.79e-7	6.346	10.08	9.875	
55.20	-0.000026	0.5984	-0.00037	-0.00024	-0.00040	-0.00028	-0.00072	0.00024	-0.00071	0.00053	0.00162	-0.00037	55.20	33.79	32.00	41.88	42.70	51.76	43.87	36.36	27.55	0.5984	0.000016	0.00024	8.83e-8	0.00028	1.13e-7	0.00024	1.74e-7	0.00053	3.74e-7	0.00037	5.99e-7	6.345	10.08	9.875	
55.30	-0.000030	0.6572	-0.00038	-0.00024	-0.00041	-0.00027	-0.00072	0.00024	-0.00071	0.00053	0.00160	-0.00037	55.30	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6572	0.000020	0.00024	9.16e-8	0.00027	1.09e-7	0.00024	1.74e-7	0.00053	3.75e-7	0.00037	5.99e-7	6.346	10.08	9.875	
55.40	-0.000032	0.6761	-0.00038	-0.00025	-0.00040	-0.00026	-0.00072	0.00025	-0.00071	0.00054	0.00158	-0.00037	55.40	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6761	0.000021	0.00025	9.27e-8	0.00026	1.05e-7	0.00025	1.78e-7	0.00054	3.82e-7	0.00037	5.92e-7	6.347	10.08	9.876	
55.50	-0.000029	0.6678	-0.00038	-0.00024	-0.00039	-0.00027	-0.00071	0.00026	-0.00071	0.00054	0.00159	-0.00038	55.50	33.79	32.00	41.88	42.70	51.76	43.87	36.36	27.55	0.6678	0.000019	0.00024	9.08e-8	0.00027	1.05e-7	0.00026	1.81e-7	0.00054	3.82e-7	0.00038	6.00e-7	6.347	10.08	9.876	
55.60	-0.000036	0.5819	-0.00038	-0.00024	-0.00040	-0.00026	-0.00071	0.00025	-0.00070	0.00054	0.00160	-0.00037	55.60	33.79	32.00	41.88	42.70	51.76	43.87	36.36	27.55	0.5819	0.000021	0.00024	9.10e-8	0.00026	1.03e-7	0.00025	1.76e-7	0.00054	3.76e-7	0.00037	5.96e-7	6.347	10.08	9.875	
55.70	-0.000030	0.5718	-0.00038	-0.00025	-0.00039	-0.00026	-0.00071	0.00025	-0.00070	0.00054	0.00161	-0.00038	55.70	33.79	32.00	41.88	42.70	51.76	43.87	36.36	27.55	0.5718	0.000017	0.00025	9.27e-8	0.00026	1.01e-7	0.00025	1.75e-7	0.00054	3.78e-7	0.00038	6.11e-7	6.349	10.08	9.876	
55.80	-0.000036	0.5977	-0.00037	-0.00024	-0.00039	-0.00026	-0.00071	0.00025	-0.00070	0.00053	0.00157	-0.00037	55.80	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.5977	0.000022	0.00024	8.91e-8	0.00026	1.01e-7	0.00025	1.79e-7	0.00053	3.72e-7	0.00037	5.89e-7	6.348	10.08	9.876	
55.90	-0.000027	0.6113	-0.00038	-0.00024	-0.00039	-0.00027	-0.00071	0.00026	-0.00071	0.00051	0.00157	-0.00037	55.90	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6113	0.000017	0.00024	9.16e-8	0.00027	1.05e-7	0.00026	1.84e-7	0.00051	3.63e-7	0.00037	5.75e-7	6.349	10.08	9.878	
56.00	-0.000026	0.6145	-0.00038	-0.00024	-0.00038	-0.00026	-0.00071	0.00025	-0.00073	0.00051	0.00157	-0.00036	56.00	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.55	0.6145	0.000016	0.00024	9.18e-8	0.00026	1.01e-7	0.00025	1.80e-7	0.00051	3.73e-7	0.00036	5.66e-7	6.350	10.08	9.877	
56.10	-0.000017	0.6505	-0.00038	-0.00024	-0.00037	-0.00028	-0.00072	0.00024	-0.00073	0.00051	0.00159	-0.00037	56.10	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.56	0.6505	0.000011	0.00024	9.23e-8	0.00028	1.03e-7	0.00024	1.74e-7	0.00051	3.73e-7	0.00037	5.93e-7	6.350	10.08	9.877	
56.20	-0.000022	0.7299	-0.00037	-0.00024	-0.00038	-0.00028	-0.00071	0.00024	-0.00072	0.00052	0.00160	-0.00038	56.20	33.79	32.00	41.88	42.71	51.76	43.87	36.36	27.56	0.7299	0.000016	0.00024	8.84e-8	0.00028	1.07e-7	0.00024	1.72e-7	0.00052	3.71e-7	0.00038	6.00e-7	6.350	10.08	9.878	
56.30	-0.000027	0.7096	-0.00037	-0.00024	-0.00037	-0.00028	-0.00071	0.00026	-0.00072	0.00052	0.00161	-0.00039	56.30	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.7096	0.000019	0.00024	8.91e-8	0.00028	1.05e-7	0.00026	1.85e-7	0.00052	3.71e-7	0.00039	6.21e-7	6.351	10.08	9.878	
56.40	-5.76e-6	0.7704	-0.00035	-0.00024	-0.00038	-0.00028	-0.00072	0.00025	-0.00072	0.00051	0.00160	-0.00039	56.40	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.7704	4.44e-6	0.00024	8.43e-8	0.00028	1.06e-7	0.00025	1.82e-7	0.00051	3.70e-7	0.00039	6.26e-7	6.351	10.08	9.878	
56.50	0.000014	0.7375	-0.00036	-0.00024	-0.00037	-0.00027	-0.00071	0.00025	-0.00072	0.00052	0.00159	-0.00039	56.50	33.79	32.00	41.88	42.70	51.76	43.87	36.35	27.56	0.7375	0.000011	0.00024	8.55e-8	0.00027	1.01e-7	0.00025	1.76e-7	0.00052	3.75e-7	0.00039	6.27e-7	6.351	10.08	9.879	
56.60	7.21e-6	0.7247	-0.00036	-0.00023	-0.00038	-0.00026	-0.00071	0.00026	-0.00070	0.00052	0.00160	-0.00038	56.60	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.7247	5.22e-6	0.00023	8.48e-8	0.00026	9.74e-8	0.00026	1.86e-7	0.00052	3.63e-7	0.00038	6.07e-7	6.351	10.08	9.880	
56.70	-7.21e-6	0.8389	-0.00036	-0.00023	-0.00039	-0.00026	-0.00071	0.00027	-0.00070	0.00052	0.00159	-0.00039	56.70	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.8389	6.04e-6	0.00023	8.37e-8	0.00026	1.01e-7	0.00027	1.94e-7	0.00052	3.67e-7	0.00039	6.29e-7	6.354	10.08	9.880	
56.80	-1.44e-6	0.6498	-0.00037	-0.00022	-0.00040	-0.00026	-0.00072	0.00028	-0.00072	0.00052	0.00160	-0.00038	56.80	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.6498	9.36e-7	0.00022	8.34e-8	0.00026	1.04e-7	0.00028	1.99e-7	0.00052	3.80e-7	0.00038	6.17e-7	6.355	10.08	9.880	
56.90	-1.44e-6	1.298	-0.00037	-0.00023	-0.00039	-0.00026	-0.00072	0.00027	-0.00071	0.00052	0.00161	-0.00038	56.90	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	1.298	1.87e-6	0.00023	8.55e-8	0.00026	1.01e-7	0.00027	1.95e-7	0.00052	3.70e-7	0.00038	6.04e-7	6.353	10.08	9.880	
57.00	-4.32e-6	0.8943	-0.00037	-0.00023	-0.00039	-0.00026	-0.00072	0.00026	-0.00072	0.00051	0.00160	-0.00037	57.00	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	0.8943	3.87e-6	0.00023	8.59e-8	0.00026	1.01e-7	0.00026	1.89e-7	0.00051	3.71e-7	0.00037	5.92e-7	6.355	10.08	9.881	
57.10	-1.44e-6	1.162	-0.00037	-0.00023	-0.00039	-0.00028	-0.00071	0.00025	-0.00073	0.00053	0.00160	-0.00038	57.10	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	1.162	1.67e-6	0.00023	8.44e-8	0.00028	1.10e-7	0.00025	1.75e-7	0.00053	3.88e-7	0.00038	6.12e-7	6.356	10.08	9.882	
57.20	-5.76e-6	1.191	-0.00034	-0.00024	-0.00039	-0.00028	-0.00072	0.00025	-0.00073	0.00053	0.00160	-0.00037	57.20	33.79	32.00	41.88	42.71	51.76	43.87	36.35	27.56	1.191	6.87e-6	0.00024	8.14e-8	0.00028	1.08e-7	0.00025	1.83e-7	0.00053	3.90e-7	0.00037	5.98e-7	6.355	10.08	9.880	
57.30	1.44e-6	1.196	-0.00033	-0.00025	-0.00039	-0.00027	-0.00072	0.00026	-0.00072	0.00052	0.00159	-0.00038	57.30	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	1.196	1.72e-6	0.00025	8.25e-8	0.00027	1.06e-7	0.00026	1.85e-7	0.00052	3.76e-7	0.00038	6.08e-7	6.355	10.08	9.881	
57.40	0	1.101	-0.00033	-0.00024	-0.00038	-0.00027	-0.00072	0.00025	-0.00072	0.00054	0.00160	-0.00040	57.40	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	1.101	0	0.00024	8.19e-8	0.00027	1.04e-7	0.00025	1.80e-7	0.00054	3.86e-7	0.00040	6.44e-7	6.356	10.08	9.883	
57.50	1.44e-6	0.9690	-0.00033	-0.00025	-0.00039	-0.00028	-0.00073	0.00025	-0.00073	0.00053	0.00159	-0.00039	57.50	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9690	1.40e-6	0.00025	8.22e-8	0.00028	1.10e-7	0.00025	1.80e-7	0.00053	3.91e-7	0.00039	6.24e-7	6.356	10.08	9.883	
57.60	0.000013	0.8715	-0.00032	-0.00025	-0.00041	-0.00029	-0.00072	0.00024	-0.00073	0.00054	0.00159	-0.00039	57.60	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.8715	0.000011	0.00025	7.94e-8	0.00029	1.18e-7	0.00024	1.71e-7	0.00054	3.91e-7	0.00039	6.19e-7	6.357	10.08	9.883	
57.70	5.76e-6	0.8867	-0.00033	-0.00024	-0.00040	-0.00029	-0.00072	0.00023	-0.00072	0.00054	0.00159	-0.00038	57.70	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.8867	5.11e-6	0.00024	7.93e-8	0.00029	1.16e-7	0.00023	1.69e-7	0.00054	3.94e-7	0.00038	5.97e-7	6.356	10.08	9.882	
57.80	-7.21e-6	0.9082	-0.00033	-0.00024	-0.00040	-0.00028	-0.00072	0.00023	-0.00072	0.00053	0.00158	-0.00038	57.80	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9082	6.54e-6	0.00024	8.01e-8	0.00028	1.12e-7	0.00023	1.68e-7	0.00053	3.88e-7	0.00038	5.97e-7	6.358	10.08	9.884	
57.90	8.65e-6	0.9529	-0.00033	-0.00024	-0.00040	-0.00027	-0.00072	0.00023	-0.00072	0.00052	0.00159	-0.00038	57.90	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9529	8.24e-6	0.00024	8.14e-8	0.00027	1.10e-7	0.00023	1.65e-7	0.00052	3.78e-7	0.00038	5.99e-7	6.359	10.08	9.883	
58.00	2.88e-6	0.8895	-0.00033	-0.00022	-0.00040	-0.00028	-0.00072	0.00023	-0.00071	0.00052	0.00159	-0.00036	58.00	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.8895	2.56e-6	0.00022	7.24e-8	0.00028	1.13e-7	0.00023	1.62e-7	0.00052	3.70e-7	0.00036	5.77e-7	6.358	10.08	9.883	
58.10	-1.44e-6	0.9319	-0.00034	-0.00021	-0.00040	-0.00028	-0.00071	0.00024	-0.00071	0.00052	0.00160	-0.00035	58.10	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9319	1.34e-6	0.00021	6.95e-8	0.00028	1.11e-7	0.00024	1.67e-7	0.00052	3.65e-7	0.00035	5.53e-7	6.359	10.08	9.884	
58.20	0	0.9755	-0.00033	-0.00021	-0.00040	-0.00027	-0.00072	0.00023	-0.00071	0.00052	0.00160	-0.00037	58.20	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9755	0	0.00021	6.99e-8	0.00027	1.08e-7	0.00023	1.63e-7	0.00052	3.72e-7	0.00037	5.87e-7	6.360	10.08	9.884	
58.30	1.44e-6	0.9053	-0.00031	-0.00021	-0.00039	-0.00029	-0.00071	0.00022	-0.00072	0.00053	0.00162	-0.00037	58.30	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.9053	1.30e-6	0.00021	6.55e-8	0.00029	1.13e-7	0.00022	1.55e-7	0.00053	3.85e-7	0.00037	5.96e-7	6.361	10.08	9.884	
58.40	-1.44e-6	0.8185	-0.00033	-0.00021	-0.00040	-0.00028	-0.00070	0.00023	-0.00072	0.00053	0.00161	-0.00035	58.40	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.8185	1.18e-6	0.00021	6.94e-8	0.00028	1.13e-7	0.00023	1.62e-7	0.00053	3.88e-7	0.00035	5.66e-7	6.359	10.08	9.883	
58.50	-8.65e-6	0.7180	-0.00034	-0.00021	-0.00039	-0.00028	-0.00071	0.00023	-0.00073	0.00053	0.00161	-0.00037	58.50	33.79	31.99	41.88	42.71	51.76	43.87	36.35	27.56	0.7180	6.21e-6	0.00021	7.25e-8	0.00028	1.09e-7	0.00023	1.68e-7	0.00053	3.86e-7	0.00037	5.90e-7	6.361	10.08	9.884	
58.60	-4.32e-6	0.6900	-0.00035	-0.00021	-0.00039	-0.00028	-0.00073	0.00023	-0.00073	0.00053	0.00161	-0.00036	58.60	33.79	31.99	41.87	42.71	51.76	43.87	36.35	27.56	0.6900	2.98e-6	0.00021	7.46e-8	0.00028	1.07e-7	0.00023	1.69e-7	0.00053	3.89e-7	0.00036	5.81e-7	6.360	10.08	9.883	
