Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
481.90	-1.44e-6	0.00014	-0.00032	-0.00025	-0.00040	-0.00031	-0.00068	0.00029	-0.00071	0.00050	-0.7247	0.6905	481.90	2.472	1.338	26.08	26.66	29.09	26.67	1.522	-1.818	0.00014	2.08e-10	0.00025	8.09e-8	0.00031	1.24e-7	0.00029	1.95e-7	0.00050	3.57e-7	0.6905	0.5005	25.13	24.20	24.74	
482.00	-4.32e-6	0.00014	-0.00032	-0.00024	-0.00038	-0.00031	-0.00069	0.00027	-0.00071	0.00050	-0.7247	0.6905	482.00	2.473	1.339	26.08	26.66	29.09	26.67	1.522	-1.818	0.00014	5.86e-10	0.00024	7.83e-8	0.00031	1.17e-7	0.00027	1.88e-7	0.00050	3.58e-7	0.6905	0.5005	25.14	24.20	24.74	
482.10	-2.88e-6	0.00014	-0.00032	-0.00024	-0.00037	-0.00032	-0.00071	0.00027	-0.00071	0.00050	-0.7247	0.6905	482.10	2.473	1.339	26.08	26.66	29.09	26.67	1.522	-1.818	0.00014	3.90e-10	0.00024	7.66e-8	0.00032	1.16e-7	0.00027	1.87e-7	0.00050	3.55e-7	0.6905	0.5005	25.14	24.20	24.74	
482.20	-7.21e-6	0.00017	-0.00032	-0.00025	-0.00036	-0.00032	-0.00071	0.00026	-0.00072	0.00051	-0.7247	0.6905	482.20	2.473	1.340	26.08	26.66	29.09	26.67	1.521	-1.817	0.00017	1.23e-9	0.00025	8.11e-8	0.00032	1.14e-7	0.00026	1.88e-7	0.00051	3.71e-7	0.6905	0.5005	25.14	24.20	24.74	
482.30	-2.88e-6	0.00020	-0.00032	-0.00025	-0.00037	-0.00032	-0.00071	0.00027	-0.00074	0.00052	-0.7247	0.6905	482.30	2.472	1.341	26.08	26.66	29.09	26.67	1.520	-1.816	0.00020	5.69e-10	0.00025	8.01e-8	0.00032	1.16e-7	0.00027	1.90e-7	0.00052	3.83e-7	0.6905	0.5005	25.14	24.20	24.74	
482.40	-8.65e-6	0.00018	-0.00032	-0.00023	-0.00036	-0.00032	-0.00071	0.00026	-0.00073	0.00052	-0.7247	0.6905	482.40	2.472	1.341	26.08	26.66	29.09	26.67	1.520	-1.817	0.00018	1.58e-9	0.00023	7.45e-8	0.00032	1.16e-7	0.00026	1.87e-7	0.00052	3.81e-7	0.6905	0.5005	25.14	24.20	24.74	
482.50	-2.88e-6	0.00019	-0.00030	-0.00022	-0.00036	-0.00032	-0.00070	0.00027	-0.00073	0.00051	-0.7248	0.6905	482.50	2.472	1.342	26.08	26.66	29.09	26.67	1.521	-1.817	0.00019	5.48e-10	0.00022	6.63e-8	0.00032	1.15e-7	0.00027	1.89e-7	0.00051	3.73e-7	0.6905	0.5005	25.14	24.20	24.74	
482.60	-0.000010	0.00020	-0.00029	-0.00026	-0.00037	-0.00034	-0.00070	0.00026	-0.00074	0.00051	-0.7248	0.6906	482.60	2.472	1.342	26.08	26.66	29.09	26.67	1.520	-1.817	0.00020	2.02e-9	0.00026	7.50e-8	0.00034	1.23e-7	0.00026	1.81e-7	0.00051	3.81e-7	0.6906	0.5005	25.14	24.20	24.74	
482.70	-0.000012	0.00020	-0.00031	-0.00025	-0.00038	-0.00032	-0.00070	0.00025	-0.00074	0.00051	-0.7248	0.6906	482.70	2.473	1.343	26.08	26.66	29.09	26.67	1.519	-1.817	0.00020	2.26e-9	0.00025	7.79e-8	0.00032	1.21e-7	0.00025	1.76e-7	0.00051	3.76e-7	0.6906	0.5005	25.14	24.20	24.74	
482.80	0	0.00018	-0.00032	-0.00025	-0.00038	-0.00031	-0.00070	0.00027	-0.00073	0.00050	-0.7248	0.6906	482.80	2.472	1.344	26.08	26.66	29.09	26.67	1.518	-1.816	0.00018	0	0.00025	7.85e-8	0.00031	1.17e-7	0.00027	1.89e-7	0.00050	3.65e-7	0.6906	0.5005	25.14	24.20	24.74	
482.90	-0.000012	0.00017	-0.00032	-0.00024	-0.00037	-0.00031	-0.00071	0.00026	-0.00072	0.00050	-0.7248	0.6906	482.90	2.472	1.344	26.08	26.66	29.09	26.67	1.517	-1.817	0.00017	1.94e-9	0.00024	7.86e-8	0.00031	1.17e-7	0.00026	1.83e-7	0.00050	3.63e-7	0.6906	0.5005	25.14	24.20	24.74	
483.00	-0.000010	0.00016	-0.00031	-0.00024	-0.00037	-0.00031	-0.00071	0.00026	-0.00072	0.00051	-0.7248	0.6906	483.00	2.472	1.344	26.08	26.66	29.09	26.67	1.518	-1.818	0.00016	1.64e-9	0.00024	7.66e-8	0.00031	1.18e-7	0.00026	1.82e-7	0.00051	3.69e-7	0.6906	0.5005	25.14	24.20	24.74	
483.10	-0.000010	0.00017	-0.00032	-0.00024	-0.00038	-0.00031	-0.00070	0.00027	-0.00073	0.00051	-0.7248	0.6906	483.10	2.471	1.345	26.08	26.66	29.09	26.67	1.518	-1.817	0.00017	1.73e-9	0.00024	7.68e-8	0.00031	1.20e-7	0.00027	1.92e-7	0.00051	3.69e-7	0.6906	0.5005	25.14	24.20	24.74	
483.20	-0.000023	0.00018	-0.00032	-0.00024	-0.00039	-0.00032	-0.00070	0.00029	-0.00073	0.00050	-0.7248	0.6906	483.20	2.471	1.346	26.08	26.66	29.09	26.67	1.517	-1.817	0.00018	4.05e-9	0.00024	7.73e-8	0.00032	1.22e-7	0.00029	2.01e-7	0.00050	3.66e-7	0.6906	0.5005	25.14	24.20	24.74	
483.30	-0.000024	0.00017	-0.00032	-0.00024	-0.00037	-0.00031	-0.00069	0.00027	-0.00073	0.00051	-0.7248	0.6906	483.30	2.470	1.345	26.08	26.66	29.09	26.67	1.516	-1.817	0.00017	4.27e-9	0.00024	7.60e-8	0.00031	1.17e-7	0.00027	1.86e-7	0.00051	3.75e-7	0.6906	0.5005	25.14	24.20	24.74	
483.40	-0.000019	0.00018	-0.00031	-0.00024	-0.00038	-0.00031	-0.00070	0.00026	-0.00073	0.00051	-0.7248	0.6906	483.40	2.470	1.347	26.08	26.66	29.09	26.67	1.516	-1.817	0.00018	3.40e-9	0.00024	7.54e-8	0.00031	1.21e-7	0.00026	1.84e-7	0.00051	3.77e-7	0.6906	0.5005	25.14	24.20	24.74	
483.50	-0.000014	0.00018	-0.00031	-0.00024	-0.00038	-0.00032	-0.00070	0.00025	-0.00073	0.00051	-0.7248	0.6906	483.50	2.472	1.348	26.08	26.66	29.09	26.67	1.516	-1.817	0.00018	2.53e-9	0.00024	7.47e-8	0.00032	1.24e-7	0.00025	1.74e-7	0.00051	3.71e-7	0.6906	0.5005	25.14	24.20	24.73	
483.60	-0.000013	0.00018	-0.00032	-0.00024	-0.00037	-0.00031	-0.00068	0.00023	-0.00073	0.00052	-0.7248	0.6906	483.60	2.471	1.348	26.08	26.66	29.09	26.67	1.515	-1.818	0.00018	2.30e-9	0.00024	7.46e-8	0.00031	1.14e-7	0.00023	1.59e-7	0.00052	3.81e-7	0.6906	0.5006	25.14	24.20	24.73	
483.70	-0.000010	0.00016	-0.00031	-0.00023	-0.00037	-0.00030	-0.00070	0.00023	-0.00074	0.00052	-0.7248	0.6906	483.70	2.471	1.348	26.08	26.66	29.09	26.67	1.515	-1.817	0.00016	1.57e-9	0.00023	7.23e-8	0.00030	1.12e-7	0.00023	1.61e-7	0.00052	3.86e-7	0.6906	0.5006	25.14	24.20	24.73	
483.80	-0.000023	0.00016	-0.00031	-0.00024	-0.00036	-0.00032	-0.00069	0.00023	-0.00074	0.00052	-0.7248	0.6906	483.80	2.471	1.348	26.08	26.66	29.09	26.67	1.515	-1.818	0.00016	3.69e-9	0.00024	7.33e-8	0.00032	1.15e-7	0.00023	1.59e-7	0.00052	3.82e-7	0.6906	0.5006	25.14	24.20	24.73	
483.90	-0.000023	0.00016	-0.00030	-0.00023	-0.00037	-0.00032	-0.00068	0.00024	-0.00073	0.00051	-0.7248	0.6906	483.90	2.471	1.348	26.08	26.66	29.09	26.67	1.515	-1.818	0.00016	3.72e-9	0.00023	7.11e-8	0.00032	1.18e-7	0.00024	1.67e-7	0.00051	3.71e-7	0.6906	0.5006	25.14	24.20	24.73	
484.00	-0.000023	0.00017	-0.00030	-0.00024	-0.00036	-0.00032	-0.00069	0.00026	-0.00073	0.00051	-0.7248	0.6906	484.00	2.472	1.349	26.08	26.66	29.09	26.67	1.514	-1.818	0.00017	3.82e-9	0.00024	7.23e-8	0.00032	1.16e-7	0.00026	1.79e-7	0.00051	3.76e-7	0.6906	0.5005	25.14	24.20	24.73	
484.10	-0.000017	0.00017	-0.00028	-0.00025	-0.00036	-0.00032	-0.00070	0.00027	-0.00075	0.00050	-0.7248	0.6906	484.10	2.470	1.350	26.08	26.66	29.09	26.67	1.513	-1.817	0.00017	3.02e-9	0.00025	7.01e-8	0.00032	1.15e-7	0.00027	1.86e-7	0.00050	3.76e-7	0.6906	0.5005	25.14	24.20	24.73	
484.20	-0.000016	0.00017	-0.00031	-0.00025	-0.00037	-0.00031	-0.00070	0.00026	-0.00074	0.00051	-0.7248	0.6906	484.20	2.470	1.351	26.08	26.66	29.09	26.67	1.513	-1.818	0.00017	2.63e-9	0.00025	7.75e-8	0.00031	1.16e-7	0.00026	1.81e-7	0.00051	3.79e-7	0.6906	0.5006	25.14	24.20	24.73	
484.30	-0.000019	0.00017	-0.00031	-0.00025	-0.00037	-0.00032	-0.00070	0.00026	-0.00074	0.00051	-0.7248	0.6906	484.30	2.471	1.352	26.08	26.66	29.09	26.67	1.512	-1.817	0.00017	3.10e-9	0.00025	7.84e-8	0.00032	1.19e-7	0.00026	1.80e-7	0.00051	3.74e-7	0.6906	0.5006	25.14	24.20	24.73	
484.40	-0.000017	0.00017	-0.00030	-0.00024	-0.00038	-0.00033	-0.00071	0.00026	-0.00072	0.00050	-0.7248	0.6906	484.40	2.470	1.352	26.08	26.66	29.09	26.67	1.511	-1.818	0.00017	2.99e-9	0.00024	7.15e-8	0.00033	1.24e-7	0.00026	1.85e-7	0.00050	3.62e-7	0.6906	0.5006	25.15	24.20	24.73	
484.50	-0.000014	0.00019	-0.00027	-0.00024	-0.00036	-0.00032	-0.00070	0.00026	-0.00071	0.00051	-0.7248	0.6906	484.50	2.470	1.351	26.08	26.66	29.09	26.67	1.511	-1.817	0.00019	2.70e-9	0.00024	6.52e-8	0.00032	1.15e-7	0.00026	1.80e-7	0.00051	3.62e-7	0.6906	0.5005	25.15	24.20	24.73	
484.60	-0.000013	0.00019	-0.00027	-0.00023	-0.00036	-0.00032	-0.00071	0.00027	-0.00071	0.00050	-0.7248	0.6906	484.60	2.470	1.353	26.08	26.66	29.09	26.67	1.511	-1.819	0.00019	2.43e-9	0.00023	6.30e-8	0.00032	1.16e-7	0.00027	1.88e-7	0.00050	3.60e-7	0.6906	0.5006	25.15	24.20	24.73	
484.70	-0.000017	0.00018	-0.00028	-0.00023	-0.00036	-0.00032	-0.00071	0.00026	-0.00071	0.00051	-0.7248	0.6906	484.70	2.471	1.353	26.08	26.66	29.09	26.67	1.510	-1.818	0.00018	3.07e-9	0.00023	6.42e-8	0.00032	1.15e-7	0.00026	1.82e-7	0.00051	3.62e-7	0.6906	0.5005	25.15	24.20	24.73	
484.80	-7.21e-6	0.00018	-0.00028	-0.00023	-0.00035	-0.00033	-0.00070	0.00024	-0.00072	0.00050	-0.7248	0.6906	484.80	2.470	1.354	26.08	26.66	29.10	26.67	1.510	-1.818	0.00018	1.31e-9	0.00023	6.45e-8	0.00033	1.16e-7	0.00024	1.72e-7	0.00050	3.65e-7	0.6906	0.5006	25.15	24.20	24.73	
484.90	-0.000010	0.00017	-0.00028	-0.00024	-0.00035	-0.00032	-0.00071	0.00025	-0.00073	0.00050	-0.7248	0.6906	484.90	2.469	1.354	26.08	26.66	29.09	26.67	1.510	-1.818	0.00017	1.76e-9	0.00024	6.68e-8	0.00032	1.14e-7	0.00025	1.76e-7	0.00050	3.61e-7	0.6906	0.5006	25.15	24.20	24.73	
485.00	-0.000017	0.00017	-0.00029	-0.00024	-0.00037	-0.00033	-0.00071	0.00024	-0.00073	0.00050	-0.7248	0.6906	485.00	2.470	1.354	26.08	26.66	29.10	26.67	1.509	-1.819	0.00017	2.99e-9	0.00024	7.02e-8	0.00033	1.20e-7	0.00024	1.71e-7	0.00050	3.61e-7	0.6906	0.5005	25.15	24.20	24.73	
485.10	-0.000022	0.00018	-0.00028	-0.00026	-0.00037	-0.00033	-0.00070	0.00025	-0.00073	0.00050	-0.7248	0.6906	485.10	2.469	1.355	26.08	26.66	29.10	26.67	1.508	-1.818	0.00018	3.96e-9	0.00026	7.30e-8	0.00033	1.22e-7	0.00025	1.76e-7	0.00050	3.68e-7	0.6906	0.5006	25.15	24.20	24.73	
485.20	-0.000022	0.00018	-0.00028	-0.00028	-0.00037	-0.00032	-0.00071	0.00025	-0.00074	0.00051	-0.7248	0.6906	485.20	2.470	1.356	26.08	26.66	29.10	26.67	1.508	-1.818	0.00018	3.89e-9	0.00028	7.58e-8	0.00032	1.18e-7	0.00025	1.75e-7	0.00051	3.77e-7	0.6906	0.5006	25.15	24.20	24.73	
485.30	-0.000017	0.00017	-0.00027	-0.00025	-0.00037	-0.00031	-0.00073	0.00024	-0.00073	0.00051	-0.7248	0.6906	485.30	2.469	1.356	26.08	26.66	29.10	26.67	1.508	-1.819	0.00017	3.02e-9	0.00025	6.75e-8	0.00031	1.17e-7	0.00024	1.76e-7	0.00051	3.74e-7	0.6906	0.5006	25.15	24.20	24.73	
485.40	-0.000016	0.00017	-0.00028	-0.00024	-0.00037	-0.00032	-0.00073	0.00023	-0.00072	0.00052	-0.7248	0.6906	485.40	2.469	1.358	26.08	26.66	29.10	26.67	1.508	-1.819	0.00017	2.70e-9	0.00024	6.83e-8	0.00032	1.19e-7	0.00023	1.72e-7	0.00052	3.72e-7	0.6906	0.5006	25.15	24.20	24.73	
485.50	-0.000016	0.00018	-0.00029	-0.00024	-0.00037	-0.00032	-0.00074	0.00022	-0.00070	0.00051	-0.7248	0.6906	485.50	2.470	1.357	26.09	26.66	29.10	26.67	1.507	-1.819	0.00018	2.86e-9	0.00024	6.74e-8	0.00032	1.19e-7	0.00022	1.66e-7	0.00051	3.60e-7	0.6906	0.5006	25.15	24.20	24.73	
485.60	-7.21e-6	0.00018	-0.00027	-0.00024	-0.00037	-0.00031	-0.00074	0.00022	-0.00070	0.00050	-0.7248	0.6906	485.60	2.470	1.357	26.08	26.66	29.10	26.67	1.506	-1.819	0.00018	1.30e-9	0.00024	6.45e-8	0.00031	1.17e-7	0.00022	1.65e-7	0.00050	3.54e-7	0.6906	0.5006	25.15	24.20	24.73	
485.70	-7.21e-6	0.00019	-0.00026	-0.00024	-0.00037	-0.00030	-0.00075	0.00023	-0.00073	0.00050	-0.7248	0.6906	485.70	2.470	1.357	26.08	26.66	29.10	26.67	1.505	-1.819	0.00019	1.35e-9	0.00024	6.35e-8	0.00030	1.14e-7	0.00023	1.76e-7	0.00050	3.65e-7	0.6906	0.5006	25.15	24.20	24.73	
485.80	-0.000010	0.00018	-0.00027	-0.00025	-0.00038	-0.00030	-0.00075	0.00022	-0.00071	0.00050	-0.7248	0.6906	485.80	2.470	1.359	26.08	26.66	29.10	26.67	1.505	-1.819	0.00018	1.82e-9	0.00025	6.69e-8	0.00030	1.14e-7	0.00022	1.69e-7	0.00050	3.60e-7	0.6906	0.5006	25.15	24.20	24.73	
485.90	5.76e-6	0.00019	-0.00030	-0.00025	-0.00038	-0.00032	-0.00074	0.00023	-0.00071	0.00051	-0.7248	0.6906	485.90	2.469	1.359	26.08	26.66	29.10	26.67	1.505	-1.819	0.00019	1.10e-9	0.00025	7.49e-8	0.00032	1.22e-7	0.00023	1.73e-7	0.00051	3.58e-7	0.6906	0.5006	25.15	24.20	24.72	
486.00	8.65e-6	0.00019	-0.00031	-0.00025	-0.00037	-0.00032	-0.00073	0.00024	-0.00070	0.00050	-0.7248	0.6906	486.00	2.470	1.360	26.08	26.66	29.09	26.67	1.504	-1.819	0.00019	1.68e-9	0.00025	7.93e-8	0.00032	1.17e-7	0.00024	1.78e-7	0.00050	3.52e-7	0.6906	0.5006	25.15	24.20	24.72	
486.10	0.000017	0.00019	-0.00032	-0.00028	-0.00037	-0.00032	-0.00073	0.00025	-0.00072	0.00050	-0.7248	0.6906	486.10	2.469	1.360	26.08	26.66	29.09	26.67	1.504	-1.820	0.00019	3.29e-9	0.00028	8.73e-8	0.00032	1.18e-7	0.00025	1.83e-7	0.00050	3.60e-7	0.6906	0.5006	25.15	24.20	24.72	
486.20	0.000024	0.00019	-0.00031	-0.00027	-0.00037	-0.00032	-0.00072	0.00024	-0.00073	0.00051	-0.7248	0.6906	486.20	2.469	1.360	26.08	26.66	29.10	26.67	1.503	-1.820	0.00019	4.70e-9	0.00027	8.30e-8	0.00032	1.18e-7	0.00024	1.72e-7	0.00051	3.72e-7	0.6906	0.5006	25.15	24.20	24.72	
486.30	0.000013	0.00018	-0.00031	-0.00026	-0.00038	-0.00032	-0.00072	0.00023	-0.00073	0.00049	-0.7248	0.6906	486.30	2.468	1.361	26.08	26.66	29.10	26.67	1.503	-1.820	0.00018	2.39e-9	0.00026	8.24e-8	0.00032	1.20e-7	0.00023	1.67e-7	0.00049	3.61e-7	0.6906	0.5006	25.15	24.20	24.72	
486.40	-7.21e-6	0.00019	-0.00031	-0.00025	-0.00038	-0.00032	-0.00071	0.00022	-0.00073	0.00049	-0.7248	0.6907	486.40	2.469	1.361	26.09	26.65	29.10	26.67	1.503	-1.821	0.00019	1.39e-9	0.00025	7.79e-8	0.00032	1.21e-7	0.00022	1.57e-7	0.00049	3.57e-7	0.6907	0.5006	25.15	24.20	24.72	
486.50	-8.65e-6	0.00020	-0.00031	-0.00025	-0.00038	-0.00032	-0.00070	0.00023	-0.00073	0.00050	-0.7248	0.6906	486.50	2.469	1.361	26.09	26.66	29.10	26.67	1.502	-1.821	0.00020	1.73e-9	0.00025	7.93e-8	0.00032	1.21e-7	0.00023	1.63e-7	0.00050	3.68e-7	0.6906	0.5006	25.15	24.20	24.72	
486.60	-0.000023	0.00018	-0.00031	-0.00024	-0.00038	-0.00031	-0.00071	0.00023	-0.00075	0.00051	-0.7248	0.6906	486.60	2.468	1.362	26.08	26.66	29.10	26.67	1.501	-1.820	0.00018	4.22e-9	0.00024	7.43e-8	0.00031	1.20e-7	0.00023	1.66e-7	0.00051	3.79e-7	0.6906	0.5006	25.16	24.20	24.72	
486.70	-0.000023	0.00018	-0.00029	-0.00024	-0.00038	-0.00031	-0.00071	0.00023	-0.00074	0.00051	-0.7248	0.6906	486.70	2.468	1.364	26.09	26.66	29.10	26.67	1.500	-1.820	0.00018	4.12e-9	0.00024	7.08e-8	0.00031	1.20e-7	0.00023	1.66e-7	0.00051	3.77e-7	0.6906	0.5006	25.16	24.20	24.72	
486.80	-0.000016	0.00019	-0.00030	-0.00024	-0.00039	-0.00031	-0.00071	0.00024	-0.00072	0.00051	-0.7248	0.6907	486.80	2.468	1.364	26.09	26.66	29.10	26.67	1.500	-1.820	0.00019	2.99e-9	0.00024	7.23e-8	0.00031	1.20e-7	0.00024	1.69e-7	0.00051	3.72e-7	0.6907	0.5006	25.15	24.20	24.72	
486.90	-0.000017	0.00019	-0.00032	-0.00026	-0.00039	-0.00032	-0.00072	0.00024	-0.00073	0.00051	-0.7248	0.6906	486.90	2.468	1.363	26.08	26.66	29.10	26.67	1.499	-1.821	0.00019	3.21e-9	0.00026	8.09e-8	0.00032	1.25e-7	0.00024	1.73e-7	0.00051	3.70e-7	0.6906	0.5006	25.16	24.20	24.72	
487.00	-0.000016	0.00018	-0.00032	-0.00025	-0.00039	-0.00033	-0.00072	0.00025	-0.00073	0.00051	-0.7248	0.6906	487.00	2.467	1.363	26.08	26.66	29.10	26.67	1.499	-1.821	0.00018	2.81e-9	0.00025	8.15e-8	0.00033	1.28e-7	0.00025	1.78e-7	0.00051	3.73e-7	0.6906	0.5006	25.16	24.20	24.72	
487.10	-0.000019	0.00020	-0.00032	-0.00025	-0.00038	-0.00031	-0.00072	0.00023	-0.00073	0.00050	-0.7248	0.6907	487.10	2.468	1.364	26.08	26.65	29.10	26.67	1.499	-1.821	0.00020	3.83e-9	0.00025	8.00e-8	0.00031	1.19e-7	0.00023	1.68e-7	0.00050	3.65e-7	0.6907	0.5006	25.16	24.20	24.72	
487.20	-0.000016	0.00022	-0.00033	-0.00025	-0.00039	-0.00030	-0.00072	0.00022	-0.00072	0.00049	-0.7248	0.6906	487.20	2.468	1.365	26.09	26.66	29.10	26.67	1.498	-1.821	0.00022	3.54e-9	0.00025	8.03e-8	0.00030	1.16e-7	0.00022	1.56e-7	0.00049	3.54e-7	0.6906	0.5006	25.16	24.20	24.72	
487.30	1.44e-6	0.00023	-0.00033	-0.00025	-0.00040	-0.00031	-0.00071	0.00024	-0.00072	0.00048	-0.7248	0.6906	487.30	2.467	1.364	26.08	26.65	29.10	26.67	1.498	-1.820	0.00023	3.30e-10	0.00025	8.03e-8	0.00031	1.25e-7	0.00024	1.67e-7	0.00048	3.47e-7	0.6906	0.5006	25.16	24.20	24.72	
487.40	7.21e-6	0.00023	-0.00034	-0.00025	-0.00040	-0.00032	-0.00071	0.00024	-0.00072	0.00049	-0.7248	0.6906	487.40	2.467	1.365	26.08	26.65	29.10	26.67	1.498	-1.820	0.00023	1.64e-9	0.00025	8.50e-8	0.00032	1.28e-7	0.00024	1.74e-7	0.00049	3.54e-7	0.6906	0.5006	25.16	24.20	24.72	
487.50	4.32e-6	0.00022	-0.00033	-0.00023	-0.00040	-0.00032	-0.00071	0.00025	-0.00072	0.00049	-0.7248	0.6907	487.50	2.467	1.365	26.09	26.66	29.10	26.67	1.497	-1.821	0.00022	9.66e-10	0.00023	7.59e-8	0.00032	1.28e-7	0.00025	1.79e-7	0.00049	3.57e-7	0.6907	0.5006	25.16	24.20	24.72	
487.60	5.76e-6	0.00022	-0.00032	-0.00024	-0.00040	-0.00032	-0.00070	0.00024	-0.00073	0.00049	-0.7248	0.6907	487.60	2.467	1.367	26.09	26.66	29.10	26.67	1.497	-1.822	0.00022	1.30e-9	0.00024	7.85e-8	0.00032	1.27e-7	0.00024	1.70e-7	0.00049	3.59e-7	0.6907	0.5006	25.16	24.20	24.72	
487.70	1.44e-6	0.00023	-0.00033	-0.00026	-0.00039	-0.00032	-0.00070	0.00023	-0.00073	0.00048	-0.7248	0.6907	487.70	2.467	1.367	26.09	26.65	29.09	26.67	1.495	-1.821	0.00023	3.26e-10	0.00026	8.65e-8	0.00032	1.26e-7	0.00023	1.62e-7	0.00048	3.52e-7	0.6907	0.5006	25.16	24.20	24.72	
487.80	7.21e-6	0.00021	-0.00034	-0.00027	-0.00040	-0.00032	-0.00070	0.00023	-0.00073	0.00050	-0.7248	0.6907	487.80	2.467	1.366	26.09	26.65	29.10	26.67	1.495	-1.821	0.00021	1.51e-9	0.00027	9.04e-8	0.00032	1.26e-7	0.00023	1.64e-7	0.00050	3.64e-7	0.6907	0.5006	25.16	24.20	24.72	
487.90	4.32e-6	0.00021	-0.00033	-0.00027	-0.00040	-0.00032	-0.00071	0.00025	-0.00074	0.00050	-0.7248	0.6907	487.90	2.467	1.367	26.09	26.65	29.10	26.67	1.494	-1.822	0.00021	9.16e-10	0.00027	8.84e-8	0.00032	1.29e-7	0.00025	1.75e-7	0.00050	3.69e-7	0.6907	0.5006	25.16	24.20	24.72	
488.00	1.44e-6	0.00022	-0.00034	-0.00027	-0.00039	-0.00032	-0.00073	0.00025	-0.00073	0.00050	-0.7248	0.6907	488.00	2.467	1.368	26.09	26.65	29.10	26.67	1.494	-1.821	0.00022	3.22e-10	0.00027	9.09e-8	0.00032	1.25e-7	0.00025	1.81e-7	0.00050	3.70e-7	0.6907	0.5006	25.16	24.20	24.72	
488.10	0.000010	0.00022	-0.00033	-0.00027	-0.00038	-0.00033	-0.00073	0.00024	-0.00072	0.00050	-0.7248	0.6907	488.10	2.467	1.367	26.09	26.65	29.10	26.67	1.493	-1.821	0.00022	2.25e-9	0.00027	8.91e-8	0.00033	1.26e-7	0.00024	1.79e-7	0.00050	3.62e-7	0.6907	0.5006	25.16	24.20	24.72	
488.20	4.32e-6	0.00023	-0.00033	-0.00027	-0.00039	-0.00033	-0.00073	0.00024	-0.00072	0.00050	-0.7248	0.6907	488.20	2.468	1.367	26.09	26.65	29.10	26.67	1.493	-1.821	0.00023	9.84e-10	0.00027	8.88e-8	0.00033	1.32e-7	0.00024	1.78e-7	0.00050	3.62e-7	0.6907	0.5006	25.16	24.20	24.72	
488.30	-0.000017	0.00022	-0.00033	-0.00028	-0.00039	-0.00033	-0.00072	0.00024	-0.00072	0.00052	-0.7248	0.6907	488.30	2.469	1.368	26.09	26.65	29.09	26.67	1.493	-1.821	0.00022	3.79e-9	0.00028	9.01e-8	0.00033	1.32e-7	0.00024	1.73e-7	0.00052	3.74e-7	0.6907	0.5006	25.16	24.20	24.72	
488.40	-0.000020	0.00022	-0.00032	-0.00029	-0.00039	-0.00033	-0.00073	0.00024	-0.00071	0.00052	-0.7248	0.6907	488.40	2.468	1.369	26.09	26.65	29.09	26.67	1.493	-1.821	0.00022	4.39e-9	0.00029	9.31e-8	0.00033	1.29e-7	0.00024	1.77e-7	0.00052	3.73e-7	0.6907	0.5007	25.16	24.20	24.72	
488.50	-0.000022	0.00022	-0.00032	-0.00029	-0.00038	-0.00033	-0.00073	0.00026	-0.00071	0.00053	-0.7248	0.6907	488.50	2.468	1.369	26.09	26.65	29.09	26.67	1.492	-1.821	0.00022	4.74e-9	0.00029	9.27e-8	0.00033	1.29e-7	0.00026	1.86e-7	0.00053	3.72e-7	0.6907	0.5006	25.16	24.20	24.72	
488.60	-0.000026	0.00022	-0.00031	-0.00028	-0.00039	-0.00032	-0.00073	0.00025	-0.00070	0.00053	-0.7248	0.6907	488.60	2.466	1.369	26.09	26.65	29.09	26.67	1.491	-1.822	0.00022	5.76e-9	0.00028	8.70e-8	0.00032	1.27e-7	0.00025	1.81e-7	0.00053	3.74e-7	0.6907	0.5006	25.16	24.20	24.72	
488.70	-0.000024	0.00022	-0.00031	-0.00029	-0.00039	-0.00032	-0.00074	0.00024	-0.00070	0.00053	-0.7248	0.6907	488.70	2.467	1.369	26.09	26.65	29.09	26.67	1.491	-1.821	0.00022	5.40e-9	0.00029	8.72e-8	0.00032	1.27e-7	0.00024	1.74e-7	0.00053	3.71e-7	0.6907	0.5006	25.16	24.20	24.72	
488.80	-0.000014	0.00022	-0.00031	-0.00029	-0.00038	-0.00031	-0.00074	0.00023	-0.00073	0.00052	-0.7248	0.6906	488.80	2.467	1.370	26.09	26.65	29.09	26.67	1.491	-1.821	0.00022	3.14e-9	0.00029	8.80e-8	0.00031	1.20e-7	0.00023	1.68e-7	0.00052	3.84e-7	0.6906	0.5006	25.16	24.20	24.72	
