Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
0	0.000033	0.00017	-0.00029	-0.00026	-0.00039	-0.00030	-0.00072	0.00020	-0.00074	0.00051	1.912	-0.2872	0	2.744	1.623	26.05	26.52	29.10	26.60	1.706	-1.659	0.00017	5.64e-9	0.00026	7.48e-8	0.00030	1.14e-7	0.00020	1.48e-7	0.00051	3.83e-7	0.2872	0.5490	24.81	23.86	24.42	
0.1000	0.000030	0.00016	-0.00029	-0.00026	-0.00038	-0.00029	-0.00073	0.00022	-0.00077	0.00051	1.912	-0.2872	0.1000	2.741	1.621	26.05	26.52	29.10	26.60	1.707	-1.660	0.00016	4.84e-9	0.00026	7.56e-8	0.00029	1.11e-7	0.00022	1.61e-7	0.00051	3.87e-7	0.2872	0.5490	24.81	23.86	24.43	
0.2000	0.000033	0.00017	-0.00030	-0.00026	-0.00038	-0.00031	-0.00073	0.00024	-0.00075	0.00050	1.912	-0.2872	0.2000	2.742	1.620	26.05	26.52	29.10	26.60	1.706	-1.660	0.00017	5.78e-9	0.00026	7.85e-8	0.00031	1.18e-7	0.00024	1.74e-7	0.00050	3.78e-7	0.2872	0.5490	24.81	23.86	24.43	
0.3000	0.000027	0.00019	-0.00030	-0.00026	-0.00037	-0.00031	-0.00073	0.00022	-0.00074	0.00052	1.912	-0.2872	0.3000	2.741	1.619	26.05	26.52	29.10	26.60	1.706	-1.660	0.00019	5.21e-9	0.00026	7.79e-8	0.00031	1.13e-7	0.00022	1.61e-7	0.00052	3.83e-7	0.2872	0.5490	24.81	23.86	24.43	
0.4000	0.000033	0.00018	-0.00029	-0.00026	-0.00038	-0.00031	-0.00073	0.00021	-0.00073	0.00051	1.912	-0.2872	0.4000	2.740	1.617	26.05	26.52	29.10	26.60	1.705	-1.660	0.00018	6.07e-9	0.00026	7.59e-8	0.00031	1.18e-7	0.00021	1.53e-7	0.00051	3.73e-7	0.2872	0.5490	24.81	23.86	24.43	
0.5000	0.000022	0.00018	-0.00029	-0.00024	-0.00039	-0.00030	-0.00071	0.00020	-0.00072	0.00050	1.912	-0.2872	0.5000	2.740	1.615	26.05	26.52	29.10	26.60	1.704	-1.660	0.00018	3.99e-9	0.00024	6.90e-8	0.00030	1.17e-7	0.00020	1.43e-7	0.00050	3.58e-7	0.2872	0.5490	24.81	23.86	24.43	
0.6000	0.000040	0.00020	-0.00029	-0.00023	-0.00039	-0.00029	-0.00072	0.00020	-0.00072	0.00050	1.912	-0.2872	0.6000	2.740	1.614	26.05	26.52	29.10	26.60	1.704	-1.660	0.00020	7.97e-9	0.00023	6.79e-8	0.00029	1.14e-7	0.00020	1.45e-7	0.00050	3.64e-7	0.2872	0.5490	24.81	23.86	24.43	
0.7000	0.000036	0.00019	-0.00030	-0.00023	-0.00039	-0.00030	-0.00072	0.00021	-0.00074	0.00051	1.912	-0.2872	0.7000	2.739	1.613	26.05	26.52	29.10	26.60	1.704	-1.659	0.00019	6.91e-9	0.00023	6.85e-8	0.00030	1.15e-7	0.00021	1.53e-7	0.00051	3.78e-7	0.2872	0.5491	24.81	23.86	24.43	
0.8000	0.000039	0.00020	-0.00031	-0.00023	-0.00039	-0.00030	-0.00072	0.00023	-0.00075	0.00050	1.912	-0.2872	0.8000	2.738	1.611	26.04	26.52	29.10	26.60	1.703	-1.660	0.00020	7.91e-9	0.00023	7.08e-8	0.00030	1.17e-7	0.00023	1.65e-7	0.00050	3.73e-7	0.2872	0.5491	24.81	23.86	24.43	
0.9000	0.000042	0.00021	-0.00032	-0.00023	-0.00039	-0.00030	-0.00071	0.00024	-0.00072	0.00049	1.912	-0.2872	0.9000	2.738	1.611	26.05	26.52	29.10	26.60	1.702	-1.660	0.00021	8.61e-9	0.00023	7.23e-8	0.00030	1.16e-7	0.00024	1.73e-7	0.00049	3.58e-7	0.2872	0.5491	24.82	23.87	24.43	
1.000	0.000048	0.00021	-0.00031	-0.00023	-0.00040	-0.00031	-0.00072	0.00023	-0.00074	0.00051	1.912	-0.2872	1.000	2.736	1.610	26.04	26.52	29.10	26.60	1.701	-1.660	0.00021	9.80e-9	0.00023	7.12e-8	0.00031	1.22e-7	0.00023	1.69e-7	0.00051	3.78e-7	0.2872	0.5491	24.82	23.87	24.43	
1.100	0.000058	0.00020	-0.00031	-0.00022	-0.00040	-0.00031	-0.00074	0.00024	-0.00075	0.00050	1.912	-0.2872	1.100	2.736	1.609	26.04	26.52	29.10	26.60	1.701	-1.659	0.00020	1.15e-8	0.00022	6.78e-8	0.00031	1.23e-7	0.00024	1.77e-7	0.00050	3.77e-7	0.2872	0.5491	24.82	23.87	24.43	
1.200	0.000058	0.00020	-0.00031	-0.00022	-0.00040	-0.00031	-0.00073	0.00023	-0.00075	0.00051	1.912	-0.2872	1.200	2.736	1.607	26.04	26.52	29.10	26.61	1.701	-1.659	0.00020	1.14e-8	0.00022	7.03e-8	0.00031	1.22e-7	0.00023	1.66e-7	0.00051	3.78e-7	0.2872	0.5491	24.82	23.87	24.44	
1.300	0.000062	0.00022	-0.00031	-0.00023	-0.00040	-0.00031	-0.00072	0.00022	-0.00074	0.00050	1.912	-0.2872	1.300	2.734	1.605	26.04	26.52	29.10	26.60	1.702	-1.659	0.00022	1.37e-8	0.00023	6.94e-8	0.00031	1.21e-7	0.00022	1.56e-7	0.00050	3.66e-7	0.2872	0.5491	24.82	23.87	24.44	
1.400	0.000069	0.00021	-0.00030	-0.00022	-0.00041	-0.00032	-0.00071	0.00021	-0.00073	0.00050	1.912	-0.2872	1.400	2.734	1.604	26.04	26.52	29.10	26.60	1.700	-1.659	0.00021	1.44e-8	0.00022	6.61e-8	0.00032	1.30e-7	0.00021	1.48e-7	0.00050	3.69e-7	0.2872	0.5491	24.82	23.87	24.44	
1.500	0.000072	0.00021	-0.00029	-0.00024	-0.00040	-0.00032	-0.00072	0.00022	-0.00072	0.00050	1.912	-0.2872	1.500	2.734	1.603	26.04	26.52	29.10	26.60	1.699	-1.659	0.00021	1.48e-8	0.00024	6.98e-8	0.00032	1.28e-7	0.00022	1.58e-7	0.00050	3.66e-7	0.2872	0.5491	24.82	23.87	24.44	
1.600	0.000069	0.00020	-0.00029	-0.00027	-0.00040	-0.00031	-0.00072	0.00023	-0.00073	0.00051	1.912	-0.2872	1.600	2.733	1.602	26.04	26.52	29.10	26.61	1.699	-1.660	0.00020	1.40e-8	0.00027	7.69e-8	0.00031	1.23e-7	0.00023	1.63e-7	0.00051	3.69e-7	0.2872	0.5491	24.82	23.87	24.44	
1.700	0.000052	0.00020	-0.00027	-0.00027	-0.00039	-0.00030	-0.00073	0.00023	-0.00072	0.00050	1.912	-0.2872	1.700	2.733	1.601	26.04	26.52	29.10	26.61	1.698	-1.659	0.00020	1.03e-8	0.00027	7.26e-8	0.00030	1.17e-7	0.00023	1.65e-7	0.00050	3.62e-7	0.2872	0.5491	24.82	23.87	24.44	
1.800	0.000055	0.00020	-0.00028	-0.00026	-0.00039	-0.00029	-0.00073	0.00021	-0.00073	0.00050	1.912	-0.2872	1.800	2.733	1.599	26.04	26.52	29.10	26.61	1.698	-1.659	0.00020	1.08e-8	0.00026	7.41e-8	0.00029	1.14e-7	0.00021	1.55e-7	0.00050	3.61e-7	0.2872	0.5491	24.82	23.87	24.44	
1.900	0.000055	0.00019	-0.00028	-0.00026	-0.00039	-0.00029	-0.00073	0.00020	-0.00071	0.00051	1.912	-0.2872	1.900	2.731	1.598	26.04	26.52	29.10	26.61	1.698	-1.659	0.00019	1.06e-8	0.00026	7.10e-8	0.00029	1.15e-7	0.00020	1.45e-7	0.00051	3.62e-7	0.2872	0.5491	24.82	23.87	24.44	
2.000	0.000050	0.00019	-0.00028	-0.00026	-0.00039	-0.00030	-0.00073	0.00020	-0.00070	0.00051	1.912	-0.2872	2.000	2.731	1.598	26.04	26.52	29.10	26.61	1.698	-1.659	0.00019	9.59e-9	0.00026	7.41e-8	0.00030	1.19e-7	0.00020	1.50e-7	0.00051	3.56e-7	0.2872	0.5491	24.82	23.87	24.45	
2.100	0.000049	0.00019	-0.00030	-0.00024	-0.00038	-0.00031	-0.00073	0.00021	-0.00070	0.00050	1.912	-0.2872	2.100	2.730	1.597	26.04	26.52	29.10	26.61	1.698	-1.659	0.00019	9.32e-9	0.00024	7.07e-8	0.00031	1.20e-7	0.00021	1.51e-7	0.00050	3.54e-7	0.2872	0.5491	24.82	23.88	24.44	
2.200	0.000056	0.00020	-0.00029	-0.00023	-0.00039	-0.00031	-0.00073	0.00023	-0.00072	0.00050	1.912	-0.2872	2.200	2.729	1.596	26.04	26.52	29.10	26.61	1.698	-1.659	0.00020	1.13e-8	0.00023	6.69e-8	0.00031	1.21e-7	0.00023	1.69e-7	0.00050	3.59e-7	0.2872	0.5491	24.82	23.88	24.45	
2.300	0.000059	0.00020	-0.00028	-0.00024	-0.00039	-0.00031	-0.00074	0.00023	-0.00072	0.00050	1.912	-0.2873	2.300	2.729	1.593	26.04	26.52	29.10	26.61	1.697	-1.660	0.00020	1.21e-8	0.00024	6.77e-8	0.00031	1.21e-7	0.00023	1.71e-7	0.00050	3.65e-7	0.2873	0.5492	24.82	23.88	24.45	
2.400	0.000059	0.00020	-0.00029	-0.00026	-0.00039	-0.00031	-0.00073	0.00023	-0.00072	0.00050	1.912	-0.2873	2.400	2.728	1.592	26.04	26.52	29.10	26.61	1.696	-1.660	0.00020	1.18e-8	0.00026	7.44e-8	0.00031	1.20e-7	0.00023	1.66e-7	0.00050	3.63e-7	0.2873	0.5492	24.82	23.88	24.45	
2.500	0.000056	0.00019	-0.00030	-0.00026	-0.00039	-0.00031	-0.00071	0.00023	-0.00073	0.00050	1.912	-0.2872	2.500	2.729	1.592	26.04	26.52	29.10	26.61	1.696	-1.659	0.00019	1.04e-8	0.00026	7.62e-8	0.00031	1.19e-7	0.00023	1.61e-7	0.00050	3.62e-7	0.2872	0.5492	24.82	23.88	24.45	
2.600	0.000055	0.00019	-0.00030	-0.00026	-0.00039	-0.00031	-0.00072	0.00021	-0.00073	0.00051	1.912	-0.2872	2.600	2.727	1.591	26.04	26.52	29.11	26.61	1.696	-1.659	0.00019	1.06e-8	0.00026	7.70e-8	0.00031	1.19e-7	0.00021	1.51e-7	0.00051	3.71e-7	0.2872	0.5491	24.82	23.88	24.45	
2.700	0.000048	0.00020	-0.00030	-0.00026	-0.00039	-0.00030	-0.00071	0.00022	-0.00074	0.00053	1.912	-0.2872	2.700	2.727	1.589	26.04	26.52	29.11	26.61	1.695	-1.658	0.00020	9.32e-9	0.00026	7.61e-8	0.00030	1.20e-7	0.00022	1.56e-7	0.00053	3.91e-7	0.2872	0.5492	24.82	23.88	24.45	
2.800	0.000046	0.00019	-0.00030	-0.00026	-0.00040	-0.00029	-0.00072	0.00025	-0.00075	0.00054	1.912	-0.2873	2.800	2.726	1.588	26.04	26.52	29.10	26.61	1.694	-1.658	0.00019	8.77e-9	0.00026	7.74e-8	0.00029	1.17e-7	0.00025	1.79e-7	0.00054	4.03e-7	0.2873	0.5492	24.82	23.88	24.45	
2.900	0.000020	0.00020	-0.00030	-0.00026	-0.00039	-0.00031	-0.00072	0.00025	-0.00074	0.00054	1.912	-0.2873	2.900	2.724	1.587	26.04	26.52	29.11	26.61	1.694	-1.659	0.00020	3.95e-9	0.00026	7.74e-8	0.00031	1.21e-7	0.00025	1.80e-7	0.00054	4.00e-7	0.2873	0.5492	24.82	23.88	24.45	
3.000	0.000013	0.00018	-0.00030	-0.00026	-0.00039	-0.00032	-0.00073	0.00023	-0.00075	0.00053	1.912	-0.2873	3.000	2.724	1.586	26.04	26.52	29.11	26.61	1.694	-1.659	0.00018	2.39e-9	0.00026	7.68e-8	0.00032	1.24e-7	0.00023	1.70e-7	0.00053	3.95e-7	0.2873	0.5492	24.82	23.89	24.45	
3.100	0.000017	0.00019	-0.00029	-0.00026	-0.00039	-0.00031	-0.00072	0.00023	-0.00073	0.00053	1.912	-0.2873	3.100	2.724	1.585	26.04	26.52	29.10	26.61	1.693	-1.658	0.00019	3.21e-9	0.00026	7.51e-8	0.00031	1.24e-7	0.00023	1.67e-7	0.00053	3.85e-7	0.2873	0.5492	24.82	23.88	24.45	
3.200	0.000013	0.00018	-0.00029	-0.00027	-0.00039	-0.00032	-0.00073	0.00024	-0.00073	0.00053	1.912	-0.2873	3.200	2.723	1.584	26.04	26.52	29.10	26.61	1.693	-1.658	0.00018	2.39e-9	0.00027	7.77e-8	0.00032	1.26e-7	0.00024	1.75e-7	0.00053	3.89e-7	0.2873	0.5493	24.82	23.89	24.46	
3.300	8.65e-6	0.00020	-0.00029	-0.00027	-0.00039	-0.00032	-0.00073	0.00025	-0.00075	0.00052	1.912	-0.2873	3.300	2.722	1.583	26.04	26.52	29.10	26.61	1.692	-1.658	0.00020	1.73e-9	0.00027	7.73e-8	0.00032	1.24e-7	0.00025	1.82e-7	0.00052	3.91e-7	0.2873	0.5493	24.83	23.89	24.45	
3.400	0.000017	0.00020	-0.00030	-0.00027	-0.00039	-0.00033	-0.00074	0.00024	-0.00074	0.00051	1.912	-0.2873	3.400	2.721	1.582	26.04	26.52	29.10	26.61	1.692	-1.658	0.00020	3.39e-9	0.00027	8.06e-8	0.00033	1.28e-7	0.00024	1.79e-7	0.00051	3.79e-7	0.2873	0.5492	24.82	23.89	24.46	
3.500	0.000017	0.00020	-0.00030	-0.00027	-0.00038	-0.00034	-0.00074	0.00024	-0.00074	0.00051	1.912	-0.2873	3.500	2.720	1.581	26.04	26.52	29.11	26.61	1.692	-1.658	0.00020	3.46e-9	0.00027	7.96e-8	0.00034	1.28e-7	0.00024	1.80e-7	0.00051	3.77e-7	0.2873	0.5492	24.82	23.89	24.46	
3.600	0.000014	0.00020	-0.00029	-0.00027	-0.00039	-0.00033	-0.00073	0.00024	-0.00073	0.00052	1.912	-0.2873	3.600	2.719	1.580	26.04	26.52	29.11	26.61	1.691	-1.657	0.00020	2.93e-9	0.00027	7.65e-8	0.00033	1.29e-7	0.00024	1.75e-7	0.00052	3.80e-7	0.2873	0.5493	24.83	23.89	24.46	
3.700	0.000024	0.00021	-0.00029	-0.00028	-0.00038	-0.00033	-0.00074	0.00023	-0.00074	0.00051	1.912	-0.2873	3.700	2.719	1.577	26.04	26.52	29.11	26.61	1.691	-1.658	0.00021	5.05e-9	0.00028	7.97e-8	0.00033	1.29e-7	0.00023	1.73e-7	0.00051	3.75e-7	0.2873	0.5492	24.83	23.89	24.46	
3.800	0.000017	0.00019	-0.00030	-0.00027	-0.00040	-0.00032	-0.00075	0.00022	-0.00074	0.00051	1.912	-0.2873	3.800	2.717	1.577	26.04	26.52	29.11	26.61	1.691	-1.657	0.00019	3.31e-9	0.00027	8.09e-8	0.00032	1.28e-7	0.00022	1.68e-7	0.00051	3.76e-7	0.2873	0.5492	24.83	23.89	24.46	
3.900	0.000017	0.00019	-0.00029	-0.00026	-0.00039	-0.00032	-0.00075	0.00023	-0.00073	0.00052	1.912	-0.2872	3.900	2.717	1.578	26.04	26.52	29.11	26.61	1.690	-1.657	0.00019	3.24e-9	0.00026	7.56e-8	0.00032	1.26e-7	0.00023	1.71e-7	0.00052	3.79e-7	0.2872	0.5492	24.83	23.89	24.46	
4.000	0.000026	0.00017	-0.00030	-0.00026	-0.00039	-0.00032	-0.00075	0.00022	-0.00072	0.00051	1.912	-0.2873	4.000	2.715	1.576	26.04	26.52	29.10	26.61	1.691	-1.657	0.00017	4.41e-9	0.00026	7.82e-8	0.00032	1.25e-7	0.00022	1.64e-7	0.00051	3.67e-7	0.2873	0.5492	24.83	23.90	24.46	
4.100	0.000024	0.00017	-0.00030	-0.00027	-0.00040	-0.00033	-0.00075	0.00021	-0.00071	0.00052	1.912	-0.2873	4.100	2.715	1.574	26.04	26.52	29.11	26.61	1.690	-1.658	0.00017	4.17e-9	0.00027	7.87e-8	0.00033	1.30e-7	0.00021	1.55e-7	0.00052	3.65e-7	0.2873	0.5493	24.83	23.90	24.46	
4.200	0.000035	0.00018	-0.00029	-0.00026	-0.00039	-0.00032	-0.00074	0.00021	-0.00069	0.00053	1.912	-0.2873	4.200	2.713	1.575	26.03	26.52	29.11	26.61	1.690	-1.658	0.00018	6.28e-9	0.00026	7.60e-8	0.00032	1.24e-7	0.00021	1.59e-7	0.00053	3.62e-7	0.2873	0.5493	24.83	23.90	24.46	
4.300	0.000040	0.00018	-0.00029	-0.00024	-0.00039	-0.00032	-0.00074	0.00023	-0.00070	0.00053	1.912	-0.2873	4.300	2.713	1.573	26.03	26.52	29.11	26.61	1.690	-1.657	0.00018	7.15e-9	0.00024	6.94e-8	0.00032	1.25e-7	0.00023	1.68e-7	0.00053	3.71e-7	0.2873	0.5493	24.83	23.90	24.46	
4.400	0.000035	0.00017	-0.00028	-0.00023	-0.00039	-0.00032	-0.00074	0.00022	-0.00069	0.00052	1.912	-0.2873	4.400	2.712	1.571	26.03	26.52	29.11	26.61	1.689	-1.658	0.00017	6.03e-9	0.00023	6.43e-8	0.00032	1.24e-7	0.00022	1.66e-7	0.00052	3.60e-7	0.2873	0.5493	24.83	23.90	24.46	
4.500	0.000023	0.00017	-0.00028	-0.00024	-0.00041	-0.00033	-0.00075	0.00022	-0.00069	0.00051	1.912	-0.2873	4.500	2.711	1.570	26.03	26.52	29.11	26.61	1.688	-1.657	0.00017	3.95e-9	0.00024	6.84e-8	0.00033	1.33e-7	0.00022	1.64e-7	0.00051	3.55e-7	0.2873	0.5493	24.83	23.90	24.46	
4.600	0.000029	0.00018	-0.00028	-0.00026	-0.00041	-0.00032	-0.00074	0.00022	-0.00067	0.00052	1.912	-0.2873	4.600	2.709	1.569	26.03	26.52	29.11	26.61	1.688	-1.658	0.00018	5.07e-9	0.00026	7.24e-8	0.00032	1.31e-7	0.00022	1.66e-7	0.00052	3.48e-7	0.2873	0.5494	24.83	23.90	24.46	
4.700	0.000020	0.00018	-0.00029	-0.00026	-0.00041	-0.00032	-0.00073	0.00023	-0.00069	0.00053	1.912	-0.2873	4.700	2.708	1.568	26.03	26.52	29.11	26.61	1.687	-1.657	0.00018	3.63e-9	0.00026	7.40e-8	0.00032	1.31e-7	0.00023	1.67e-7	0.00053	3.65e-7	0.2873	0.5494	24.83	23.90	24.46	
4.800	0.000024	0.00019	-0.00029	-0.00026	-0.00039	-0.00033	-0.00073	0.00022	-0.00071	0.00053	1.912	-0.2873	4.800	2.708	1.567	26.03	26.52	29.11	26.61	1.687	-1.657	0.00019	4.66e-9	0.00026	7.32e-8	0.00033	1.31e-7	0.00022	1.61e-7	0.00053	3.71e-7	0.2873	0.5494	24.83	23.90	24.46	
4.900	0.000032	0.00019	-0.00029	-0.00026	-0.00039	-0.00034	-0.00074	0.00022	-0.00071	0.00052	1.912	-0.2873	4.900	2.706	1.566	26.03	26.52	29.11	26.61	1.687	-1.657	0.00019	5.94e-9	0.00026	7.52e-8	0.00034	1.34e-7	0.00022	1.60e-7	0.00052	3.71e-7	0.2873	0.5493	24.83	23.91	24.46	
5.000	0.000020	0.00018	-0.00029	-0.00027	-0.00039	-0.00033	-0.00074	0.00022	-0.00071	0.00053	1.912	-0.2873	5.000	2.707	1.566	26.03	26.52	29.11	26.61	1.687	-1.658	0.00018	3.58e-9	0.00027	7.61e-8	0.00033	1.30e-7	0.00022	1.63e-7	0.00053	3.77e-7	0.2873	0.5493	24.83	23.91	24.46	
5.100	0.000020	0.00017	-0.00029	-0.00027	-0.00040	-0.00032	-0.00074	0.00023	-0.00071	0.00054	1.912	-0.2873	5.100	2.705	1.565	26.03	26.52	29.11	26.61	1.686	-1.657	0.00017	3.52e-9	0.00027	7.80e-8	0.00032	1.26e-7	0.00023	1.68e-7	0.00054	3.85e-7	0.2873	0.5494	24.83	23.91	24.47	
5.200	0.000032	0.00017	-0.00029	-0.00027	-0.00040	-0.00031	-0.00074	0.00021	-0.00072	0.00054	1.912	-0.2873	5.200	2.704	1.565	26.03	26.52	29.11	26.61	1.685	-1.657	0.00017	5.35e-9	0.00027	7.64e-8	0.00031	1.27e-7	0.00021	1.59e-7	0.00054	3.89e-7	0.2873	0.5494	24.83	23.91	24.47	
5.300	0.000027	0.00017	-0.00028	-0.00026	-0.00040	-0.00031	-0.00074	0.00021	-0.00071	0.00054	1.912	-0.2873	5.300	2.703	1.563	26.03	26.52	29.11	26.61	1.685	-1.657	0.00017	4.70e-9	0.00026	7.20e-8	0.00031	1.25e-7	0.00021	1.56e-7	0.00054	3.82e-7	0.2873	0.5494	24.83	23.91	24.47	
5.400	0.000035	0.00018	-0.00029	-0.00026	-0.00040	-0.00032	-0.00075	0.00020	-0.00072	0.00053	1.912	-0.2873	5.400	2.701	1.562	26.03	26.52	29.11	26.61	1.685	-1.657	0.00018	6.13e-9	0.00026	7.32e-8	0.00032	1.28e-7	0.00020	1.50e-7	0.00053	3.81e-7	0.2873	0.5493	24.83	23.91	24.47	
5.500	0.000035	0.00018	-0.00029	-0.00026	-0.00039	-0.00031	-0.00075	0.00021	-0.00073	0.00053	1.912	-0.2873	5.500	2.701	1.562	26.03	26.52	29.11	26.61	1.683	-1.657	0.00018	6.18e-9	0.00026	7.48e-8	0.00031	1.24e-7	0.00021	1.59e-7	0.00053	3.90e-7	0.2873	0.5493	24.83	23.91	24.47	
5.600	0.000023	0.00019	-0.00028	-0.00025	-0.00038	-0.00031	-0.00075	0.00021	-0.00072	0.00053	1.912	-0.2873	5.600	2.699	1.561	26.03	26.52	29.11	26.61	1.684	-1.656	0.00019	4.32e-9	0.00025	7.09e-8	0.00031	1.19e-7	0.00021	1.58e-7	0.00053	3.84e-7	0.2873	0.5494	24.83	23.91	24.47	
5.700	0.000014	0.00018	-0.00028	-0.00026	-0.00039	-0.00031	-0.00073	0.00022	-0.00071	0.00053	1.912	-0.2872	5.700	2.698	1.560	26.03	26.52	29.11	26.61	1.684	-1.656	0.00018	2.62e-9	0.00026	7.13e-8	0.00031	1.22e-7	0.00022	1.58e-7	0.00053	3.79e-7	0.2872	0.5493	24.83	23.92	24.47	
5.800	0.000023	0.00018	-0.00027	-0.00026	-0.00039	-0.00032	-0.00074	0.00023	-0.00073	0.00052	1.912	-0.2872	5.800	2.697	1.559	26.03	26.52	29.11	26.61	1.683	-1.657	0.00018	4.15e-9	0.00026	6.80e-8	0.00032	1.25e-7	0.00023	1.69e-7	0.00052	3.80e-7	0.2872	0.5492	24.83	23.92	24.47	
5.900	0.000020	0.00016	-0.00027	-0.00025	-0.00039	-0.00032	-0.00076	0.00024	-0.00072	0.00053	1.912	-0.2872	5.900	2.696	1.558	26.03	26.52	29.11	26.61	1.682	-1.657	0.00016	3.31e-9	0.00025	6.91e-8	0.00032	1.25e-7	0.00024	1.79e-7	0.00053	3.79e-7	0.2872	0.5492	24.83	23.92	24.47	
6.000	0.000016	0.00017	-0.00028	-0.00025	-0.00040	-0.00030	-0.00076	0.00025	-0.00071	0.00054	1.912	-0.2872	6.000	2.696	1.558	26.03	26.51	29.11	26.62	1.682	-1.657	0.00017	2.76e-9	0.00025	7.20e-8	0.00030	1.19e-7	0.00025	1.90e-7	0.00054	3.84e-7	0.2872	0.5492	24.83	23.92	24.47	
6.100	0.000024	0.00018	-0.00029	-0.00026	-0.00040	-0.00032	-0.00076	0.00023	-0.00072	0.00053	1.912	-0.2872	6.100	2.694	1.557	26.03	26.51	29.11	26.62	1.681	-1.657	0.00018	4.38e-9	0.00026	7.59e-8	0.00032	1.25e-7	0.00023	1.78e-7	0.00053	3.84e-7	0.2872	0.5492	24.83	23.92	24.47	
6.200	0.000019	0.00017	-0.00029	-0.00028	-0.00040	-0.00032	-0.00076	0.00024	-0.00072	0.00054	1.912	-0.2872	6.200	2.692	1.557	26.03	26.51	29.11	26.61	1.680	-1.657	0.00017	3.27e-9	0.00028	7.85e-8	0.00032	1.27e-7	0.00024	1.81e-7	0.00054	3.87e-7	0.2872	0.5492	24.83	23.92	24.47	
6.300	0.000024	0.00017	-0.00028	-0.00027	-0.00040	-0.00031	-0.00076	0.00023	-0.00072	0.00053	1.912	-0.2872	6.300	2.692	1.555	26.03	26.52	29.11	26.61	1.680	-1.656	0.00017	4.10e-9	0.00027	7.57e-8	0.00031	1.25e-7	0.00023	1.74e-7	0.00053	3.83e-7	0.2872	0.5492	24.84	23.92	24.47	
6.400	0.000026	0.00018	-0.00029	-0.00027	-0.00040	-0.00032	-0.00077	0.00023	-0.00071	0.00053	1.912	-0.2872	6.400	2.691	1.555	26.02	26.51	29.11	26.61	1.680	-1.655	0.00018	4.67e-9	0.00027	7.65e-8	0.00032	1.26e-7	0.00023	1.76e-7	0.00053	3.75e-7	0.2872	0.5492	24.84	23.92	24.47	
6.500	0.000014	0.00018	-0.00029	-0.00027	-0.00039	-0.00033	-0.00077	0.00022	-0.00072	0.00053	1.912	-0.2872	6.500	2.691	1.554	26.02	26.52	29.11	26.61	1.680	-1.656	0.00018	2.62e-9	0.00027	7.84e-8	0.00033	1.29e-7	0.00022	1.70e-7	0.00053	3.79e-7	0.2872	0.5492	24.84	23.92	24.47	
6.600	2.88e-6	0.00018	-0.00030	-0.00027	-0.00039	-0.00033	-0.00076	0.00023	-0.00072	0.00053	1.912	-0.2872	6.600	2.690	1.553	26.02	26.51	29.11	26.62	1.679	-1.656	0.00018	5.19e-10	0.00027	7.96e-8	0.00033	1.29e-7	0.00023	1.78e-7	0.00053	3.88e-7	0.2872	0.5493	24.83	23.93	24.47	
6.700	-4.32e-6	0.00019	-0.00029	-0.00027	-0.00040	-0.00032	-0.00076	0.00025	-0.00073	0.00053	1.912	-0.2872	6.700	2.689	1.553	26.02	26.51	29.11	26.61	1.678	-1.656	0.00019	8.04e-10	0.00027	7.69e-8	0.00032	1.29e-7	0.00025	1.87e-7	0.00053	3.84e-7	0.2872	0.5493	24.84	23.93	24.47	
6.800	-4.32e-6	0.00018	-0.00028	-0.00026	-0.00039	-0.00031	-0.00075	0.00024	-0.00071	0.00051	1.912	-0.2872	6.800	2.688	1.552	26.02	26.51	29.11	26.62	1.678	-1.655	0.00018	7.97e-10	0.00026	7.17e-8	0.00031	1.21e-7	0.00024	1.82e-7	0.00051	3.60e-7	0.2872	0.5493	24.84	23.93	24.47	
6.900	-4.32e-6	0.00018	-0.00028	-0.00025	-0.00040	-0.00031	-0.00074	0.00023	-0.00072	0.00051	1.912	-0.2872	6.900	2.686	1.550	26.02	26.51	29.11	26.62	1.678	-1.655	0.00018	7.91e-10	0.00025	6.97e-8	0.00031	1.24e-7	0.00023	1.72e-7	0.00051	3.69e-7	0.2872	0.5493	24.84	23.93	24.47	
7.000	-1.44e-6	0.00019	-0.00029	-0.00026	-0.00039	-0.00032	-0.00076	0.00024	-0.00073	0.00054	1.912	-0.2872	7.000	2.685	1.550	26.02	26.51	29.11	26.62	1.677	-1.656	0.00019	2.68e-10	0.00026	7.32e-8	0.00032	1.24e-7	0.00024	1.81e-7	0.00054	3.92e-7	0.2872	0.5493	24.84	23.93	24.47	
