Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
105.60	0.000016	0.00039	-0.00031	-0.00021	-0.00042	-0.00027	-0.00068	0.00019	-0.00059	0.00058	0.00168	-0.00019	105.60	4.680	4.953	45.68	49.31	51.29	48.08	3.569	2.210	0.00039	6.19e-9	0.00021	6.30e-8	0.00027	1.14e-7	0.00019	1.28e-7	0.00058	3.47e-7	0.00019	3.21e-7	45.74	43.40	40.73	
105.70	0.000013	0.00039	-0.00031	-0.00020	-0.00042	-0.00028	-0.00069	0.00018	-0.00060	0.00059	0.00167	-0.00020	105.70	4.681	4.954	45.68	49.31	51.29	48.08	3.569	2.211	0.00039	5.08e-9	0.00020	6.22e-8	0.00028	1.18e-7	0.00018	1.25e-7	0.00059	3.51e-7	0.00020	3.37e-7	45.74	43.40	40.72	
105.80	0.000012	0.00040	-0.00031	-0.00020	-0.00042	-0.00027	-0.00070	0.00016	-0.00061	0.00059	0.00166	-0.00019	105.80	4.681	4.955	45.68	49.31	51.29	48.08	3.570	2.210	0.00040	4.64e-9	0.00020	6.33e-8	0.00027	1.15e-7	0.00016	1.10e-7	0.00059	3.55e-7	0.00019	3.17e-7	45.74	43.40	40.72	
105.90	0.000022	0.00040	-0.00031	-0.00020	-0.00043	-0.00027	-0.00069	0.00015	-0.00060	0.00058	0.00167	-0.00020	105.90	4.681	4.957	45.68	49.31	51.29	48.08	3.570	2.210	0.00040	8.75e-9	0.00020	6.21e-8	0.00027	1.17e-7	0.00015	1.07e-7	0.00058	3.44e-7	0.00020	3.37e-7	45.74	43.40	40.72	
106.00	0.000016	0.00042	-0.00031	-0.00020	-0.00044	-0.00026	-0.00069	0.00015	-0.00061	0.00056	0.00168	-0.00022	106.00	4.681	4.958	45.68	49.31	51.29	48.08	3.569	2.210	0.00042	6.58e-9	0.00020	6.15e-8	0.00026	1.16e-7	0.00015	1.04e-7	0.00056	3.42e-7	0.00022	3.65e-7	45.74	43.40	40.72	
106.10	0.000020	0.00041	-0.00031	-0.00021	-0.00045	-0.00027	-0.00070	0.00015	-0.00061	0.00056	0.00168	-0.00024	106.10	4.682	4.958	45.68	49.31	51.29	48.08	3.569	2.210	0.00041	8.34e-9	0.00021	6.52e-8	0.00027	1.19e-7	0.00015	1.07e-7	0.00056	3.43e-7	0.00024	3.99e-7	45.74	43.40	40.72	
106.20	0.000026	0.00039	-0.00030	-0.00021	-0.00044	-0.00027	-0.00070	0.00014	-0.00061	0.00057	0.00167	-0.00023	106.20	4.682	4.959	45.68	49.31	51.29	48.08	3.570	2.210	0.00039	1.02e-8	0.00021	6.39e-8	0.00027	1.19e-7	0.00014	9.87e-8	0.00057	3.48e-7	0.00023	3.82e-7	45.74	43.40	40.72	
106.30	0.000017	0.00040	-0.00030	-0.00021	-0.00044	-0.00028	-0.00069	0.00015	-0.00062	0.00057	0.00165	-0.00020	106.30	4.682	4.960	45.68	49.31	51.29	48.08	3.570	2.209	0.00040	6.85e-9	0.00021	6.37e-8	0.00028	1.20e-7	0.00015	1.02e-7	0.00057	3.50e-7	0.00020	3.36e-7	45.74	43.40	40.72	
106.40	0.000010	0.00041	-0.00029	-0.00021	-0.00044	-0.00027	-0.00070	0.00015	-0.00059	0.00057	0.00166	-0.00020	106.40	4.682	4.961	45.68	49.31	51.29	48.08	3.570	2.210	0.00041	4.16e-9	0.00021	6.23e-8	0.00027	1.17e-7	0.00015	1.06e-7	0.00057	3.34e-7	0.00020	3.40e-7	45.74	43.40	40.71	
106.50	0.000014	0.00042	-0.00029	-0.00021	-0.00045	-0.00027	-0.00069	0.00015	-0.00058	0.00055	0.00166	-0.00022	106.50	4.683	4.962	45.68	49.31	51.29	48.08	3.570	2.210	0.00042	6.08e-9	0.00021	6.25e-8	0.00027	1.18e-7	0.00015	1.05e-7	0.00055	3.17e-7	0.00022	3.68e-7	45.74	43.40	40.71	
106.60	0.000022	0.00040	-0.00031	-0.00022	-0.00045	-0.00027	-0.00070	0.00015	-0.00059	0.00055	0.00166	-0.00022	106.60	4.683	4.963	45.67	49.31	51.29	48.08	3.570	2.210	0.00040	8.75e-9	0.00022	6.60e-8	0.00027	1.22e-7	0.00015	1.05e-7	0.00055	3.21e-7	0.00022	3.63e-7	45.74	43.40	40.71	
106.70	0.000030	0.00041	-0.00030	-0.00021	-0.00044	-0.00027	-0.00071	0.00016	-0.00060	0.00055	0.00164	-0.00022	106.70	4.684	4.964	45.67	49.31	51.29	48.08	3.570	2.209	0.00041	1.25e-8	0.00021	6.34e-8	0.00027	1.18e-7	0.00016	1.10e-7	0.00055	3.33e-7	0.00022	3.68e-7	45.74	43.40	40.71	
106.80	0.000022	0.00042	-0.00031	-0.00021	-0.00044	-0.00028	-0.00071	0.00015	-0.00060	0.00055	0.00165	-0.00022	106.80	4.684	4.965	45.68	49.31	51.29	48.08	3.570	2.210	0.00042	8.97e-9	0.00021	6.47e-8	0.00028	1.22e-7	0.00015	1.10e-7	0.00055	3.34e-7	0.00022	3.64e-7	45.74	43.39	40.71	
106.90	0.000023	0.00042	-0.00031	-0.00020	-0.00045	-0.00027	-0.00070	0.00016	-0.00060	0.00056	0.00166	-0.00022	106.90	4.685	4.967	45.67	49.31	51.29	48.08	3.570	2.210	0.00042	9.60e-9	0.00020	6.03e-8	0.00027	1.21e-7	0.00016	1.13e-7	0.00056	3.36e-7	0.00022	3.60e-7	45.74	43.39	40.71	
107.00	0.000020	0.00043	-0.00031	-0.00021	-0.00044	-0.00028	-0.00070	0.00016	-0.00060	0.00058	0.00167	-0.00021	107.00	4.685	4.967	45.67	49.31	51.29	48.08	3.570	2.210	0.00043	8.61e-9	0.00021	6.37e-8	0.00028	1.24e-7	0.00016	1.11e-7	0.00058	3.46e-7	0.00021	3.57e-7	45.74	43.39	40.71	
107.10	0.000027	0.00043	-0.00028	-0.00022	-0.00044	-0.00028	-0.00069	0.00015	-0.00059	0.00056	0.00167	-0.00021	107.10	4.686	4.967	45.67	49.31	51.29	48.08	3.572	2.211	0.00043	1.17e-8	0.00022	6.07e-8	0.00028	1.23e-7	0.00015	1.05e-7	0.00056	3.30e-7	0.00021	3.51e-7	45.74	43.39	40.71	
107.20	0.000030	0.00043	-0.00028	-0.00021	-0.00044	-0.00027	-0.00070	0.00015	-0.00059	0.00056	0.00166	-0.00020	107.20	4.686	4.969	45.67	49.31	51.29	48.08	3.571	2.210	0.00043	1.30e-8	0.00021	5.83e-8	0.00027	1.18e-7	0.00015	1.07e-7	0.00056	3.30e-7	0.00020	3.35e-7	45.74	43.39	40.70	
107.30	0.000035	0.00041	-0.00028	-0.00020	-0.00045	-0.00027	-0.00070	0.00016	-0.00059	0.00056	0.00166	-0.00021	107.30	4.686	4.970	45.67	49.31	51.29	48.08	3.571	2.210	0.00041	1.43e-8	0.00020	5.59e-8	0.00027	1.21e-7	0.00016	1.14e-7	0.00056	3.27e-7	0.00021	3.56e-7	45.74	43.39	40.70	
107.40	0.000029	0.00041	-0.00026	-0.00021	-0.00044	-0.00026	-0.00070	0.00017	-0.00058	0.00056	0.00166	-0.00022	107.40	4.686	4.972	45.67	49.31	51.29	48.07	3.571	2.210	0.00041	1.18e-8	0.00021	5.51e-8	0.00026	1.16e-7	0.00017	1.19e-7	0.00056	3.26e-7	0.00022	3.66e-7	45.74	43.39	40.70	
107.50	0.000030	0.00042	-0.00028	-0.00021	-0.00045	-0.00027	-0.00069	0.00016	-0.00060	0.00057	0.00166	-0.00021	107.50	4.687	4.973	45.67	49.31	51.29	48.08	3.572	2.210	0.00042	1.27e-8	0.00021	5.77e-8	0.00027	1.22e-7	0.00016	1.12e-7	0.00057	3.38e-7	0.00021	3.57e-7	45.74	43.39	40.70	
107.60	0.000024	0.00041	-0.00030	-0.00020	-0.00045	-0.00027	-0.00070	0.00016	-0.00060	0.00058	0.00166	-0.00018	107.60	4.687	4.973	45.67	49.31	51.29	48.07	3.572	2.210	0.00041	9.99e-9	0.00020	6.06e-8	0.00027	1.19e-7	0.00016	1.10e-7	0.00058	3.45e-7	0.00018	3.04e-7	45.74	43.39	40.70	
107.70	0.000039	0.00041	-0.00030	-0.00020	-0.00045	-0.00026	-0.00069	0.00017	-0.00059	0.00057	0.00167	-0.00019	107.70	4.687	4.975	45.67	49.31	51.29	48.07	3.571	2.209	0.00041	1.60e-8	0.00020	6.05e-8	0.00026	1.17e-7	0.00017	1.16e-7	0.00057	3.35e-7	0.00019	3.13e-7	45.74	43.39	40.70	
107.80	0.000027	0.00042	-0.00030	-0.00019	-0.00044	-0.00029	-0.00068	0.00018	-0.00058	0.00057	0.00166	-0.00019	107.80	4.687	4.976	45.67	49.31	51.29	48.07	3.572	2.209	0.00042	1.14e-8	0.00019	5.67e-8	0.00029	1.26e-7	0.00018	1.23e-7	0.00057	3.31e-7	0.00019	3.14e-7	45.74	43.39	40.69	
107.90	0.000027	0.00041	-0.00030	-0.00020	-0.00045	-0.00027	-0.00068	0.00016	-0.00059	0.00056	0.00166	-0.00020	107.90	4.687	4.977	45.67	49.31	51.29	48.07	3.573	2.209	0.00041	1.12e-8	0.00020	5.79e-8	0.00027	1.23e-7	0.00016	1.12e-7	0.00056	3.31e-7	0.00020	3.32e-7	45.73	43.39	40.69	
108.00	0.000032	0.00040	-0.00030	-0.00021	-0.00045	-0.00027	-0.00069	0.00015	-0.00058	0.00054	0.00166	-0.00023	108.00	4.687	4.977	45.67	49.31	51.29	48.07	3.572	2.210	0.00040	1.27e-8	0.00021	6.39e-8	0.00027	1.23e-7	0.00015	1.01e-7	0.00054	3.15e-7	0.00023	3.78e-7	45.74	43.39	40.69	
108.10	0.000029	0.00038	-0.00031	-0.00020	-0.00045	-0.00027	-0.00069	0.00015	-0.00058	0.00054	0.00166	-0.00021	108.10	4.688	4.978	45.67	49.31	51.29	48.07	3.573	2.209	0.00038	1.09e-8	0.00020	6.15e-8	0.00027	1.20e-7	0.00015	1.07e-7	0.00054	3.11e-7	0.00021	3.55e-7	45.74	43.38	40.69	
108.20	0.000026	0.00037	-0.00031	-0.00019	-0.00045	-0.00027	-0.00070	0.00015	-0.00059	0.00055	0.00166	-0.00020	108.20	4.688	4.978	45.67	49.31	51.29	48.07	3.573	2.209	0.00037	9.72e-9	0.00019	5.91e-8	0.00027	1.18e-7	0.00015	1.07e-7	0.00055	3.29e-7	0.00020	3.36e-7	45.74	43.38	40.69	
108.30	0.000017	0.00037	-0.00029	-0.00019	-0.00045	-0.00025	-0.00071	0.00017	-0.00059	0.00056	0.00166	-0.00020	108.30	4.688	4.980	45.67	49.31	51.29	48.07	3.573	2.210	0.00037	6.48e-9	0.00019	5.58e-8	0.00025	1.13e-7	0.00017	1.20e-7	0.00056	3.35e-7	0.00020	3.27e-7	45.74	43.38	40.69	
108.40	0.000017	0.00037	-0.00030	-0.00020	-0.00044	-0.00028	-0.00071	0.00016	-0.00059	0.00057	0.00165	-0.00020	108.40	4.688	4.981	45.67	49.31	51.29	48.07	3.573	2.210	0.00037	6.48e-9	0.00020	6.00e-8	0.00028	1.24e-7	0.00016	1.16e-7	0.00057	3.38e-7	0.00020	3.39e-7	45.74	43.38	40.69	
108.50	0.000019	0.00037	-0.00030	-0.00020	-0.00045	-0.00028	-0.00071	0.00016	-0.00059	0.00058	0.00166	-0.00022	108.50	4.689	4.981	45.67	49.31	51.29	48.07	3.573	2.210	0.00037	7.02e-9	0.00020	6.03e-8	0.00028	1.23e-7	0.00016	1.10e-7	0.00058	3.41e-7	0.00022	3.63e-7	45.74	43.38	40.69	
108.60	0.000016	0.00037	-0.00030	-0.00019	-0.00045	-0.00027	-0.00070	0.00016	-0.00060	0.00057	0.00164	-0.00022	108.60	4.689	4.982	45.67	49.31	51.29	48.07	3.573	2.210	0.00037	5.92e-9	0.00019	5.75e-8	0.00027	1.20e-7	0.00016	1.09e-7	0.00057	3.42e-7	0.00022	3.57e-7	45.74	43.38	40.69	
108.70	0.000022	0.00038	-0.00030	-0.00018	-0.00044	-0.00027	-0.00071	0.00016	-0.00059	0.00056	0.00166	-0.00023	108.70	4.689	4.984	45.67	49.31	51.29	48.07	3.574	2.210	0.00038	8.13e-9	0.00018	5.49e-8	0.00027	1.17e-7	0.00016	1.15e-7	0.00056	3.28e-7	0.00023	3.75e-7	45.74	43.38	40.68	
108.80	0.000024	0.00038	-0.00030	-0.00018	-0.00044	-0.00027	-0.00071	0.00017	-0.00059	0.00055	0.00166	-0.00022	108.80	4.690	4.985	45.67	49.31	51.29	48.07	3.574	2.210	0.00038	9.21e-9	0.00018	5.26e-8	0.00027	1.17e-7	0.00017	1.22e-7	0.00055	3.24e-7	0.00022	3.69e-7	45.74	43.38	40.68	
108.90	0.000026	0.00038	-0.00030	-0.00018	-0.00044	-0.00026	-0.00072	0.00017	-0.00060	0.00054	0.00166	-0.00021	108.90	4.690	4.985	45.67	49.31	51.29	48.07	3.574	2.209	0.00038	9.83e-9	0.00018	5.41e-8	0.00026	1.15e-7	0.00017	1.21e-7	0.00054	3.27e-7	0.00021	3.48e-7	45.74	43.38	40.68	
109.00	0.000029	0.00038	-0.00031	-0.00019	-0.00044	-0.00026	-0.00071	0.00015	-0.00061	0.00055	0.00166	-0.00022	109.00	4.689	4.986	45.67	49.31	51.29	48.07	3.575	2.208	0.00038	1.11e-8	0.00019	5.78e-8	0.00026	1.15e-7	0.00015	1.06e-7	0.00055	3.32e-7	0.00022	3.63e-7	45.74	43.38	40.68	
109.10	0.000023	0.00037	-0.00031	-0.00019	-0.00044	-0.00027	-0.00070	0.00015	-0.00061	0.00054	0.00167	-0.00020	109.10	4.690	4.987	45.67	49.31	51.29	48.07	3.575	2.209	0.00037	8.54e-9	0.00019	6.04e-8	0.00027	1.19e-7	0.00015	1.09e-7	0.00054	3.28e-7	0.00020	3.41e-7	45.73	43.38	40.68	
109.20	0.000030	0.00037	-0.00031	-0.00020	-0.00044	-0.00027	-0.00071	0.00017	-0.00059	0.00054	0.00167	-0.00022	109.20	4.691	4.987	45.67	49.31	51.29	48.07	3.575	2.209	0.00037	1.13e-8	0.00020	6.24e-8	0.00027	1.20e-7	0.00017	1.18e-7	0.00054	3.19e-7	0.00022	3.71e-7	45.73	43.37	40.68	
109.30	0.000023	0.00038	-0.00030	-0.00019	-0.00045	-0.00027	-0.00073	0.00015	-0.00060	0.00055	0.00168	-0.00022	109.30	4.691	4.989	45.67	49.31	51.29	48.06	3.575	2.209	0.00038	8.81e-9	0.00019	5.82e-8	0.00027	1.20e-7	0.00015	1.12e-7	0.00055	3.29e-7	0.00022	3.68e-7	45.73	43.37	40.68	
109.40	0.000014	0.00037	-0.00030	-0.00019	-0.00045	-0.00026	-0.00073	0.00015	-0.00060	0.00055	0.00168	-0.00023	109.40	4.691	4.988	45.67	49.31	51.29	48.06	3.575	2.209	0.00037	5.38e-9	0.00019	5.76e-8	0.00026	1.17e-7	0.00015	1.12e-7	0.00055	3.26e-7	0.00023	3.94e-7	45.73	43.37	40.68	
109.50	0.000014	0.00037	-0.00032	-0.00019	-0.00045	-0.00027	-0.00072	0.00015	-0.00060	0.00054	0.00166	-0.00024	109.50	4.692	4.989	45.67	49.31	51.29	48.06	3.574	2.210	0.00037	5.38e-9	0.00019	6.14e-8	0.00027	1.19e-7	0.00015	1.10e-7	0.00054	3.21e-7	0.00024	3.94e-7	45.74	43.37	40.68	
109.60	4.32e-6	0.00038	-0.00031	-0.00020	-0.00044	-0.00027	-0.00072	0.00015	-0.00059	0.00054	0.00167	-0.00020	109.60	4.693	4.991	45.66	49.31	51.29	48.06	3.576	2.209	0.00038	1.64e-9	0.00020	6.21e-8	0.00027	1.18e-7	0.00015	1.09e-7	0.00054	3.19e-7	0.00020	3.41e-7	45.73	43.37	40.67	
109.70	-1.44e-6	0.00038	-0.00031	-0.00020	-0.00044	-0.00026	-0.00073	0.00014	-0.00060	0.00054	0.00167	-0.00020	109.70	4.694	4.991	45.66	49.31	51.29	48.06	3.576	2.209	0.00038	5.44e-10	0.00020	6.37e-8	0.00026	1.15e-7	0.00014	1.02e-7	0.00054	3.25e-7	0.00020	3.43e-7	45.73	43.37	40.67	
109.80	0.000012	0.00037	-0.00031	-0.00020	-0.00045	-0.00026	-0.00072	0.00015	-0.00060	0.00054	0.00168	-0.00020	109.80	4.693	4.992	45.66	49.31	51.29	48.06	3.576	2.211	0.00037	4.30e-9	0.00020	6.02e-8	0.00026	1.16e-7	0.00015	1.09e-7	0.00054	3.22e-7	0.00020	3.34e-7	45.73	43.37	40.67	
109.90	8.65e-6	0.00037	-0.00031	-0.00020	-0.00045	-0.00026	-0.00072	0.00016	-0.00059	0.00054	0.00168	-0.00022	109.90	4.694	4.993	45.66	49.31	51.29	48.06	3.576	2.210	0.00037	3.18e-9	0.00020	6.08e-8	0.00026	1.17e-7	0.00016	1.14e-7	0.00054	3.18e-7	0.00022	3.65e-7	45.73	43.37	40.67	
110.00	0.000013	0.00037	-0.00030	-0.00020	-0.00044	-0.00026	-0.00072	0.00014	-0.00059	0.00054	0.00168	-0.00023	110.00	4.694	4.993	45.66	49.31	51.29	48.06	3.576	2.210	0.00037	4.78e-9	0.00020	5.86e-8	0.00026	1.16e-7	0.00014	1.04e-7	0.00054	3.19e-7	0.00023	3.85e-7	45.73	43.37	40.67	
110.10	0.000012	0.00037	-0.00030	-0.00020	-0.00043	-0.00027	-0.00072	0.00016	-0.00059	0.00055	0.00169	-0.00023	110.10	4.695	4.995	45.66	49.31	51.29	48.06	3.577	2.210	0.00037	4.25e-9	0.00020	6.05e-8	0.00027	1.13e-7	0.00016	1.16e-7	0.00055	3.26e-7	0.00023	3.97e-7	45.73	43.37	40.67	
110.20	5.76e-6	0.00038	-0.00030	-0.00021	-0.00043	-0.00026	-0.00072	0.00016	-0.00059	0.00057	0.00168	-0.00023	110.20	4.695	4.995	45.66	49.31	51.29	48.06	3.578	2.211	0.00038	2.18e-9	0.00021	6.42e-8	0.00026	1.11e-7	0.00016	1.16e-7	0.00057	3.33e-7	0.00023	3.88e-7	45.73	43.37	40.67	
110.30	5.76e-6	0.00037	-0.00031	-0.00022	-0.00044	-0.00027	-0.00072	0.00015	-0.00061	0.00057	0.00165	-0.00022	110.30	4.696	4.996	45.66	49.31	51.29	48.06	3.578	2.211	0.00037	2.16e-9	0.00022	6.97e-8	0.00027	1.18e-7	0.00015	1.11e-7	0.00057	3.47e-7	0.00022	3.62e-7	45.73	43.36	40.67	
110.40	5.76e-6	0.00037	-0.00031	-0.00022	-0.00044	-0.00028	-0.00072	0.00016	-0.00061	0.00057	0.00165	-0.00021	110.40	4.694	4.997	45.66	49.31	51.29	48.06	3.578	2.209	0.00037	2.14e-9	0.00022	6.93e-8	0.00028	1.20e-7	0.00016	1.15e-7	0.00057	3.45e-7	0.00021	3.54e-7	45.73	43.36	40.66	
110.50	8.65e-6	0.00037	-0.00030	-0.00023	-0.00044	-0.00027	-0.00072	0.00017	-0.00061	0.00057	0.00164	-0.00023	110.50	4.697	4.998	45.66	49.31	51.29	48.06	3.579	2.211	0.00037	3.19e-9	0.00023	6.88e-8	0.00027	1.19e-7	0.00017	1.24e-7	0.00057	3.45e-7	0.00023	3.76e-7	45.73	43.36	40.66	
110.60	1.44e-6	0.00037	-0.00029	-0.00023	-0.00044	-0.00026	-0.00072	0.00016	-0.00061	0.00055	0.00167	-0.00024	110.60	4.698	4.998	45.66	49.31	51.29	48.06	3.578	2.211	0.00037	5.34e-10	0.00023	6.87e-8	0.00026	1.13e-7	0.00016	1.18e-7	0.00055	3.34e-7	0.00024	4.06e-7	45.73	43.36	40.66	
110.70	5.76e-6	0.00037	-0.00030	-0.00021	-0.00045	-0.00026	-0.00073	0.00018	-0.00060	0.00055	0.00167	-0.00021	110.70	4.697	4.999	45.66	49.31	51.29	48.06	3.579	2.211	0.00037	2.14e-9	0.00021	6.22e-8	0.00026	1.15e-7	0.00018	1.28e-7	0.00055	3.30e-7	0.00021	3.58e-7	45.73	43.36	40.66	
110.80	5.76e-6	0.00038	-0.00030	-0.00020	-0.00045	-0.00026	-0.00072	0.00018	-0.00059	0.00055	0.00166	-0.00020	110.80	4.698	4.999	45.66	49.31	51.29	48.06	3.579	2.210	0.00038	2.19e-9	0.00020	6.15e-8	0.00026	1.16e-7	0.00018	1.26e-7	0.00055	3.24e-7	0.00020	3.37e-7	45.73	43.36	40.66	
110.90	5.76e-6	0.00039	-0.00030	-0.00020	-0.00045	-0.00026	-0.00071	0.00017	-0.00060	0.00054	0.00166	-0.00021	110.90	4.699	5.001	45.66	49.31	51.29	48.06	3.580	2.211	0.00039	2.23e-9	0.00020	6.09e-8	0.00026	1.15e-7	0.00017	1.23e-7	0.00054	3.25e-7	0.00021	3.56e-7	45.73	43.36	40.66	
111.00	0.000010	0.00037	-0.00032	-0.00021	-0.00045	-0.00024	-0.00071	0.00017	-0.00060	0.00054	0.00168	-0.00024	111.00	4.698	5.001	45.66	49.31	51.29	48.06	3.580	2.210	0.00037	3.78e-9	0.00021	6.50e-8	0.00024	1.07e-7	0.00017	1.24e-7	0.00054	3.29e-7	0.00024	4.06e-7	45.73	43.36	40.66	
111.10	0.000012	0.00039	-0.00032	-0.00020	-0.00044	-0.00024	-0.00070	0.00017	-0.00060	0.00053	0.00168	-0.00024	111.10	4.699	5.001	45.66	49.31	51.29	48.06	3.580	2.211	0.00039	4.50e-9	0.00020	6.39e-8	0.00024	1.07e-7	0.00017	1.19e-7	0.00053	3.19e-7	0.00024	4.11e-7	45.73	43.36	40.66	
111.20	0.000012	0.00039	-0.00032	-0.00021	-0.00045	-0.00026	-0.00071	0.00016	-0.00059	0.00053	0.00167	-0.00023	111.20	4.700	5.003	45.66	49.31	51.29	48.06	3.580	2.211	0.00039	4.45e-9	0.00021	6.61e-8	0.00026	1.15e-7	0.00016	1.17e-7	0.00053	3.14e-7	0.00023	3.81e-7	45.73	43.36	40.65	
111.30	0.000010	0.00039	-0.00032	-0.00020	-0.00045	-0.00025	-0.00071	0.00017	-0.00059	0.00054	0.00166	-0.00023	111.30	4.700	5.003	45.66	49.31	51.29	48.06	3.581	2.211	0.00039	3.90e-9	0.00020	6.45e-8	0.00025	1.11e-7	0.00017	1.21e-7	0.00054	3.15e-7	0.00023	3.81e-7	45.73	43.36	40.65	
111.40	0.000012	0.00038	-0.00032	-0.00020	-0.00045	-0.00024	-0.00070	0.00016	-0.00059	0.00053	0.00166	-0.00022	111.40	4.700	5.005	45.66	49.31	51.29	48.06	3.582	2.211	0.00038	4.37e-9	0.00020	6.31e-8	0.00024	1.06e-7	0.00016	1.16e-7	0.00053	3.09e-7	0.00022	3.62e-7	45.73	43.36	40.65	
111.50	0.000010	0.00038	-0.00032	-0.00020	-0.00044	-0.00024	-0.00071	0.00017	-0.00060	0.00053	0.00167	-0.00021	111.50	4.699	5.006	45.66	49.31	51.29	48.05	3.582	2.211	0.00038	3.82e-9	0.00020	6.50e-8	0.00024	1.05e-7	0.00017	1.18e-7	0.00053	3.16e-7	0.00021	3.55e-7	45.73	43.36	40.65	
111.60	0.000012	0.00038	-0.00033	-0.00021	-0.00043	-0.00026	-0.00072	0.00016	-0.00060	0.00054	0.00167	-0.00024	111.60	4.700	5.006	45.66	49.31	51.29	48.05	3.582	2.211	0.00038	4.44e-9	0.00021	6.91e-8	0.00026	1.11e-7	0.00016	1.15e-7	0.00054	3.22e-7	0.00024	3.97e-7	45.73	43.35	40.65	
111.70	0.000014	0.00038	-0.00033	-0.00021	-0.00043	-0.00026	-0.00071	0.00017	-0.00059	0.00054	0.00167	-0.00023	111.70	4.701	5.006	45.65	49.31	51.29	48.05	3.582	2.211	0.00038	5.55e-9	0.00021	6.90e-8	0.00026	1.11e-7	0.00017	1.18e-7	0.00054	3.19e-7	0.00023	3.81e-7	45.72	43.35	40.65	
111.80	4.32e-6	0.00038	-0.00032	-0.00020	-0.00044	-0.00025	-0.00071	0.00017	-0.00059	0.00054	0.00166	-0.00021	111.80	4.700	5.006	45.65	49.31	51.29	48.05	3.583	2.210	0.00038	1.66e-9	0.00020	6.39e-8	0.00025	1.09e-7	0.00017	1.22e-7	0.00054	3.17e-7	0.00021	3.57e-7	45.72	43.35	40.65	
111.90	1.44e-6	0.00038	-0.00031	-0.00020	-0.00044	-0.00026	-0.00071	0.00017	-0.00060	0.00054	0.00166	-0.00022	111.90	4.700	5.006	45.65	49.31	51.29	48.05	3.583	2.211	0.00038	5.48e-10	0.00020	6.40e-8	0.00026	1.13e-7	0.00017	1.23e-7	0.00054	3.25e-7	0.00022	3.62e-7	45.72	43.35	40.65	
112.00	0.000010	0.00037	-0.00031	-0.00020	-0.00043	-0.00026	-0.00073	0.00018	-0.00061	0.00054	0.00165	-0.00021	112.00	4.701	5.008	45.65	49.31	51.29	48.05	3.584	2.212	0.00037	3.78e-9	0.00020	6.26e-8	0.00026	1.12e-7	0.00018	1.30e-7	0.00054	3.32e-7	0.00021	3.48e-7	45.72	43.35	40.65	
112.10	0.000010	0.00037	-0.00031	-0.00019	-0.00044	-0.00027	-0.00073	0.00020	-0.00061	0.00054	0.00164	-0.00021	112.10	4.702	5.009	45.65	49.31	51.29	48.05	3.584	2.211	0.00037	3.78e-9	0.00019	5.90e-8	0.00027	1.18e-7	0.00020	1.44e-7	0.00054	3.33e-7	0.00021	3.46e-7	45.72	43.35	40.65	
112.20	8.65e-6	0.00037	-0.00030	-0.00019	-0.00044	-0.00027	-0.00073	0.00019	-0.00062	0.00054	0.00164	-0.00021	112.20	4.702	5.009	45.65	49.31	51.29	48.05	3.585	2.211	0.00037	3.18e-9	0.00019	5.49e-8	0.00027	1.18e-7	0.00019	1.37e-7	0.00054	3.35e-7	0.00021	3.52e-7	45.72	43.35	40.64	
112.30	5.76e-6	0.00038	-0.00031	-0.00020	-0.00043	-0.00026	-0.00071	0.00017	-0.00061	0.00054	0.00166	-0.00021	112.30	4.701	5.009	45.65	49.31	51.29	48.05	3.585	2.212	0.00038	2.17e-9	0.00020	6.09e-8	0.00026	1.14e-7	0.00017	1.24e-7	0.00054	3.29e-7	0.00021	3.51e-7	45.72	43.35	40.64	
112.40	0.000020	0.00038	-0.00030	-0.00022	-0.00042	-0.00026	-0.00072	0.00016	-0.00060	0.00053	0.00166	-0.00021	112.40	4.702	5.008	45.65	49.31	51.29	48.05	3.587	2.212	0.00038	7.73e-9	0.00022	6.54e-8	0.00026	1.09e-7	0.00016	1.19e-7	0.00053	3.19e-7	0.00021	3.54e-7	45.72	43.35	40.64	
112.50	0.000017	0.00038	-0.00030	-0.00021	-0.00043	-0.00026	-0.00072	0.00017	-0.00057	0.00053	0.00166	-0.00022	112.50	4.702	5.010	45.65	49.31	51.29	48.05	3.587	2.211	0.00038	6.58e-9	0.00021	6.26e-8	0.00026	1.09e-7	0.00017	1.26e-7	0.00053	3.03e-7	0.00022	3.68e-7	45.72	43.35	40.64	
