Time1_[s]	Voltage_10_A_[V]	Shunt_10_A_[V]	Voltage_8.2_B_[V]	Shunt_8.2_B_[V]	Voltage_9.09_C_[V]	Shunt_9.09_C_[V]	Voltage_4.1_D_[V]	Shunt_4.1_D_[V]	Voltage_4.1_E_[V]	Shunt_4.1_E_[V]	Voltage_VarR_[V]	Shunt_VarR_[V]	Time2_[s]	T5_cold_surf_B_[degC]	T8_cold_surf_C_[degC]	T2_hot_surf_C_[degC]	T4_hot_surf_A_[degC]	T3_hot_in_TEGs_[degC]	T6_hot_surf_B_[degC]	T7_cold_surf_A_[degC]	T1_cold_in_TEGs_[degC]	Current_A_[A]	Power_A_[W]	Current_B_[A]	Power_B_[W]	Current_C_[]	Power_C_[]	Current_D_[]	Power_D_[]	Current_E_[]	Power_E_[]	Current_VarR_[]	Power_VarR_[]	DT_surf_A_K]	DT_surf_B_[]	DT_surf_C_[]
261.30	0.000032	0.00041	-0.00032	-0.00018	-0.00040	-0.00030	-0.00069	0.00021	-0.00060	0.00059	0.00165	-0.00031	261.30	4.821	5.215	45.46	49.25	51.31	47.76	3.754	2.241	0.00041	1.30e-8	0.00018	5.68e-8	0.00030	1.20e-7	0.00021	1.48e-7	0.00059	3.56e-7	0.00031	5.08e-7	45.49	42.94	40.24	
261.40	0.000016	0.00042	-0.00032	-0.00018	-0.00040	-0.00029	-0.00071	0.00021	-0.00060	0.00059	0.00165	-0.00030	261.40	4.822	5.215	45.46	49.25	51.31	47.76	3.754	2.242	0.00042	6.67e-9	0.00018	5.78e-8	0.00029	1.16e-7	0.00021	1.47e-7	0.00059	3.56e-7	0.00030	4.95e-7	45.50	42.94	40.24	
261.50	0.000023	0.00042	-0.00032	-0.00018	-0.00040	-0.00029	-0.00073	0.00020	-0.00059	0.00059	0.00164	-0.00029	261.50	4.821	5.215	45.46	49.25	51.31	47.76	3.755	2.241	0.00042	9.70e-9	0.00018	5.74e-8	0.00029	1.13e-7	0.00020	1.45e-7	0.00059	3.50e-7	0.00029	4.75e-7	45.50	42.94	40.24	
261.60	0.000030	0.00041	-0.00032	-0.00018	-0.00040	-0.00030	-0.00073	0.00020	-0.00059	0.00059	0.00163	-0.00030	261.60	4.822	5.215	45.46	49.25	51.31	47.76	3.755	2.241	0.00041	1.25e-8	0.00018	5.65e-8	0.00030	1.23e-7	0.00020	1.44e-7	0.00059	3.47e-7	0.00030	4.82e-7	45.50	42.94	40.24	
261.70	0.000035	0.00042	-0.00031	-0.00019	-0.00041	-0.00032	-0.00072	0.00021	-0.00058	0.00059	0.00164	-0.00030	261.70	4.823	5.215	45.46	49.25	51.31	47.76	3.754	2.242	0.00042	1.46e-8	0.00019	5.84e-8	0.00032	1.32e-7	0.00021	1.49e-7	0.00059	3.42e-7	0.00030	4.86e-7	45.50	42.94	40.24	
261.80	0.000040	0.00042	-0.00032	-0.00019	-0.00041	-0.00032	-0.00072	0.00021	-0.00059	0.00060	0.00164	-0.00030	261.80	4.823	5.214	45.46	49.25	51.31	47.76	3.755	2.242	0.00042	1.69e-8	0.00019	5.94e-8	0.00032	1.30e-7	0.00021	1.54e-7	0.00060	3.50e-7	0.00030	4.91e-7	45.50	42.94	40.24	
261.90	0.000040	0.00042	-0.00031	-0.00018	-0.00041	-0.00030	-0.00072	0.00021	-0.00060	0.00059	0.00164	-0.00030	261.90	4.823	5.214	45.46	49.25	51.31	47.76	3.755	2.242	0.00042	1.68e-8	0.00018	5.60e-8	0.00030	1.26e-7	0.00021	1.50e-7	0.00059	3.53e-7	0.00030	4.84e-7	45.49	42.94	40.24	
262.00	0.000036	0.00041	-0.00032	-0.00018	-0.00042	-0.00030	-0.00071	0.00022	-0.00059	0.00059	0.00165	-0.00031	262.00	4.824	5.214	45.46	49.25	51.31	47.76	3.755	2.241	0.00041	1.48e-8	0.00018	5.82e-8	0.00030	1.25e-7	0.00022	1.55e-7	0.00059	3.47e-7	0.00031	5.04e-7	45.50	42.94	40.24	
262.10	0.000035	0.00042	-0.00032	-0.00018	-0.00041	-0.00030	-0.00071	0.00019	-0.00059	0.00060	0.00165	-0.00033	262.10	4.824	5.214	45.46	49.25	51.31	47.76	3.755	2.242	0.00042	1.45e-8	0.00018	5.85e-8	0.00030	1.24e-7	0.00019	1.38e-7	0.00060	3.53e-7	0.00033	5.49e-7	45.50	42.94	40.24	
262.20	0.000045	0.00043	-0.00032	-0.00018	-0.00041	-0.00030	-0.00072	0.00019	-0.00059	0.00059	0.00164	-0.00031	262.20	4.824	5.215	45.46	49.25	51.31	47.76	3.756	2.242	0.00043	1.91e-8	0.00018	5.93e-8	0.00030	1.22e-7	0.00019	1.38e-7	0.00059	3.48e-7	0.00031	5.05e-7	45.50	42.94	40.24	
262.30	0.000045	0.00044	-0.00033	-0.00018	-0.00041	-0.00029	-0.00071	0.00019	-0.00060	0.00060	0.00165	-0.00030	262.30	4.824	5.214	45.46	49.25	51.31	47.76	3.755	2.242	0.00044	1.94e-8	0.00018	5.90e-8	0.00029	1.18e-7	0.00019	1.34e-7	0.00060	3.57e-7	0.00030	4.98e-7	45.50	42.94	40.24	
262.40	0.000040	0.00043	-0.00033	-0.00018	-0.00041	-0.00028	-0.00072	0.00019	-0.00060	0.00059	0.00165	-0.00030	262.40	4.824	5.214	45.46	49.25	51.31	47.76	3.755	2.243	0.00043	1.75e-8	0.00018	5.87e-8	0.00028	1.14e-7	0.00019	1.37e-7	0.00059	3.55e-7	0.00030	4.89e-7	45.50	42.94	40.24	
262.50	0.000026	0.00043	-0.00033	-0.00018	-0.00040	-0.00029	-0.00072	0.00020	-0.00060	0.00060	0.00165	-0.00030	262.50	4.825	5.215	45.46	49.25	51.31	47.76	3.755	2.242	0.00043	1.12e-8	0.00018	5.90e-8	0.00029	1.17e-7	0.00020	1.45e-7	0.00060	3.63e-7	0.00030	4.89e-7	45.50	42.94	40.24	
262.60	0.000022	0.00043	-0.00033	-0.00018	-0.00041	-0.00030	-0.00071	0.00020	-0.00060	0.00060	0.00166	-0.00030	262.60	4.825	5.215	45.46	49.25	51.31	47.76	3.754	2.241	0.00043	9.35e-9	0.00018	5.75e-8	0.00030	1.21e-7	0.00020	1.45e-7	0.00060	3.61e-7	0.00030	4.98e-7	45.50	42.94	40.24	
262.70	0.000020	0.00043	-0.00032	-0.00019	-0.00041	-0.00029	-0.00071	0.00020	-0.00059	0.00060	0.00165	-0.00031	262.70	4.825	5.215	45.46	49.25	51.31	47.76	3.756	2.242	0.00043	8.64e-9	0.00019	6.09e-8	0.00029	1.20e-7	0.00020	1.41e-7	0.00060	3.53e-7	0.00031	5.15e-7	45.50	42.94	40.24	
262.80	0.000019	0.00042	-0.00032	-0.00018	-0.00041	-0.00029	-0.00071	0.00020	-0.00060	0.00058	0.00165	-0.00026	262.80	4.826	5.215	45.46	49.25	51.31	47.76	3.754	2.243	0.00042	7.83e-9	0.00018	5.86e-8	0.00029	1.19e-7	0.00020	1.45e-7	0.00058	3.47e-7	0.00026	4.23e-7	45.50	42.93	40.24	
262.90	0.000014	0.00042	-0.00033	-0.00016	-0.00041	-0.00029	-0.00071	0.00022	-0.00059	0.00058	0.00165	-0.00023	262.90	4.826	5.215	45.46	49.25	51.31	47.76	3.754	2.242	0.00042	5.98e-9	0.00016	5.33e-8	0.00029	1.21e-7	0.00022	1.53e-7	0.00058	3.41e-7	0.00023	3.86e-7	45.50	42.93	40.24	
263.00	0.000023	0.00041	-0.00033	-0.00016	-0.00041	-0.00029	-0.00072	0.00022	-0.00059	0.00058	0.00165	-0.00028	263.00	4.826	5.216	45.46	49.25	51.31	47.76	3.755	2.242	0.00041	9.44e-9	0.00016	5.45e-8	0.00029	1.18e-7	0.00022	1.58e-7	0.00058	3.40e-7	0.00028	4.58e-7	45.50	42.93	40.24	
263.10	0.000027	0.00041	-0.00032	-0.00017	-0.00040	-0.00028	-0.00071	0.00022	-0.00058	0.00058	0.00165	-0.00028	263.10	4.826	5.216	45.46	49.25	51.31	47.76	3.755	2.242	0.00041	1.12e-8	0.00017	5.51e-8	0.00028	1.14e-7	0.00022	1.54e-7	0.00058	3.32e-7	0.00028	4.63e-7	45.50	42.93	40.24	
263.20	0.000036	0.00040	-0.00031	-0.00017	-0.00041	-0.00028	-0.00070	0.00022	-0.00057	0.00058	0.00164	-0.00030	263.20	4.825	5.216	45.46	49.25	51.31	47.76	3.755	2.242	0.00040	1.44e-8	0.00017	5.26e-8	0.00028	1.13e-7	0.00022	1.54e-7	0.00058	3.28e-7	0.00030	4.93e-7	45.50	42.93	40.24	
263.30	0.000024	0.00040	-0.00032	-0.00020	-0.00042	-0.00029	-0.00070	0.00020	-0.00055	0.00058	0.00164	-0.00031	263.30	4.826	5.215	45.46	49.25	51.31	47.76	3.755	2.242	0.00040	9.81e-9	0.00020	6.50e-8	0.00029	1.21e-7	0.00020	1.39e-7	0.00058	3.17e-7	0.00031	5.14e-7	45.50	42.93	40.24	
263.40	0.000036	0.00040	-0.00032	-0.00020	-0.00043	-0.00030	-0.00073	0.00020	-0.00055	0.00060	0.00164	-0.00032	263.40	4.826	5.216	45.46	49.25	51.31	47.76	3.755	2.242	0.00040	1.45e-8	0.00020	6.44e-8	0.00030	1.27e-7	0.00020	1.45e-7	0.00060	3.25e-7	0.00032	5.27e-7	45.50	42.93	40.24	
263.50	0.000023	0.00040	-0.00031	-0.00020	-0.00042	-0.00030	-0.00071	0.00021	-0.00055	0.00060	0.00164	-0.00032	263.50	4.827	5.216	45.46	49.25	51.31	47.76	3.753	2.243	0.00040	9.30e-9	0.00020	6.29e-8	0.00030	1.26e-7	0.00021	1.52e-7	0.00060	3.30e-7	0.00032	5.26e-7	45.50	42.93	40.24	
263.60	0.000017	0.00040	-0.00033	-0.00019	-0.00042	-0.00030	-0.00070	0.00019	-0.00056	0.00060	0.00166	-0.00033	263.60	4.827	5.218	45.46	49.25	51.31	47.76	3.753	2.243	0.00040	6.90e-9	0.00019	6.42e-8	0.00030	1.25e-7	0.00019	1.34e-7	0.00060	3.35e-7	0.00033	5.40e-7	45.50	42.93	40.24	
263.70	0.000027	0.00040	-0.00032	-0.00020	-0.00042	-0.00029	-0.00072	0.00018	-0.00056	0.00059	0.00166	-0.00031	263.70	4.827	5.218	45.45	49.25	51.31	47.76	3.754	2.243	0.00040	1.09e-8	0.00020	6.35e-8	0.00029	1.22e-7	0.00018	1.32e-7	0.00059	3.31e-7	0.00031	5.11e-7	45.50	42.93	40.24	
263.80	0.000022	0.00041	-0.00032	-0.00019	-0.00042	-0.00029	-0.00071	0.00019	-0.00056	0.00059	0.00167	-0.00029	263.80	4.827	5.218	45.46	49.25	51.31	47.76	3.753	2.242	0.00041	8.82e-9	0.00019	6.09e-8	0.00029	1.21e-7	0.00019	1.34e-7	0.00059	3.31e-7	0.00029	4.78e-7	45.50	42.93	40.24	
263.90	0.000017	0.00041	-0.00032	-0.00019	-0.00042	-0.00031	-0.00071	0.00019	-0.00059	0.00058	0.00166	-0.00028	263.90	4.828	5.219	45.45	49.25	51.31	47.76	3.753	2.243	0.00041	7.08e-9	0.00019	6.10e-8	0.00031	1.30e-7	0.00019	1.38e-7	0.00058	3.43e-7	0.00028	4.70e-7	45.50	42.93	40.24	
264.00	0.000023	0.00040	-0.00032	-0.00018	-0.00043	-0.00031	-0.00070	0.00020	-0.00057	0.00059	0.00165	-0.00028	264.00	4.828	5.218	45.45	49.25	51.31	47.76	3.753	2.243	0.00040	9.14e-9	0.00018	5.62e-8	0.00031	1.33e-7	0.00020	1.40e-7	0.00059	3.36e-7	0.00028	4.69e-7	45.50	42.93	40.24	
264.10	0.000035	0.00040	-0.00032	-0.00017	-0.00043	-0.00032	-0.00070	0.00019	-0.00056	0.00061	0.00166	-0.00028	264.10	4.828	5.219	45.45	49.25	51.31	47.76	3.753	2.243	0.00040	1.38e-8	0.00017	5.42e-8	0.00032	1.39e-7	0.00019	1.35e-7	0.00061	3.41e-7	0.00028	4.68e-7	45.50	42.93	40.23	
264.20	0.000042	0.00041	-0.00030	-0.00017	-0.00043	-0.00032	-0.00069	0.00019	-0.00056	0.00061	0.00166	-0.00030	264.20	4.828	5.219	45.45	49.25	51.31	47.76	3.753	2.243	0.00041	1.71e-8	0.00017	5.30e-8	0.00032	1.36e-7	0.00019	1.32e-7	0.00061	3.39e-7	0.00030	4.98e-7	45.50	42.93	40.24	
264.30	0.000032	0.00040	-0.00030	-0.00019	-0.00042	-0.00031	-0.00068	0.00020	-0.00058	0.00060	0.00166	-0.00029	264.30	4.828	5.220	45.45	49.25	51.31	47.76	3.752	2.243	0.00040	1.27e-8	0.00019	5.78e-8	0.00031	1.31e-7	0.00020	1.38e-7	0.00060	3.47e-7	0.00029	4.88e-7	45.50	42.93	40.23	
264.40	0.000032	0.00040	-0.00032	-0.00019	-0.00042	-0.00030	-0.00070	0.00020	-0.00058	0.00059	0.00166	-0.00030	264.40	4.827	5.221	45.45	49.25	51.31	47.76	3.752	2.243	0.00040	1.27e-8	0.00019	6.09e-8	0.00030	1.23e-7	0.00020	1.42e-7	0.00059	3.39e-7	0.00030	4.99e-7	45.50	42.93	40.23	
264.50	0.000014	0.00040	-0.00031	-0.00018	-0.00042	-0.00030	-0.00071	0.00021	-0.00056	0.00058	0.00166	-0.00030	264.50	4.828	5.221	45.45	49.25	51.31	47.75	3.753	2.243	0.00040	5.84e-9	0.00018	5.54e-8	0.00030	1.24e-7	0.00021	1.46e-7	0.00058	3.25e-7	0.00030	4.92e-7	45.50	42.93	40.23	
264.60	0.000014	0.00041	-0.00031	-0.00017	-0.00043	-0.00031	-0.00071	0.00019	-0.00059	0.00058	0.00166	-0.00030	264.60	4.829	5.222	45.45	49.25	51.31	47.76	3.752	2.243	0.00041	5.94e-9	0.00017	5.38e-8	0.00031	1.31e-7	0.00019	1.39e-7	0.00058	3.40e-7	0.00030	4.99e-7	45.50	42.93	40.23	
264.70	0.000012	0.00043	-0.00032	-0.00018	-0.00043	-0.00031	-0.00071	0.00018	-0.00058	0.00059	0.00165	-0.00031	264.70	4.829	5.221	45.45	49.25	51.31	47.75	3.752	2.243	0.00043	4.90e-9	0.00018	5.57e-8	0.00031	1.32e-7	0.00018	1.29e-7	0.00059	3.41e-7	0.00031	5.12e-7	45.50	42.93	40.23	
264.80	0.000017	0.00043	-0.00032	-0.00018	-0.00043	-0.00032	-0.00070	0.00019	-0.00058	0.00057	0.00166	-0.00029	264.80	4.829	5.222	45.45	49.25	51.31	47.75	3.751	2.242	0.00043	7.43e-9	0.00018	5.70e-8	0.00032	1.37e-7	0.00019	1.30e-7	0.00057	3.31e-7	0.00029	4.74e-7	45.50	42.93	40.23	
264.90	0.000026	0.00043	-0.00033	-0.00017	-0.00043	-0.00031	-0.00071	0.00018	-0.00057	0.00058	0.00165	-0.00029	264.90	4.830	5.222	45.45	49.25	51.31	47.75	3.751	2.242	0.00043	1.12e-8	0.00017	5.61e-8	0.00031	1.33e-7	0.00018	1.30e-7	0.00058	3.29e-7	0.00029	4.80e-7	45.50	42.92	40.23	
265.00	0.000013	0.00044	-0.00032	-0.00017	-0.00043	-0.00032	-0.00071	0.00019	-0.00059	0.00059	0.00163	-0.00031	265.00	4.830	5.223	45.45	49.26	51.31	47.75	3.751	2.242	0.00044	5.64e-9	0.00017	5.53e-8	0.00032	1.36e-7	0.00019	1.32e-7	0.00059	3.47e-7	0.00031	5.13e-7	45.51	42.92	40.23	
265.10	0.000020	0.00043	-0.00032	-0.00019	-0.00043	-0.00031	-0.00071	0.00020	-0.00059	0.00059	0.00163	-0.00030	265.10	4.829	5.223	45.45	49.26	51.31	47.75	3.750	2.243	0.00043	8.64e-9	0.00019	5.87e-8	0.00031	1.36e-7	0.00020	1.42e-7	0.00059	3.52e-7	0.00030	4.92e-7	45.51	42.92	40.23	
265.20	0.000030	0.00044	-0.00031	-0.00019	-0.00044	-0.00031	-0.00071	0.00021	-0.00059	0.00060	0.00164	-0.00029	265.20	4.829	5.224	45.45	49.25	51.31	47.75	3.751	2.242	0.00044	1.32e-8	0.00019	5.86e-8	0.00031	1.37e-7	0.00021	1.51e-7	0.00060	3.49e-7	0.00029	4.72e-7	45.50	42.92	40.23	
265.30	0.000030	0.00044	-0.00031	-0.00019	-0.00044	-0.00032	-0.00072	0.00021	-0.00058	0.00059	0.00163	-0.00030	265.30	4.829	5.224	45.45	49.25	51.31	47.75	3.750	2.242	0.00044	1.32e-8	0.00019	5.78e-8	0.00032	1.37e-7	0.00021	1.48e-7	0.00059	3.39e-7	0.00030	4.85e-7	45.50	42.92	40.23	
265.40	0.000023	0.00043	-0.00031	-0.00018	-0.00043	-0.00031	-0.00070	0.00020	-0.00059	0.00058	0.00163	-0.00030	265.40	4.830	5.224	45.45	49.26	51.31	47.75	3.750	2.242	0.00043	9.90e-9	0.00018	5.70e-8	0.00031	1.35e-7	0.00020	1.43e-7	0.00058	3.40e-7	0.00030	4.92e-7	45.51	42.92	40.23	
265.50	0.000024	0.00044	-0.00033	-0.00019	-0.00043	-0.00031	-0.00070	0.00019	-0.00060	0.00058	0.00163	-0.00030	265.50	4.832	5.225	45.45	49.26	51.31	47.75	3.749	2.243	0.00044	1.07e-8	0.00019	6.20e-8	0.00031	1.32e-7	0.00019	1.33e-7	0.00058	3.47e-7	0.00030	4.88e-7	45.51	42.92	40.23	
265.60	0.000019	0.00042	-0.00032	-0.00019	-0.00043	-0.00030	-0.00072	0.00019	-0.00060	0.00058	0.00163	-0.00029	265.60	4.832	5.225	45.45	49.26	51.31	47.75	3.749	2.242	0.00042	7.88e-9	0.00019	6.22e-8	0.00030	1.29e-7	0.00019	1.33e-7	0.00058	3.46e-7	0.00029	4.80e-7	45.51	42.92	40.23	
265.70	0.000010	0.00042	-0.00031	-0.00019	-0.00043	-0.00031	-0.00071	0.00020	-0.00060	0.00058	0.00163	-0.00031	265.70	4.831	5.226	45.45	49.26	51.31	47.75	3.748	2.243	0.00042	4.20e-9	0.00019	6.11e-8	0.00031	1.34e-7	0.00020	1.42e-7	0.00058	3.44e-7	0.00031	5.01e-7	45.51	42.92	40.23	
265.80	0.000016	0.00043	-0.00033	-0.00019	-0.00042	-0.00031	-0.00071	0.00018	-0.00059	0.00058	0.00163	-0.00031	265.80	4.832	5.227	45.45	49.26	51.31	47.75	3.747	2.241	0.00043	6.85e-9	0.00019	6.21e-8	0.00031	1.30e-7	0.00018	1.30e-7	0.00058	3.47e-7	0.00031	5.04e-7	45.51	42.92	40.23	
265.90	0.000023	0.00044	-0.00034	-0.00018	-0.00043	-0.00031	-0.00071	0.00018	-0.00061	0.00058	0.00164	-0.00030	265.90	4.832	5.227	45.45	49.26	51.31	47.75	3.748	2.242	0.00044	1.02e-8	0.00018	6.22e-8	0.00031	1.33e-7	0.00018	1.26e-7	0.00058	3.55e-7	0.00030	4.84e-7	45.51	42.92	40.22	
266.00	0.000019	0.00044	-0.00034	-0.00020	-0.00043	-0.00030	-0.00071	0.00019	-0.00060	0.00058	0.00165	-0.00031	266.00	4.832	5.227	45.45	49.26	51.31	47.75	3.747	2.243	0.00044	8.15e-9	0.00020	6.61e-8	0.00030	1.28e-7	0.00019	1.38e-7	0.00058	3.48e-7	0.00031	5.05e-7	45.51	42.91	40.23	
266.10	0.000016	0.00044	-0.00035	-0.00019	-0.00042	-0.00031	-0.00070	0.00021	-0.00060	0.00059	0.00166	-0.00031	266.10	4.832	5.228	45.45	49.26	51.31	47.75	3.748	2.243	0.00044	6.90e-9	0.00019	6.73e-8	0.00031	1.29e-7	0.00021	1.45e-7	0.00059	3.55e-7	0.00031	5.08e-7	45.51	42.91	40.22	
266.20	7.21e-6	0.00044	-0.00035	-0.00018	-0.00042	-0.00030	-0.00070	0.00021	-0.00059	0.00061	0.00163	-0.00030	266.20	4.833	5.227	45.45	49.26	51.31	47.74	3.748	2.243	0.00044	3.16e-9	0.00018	6.33e-8	0.00030	1.27e-7	0.00021	1.47e-7	0.00061	3.61e-7	0.00030	4.90e-7	45.51	42.91	40.22	
266.30	0.000014	0.00044	-0.00033	-0.00018	-0.00042	-0.00031	-0.00070	0.00019	-0.00060	0.00061	0.00164	-0.00029	266.30	4.832	5.228	45.45	49.26	51.31	47.74	3.747	2.244	0.00044	6.33e-9	0.00018	5.85e-8	0.00031	1.28e-7	0.00019	1.32e-7	0.00061	3.71e-7	0.00029	4.69e-7	45.51	42.91	40.22	
266.40	0.000023	0.00043	-0.00034	-0.00018	-0.00042	-0.00031	-0.00070	0.00019	-0.00059	0.00062	0.00163	-0.00029	266.40	4.833	5.229	45.45	49.26	51.31	47.74	3.746	2.243	0.00043	1.00e-8	0.00018	6.10e-8	0.00031	1.29e-7	0.00019	1.29e-7	0.00062	3.62e-7	0.00029	4.73e-7	45.51	42.91	40.22	
266.50	0.000019	0.00044	-0.00032	-0.00018	-0.00042	-0.00030	-0.00070	0.00019	-0.00059	0.00060	0.00163	-0.00029	266.50	4.833	5.229	45.45	49.26	51.31	47.74	3.745	2.243	0.00044	8.32e-9	0.00018	5.88e-8	0.00030	1.27e-7	0.00019	1.30e-7	0.00060	3.53e-7	0.00029	4.75e-7	45.51	42.91	40.22	
266.60	0.000022	0.00044	-0.00031	-0.00018	-0.00041	-0.00030	-0.00070	0.00018	-0.00059	0.00059	0.00164	-0.00029	266.60	4.833	5.229	45.45	49.26	51.31	47.74	3.745	2.244	0.00044	9.59e-9	0.00018	5.57e-8	0.00030	1.24e-7	0.00018	1.25e-7	0.00059	3.47e-7	0.00029	4.71e-7	45.51	42.91	40.22	
266.70	0.000023	0.00042	-0.00032	-0.00018	-0.00041	-0.00030	-0.00069	0.00017	-0.00059	0.00059	0.00164	-0.00028	266.70	4.833	5.229	45.45	49.26	51.31	47.74	3.745	2.243	0.00042	9.74e-9	0.00018	5.67e-8	0.00030	1.22e-7	0.00017	1.18e-7	0.00059	3.48e-7	0.00028	4.55e-7	45.51	42.91	40.22	
266.80	0.000026	0.00041	-0.00032	-0.00018	-0.00041	-0.00029	-0.00069	0.00017	-0.00060	0.00060	0.00164	-0.00027	266.80	4.833	5.229	45.45	49.26	51.31	47.74	3.745	2.244	0.00041	1.07e-8	0.00018	5.81e-8	0.00029	1.21e-7	0.00017	1.19e-7	0.00060	3.61e-7	0.00027	4.46e-7	45.51	42.91	40.22	
266.90	0.000022	0.00042	-0.00032	-0.00018	-0.00042	-0.00030	-0.00070	0.00017	-0.00059	0.00060	0.00165	-0.00027	266.90	4.833	5.230	45.45	49.26	51.31	47.74	3.745	2.243	0.00042	9.13e-9	0.00018	5.70e-8	0.00030	1.25e-7	0.00017	1.22e-7	0.00060	3.54e-7	0.00027	4.46e-7	45.51	42.91	40.22	
267.00	0.000036	0.00041	-0.00031	-0.00018	-0.00042	-0.00030	-0.00071	0.00017	-0.00059	0.00060	0.00166	-0.00028	267.00	4.834	5.230	45.45	49.26	51.31	47.74	3.743	2.244	0.00041	1.47e-8	0.00018	5.62e-8	0.00030	1.26e-7	0.00017	1.21e-7	0.00060	3.53e-7	0.00028	4.59e-7	45.52	42.91	40.22	
267.10	0.000030	0.00040	-0.00030	-0.00018	-0.00042	-0.00031	-0.00071	0.00016	-0.00059	0.00058	0.00166	-0.00027	267.10	4.835	5.229	45.45	49.26	51.31	47.74	3.743	2.244	0.00040	1.22e-8	0.00018	5.52e-8	0.00031	1.31e-7	0.00016	1.13e-7	0.00058	3.45e-7	0.00027	4.45e-7	45.52	42.90	40.22	
267.20	0.000030	0.00041	-0.00031	-0.00018	-0.00041	-0.00031	-0.00069	0.00017	-0.00059	0.00059	0.00165	-0.00028	267.20	4.833	5.230	45.45	49.26	51.31	47.74	3.743	2.244	0.00041	1.24e-8	0.00018	5.54e-8	0.00031	1.28e-7	0.00017	1.20e-7	0.00059	3.47e-7	0.00028	4.62e-7	45.51	42.90	40.22	
267.30	0.000040	0.00043	-0.00032	-0.00018	-0.00040	-0.00030	-0.00069	0.00019	-0.00057	0.00061	0.00166	-0.00030	267.30	4.834	5.230	45.45	49.26	51.31	47.74	3.743	2.244	0.00043	1.72e-8	0.00018	5.69e-8	0.00030	1.21e-7	0.00019	1.33e-7	0.00061	3.50e-7	0.00030	5.00e-7	45.52	42.90	40.22	
267.40	0.000033	0.00041	-0.00031	-0.00019	-0.00039	-0.00030	-0.00070	0.00020	-0.00057	0.00061	0.00166	-0.00029	267.40	4.835	5.231	45.45	49.26	51.31	47.74	3.742	2.245	0.00041	1.37e-8	0.00019	5.84e-8	0.00030	1.17e-7	0.00020	1.41e-7	0.00061	3.45e-7	0.00029	4.80e-7	45.52	42.90	40.22	
267.50	0.000022	0.00041	-0.00031	-0.00019	-0.00040	-0.00030	-0.00071	0.00020	-0.00055	0.00061	0.00166	-0.00029	267.50	4.835	5.231	45.45	49.26	51.31	47.74	3.742	2.244	0.00041	8.88e-9	0.00019	6.02e-8	0.00030	1.20e-7	0.00020	1.39e-7	0.00061	3.36e-7	0.00029	4.72e-7	45.52	42.90	40.22	
267.60	0.000023	0.00041	-0.00032	-0.00019	-0.00040	-0.00032	-0.00072	0.00020	-0.00056	0.00061	0.00165	-0.00029	267.60	4.835	5.231	45.45	49.26	51.31	47.74	3.741	2.244	0.00041	9.37e-9	0.00019	5.92e-8	0.00032	1.27e-7	0.00020	1.43e-7	0.00061	3.39e-7	0.00029	4.77e-7	45.52	42.90	40.22	
267.70	0.000024	0.00040	-0.00031	-0.00019	-0.00040	-0.00032	-0.00072	0.00020	-0.00058	0.00061	0.00166	-0.00029	267.70	4.836	5.231	45.45	49.26	51.31	47.73	3.741	2.244	0.00040	9.89e-9	0.00019	6.04e-8	0.00032	1.27e-7	0.00020	1.44e-7	0.00061	3.51e-7	0.00029	4.86e-7	45.52	42.90	40.22	
267.80	0.000010	0.00040	-0.00031	-0.00019	-0.00040	-0.00031	-0.00073	0.00019	-0.00059	0.00060	0.00166	-0.00029	267.80	4.835	5.231	45.45	49.26	51.31	47.73	3.741	2.244	0.00040	4.07e-9	0.00019	5.71e-8	0.00031	1.27e-7	0.00019	1.42e-7	0.00060	3.54e-7	0.00029	4.84e-7	45.52	42.90	40.22	
267.90	0.000014	0.00042	-0.00031	-0.00019	-0.00041	-0.00030	-0.00071	0.00020	-0.00059	0.00057	0.00166	-0.00029	267.90	4.836	5.232	45.45	49.26	51.31	47.73	3.740	2.244	0.00042	6.00e-9	0.00019	5.98e-8	0.00030	1.25e-7	0.00020	1.42e-7	0.00057	3.38e-7	0.00029	4.80e-7	45.52	42.90	40.22	
268.00	0.000023	0.00043	-0.00033	-0.00019	-0.00042	-0.00031	-0.00070	0.00021	-0.00058	0.00058	0.00165	-0.00029	268.00	4.837	5.233	45.45	49.26	51.31	47.73	3.740	2.244	0.00043	9.84e-9	0.00019	6.24e-8	0.00031	1.32e-7	0.00021	1.50e-7	0.00058	3.34e-7	0.00029	4.82e-7	45.52	42.89	40.22	
268.10	0.000017	0.00042	-0.00033	-0.00019	-0.00042	-0.00032	-0.00071	0.00021	-0.00059	0.00057	0.00165	-0.00029	268.10	4.837	5.232	45.45	49.26	51.31	47.73	3.740	2.245	0.00042	7.23e-9	0.00019	6.30e-8	0.00032	1.32e-7	0.00021	1.50e-7	0.00057	3.37e-7	0.00029	4.80e-7	45.52	42.89	40.22	
268.20	0	0.00041	-0.00032	-0.00019	-0.00041	-0.00031	-0.00071	0.00020	-0.00060	0.00057	0.00165	-0.00031	268.20	4.838	5.232	45.45	49.26	51.31	47.73	3.739	2.245	0.00041	0	0.00019	6.00e-8	0.00031	1.27e-7	0.00020	1.40e-7	0.00057	3.45e-7	0.00031	5.15e-7	45.52	42.89	40.21	
