Date Time	Sensor_3	Sensor_4	Sensor_5	Sensor_6	Sensor_9	Sensor_10
2024-02-02 11.30.00	27.88490677	37.30426407	24.19845772	24.27407074	24.40951347	24.26867485
2024-02-02 11.30.20	27.88181114	37.68782806	24.22037125	24.24100685	24.38271523	24.21524429
2024-02-02 11.30.40	27.9226532	38.10955429	24.21804047	24.19947243	24.38771439	24.20658302
2024-02-02 11.31.00	27.9124012	38.21808624	24.20108986	24.22019005	24.38843536	24.18775558
2024-02-02 11.31.20	27.96922112	38.19046783	24.23234177	24.1901741	24.35004044	24.20912361
2024-02-02 11.31.40	27.98554802	38.1070137	24.26892662	24.19345856	24.35402107	24.16919327
2024-02-02 11.32.00	27.97890472	37.97863007	24.24911118	24.18652534	24.34708595	24.18117142
2024-02-02 11.32.20	27.99059486	37.76688004	24.24474335	24.17427254	24.28457642	24.14370346
2024-02-02 11.32.40	28.00716782	37.56365585	24.25732422	24.16563797	24.27671814	24.09513092
2024-02-02 11.33.00	27.97768784	37.31110764	24.30500412	24.17369843	24.27632904	24.12994766
2024-02-02 11.33.20	28.01565552	37.13345718	24.28464127	24.14790726	24.26399994	24.11725235
2024-02-02 11.33.40	27.98575211	36.92008209	24.29976463	24.14289474	24.27813339	24.08709908
2024-02-02 11.34.00	28.03691673	36.67683411	24.32704926	24.09514999	24.2557373	24.11483574
2024-02-02 11.34.20	28.02112961	36.47478104	24.27216148	24.09015083	24.25424767	24.05212402
2024-02-02 11.34.40	27.97745895	36.68222046	24.26694298	24.07233429	24.24472618	24.07307625
2024-02-02 11.35.00	28.0401516	37.11761856	24.28584671	24.09439468	24.23460007	24.06827927
2024-02-02 11.35.20	28.00886726	37.30064392	24.2777729	24.04666519	24.20607376	24.06521225
2024-02-02 11.35.40	28.03637886	37.32391739	24.29427528	24.04308701	24.2035923	24.01324272
2024-02-02 11.36.00	27.99027061	37.2720108	24.27667236	24.04436493	24.20477676	24.02323914
2024-02-02 11.36.20	27.98388863	37.12052155	24.2806263	24.02873039	24.1480217	23.98497009
2024-02-02 11.36.40	28.00621986	36.96557617	24.29662132	24.04210663	24.17283821	24.00681305
2024-02-02 11.37.00	28.0475502	36.8049469	24.31293488	24.03067017	24.16455269	24.00335503
2024-02-02 11.37.21	28.03357124	36.57497787	24.32313347	24.03899384	24.15574265	23.96693611
2024-02-02 11.37.41	27.99119949	36.41044998	24.31877899	23.99567604	24.14607239	23.95556259
2024-02-02 11.38.01	27.98410797	36.20207596	24.27297974	23.97858429	24.13545036	23.94980621
2024-02-02 11.38.21	27.96867561	35.94739532	24.28582764	23.95307732	24.08705711	23.94460869
2024-02-02 11.38.41	27.92959976	35.65903091	24.30965996	23.98854637	24.09661102	23.95558739
2024-02-02 11.39.05	27.93775749	36.09781265	24.31813049	23.98918915	24.11008835	23.96413803
2024-02-02 11.39.25	27.90088081	36.2400322	24.289711	24.00181007	24.09827232	23.95734787
2024-02-02 11.39.45	27.92563057	36.30783844	24.29432106	23.98659897	24.09689522	23.9560318
2024-02-02 11.40.05	27.92865753	36.31707764	24.26955032	23.93636131	24.08672333	23.90758133
2024-02-02 11.40.25	27.96463585	36.25256348	24.26423836	23.92102051	24.09115982	23.9006443
2024-02-02 11.40.45	27.97140121	36.16210938	24.27354813	23.88991356	24.05180931	23.90979004
2024-02-02 11.41.05	27.96158218	36.06819534	24.27423477	23.91610146	24.05153084	23.91069031
2024-02-02 11.41.25	27.93593788	35.91238403	24.30063057	23.94233894	24.05293655	23.86299515
2024-02-02 11.41.45	27.89710617	35.72166824	24.28393936	23.9417038	24.05262375	23.86150551
2024-02-02 11.42.05	27.9232235	35.54619217	24.25478172	23.88191605	24.02993393	23.84887123
2024-02-02 11.42.25	27.93592834	35.44456482	24.2285099	23.8934021	24.02725983	23.86290169
2024-02-02 11.42.45	27.94416428	35.23780823	24.25881767	23.94956589	24.06112289	23.88916779
2024-02-02 11.43.05	27.92595291	35.0460701	24.29598045	23.88760567	24.04227638	23.87863159
2024-02-02 11.43.25	27.88149834	34.80561829	24.26605225	23.88325882	24.04378128	23.84319687
2024-02-02 11.43.46	27.87854004	34.59289169	24.25805092	23.88257408	24.03473091	23.84138489
2024-02-02 11.44.05	27.87367439	34.40042877	24.26557732	23.87051773	23.9715271	23.85111809
2024-02-02 11.44.26	27.83095741	34.24237061	24.24397469	23.8910141	24.02623749	23.85541916
2024-02-02 11.44.46	27.83398247	34.09368134	24.27409744	23.91617966	23.99659538	23.8353157
2024-02-02 11.45.06	27.81801796	33.88729858	24.26319313	23.89301872	23.99150658	23.81279755
2024-02-02 11.45.26	27.72605133	33.68628311	24.26693535	23.9238987	23.9845295	23.81321526
2024-02-02 11.45.46	30.02262306	31.20427704	24.27868271	23.92702293	23.97371864	23.80871964
2024-02-02 11.46.06	30.7139225	28.5610733	24.25866508	23.87700462	24.31214142	23.89023781
2024-02-02 11.46.26	30.55054092	26.71571541	24.31422997	23.91941071	24.29369736	23.98926353
2024-02-02 11.46.46	30.07038116	25.74122238	24.38824272	23.83864784	24.2454319	23.97140503
2024-02-02 11.47.06	29.54290581	25.14978981	24.4376545	23.87969589	24.19110107	23.95125008
2024-02-02 11.47.26	29.01673698	24.79118729	24.41494751	23.8809185	24.15305901	23.96037292
2024-02-02 11.47.46	28.59811592	24.53235817	24.42766953	23.82146645	24.09497833	23.95350075
2024-02-02 11.48.09	28.04231262	24.32698059	24.42289352	23.81316566	24.05074692	23.9585762
2024-02-02 11.48.29	27.60606194	24.21282578	24.41506195	23.78273773	24.00382614	23.91015053
2024-02-02 11.48.49	27.46614265	25.33592606	24.39581108	23.80841637	24.56791878	23.97871208
2024-02-02 11.49.15	27.16616058	25.742033	24.39628601	23.82320595	24.34174919	24.07476234
2024-02-02 11.49.35	26.94942093	25.69645882	24.38474083	23.80546761	24.21751785	24.08287239
2024-02-02 11.49.55	26.7148056	25.6689415	24.39381218	23.80356216	24.14017677	24.04848671
2024-02-02 11.50.16	26.5553894	25.57087517	24.37792206	23.83156967	24.14530945	24.05238533
2024-02-02 11.50.36	26.36764336	25.45809937	24.37427139	23.83084488	24.13262558	24.00448608
2024-02-02 11.51.07	26.11285019	25.27943611	24.3539772	23.83006477	24.13139153	24.00000763
2024-02-02 11.51.27	25.96818352	25.21850014	24.33857727	23.83086205	24.09201622	23.95118523
2024-02-02 11.51.56	26.46146011	26.04372978	24.33193207	23.83270073	24.69086266	24.12236023
2024-02-02 11.52.23	26.41149902	26.2287426	24.33346558	23.88747406	24.60157394	24.22161674
2024-02-02 11.52.43	26.27274132	26.18068695	24.36833	23.93771935	24.50114632	24.25932121
2024-02-02 11.53.03	26.14779091	26.10808182	24.36805916	24.0038662	24.44693947	24.25610161
2024-02-02 11.53.23	26.04278374	25.97676086	24.39537621	24.01049995	24.39889526	24.25796127
2024-02-02 11.53.43	25.95463562	25.91837502	24.37002945	24.07669067	24.37867737	24.23858643
2024-02-02 11.54.03	25.84137154	25.8680687	24.39828873	24.06733131	24.32849312	24.20723343
2024-02-02 11.54.23	25.76120377	25.76859665	24.36182785	24.07876968	24.29138565	24.19920921
2024-02-02 11.54.43	26.14182663	25.63443184	24.44586372	24.07526016	24.33011246	24.164505
2024-02-02 11.55.04	26.61031151	25.52327347	24.46811104	24.0598259	24.29586792	24.1553154
2024-02-02 11.55.23	26.96304321	25.48074532	24.51398277	24.0804882	24.39174652	24.16246605
2024-02-02 11.55.43	27.2566452	25.41952705	24.61232948	24.03172874	24.53096581	24.20165062
2024-02-02 11.56.04	27.37260056	25.36142731	24.65571976	24.00869179	24.49826813	24.2505455
2024-02-02 11.56.32	27.24620819	25.19284439	24.66573715	24.03100967	24.39285278	24.20161438
2024-02-02 11.57.02	26.77240753	25.05482864	24.61468124	24.03066635	24.33263779	24.19178772
2024-02-02 11.57.22	26.46784782	24.92547798	24.56464577	24.0277195	24.29176903	24.15389442
2024-02-02 11.57.49	26.12191582	24.77314758	24.47096443	23.98290634	24.24372101	24.10543442
2024-02-02 11.58.09	25.9576416	24.70043564	24.45791054	23.97662354	24.18759155	24.09686852
2024-02-02 11.58.32	25.70381927	24.55784416	24.36751175	23.97184753	24.14108658	24.08979416
2024-02-02 11.58.52	25.57390976	24.45557594	24.35551643	23.95297432	23.98342705	23.99224663
2024-02-02 11.59.15	25.37702179	24.37022209	24.32139206	23.97520256	24.04713821	23.95973015
2024-02-02 11.59.37	25.27063942	24.30103874	24.27382469	23.88437271	24.00172806	23.94180107
2024-02-02 11.59.58	25.15532875	24.20051003	24.21505547	23.87852097	23.98940086	23.93909073
2024-02-02 12.00.18	25.11182213	24.16462517	24.16685486	23.88347626	23.99377632	23.90322304
2024-02-02 12.00.40	25.01186943	24.07165337	24.14906693	23.83496666	23.94521141	23.85460281
2024-02-02 12.01.02	24.96024132	24.01691628	24.1180191	23.78617287	23.94543648	23.85794449
2024-02-02 12.01.25	25.14657974	25.81374168	24.06636047	23.77887726	24.82277298	23.89795113
2024-02-02 12.01.45	25.22923851	32.93139267	24.03019905	23.86546707	29.23778534	25.24751854
2024-02-02 12.02.05	25.37401772	39.57506561	24.05523872	24.15910721	29.82174873	26.43457985
2024-02-02 12.02.25	25.48707008	43.69971085	24.15164566	24.66890526	29.52269554	27.13088036
2024-02-02 12.02.45	25.61843681	43.79528427	24.1998291	25.23392677	29.23383141	27.53009796
2024-02-02 12.03.05	26.68435478	35.56573486	24.36739731	25.58574677	28.56777763	27.65114594
2024-02-02 12.03.26	27.06376266	30.93652916	24.47273254	25.79219437	27.63188934	27.4064827
2024-02-02 12.03.45	27.08990097	28.46702003	24.61172485	25.92624092	27.11022949	27.12950516
2024-02-02 12.04.06	26.98134422	27.21459198	24.76439476	25.99323654	26.86165237	26.87209511
2024-02-02 12.04.26	27.62479401	28.01008034	24.84352684	25.9913578	27.12464714	26.71550751
2024-02-02 12.04.46	30.6144371	33.52259064	24.88448524	26.0324688	30.97735786	27.61560249
2024-02-02 12.05.06	31.68128777	37.9568367	25.10940742	26.25306702	32.84804535	28.87876892
2024-02-02 12.05.26	31.98304939	43.25763702	25.32528687	26.5404892	33.42457581	29.82451057
2024-02-02 12.05.46	32.00078201	45.62172699	25.59197998	27.04485512	32.88240433	30.3874588
2024-02-02 12.06.06	31.85897255	45.99921799	25.81053925	27.47985649	32.54656982	30.66270828
2024-02-02 12.06.26	31.5805378	45.35296631	26.04878616	27.88048172	32.18900681	30.8366394
2024-02-02 12.06.46	31.34366035	44.01961517	26.22823143	28.25605774	31.89998817	30.89835739
2024-02-02 12.07.06	31.79260445	37.83877182	26.43052673	28.48782539	31.42288017	30.80166245
2024-02-02 12.07.26	31.67030716	33.97370911	26.58836937	28.59610558	30.9371109	30.56164742
2024-02-02 12.07.46	32.17433167	33.59909058	26.77076149	28.60361671	31.41158104	30.43643761
2024-02-02 12.08.06	32.21383667	36.89367294	26.87392044	28.66479301	33.87010956	31.04859352
2024-02-02 12.08.26	31.85730934	41.83433533	27.05041885	28.87767792	35.24911118	31.97803116
2024-02-02 12.08.46	31.59982872	44.01221466	27.27365494	29.1554451	34.72291946	32.44667053
2024-02-02 12.09.06	32.56445313	40.30036926	27.45009995	29.41231918	33.86987305	32.50695419
2024-02-02 12.09.26	32.70522308	35.41293335	27.59789467	29.55682945	33.12758636	32.32259369
2024-02-02 12.09.46	32.49369049	33.69390106	27.75590324	29.60291862	32.73798752	32.05445862
2024-02-02 12.10.10	32.60246658	33.1430397	27.93010521	29.57122421	32.49549103	31.88851738
2024-02-02 12.10.30	32.3523941	32.72610855	28.0667038	29.606287	32.23824692	31.69939232
2024-02-02 12.10.50	31.8925972	32.22995758	28.23772049	29.59267807	31.98141861	31.55831337
2024-02-02 12.11.10	31.55160141	31.69045258	28.33250618	29.48638344	31.72005081	31.40120125
2024-02-02 12.11.31	31.35091972	31.30383301	28.3809185	29.45724869	31.54262733	31.19050789
2024-02-02 12.11.51	31.15296936	30.91297913	28.48028946	29.3586483	31.37404633	31.08213997
2024-02-02 12.12.11	30.93791199	30.58453178	28.47920609	29.2566433	31.17949867	30.88537598
2024-02-02 12.12.31	30.76938057	30.23093796	28.53877258	29.21247864	31.01227951	30.74505806
2024-02-02 12.12.51	30.595541	29.97896957	28.55591965	29.11147881	30.83359337	30.59200668
2024-02-02 12.13.11	30.4381752	29.78998756	28.52913475	29.01445961	30.66738892	30.43490028
2024-02-02 12.13.31	30.26693916	29.58230591	28.48601151	28.89793205	30.48148727	30.27816391
2024-02-02 12.13.51	30.0800724	29.38521957	28.47988319	28.74841309	30.32245064	30.10259438
2024-02-02 12.14.11	29.95988655	29.21379089	28.43666267	28.62878609	30.17742157	29.99058914
2024-02-02 12.14.31	29.88314438	29.1010952	28.44508934	28.56521797	30.07556725	29.84650803
2024-02-02 12.14.51	29.79214478	29.04463387	28.422472	28.46742439	29.90760231	29.74012375
2024-02-02 12.15.11	29.72716713	28.96239281	28.33118248	28.40428543	29.77014732	29.59608459
2024-02-02 12.15.31	29.6017189	28.83811951	28.27497864	28.30051041	29.63031197	29.47661972
2024-02-02 12.15.51	29.53758621	28.780756	28.22862816	28.2286911	29.5092144	29.32775116
2024-02-02 12.16.11	29.41786385	28.718256	28.13080788	28.14973831	29.36846352	29.22735977
2024-02-02 12.16.31	29.33621788	28.63982201	28.08726883	28.11232758	29.29314423	29.1328392
2024-02-02 12.16.51	29.2337513	28.59114647	28.03317833	27.98296738	29.17445946	29.02366257
2024-02-02 12.17.11	29.14448357	28.52728271	27.94499397	27.8255043	29.02352333	28.88235092
2024-02-02 12.17.31	29.07485962	28.43441963	27.88236237	27.79757881	28.96515846	28.82346725
2024-02-02 12.17.52	28.97374725	28.38044548	27.78474426	27.7439003	28.80136299	28.66269493
2024-02-02 12.18.12	28.91531372	28.32512665	27.72254944	27.65048218	28.72196007	28.59652519
2024-02-02 12.18.32	28.85725975	28.31285667	27.66048431	27.55976486	28.6264267	28.47942543
2024-02-02 12.18.52	28.87926865	28.18711281	27.62881851	27.4767952	28.5241909	28.37725258
2024-02-02 12.19.12	28.8201046	28.15894508	27.52672577	27.36277008	28.43387794	28.26922417
2024-02-02 12.19.32	28.71493721	28.11920929	27.46649933	27.23454094	28.31320381	28.17215157
2024-02-02 12.19.52	28.71437263	28.07196999	27.39401436	27.26979256	28.20636749	28.06452942
2024-02-02 12.20.12	28.67151833	28.02835464	27.32524681	27.19329262	28.15917206	28.0181675
2024-02-02 12.20.32	28.61767578	28.04632187	27.26885796	27.10152245	28.06741142	27.92403603
2024-02-02 12.20.52	28.59251404	28.01205826	27.18326759	27.04630661	28.01123619	27.86994743
2024-02-02 12.21.12	28.47165871	27.97300148	27.12050819	26.94315529	27.90266418	27.73658562
2024-02-02 12.21.32	28.4376564	27.92516327	27.02093506	26.79346085	27.80613518	27.6722126
2024-02-02 12.21.52	28.46763802	27.92542076	27.00651932	26.78890419	27.74748611	27.60356712
2024-02-02 12.22.12	28.40733337	27.87364197	26.87166214	26.73908806	27.65349007	27.54953575
2024-02-02 12.22.32	28.3131485	27.87035751	26.81727982	26.7593441	27.59969139	27.42853546
2024-02-02 12.22.53	28.28573799	27.85589027	26.72042084	26.73779488	27.52635193	27.36745071
2024-02-02 12.23.13	28.2133522	27.83145332	26.671875	26.55103874	27.4540062	27.27525711
2024-02-02 12.23.33	28.17529297	27.78437996	26.63806343	26.50857353	27.3642025	27.22086716
2024-02-02 12.23.53	28.13330269	27.76986313	26.57291794	26.50322723	27.25847435	27.20308304
2024-02-02 12.24.13	28.1125927	27.69906616	26.44472122	26.43461418	27.22122002	27.08158112
2024-02-02 12.24.33	28.07180023	27.73194313	26.4311657	26.36288452	27.18234062	27.02345467
2024-02-02 12.24.53	28.03232193	27.72937012	26.39431763	26.30018234	27.11507416	26.97395325
2024-02-02 12.25.13	28.06360626	27.64831924	26.31544495	26.23374557	27.04867935	26.90622711
2024-02-02 12.25.33	28.06654358	27.67000961	26.27347946	26.23107147	26.95172691	26.81423569
2024-02-02 12.25.53	28.01849747	27.67832565	26.18162727	26.23830414	26.95270729	26.81174278
2024-02-02 12.26.16	27.99955559	27.67831612	26.11985779	26.18920517	26.85813904	26.73762894
2024-02-02 12.26.36	27.99137497	27.75667763	26.07367134	26.14332581	26.85591698	26.7149353
2024-02-02 12.26.56	27.96224213	27.77174377	26.00268745	26.13179779	26.74785042	26.60507393
2024-02-02 12.27.16	27.96307945	27.81344604	25.9155674	26.12330055	26.7367897	26.56749916
2024-02-02 12.27.36	27.91813469	27.8292141	25.86503983	26.11036491	26.67360497	26.55297279
2024-02-02 12.27.57	27.95280075	27.88671303	25.8265686	26.09711266	26.66029358	26.5134449
2024-02-02 12.28.17	27.91721725	27.87905121	25.76609612	26.03787994	26.59990501	26.42327118
2024-02-02 12.28.37	27.91883469	27.92947197	25.71784973	26.03788376	26.55144882	26.40991402
2024-02-02 12.28.57	27.87343788	27.9216156	25.66860962	26.03981972	26.54971504	26.36379433
2024-02-02 12.29.17	27.86256409	27.87068558	25.61316299	25.95806503	26.44573784	26.32982826
2024-02-02 12.29.37	27.79397011	27.82704163	25.58262444	25.95532608	26.4005909	26.26432991
2024-02-02 12.29.57	27.79889679	27.86741638	25.52614975	25.9178791	26.37524605	26.23279572
2024-02-02 12.30.17	27.76836777	27.85299301	25.46564674	25.90642166	26.35002518	26.16451263
2024-02-02 12.30.37	27.78653336	27.84945107	25.38550949	25.83698273	26.294487	26.15346336
2024-02-02 12.30.57	27.72005081	27.82688904	25.3614006	25.83322144	26.25809479	26.14472771
2024-02-02 12.31.17	27.68159676	27.83400154	25.27933693	25.79175568	26.20342827	26.10024261
2024-02-02 12.31.37	27.65624428	27.83714294	25.26287842	25.83217812	26.20690346	26.06572914
2024-02-02 12.31.57	27.63256073	27.84500694	25.22971153	25.776474	26.18902969	26.04184723
2024-02-02 12.32.18	27.5729084	27.83580589	25.17020798	25.72340965	26.15003014	25.96389008
2024-02-02 12.32.38	27.53463745	27.82686996	25.13819313	25.6337204	26.09617615	25.95523643
2024-02-02 12.32.58	27.51860809	27.7842083	25.1193924	25.59763527	26.05103683	25.90951157
2024-02-02 12.33.18	27.46288681	27.82530785	25.10968781	25.59098816	25.98682785	25.8553009
2024-02-02 12.33.38	27.46601868	27.78134537	25.06434441	25.5642643	25.99838448	25.83852005
2024-02-02 12.33.58	28.42875862	27.67330551	25.04681969	25.59884644	26.09936333	25.82131004
2024-02-02 12.34.18	37.47635269	28.34304237	25.06043243	25.5693779	28.17629814	26.25594139
2024-02-02 12.34.42	44.66989517	30.14328957	25.1602459	25.5636673	31.37236786	27.573349
2024-02-02 12.35.02	48.03819656	31.70474625	25.43546104	25.70676613	33.35256958	28.83734322
2024-02-02 12.35.22	50.09074783	32.98001099	25.84479141	25.7988472	35.00704575	30.18849373
2024-02-02 12.35.42	51.52311325	34.04610443	26.29555511	26.12303925	36.38114166	31.47057152
2024-02-02 12.36.02	53.83777237	37.3891449	26.86128044	26.53803444	39.34002686	32.83047104
2024-02-02 12.36.23	57.70325089	43.78776932	27.5220089	27.14325523	48.0415802	36.35092163
2024-02-02 12.36.45	60.52116394	48.26858902	28.51409149	28.00503922	53.200634	40.35642624
2024-02-02 12.37.09	62.48575211	51.09377289	30.14324951	29.33740234	56.55265808	44.32780457
2024-02-02 12.37.29	63.69550705	52.48378372	31.71430779	30.51486206	58.44610214	47.05233765
2024-02-02 12.37.49	64.39200592	53.48874664	33.13142395	31.76126099	59.83796692	49.25637817
2024-02-02 12.38.13	64.87080383	54.5316925	34.73330688	33.15494919	61.21778488	51.60920334
2024-02-02 12.38.44	65.26964569	54.97500992	36.66633606	34.5806427	62.35433197	53.81053162
2024-02-02 12.39.06	65.43174744	55.17394257	37.91841507	35.66510391	62.92660904	55.02993774
2024-02-02 12.39.26	65.28170013	55.41825485	38.84070206	36.55955505	63.37608719	55.98744965
2024-02-02 12.40.14	65.32764435	55.85714722	40.77596283	38.31697845	64.29824066	57.7219429
2024-02-02 12.40.44	65.33271027	55.98257065	41.66490173	39.47975922	64.65538025	58.48495865
2024-02-02 12.41.12	65.42497253	56.08482742	42.27685547	40.28617477	64.94820404	59.10771561
2024-02-02 12.41.32	65.37740326	55.98363495	42.84290314	40.84230804	65.11458588	59.51327896
2024-02-02 12.41.52	65.37202454	56.02071762	43.44266891	41.4487915	65.19283295	59.75527191
2024-02-02 12.42.12	65.25128937	56.11317444	43.8989563	41.69884872	65.41370392	60.08104324
2024-02-02 12.42.40	65.12985992	56.23057938	44.62304688	42.21754074	65.60038757	60.39829254
2024-02-02 12.43.00	65.21891785	56.36651611	45.11539078	42.52603912	65.72724915	60.64302063
2024-02-02 12.43.20	65.37491608	56.4966011	45.4225769	42.89207458	65.883461	60.84968567
2024-02-02 12.43.40	65.50778961	56.37049103	38.07925797	35.47691345	65.00881195	55.18421936
2024-02-02 12.44.00	65.53923035	55.9008522	31.01054573	30.07274818	61.15420914	43.80973816
2024-02-02 12.44.21	65.33669281	55.38442993	27.87810516	27.44376373	58.6640358	39.29489136
2024-02-02 12.44.41	65.26934814	55.16189957	26.4272747	26.07100296	57.53862762	37.50385666
2024-02-02 12.45.01	65.52121735	55.13337326	25.68543434	25.2019062	57.05134964	36.72941589
2024-02-02 12.45.21	65.66452026	55.1033287	25.2768116	24.84018898	56.83825684	36.39292145
2024-02-02 12.45.41	65.70664215	55.03018951	25.08076859	24.68727112	56.78720856	36.20730209
2024-02-02 12.46.01	65.68231201	55.03131866	24.89660454	24.62332153	56.77565765	36.17976379
2024-02-02 12.46.21	65.65885925	54.92124176	24.75657463	24.57125854	56.77831268	36.12837219
