Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
597.011,1.5,27.87,-0.81,28.56
599.067,1.5,27.87,-0.88,28.56
601.164,1.5,27.87,-0.88,28.56
603.237,1.5,27.87,-0.88,28.56
605.363,1.5,27.87,-0.88,28.56
607.437,1.5,27.87,-0.94,28.56
609.536,1.5,27.87,-0.94,28.62
611.602,1.5,27.94,-0.94,28.62
613.686,1.5,27.87,-0.94,28.62
615.792,1.5,27.94,-0.94,28.62
617.857,1.5,27.87,-0.94,28.62
619.945,1.5,27.94,-0.94,28.62
622.042,1.5,27.87,-0.94,28.62
624.112,1.5,27.87,-0.94,28.62
626.219,1.5,27.87,-0.94,28.56
628.3,1.5,27.87,-0.94,28.62
630.416,1.5,27.94,-0.94,28.62
632.483,1.5,27.87,-1.0,28.62
634.549,1.5,27.87,-1.0,28.56
636.658,1.5,27.87,-1.0,28.62
638.718,1.5,27.94,-1.0,28.62
640.827,1.5,27.94,-1.0,28.62
642.934,1.5,27.87,-1.0,28.62
645.003,1.5,27.94,-1.06,28.62
647.081,1.5,27.94,-1.06,28.62
649.197,1.5,27.94,-1.06,28.62
651.271,1.5,27.87,-1.12,28.56
653.352,1.5,27.87,-1.12,28.62
655.462,1.5,27.94,-1.12,28.62
657.545,1.5,27.87,-1.12,28.56
659.615,1.5,27.94,-1.12,28.56
661.709,1.5,27.87,-1.19,28.62
663.782,1.5,27.87,-1.19,28.56
665.861,1.5,27.94,-1.19,28.56
667.985,1.5,27.87,-1.19,28.56
670.047,1.5,27.94,-1.19,28.62
672.117,1.5,27.94,-1.19,28.56
674.219,1.5,27.94,-1.19,28.56
676.292,1.5,27.94,-1.19,28.56
678.388,1.5,27.94,-1.19,28.56
680.509,1.5,27.94,-1.19,28.56
682.574,1.5,27.94,-1.19,28.56
684.682,1.5,27.94,-1.25,28.56
686.74,1.5,27.94,-1.19,28.62
688.819,1.5,27.94,-1.25,28.56
690.928,1.5,27.94,-1.19,28.56
692.997,1.5,27.94,-1.25,28.56
695.123,1.5,27.94,-1.25,28.62
697.186,1.5,27.94,-1.25,28.62
699.255,1.5,27.94,-1.31,28.56
701.376,1.5,27.94,-1.31,28.56
703.438,1.5,27.94,-1.31,28.56
705.544,1.5,27.94,-1.25,28.56
707.639,1.5,27.94,-1.31,28.56
709.711,1.5,27.94,-1.25,28.56
711.818,1.5,27.94,-1.25,28.56
713.898,1.5,27.94,-1.25,28.62
715.973,1.5,27.94,-1.25,28.56
718.084,1.5,27.94,-1.25,28.56
720.163,1.5,27.94,-1.25,28.56
722.245,1.5,27.94,-1.25,28.56
724.317,1.5,27.94,-1.25,28.62
726.396,1.5,27.94,-1.25,28.56
728.481,1.5,27.94,-1.25,28.56
730.607,1.5,27.94,-1.25,28.56
732.681,1.5,27.94,-1.25,28.56
734.744,1.5,27.87,-1.25,28.56
736.83,1.5,27.94,-1.25,28.62
738.941,1.5,27.94,-1.25,28.56
741.045,1.5,27.94,-1.25,28.56
743.109,1.5,27.94,-1.25,28.56
745.197,1.5,27.94,-1.25,28.56
747.305,1.5,27.94,-1.25,28.56
749.37,1.5,27.94,-1.25,28.56
751.48,1.5,27.94,-1.25,28.62
753.551,1.5,27.94,-1.25,28.62
755.631,1.5,27.94,-1.25,28.62
757.707,1.5,27.94,-1.25,28.62
759.822,1.5,27.94,-1.25,28.56
761.896,1.5,27.94,-1.25,28.56
763.984,1.5,27.94,-1.25,28.56
766.061,1.5,27.94,-1.19,28.56
768.15,1.5,27.94,-1.19,28.56
770.261,1.5,27.94,-1.19,28.56
772.344,1.5,27.94,-1.19,28.62
774.41,1.5,27.94,-1.19,28.56
776.529,1.5,27.94,-1.19,28.62
778.588,1.5,27.87,-1.19,28.56
780.697,1.5,27.94,-1.19,28.56
782.778,1.5,27.87,-1.19,28.56
784.852,1.5,27.87,-1.19,28.56
786.935,1.5,27.87,-1.12,28.62
789.057,1.5,27.94,-1.19,28.62
791.136,1.5,27.87,-1.19,28.62
793.206,1.5,27.87,-1.19,28.62
795.319,1.5,27.87,-1.19,28.62
797.389,1.5,27.87,-1.19,28.62
799.47,1.5,27.94,-1.19,28.62
801.574,1.5,27.94,-1.25,28.62
803.64,1.5,27.87,-1.25,28.62
805.758,1.5,27.94,-1.25,28.62
807.81,1.5,27.87,-1.31,28.62
809.893,1.5,27.87,-1.25,28.62
812.021,1.5,27.87,-1.31,28.62
814.099,1.5,27.94,-1.31,28.62
816.179,1.5,27.94,-1.31,28.62
818.248,1.5,27.94,-1.31,28.62
820.324,1.5,27.94,-1.31,28.62
822.436,1.5,27.87,-1.31,28.56
824.525,1.5,27.94,-1.31,28.62
826.585,1.5,27.94,-1.31,28.62
828.692,1.5,27.94,-1.31,28.62
830.782,1.5,27.94,-1.31,28.62
832.853,1.5,27.94,-1.31,28.62
834.949,1.5,27.94,-1.37,28.56
837.024,1.5,27.94,-1.31,28.56
839.151,1.5,27.94,-1.37,28.62
841.211,1.5,27.94,-1.37,28.62
843.323,1.5,27.94,-1.37,28.62
845.414,1.5,27.94,-1.37,28.62
847.463,1.5,27.94,-1.37,28.56
849.585,1.5,27.94,-1.37,28.62
851.667,1.5,27.94,-1.37,28.56
853.738,1.5,27.94,-1.37,28.62
855.819,1.5,27.94,-1.37,28.62
857.938,1.5,27.94,-1.37,28.56
860.016,1.5,27.94,-1.37,28.62
862.111,1.5,27.94,-1.37,28.56
864.191,1.5,27.94,-1.37,28.62
866.292,1.5,27.94,-1.37,28.62
868.356,1.5,27.94,-1.37,28.62
870.427,1.5,27.94,-1.37,28.62
872.549,1.5,27.94,-1.37,28.62
874.62,1.5,27.94,-1.37,28.62
876.693,1.5,27.94,-1.37,28.62
878.803,1.5,27.94,-1.37,28.62
880.902,1.5,27.94,-1.37,28.62
882.967,1.5,27.94,-1.37,28.62
885.074,1.5,27.94,-1.37,28.62
887.138,1.5,27.94,-1.37,28.62
889.256,1.5,27.94,-1.37,28.62
891.337,1.5,27.94,-1.37,28.62
893.407,1.5,27.94,-1.37,28.62
895.516,1.5,27.94,-1.37,28.62
897.587,1.5,27.94,-1.37,28.62
