Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
0,-0.000022,0.00022,-0.00035,-0.00029,-0.00038,-0.00028,0.8697,0.1707,1.010,0.1983,0.7912,-0.2506,0,18.41,17.59,44.90,47.33,51.53,46.07,18.59,14.56,0.00022,4.70e-9,0.00029,1.01e-7,0.00028,1.06e-7,0.1707,0.1484,0.1983,0.2003,0.2506,0.1983,28.74,27.66,27.31
0.1000,-0.000014,0.00022,-0.00035,-0.00029,-0.00038,-0.00028,0.8698,0.1707,1.010,0.1983,0.7912,-0.2506,0.1000,18.41,17.59,44.90,47.33,51.54,46.07,18.59,14.56,0.00022,3.20e-9,0.00029,1.03e-7,0.00028,1.06e-7,0.1707,0.1484,0.1983,0.2003,0.2506,0.1983,28.74,27.66,27.31
0.2000,-0.000019,0.00021,-0.00036,-0.00029,-0.00039,-0.00028,0.8698,0.1707,1.010,0.1983,0.7913,-0.2505,0.2000,18.41,17.59,44.90,47.33,51.54,46.07,18.59,14.56,0.00021,4.00e-9,0.00029,1.06e-7,0.00028,1.08e-7,0.1707,0.1485,0.1983,0.2003,0.2505,0.1982,28.74,27.67,27.31
0.3000,-0.000017,0.00021,-0.00036,-0.00029,-0.00039,-0.00028,0.8698,0.1707,1.010,0.1983,0.7913,-0.2505,0.3000,18.41,17.59,44.90,47.33,51.53,46.07,18.58,14.56,0.00021,3.59e-9,0.00029,1.06e-7,0.00028,1.09e-7,0.1707,0.1485,0.1983,0.2003,0.2505,0.1982,28.74,27.66,27.31
0.4000,-0.000014,0.00020,-0.00036,-0.00029,-0.00038,-0.00029,0.8698,0.1707,1.010,0.1983,0.7913,-0.2505,0.4000,18.41,17.59,44.90,47.32,51.54,46.07,18.58,14.56,0.00020,2.89e-9,0.00029,1.04e-7,0.00029,1.10e-7,0.1707,0.1485,0.1983,0.2003,0.2505,0.1983,28.74,27.67,27.31
0.5000,-0.000013,0.00022,-0.00036,-0.00030,-0.00039,-0.00029,0.8699,0.1707,1.010,0.1983,0.7913,-0.2506,0.5000,18.41,17.59,44.90,47.32,51.54,46.07,18.58,14.56,0.00022,2.80e-9,0.00030,1.08e-7,0.00029,1.13e-7,0.1707,0.1485,0.1983,0.2003,0.2506,0.1983,28.74,27.67,27.31
0.6000,-0.000016,0.00021,-0.00036,-0.00030,-0.00039,-0.00029,0.8699,0.1707,1.010,0.1984,0.7913,-0.2506,0.6000,18.41,17.59,44.91,47.33,51.54,46.07,18.58,14.56,0.00021,3.40e-9,0.00030,1.08e-7,0.00029,1.12e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.31
0.7000,-0.000017,0.00022,-0.00036,-0.00029,-0.00038,-0.00027,0.8699,0.1707,1.010,0.1984,0.7913,-0.2506,0.7000,18.41,17.59,44.91,47.33,51.54,46.07,18.58,14.55,0.00022,3.86e-9,0.00029,1.06e-7,0.00027,1.01e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.31
0.8000,-0.000022,0.00022,-0.00036,-0.00029,-0.00037,-0.00027,0.8699,0.1707,1.010,0.1984,0.7913,-0.2506,0.8000,18.41,17.59,44.91,47.32,51.54,46.07,18.58,14.55,0.00022,4.70e-9,0.00029,1.04e-7,0.00027,1.03e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
0.9000,-0.000026,0.00021,-0.00036,-0.00029,-0.00039,-0.00028,0.8699,0.1707,1.010,0.1984,0.7914,-0.2506,0.9000,18.41,17.59,44.91,47.32,51.54,46.07,18.58,14.55,0.00021,5.46e-9,0.00029,1.07e-7,0.00028,1.09e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.000,-0.000019,0.00022,-0.00037,-0.00030,-0.00039,-0.00027,0.8700,0.1707,1.010,0.1984,0.7914,-0.2506,1.000,18.41,17.59,44.91,47.32,51.54,46.07,18.58,14.55,0.00022,4.08e-9,0.00030,1.11e-7,0.00027,1.04e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.100,-0.000020,0.00022,-0.00037,-0.00030,-0.00038,-0.00027,0.8700,0.1707,1.010,0.1984,0.7914,-0.2506,1.100,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.55,0.00022,4.36e-9,0.00030,1.09e-7,0.00027,1.02e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.200,-0.000024,0.00021,-0.00037,-0.00030,-0.00038,-0.00026,0.8700,0.1707,1.010,0.1984,0.7914,-0.2506,1.200,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.55,0.00021,5.05e-9,0.00030,1.12e-7,0.00026,1.00e-7,0.1707,0.1485,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.300,-0.000027,0.00021,-0.00038,-0.00031,-0.00038,-0.00025,0.8701,0.1707,1.010,0.1984,0.7914,-0.2506,1.300,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.55,0.00021,5.72e-9,0.00031,1.17e-7,0.00025,9.58e-8,0.1707,0.1486,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.400,-0.000023,0.00021,-0.00037,-0.00031,-0.00037,-0.00024,0.8701,0.1707,1.010,0.1984,0.7915,-0.2506,1.400,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.55,0.00021,4.88e-9,0.00031,1.16e-7,0.00024,9.06e-8,0.1707,0.1486,0.1984,0.2004,0.2506,0.1983,28.74,27.67,27.32
1.500,-0.000019,0.00022,-0.00036,-0.00032,-0.00037,-0.00025,0.8701,0.1707,1.010,0.1984,0.7915,-0.2506,1.500,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.55,0.00022,4.05e-9,0.00032,1.14e-7,0.00025,9.13e-8,0.1707,0.1485,0.1984,0.2005,0.2506,0.1983,28.74,27.67,27.32
1.600,-0.000019,0.00021,-0.00037,-0.00032,-0.00037,-0.00026,0.8701,0.1707,1.010,0.1984,0.7915,-0.2506,1.600,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00021,3.89e-9,0.00032,1.18e-7,0.00026,9.60e-8,0.1707,0.1486,0.1984,0.2005,0.2506,0.1983,28.74,27.67,27.33
1.700,-0.000023,0.00020,-0.00037,-0.00031,-0.00038,-0.00027,0.8701,0.1707,1.010,0.1984,0.7915,-0.2506,1.700,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00020,4.59e-9,0.00031,1.15e-7,0.00027,1.00e-7,0.1707,0.1486,0.1984,0.2005,0.2506,0.1983,28.74,27.67,27.33
1.800,-0.000023,0.00022,-0.00037,-0.00030,-0.00038,-0.00027,0.8702,0.1707,1.010,0.1984,0.7916,-0.2506,1.800,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00022,5.02e-9,0.00030,1.09e-7,0.00027,1.02e-7,0.1707,0.1486,0.1984,0.2005,0.2506,0.1983,28.74,27.67,27.33
1.900,-0.000020,0.00022,-0.00035,-0.00030,-0.00038,-0.00027,0.8702,0.1708,1.010,0.1985,0.7916,-0.2506,1.900,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00022,4.54e-9,0.00030,1.06e-7,0.00027,1.03e-7,0.1708,0.1486,0.1985,0.2005,0.2506,0.1984,28.74,27.67,27.33
2.000,-0.000024,0.00021,-0.00036,-0.00031,-0.00038,-0.00028,0.8702,0.1707,1.010,0.1985,0.7916,-0.2506,2.000,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00021,5.23e-9,0.00031,1.11e-7,0.00028,1.09e-7,0.1707,0.1486,0.1985,0.2005,0.2506,0.1984,28.74,27.67,27.33
2.100,-0.000022,0.00022,-0.00036,-0.00031,-0.00038,-0.00027,0.8703,0.1708,1.011,0.1985,0.7916,-0.2506,2.100,18.41,17.59,44.91,47.32,51.54,46.08,18.58,14.54,0.00022,4.70e-9,0.00031,1.11e-7,0.00027,1.04e-7,0.1708,0.1486,0.1985,0.2006,0.2506,0.1984,28.74,27.67,27.33
2.200,-0.000020,0.00021,-0.00035,-0.00033,-0.00038,-0.00027,0.8703,0.1708,1.011,0.1985,0.7917,-0.2506,2.200,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.54,0.00021,4.24e-9,0.00033,1.15e-7,0.00027,1.04e-7,0.1708,0.1486,0.1985,0.2006,0.2506,0.1984,28.74,27.67,27.33
2.300,-0.000022,0.00021,-0.00035,-0.00033,-0.00037,-0.00028,0.8703,0.1708,1.011,0.1985,0.7917,-0.2506,2.300,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.54,0.00021,4.52e-9,0.00033,1.16e-7,0.00028,1.04e-7,0.1708,0.1486,0.1985,0.2006,0.2506,0.1984,28.74,27.67,27.33
2.400,-0.000022,0.00022,-0.00036,-0.00031,-0.00037,-0.00028,0.8703,0.1708,1.011,0.1985,0.7917,-0.2506,2.400,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.53,0.00022,4.70e-9,0.00031,1.12e-7,0.00028,1.03e-7,0.1708,0.1487,0.1985,0.2006,0.2506,0.1984,28.74,27.67,27.33
2.500,-0.000024,0.00021,-0.00036,-0.00030,-0.00038,-0.00028,0.8704,0.1708,1.011,0.1985,0.7917,-0.2506,2.500,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.53,0.00021,5.12e-9,0.00030,1.07e-7,0.00028,1.05e-7,0.1708,0.1487,0.1985,0.2006,0.2506,0.1984,28.74,27.67,27.33
2.600,-0.000024,0.00020,-0.00037,-0.00030,-0.00038,-0.00028,0.8704,0.1708,1.011,0.1985,0.7918,-0.2506,2.600,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.53,0.00020,4.94e-9,0.00030,1.09e-7,0.00028,1.06e-7,0.1708,0.1487,0.1985,0.2006,0.2506,0.1984,28.74,27.68,27.33
2.700,-0.000023,0.00020,-0.00037,-0.00030,-0.00038,-0.00029,0.8704,0.1708,1.011,0.1985,0.7918,-0.2506,2.700,18.41,17.58,44.92,47.32,51.54,46.09,18.58,14.53,0.00020,4.55e-9,0.00030,1.11e-7,0.00029,1.13e-7,0.1708,0.1487,0.1985,0.2007,0.2506,0.1985,28.74,27.68,27.34
2.800,-0.000023,0.00019,-0.00036,-0.00031,-0.00039,-0.00029,0.8705,0.1708,1.011,0.1985,0.7918,-0.2506,2.800,18.41,17.58,44.92,47.32,51.54,46.08,18.58,14.53,0.00019,4.45e-9,0.00031,1.12e-7,0.00029,1.13e-7,0.1708,0.1487,0.1985,0.2007,0.2506,0.1985,28.74,27.68,27.34
2.900,-0.000020,0.00019,-0.00035,-0.00031,-0.00040,-0.00029,0.8705,0.1708,1.011,0.1985,0.7919,-0.2507,2.900,18.41,17.58,44.92,47.32,51.54,46.09,18.58,14.53,0.00019,3.75e-9,0.00031,1.09e-7,0.00029,1.15e-7,0.1708,0.1487,0.1985,0.2007,0.2507,0.1985,28.74,27.68,27.34
3.000,-0.000014,0.00019,-0.00036,-0.00031,-0.00041,-0.00028,0.8705,0.1708,1.011,0.1985,0.7919,-0.2507,3.000,18.41,17.58,44.92,47.32,51.54,46.09,18.58,14.53,0.00019,2.76e-9,0.00031,1.11e-7,0.00028,1.15e-7,0.1708,0.1487,0.1985,0.2007,0.2507,0.1985,28.74,27.68,27.34
3.100,-0.000022,0.00019,-0.00036,-0.00030,-0.00040,-0.00029,0.8706,0.1708,1.011,0.1985,0.7919,-0.2507,3.100,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.53,0.00019,4.17e-9,0.00030,1.10e-7,0.00029,1.17e-7,0.1708,0.1487,0.1985,0.2007,0.2507,0.1985,28.74,27.68,27.34
3.200,-0.000019,0.00019,-0.00035,-0.00030,-0.00040,-0.00028,0.8706,0.1708,1.011,0.1985,0.7919,-0.2507,3.200,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.52,0.00019,3.62e-9,0.00030,1.04e-7,0.00028,1.12e-7,0.1708,0.1487,0.1985,0.2007,0.2507,0.1985,28.74,27.68,27.34
3.300,-0.000026,0.00019,-0.00034,-0.00030,-0.00039,-0.00029,0.8706,0.1708,1.011,0.1985,0.7919,-0.2507,3.300,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.52,0.00019,5.05e-9,0.00030,1.02e-7,0.00029,1.13e-7,0.1708,0.1487,0.1985,0.2007,0.2507,0.1985,28.74,27.68,27.34
3.400,-0.000035,0.00020,-0.00035,-0.00030,-0.00039,-0.00029,0.8707,0.1708,1.011,0.1986,0.7920,-0.2507,3.400,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.52,0.00020,6.93e-9,0.00030,1.04e-7,0.00029,1.11e-7,0.1708,0.1487,0.1986,0.2007,0.2507,0.1985,28.75,27.68,27.34
3.500,-0.000045,0.00021,-0.00034,-0.00031,-0.00039,-0.00028,0.8707,0.1709,1.011,0.1986,0.7920,-0.2507,3.500,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.52,0.00021,9.59e-9,0.00031,1.04e-7,0.00028,1.11e-7,0.1709,0.1488,0.1986,0.2007,0.2507,0.1986,28.75,27.68,27.34
3.600,-0.000052,0.00022,-0.00035,-0.00031,-0.00040,-0.00029,0.8707,0.1709,1.011,0.1986,0.7920,-0.2507,3.600,18.41,17.58,44.92,47.32,51.54,46.09,18.57,14.52,0.00022,1.13e-8,0.00031,1.07e-7,0.00029,1.13e-7,0.1709,0.1488,0.1986,0.2007,0.2507,0.1986,28.75,27.68,27.35
3.700,-0.000053,0.00023,-0.00034,-0.00031,-0.00039,-0.00029,0.8707,0.1709,1.011,0.1986,0.7920,-0.2507,3.700,18.41,17.58,44.93,47.32,51.54,46.09,18.57,14.52,0.00023,1.23e-8,0.00031,1.05e-7,0.00029,1.12e-7,0.1709,0.1488,0.1986,0.2007,0.2507,0.1986,28.75,27.68,27.35
3.800,-0.000049,0.00022,-0.00033,-0.00030,-0.00038,-0.00027,0.8708,0.1709,1.011,0.1986,0.7921,-0.2508,3.800,18.41,17.58,44.93,47.32,51.54,46.09,18.57,14.52,0.00022,1.07e-8,0.00030,1.02e-7,0.00027,1.04e-7,0.1709,0.1488,0.1986,0.2008,0.2508,0.1986,28.75,27.69,27.35
3.900,-0.000049,0.00023,-0.00035,-0.00030,-0.00038,-0.00026,0.8708,0.1709,1.011,0.1986,0.7921,-0.2507,3.900,18.41,17.58,44.93,47.32,51.54,46.09,18.57,14.52,0.00023,1.11e-8,0.00030,1.05e-7,0.00026,9.89e-8,0.1709,0.1488,0.1986,0.2008,0.2507,0.1986,28.75,27.69,27.35
4.000,-0.000042,0.00022,-0.00035,-0.00031,-0.00038,-0.00026,0.8708,0.1709,1.011,0.1986,0.7921,-0.2507,4.000,18.41,17.58,44.93,47.32,51.54,46.10,18.57,14.52,0.00022,9.21e-9,0.00031,1.09e-7,0.00026,9.81e-8,0.1709,0.1488,0.1986,0.2008,0.2507,0.1986,28.75,27.69,27.35
4.100,-0.000043,0.00023,-0.00034,-0.00031,-0.00037,-0.00026,0.8709,0.1709,1.011,0.1986,0.7922,-0.2508,4.100,18.41,17.58,44.93,47.32,51.54,46.10,18.57,14.52,0.00023,9.97e-9,0.00031,1.05e-7,0.00026,9.84e-8,0.1709,0.1488,0.1986,0.2008,0.2508,0.1986,28.75,27.69,27.35
4.200,-0.000042,0.00023,-0.00035,-0.00031,-0.00037,-0.00026,0.8709,0.1709,1.011,0.1986,0.7922,-0.2508,4.200,18.41,17.58,44.93,47.32,51.54,46.10,18.57,14.51,0.00023,9.64e-9,0.00031,1.07e-7,0.00026,9.37e-8,0.1709,0.1488,0.1986,0.2008,0.2508,0.1987,28.75,27.69,27.35
4.300,-0.000045,0.00021,-0.00036,-0.00032,-0.00036,-0.00027,0.8709,0.1709,1.011,0.1986,0.7922,-0.2508,4.300,18.41,17.58,44.93,47.32,51.54,46.10,18.57,14.51,0.00021,9.46e-9,0.00032,1.16e-7,0.00027,9.77e-8,0.1709,0.1488,0.1986,0.2008,0.2508,0.1987,28.75,27.69,27.35
4.400,-0.000050,0.00021,-0.00037,-0.00033,-0.00036,-0.00028,0.8709,0.1709,1.011,0.1986,0.7922,-0.2508,4.400,18.40,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00021,1.06e-8,0.00033,1.20e-7,0.00028,9.90e-8,0.1709,0.1489,0.1986,0.2008,0.2508,0.1987,28.75,27.69,27.35
4.500,-0.000045,0.00023,-0.00036,-0.00032,-0.00036,-0.00028,0.8710,0.1709,1.011,0.1986,0.7923,-0.2508,4.500,18.41,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00023,1.01e-8,0.00032,1.14e-7,0.00028,1.00e-7,0.1709,0.1489,0.1986,0.2008,0.2508,0.1987,28.75,27.69,27.36
4.600,-0.000048,0.00024,-0.00037,-0.00031,-0.00037,-0.00027,0.8710,0.1709,1.011,0.1986,0.7923,-0.2508,4.600,18.40,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00024,1.15e-8,0.00031,1.15e-7,0.00027,9.81e-8,0.1709,0.1489,0.1986,0.2008,0.2508,0.1987,28.75,27.70,27.36
4.700,-0.000048,0.00024,-0.00037,-0.00031,-0.00037,-0.00026,0.8710,0.1709,1.011,0.1986,0.7923,-0.2508,4.700,18.40,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00024,1.13e-8,0.00031,1.13e-7,0.00026,9.52e-8,0.1709,0.1489,0.1986,0.2009,0.2508,0.1987,28.75,27.70,27.36
4.800,-0.000042,0.00023,-0.00037,-0.00030,-0.00038,-0.00026,0.8711,0.1709,1.011,0.1986,0.7923,-0.2508,4.800,18.41,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00023,9.46e-9,0.00030,1.11e-7,0.00026,9.76e-8,0.1709,0.1489,0.1986,0.2009,0.2508,0.1987,28.75,27.70,27.36
4.900,-0.000048,0.00021,-0.00036,-0.00031,-0.00038,-0.00028,0.8711,0.1709,1.011,0.1986,0.7924,-0.2508,4.900,18.40,17.57,44.93,47.31,51.54,46.10,18.57,14.51,0.00021,9.87e-9,0.00031,1.13e-7,0.00028,1.04e-7,0.1709,0.1489,0.1986,0.2009,0.2508,0.1987,28.75,27.70,27.36
5.000,-0.000043,0.00021,-0.00036,-0.00030,-0.00038,-0.00028,0.8711,0.1709,1.011,0.1986,0.7924,-0.2508,5.000,18.41,17.57,44.93,47.31,51.54,46.11,18.56,14.51,0.00021,8.91e-9,0.00030,1.09e-7,0.00028,1.05e-7,0.1709,0.1489,0.1986,0.2009,0.2508,0.1987,28.75,27.70,27.36
5.100,-0.000042,0.00021,-0.00034,-0.00030,-0.00038,-0.00028,0.8712,0.1709,1.011,0.1986,0.7924,-0.2508,5.100,18.40,17.57,44.93,47.31,51.54,46.11,18.56,14.51,0.00021,8.67e-9,0.00030,1.03e-7,0.00028,1.09e-7,0.1709,0.1489,0.1986,0.2009,0.2508,0.1988,28.75,27.70,27.36
5.200,-0.000048,0.00021,-0.00035,-0.00031,-0.00039,-0.00029,0.8712,0.1709,1.011,0.1986,0.7924,-0.2508,5.200,18.40,17.57,44.93,47.31,51.54,46.11,18.56,14.50,0.00021,9.94e-9,0.00031,1.07e-7,0.00029,1.13e-7,0.1709,0.1489,0.1986,0.2009,0.2508,0.1988,28.75,27.71,27.36
5.300,-0.000050,0.00022,-0.00036,-0.00031,-0.00039,-0.00028,0.8712,0.1710,1.011,0.1987,0.7924,-0.2508,5.300,18.40,17.57,44.93,47.31,51.54,46.11,18.56,14.50,0.00022,1.11e-8,0.00031,1.11e-7,0.00028,1.10e-7,0.1710,0.1489,0.1987,0.2009,0.2508,0.1988,28.75,27.71,27.36
5.400,-0.000042,0.00021,-0.00036,-0.00030,-0.00040,-0.00029,0.8712,0.1710,1.011,0.1987,0.7925,-0.2509,5.400,18.40,17.57,44.93,47.31,51.54,46.11,18.56,14.50,0.00021,8.85e-9,0.00030,1.08e-7,0.00029,1.14e-7,0.1710,0.1489,0.1987,0.2009,0.2509,0.1988,28.75,27.71,27.37
5.500,-0.000039,0.00022,-0.00035,-0.00030,-0.00040,-0.00028,0.8713,0.1710,1.012,0.1987,0.7925,-0.2509,5.500,18.40,17.57,44.94,47.31,51.54,46.11,18.56,14.50,0.00022,8.47e-9,0.00030,1.05e-7,0.00028,1.13e-7,0.1710,0.1489,0.1987,0.2010,0.2509,0.1988,28.75,27.71,27.37
5.600,-0.000037,0.00022,-0.00035,-0.00030,-0.00040,-0.00029,0.8713,0.1710,1.012,0.1987,0.7925,-0.2509,5.600,18.40,17.57,44.94,47.31,51.54,46.11,18.56,14.50,0.00022,8.15e-9,0.00030,1.06e-7,0.00029,1.16e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1988,28.75,27.71,27.37
5.700,-0.000035,0.00022,-0.00035,-0.00030,-0.00040,-0.00029,0.8713,0.1710,1.012,0.1987,0.7925,-0.2509,5.700,18.40,17.57,44.94,47.31,51.54,46.11,18.56,14.50,0.00022,7.68e-9,0.00030,1.04e-7,0.00029,1.14e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1988,28.75,27.71,27.37
5.800,-0.000032,0.00023,-0.00035,-0.00030,-0.00039,-0.00028,0.8713,0.1710,1.012,0.1987,0.7926,-0.2509,5.800,18.40,17.57,44.94,47.31,51.54,46.12,18.56,14.50,0.00023,7.17e-9,0.00030,1.05e-7,0.00028,1.12e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1988,28.75,27.72,27.37
5.900,-0.000035,0.00022,-0.00035,-0.00030,-0.00041,-0.00028,0.8714,0.1710,1.012,0.1987,0.7926,-0.2509,5.900,18.40,17.57,44.94,47.31,51.54,46.12,18.56,14.50,0.00022,7.68e-9,0.00030,1.06e-7,0.00028,1.15e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.71,27.37
6.000,-0.000037,0.00022,-0.00035,-0.00030,-0.00041,-0.00028,0.8714,0.1710,1.012,0.1987,0.7926,-0.2509,6.000,18.40,17.57,44.94,47.31,51.54,46.12,18.56,14.50,0.00022,8.15e-9,0.00030,1.04e-7,0.00028,1.14e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.72,27.37
6.100,-0.000019,0.00022,-0.00035,-0.00031,-0.00041,-0.00028,0.8714,0.1710,1.012,0.1987,0.7926,-0.2509,6.100,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00022,4.16e-9,0.00031,1.07e-7,0.00028,1.13e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.72,27.37
6.200,-0.000022,0.00022,-0.00035,-0.00032,-0.00040,-0.00028,0.8714,0.1710,1.012,0.1987,0.7926,-0.2509,6.200,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00022,4.77e-9,0.00032,1.12e-7,0.00028,1.12e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.72,27.38
6.300,-0.000019,0.00021,-0.00035,-0.00031,-0.00039,-0.00028,0.8715,0.1710,1.012,0.1987,0.7926,-0.2509,6.300,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00021,3.97e-9,0.00031,1.09e-7,0.00028,1.12e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.72,27.38
6.400,-0.000013,0.00022,-0.00035,-0.00030,-0.00039,-0.00028,0.8715,0.1710,1.012,0.1987,0.7927,-0.2509,6.400,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00022,2.82e-9,0.00030,1.04e-7,0.00028,1.09e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.72,27.38
6.500,-0.000017,0.00022,-0.00036,-0.00029,-0.00039,-0.00028,0.8715,0.1710,1.012,0.1987,0.7927,-0.2509,6.500,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00022,3.89e-9,0.00029,1.06e-7,0.00028,1.12e-7,0.1710,0.1490,0.1987,0.2010,0.2509,0.1989,28.75,27.73,27.38
6.600,-0.000019,0.00022,-0.00036,-0.00029,-0.00040,-0.00028,0.8715,0.1710,1.012,0.1987,0.7927,-0.2509,6.600,18.40,17.56,44.94,47.31,51.54,46.12,18.56,14.49,0.00022,4.05e-9,0.00029,1.05e-7,0.00028,1.13e-7,0.1710,0.1490,0.1987,0.2011,0.2509,0.1989,28.75,27.73,27.38
6.700,-0.000020,0.00021,-0.00036,-0.00029,-0.00040,-0.00030,0.8715,0.1710,1.012,0.1987,0.7927,-0.2509,6.700,18.40,17.56,44.94,47.31,51.54,46.13,18.56,14.49,0.00021,4.30e-9,0.00029,1.03e-7,0.00030,1.19e-7,0.1710,0.1490,0.1987,0.2011,0.2509,0.1989,28.75,27.73,27.38
6.800,-0.000024,0.00022,-0.00035,-0.00029,-0.00040,-0.00030,0.8716,0.1710,1.012,0.1987,0.7928,-0.2509,6.800,18.40,17.56,44.94,47.31,51.54,46.13,18.55,14.49,0.00022,5.44e-9,0.00029,1.02e-7,0.00030,1.21e-7,0.1710,0.1491,0.1987,0.2011,0.2509,0.1989,28.75,27.73,27.38
6.900,-0.000016,0.00022,-0.00035,-0.00029,-0.00041,-0.00030,0.8716,0.1710,1.012,0.1987,0.7928,-0.2509,6.900,18.40,17.56,44.94,47.31,51.54,46.13,18.55,14.49,0.00022,3.56e-9,0.00029,1.01e-7,0.00030,1.25e-7,0.1710,0.1491,0.1987,0.2011,0.2509,0.1989,28.75,27.73,27.38
7.000,-0.000016,0.00022,-0.00036,-0.00029,-0.00041,-0.00030,0.8716,0.1711,1.012,0.1987,0.7928,-0.2510,7.000,18.40,17.56,44.94,47.31,51.54,46.13,18.55,14.49,0.00022,3.52e-9,0.00029,1.03e-7,0.00030,1.21e-7,0.1711,0.1491,0.1987,0.2011,0.2510,0.1989,28.75,27.73,27.38
7.100,-0.000017,0.00023,-0.00036,-0.00030,-0.00040,-0.00030,0.8717,0.1710,1.012,0.1988,0.7928,-0.2510,7.100,18.39,17.56,44.94,47.31,51.54,46.13,18.55,14.49,0.00023,3.99e-9,0.00030,1.06e-7,0.00030,1.20e-7,0.1710,0.1491,0.1988,0.2011,0.2510,0.1990,28.75,27.73,27.38
7.200,-0.000017,0.00022,-0.00036,-0.00029,-0.00040,-0.00030,0.8717,0.1710,1.012,0.1988,0.7928,-0.2510,7.200,18.39,17.56,44.94,47.31,51.54,46.13,18.55,14.48,0.00022,3.86e-9,0.00029,1.04e-7,0.00030,1.19e-7,0.1710,0.1491,0.1988,0.2011,0.2510,0.1990,28.76,27.74,27.39
7.300,-0.000016,0.00023,-0.00035,-0.00029,-0.00040,-0.00029,0.8717,0.1710,1.012,0.1988,0.7928,-0.2510,7.300,18.39,17.56,44.94,47.31,51.54,46.13,18.55,14.48,0.00023,3.66e-9,0.00029,1.01e-7,0.00029,1.17e-7,0.1710,0.1491,0.1988,0.2011,0.2510,0.1990,28.76,27.74,27.39
