Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
692.50,-0.000020,0.00018,-0.00035,-0.00021,-0.00039,-0.00030,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,692.50,13.75,12.82,44.41,46.88,51.45,45.94,13.82,8.704,0.00018,3.58e-9,0.00021,7.45e-8,0.00030,1.15e-7,0.2411,0.2962,0.2349,0.2809,0.3018,0.2877,33.06,32.19,31.59
692.60,-0.000020,0.00016,-0.00036,-0.00021,-0.00039,-0.00030,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,692.60,13.75,12.82,44.41,46.88,51.45,45.93,13.82,8.704,0.00016,3.26e-9,0.00021,7.54e-8,0.00030,1.17e-7,0.2411,0.2963,0.2349,0.2809,0.3018,0.2877,33.06,32.19,31.59
692.70,-0.000014,0.00016,-0.00035,-0.00022,-0.00038,-0.00028,1.229,0.2411,1.196,0.2349,0.9533,-0.3017,692.70,13.75,12.82,44.41,46.88,51.46,45.93,13.82,8.703,0.00016,2.37e-9,0.00022,7.87e-8,0.00028,1.08e-7,0.2411,0.2963,0.2349,0.2809,0.3017,0.2876,33.06,32.19,31.59
692.80,-0.000014,0.00017,-0.00035,-0.00021,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9533,-0.3017,692.80,13.75,12.82,44.41,46.88,51.46,45.93,13.82,8.702,0.00017,2.41e-9,0.00021,7.58e-8,0.00026,1.01e-7,0.2411,0.2963,0.2349,0.2810,0.3017,0.2876,33.07,32.19,31.59
692.90,-0.000012,0.00017,-0.00036,-0.00021,-0.00039,-0.00027,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,692.90,13.75,12.82,44.41,46.88,51.46,45.93,13.82,8.703,0.00017,1.98e-9,0.00021,7.64e-8,0.00027,1.04e-7,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.19,31.59
693.00,-0.000013,0.00017,-0.00036,-0.00022,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,693.00,13.74,12.82,44.41,46.88,51.46,45.93,13.82,8.702,0.00017,2.19e-9,0.00022,8.16e-8,0.00026,9.96e-8,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.19,31.59
693.10,-0.000019,0.00016,-0.00036,-0.00023,-0.00038,-0.00027,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,693.10,13.74,12.82,44.41,46.88,51.46,45.93,13.82,8.700,0.00016,3.05e-9,0.00023,8.48e-8,0.00027,9.97e-8,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.19,31.59
693.20,-0.000014,0.00017,-0.00037,-0.00022,-0.00038,-0.00024,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,693.20,13.74,12.82,44.41,46.88,51.46,45.93,13.82,8.700,0.00017,2.51e-9,0.00022,8.29e-8,0.00024,9.18e-8,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.19,31.59
693.30,-0.000022,0.00017,-0.00036,-0.00025,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9533,-0.3018,693.30,13.74,12.82,44.41,46.88,51.46,45.93,13.81,8.699,0.00017,3.77e-9,0.00025,8.93e-8,0.00026,9.81e-8,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.18,31.59
693.40,-0.000020,0.00017,-0.00036,-0.00026,-0.00038,-0.00027,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.40,13.74,12.82,44.41,46.88,51.46,45.93,13.81,8.700,0.00017,3.43e-9,0.00026,9.32e-8,0.00027,1.04e-7,0.2411,0.2963,0.2349,0.2810,0.3018,0.2877,33.07,32.18,31.59
693.50,-0.000029,0.00017,-0.00036,-0.00026,-0.00039,-0.00026,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.50,13.74,12.82,44.41,46.88,51.46,45.93,13.81,8.699,0.00017,4.98e-9,0.00026,9.17e-8,0.00026,1.01e-7,0.2411,0.2964,0.2349,0.2811,0.3018,0.2877,33.07,32.18,31.59
693.60,-0.000042,0.00018,-0.00035,-0.00025,-0.00039,-0.00026,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.60,13.74,12.82,44.41,46.88,51.46,45.93,13.81,8.699,0.00018,7.71e-9,0.00025,8.80e-8,0.00026,1.00e-7,0.2411,0.2964,0.2349,0.2811,0.3018,0.2877,33.07,32.18,31.59
693.70,-0.000042,0.00018,-0.00036,-0.00025,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.70,13.74,12.82,44.41,46.88,51.46,45.93,13.81,8.698,0.00018,7.41e-9,0.00025,9.11e-8,0.00026,9.98e-8,0.2411,0.2964,0.2349,0.2811,0.3018,0.2877,33.07,32.19,31.59
693.80,-0.000045,0.00017,-0.00035,-0.00025,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.80,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.697,0.00017,7.40e-9,0.00025,8.99e-8,0.00026,9.92e-8,0.2411,0.2964,0.2349,0.2811,0.3018,0.2877,33.07,32.18,31.59
693.90,-0.000036,0.00016,-0.00035,-0.00025,-0.00038,-0.00026,1.229,0.2411,1.196,0.2349,0.9534,-0.3018,693.90,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.696,0.00016,5.87e-9,0.00025,8.77e-8,0.00026,9.69e-8,0.2411,0.2964,0.2349,0.2811,0.3018,0.2878,33.07,32.18,31.59
694.00,-0.000039,0.00015,-0.00036,-0.00026,-0.00038,-0.00024,1.229,0.2411,1.196,0.2350,0.9535,-0.3018,694.00,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.696,0.00015,5.94e-9,0.00026,9.23e-8,0.00024,9.07e-8,0.2411,0.2964,0.2350,0.2811,0.3018,0.2878,33.07,32.18,31.59
694.10,-0.000036,0.00016,-0.00036,-0.00026,-0.00038,-0.00026,1.229,0.2411,1.196,0.2350,0.9535,-0.3018,694.10,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.695,0.00016,5.76e-9,0.00026,9.43e-8,0.00026,9.76e-8,0.2411,0.2964,0.2350,0.2811,0.3018,0.2878,33.07,32.18,31.59
694.20,-0.000052,0.00017,-0.00035,-0.00026,-0.00038,-0.00025,1.229,0.2411,1.197,0.2350,0.9535,-0.3018,694.20,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.695,0.00017,8.75e-9,0.00026,9.06e-8,0.00025,9.54e-8,0.2411,0.2964,0.2350,0.2812,0.3018,0.2878,33.07,32.18,31.59
694.30,-0.000049,0.00017,-0.00034,-0.00026,-0.00038,-0.00027,1.229,0.2411,1.196,0.2350,0.9535,-0.3018,694.30,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.694,0.00017,8.33e-9,0.00026,8.66e-8,0.00027,1.04e-7,0.2411,0.2964,0.2350,0.2812,0.3018,0.2878,33.07,32.18,31.59
694.40,-0.000052,0.00018,-0.00034,-0.00026,-0.00038,-0.00027,1.229,0.2411,1.197,0.2350,0.9536,-0.3018,694.40,13.74,12.81,44.41,46.88,51.46,45.92,13.81,8.693,0.00018,9.12e-9,0.00026,8.88e-8,0.00027,1.02e-7,0.2411,0.2964,0.2350,0.2812,0.3018,0.2878,33.08,32.18,31.60
694.50,-0.000046,0.00017,-0.00034,-0.00026,-0.00038,-0.00025,1.229,0.2411,1.197,0.2350,0.9536,-0.3019,694.50,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.692,0.00017,7.97e-9,0.00026,8.90e-8,0.00025,9.72e-8,0.2411,0.2964,0.2350,0.2812,0.3019,0.2878,33.08,32.18,31.60
694.60,-0.000035,0.00018,-0.00035,-0.00026,-0.00038,-0.00025,1.229,0.2411,1.196,0.2350,0.9536,-0.3019,694.60,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.692,0.00018,6.33e-9,0.00026,8.91e-8,0.00025,9.56e-8,0.2411,0.2964,0.2350,0.2811,0.3019,0.2879,33.08,32.18,31.60
694.70,-0.000048,0.00019,-0.00034,-0.00026,-0.00037,-0.00026,1.229,0.2411,1.197,0.2350,0.9536,-0.3018,694.70,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.691,0.00019,8.91e-9,0.00026,8.93e-8,0.00026,9.56e-8,0.2411,0.2964,0.2350,0.2812,0.3018,0.2878,33.08,32.18,31.60
694.80,-0.000040,0.00017,-0.00035,-0.00026,-0.00037,-0.00027,1.229,0.2412,1.197,0.2350,0.9536,-0.3019,694.80,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.691,0.00017,7.04e-9,0.00026,8.97e-8,0.00027,1.01e-7,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
694.90,-0.000036,0.00018,-0.00035,-0.00027,-0.00038,-0.00026,1.229,0.2412,1.197,0.2350,0.9537,-0.3019,694.90,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.691,0.00018,6.39e-9,0.00027,9.40e-8,0.00026,9.96e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.00,-0.000027,0.00020,-0.00037,-0.00027,-0.00038,-0.00027,1.229,0.2412,1.197,0.2350,0.9537,-0.3019,695.00,13.73,12.81,44.41,46.88,51.46,45.92,13.80,8.692,0.00020,5.45e-9,0.00027,1.02e-7,0.00027,1.04e-7,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.10,-0.000030,0.00020,-0.00038,-0.00027,-0.00037,-0.00027,1.229,0.2412,1.197,0.2350,0.9537,-0.3019,695.10,13.73,12.81,44.41,46.88,51.46,45.92,13.81,8.691,0.00020,6.06e-9,0.00027,1.00e-7,0.00027,1.01e-7,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.20,-0.000024,0.00022,-0.00038,-0.00026,-0.00037,-0.00026,1.229,0.2412,1.197,0.2350,0.9537,-0.3019,695.20,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.689,0.00022,5.30e-9,0.00026,9.98e-8,0.00026,9.57e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.30,-0.000029,0.00021,-0.00037,-0.00027,-0.00038,-0.00025,1.229,0.2412,1.197,0.2350,0.9537,-0.3019,695.30,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.689,0.00021,6.15e-9,0.00027,9.94e-8,0.00025,9.54e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.40,-0.000039,0.00022,-0.00037,-0.00026,-0.00037,-0.00025,1.229,0.2412,1.197,0.2350,0.9538,-0.3019,695.40,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.689,0.00022,8.47e-9,0.00026,9.57e-8,0.00025,9.23e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2879,33.08,32.18,31.60
695.50,-0.000046,0.00022,-0.00037,-0.00026,-0.00037,-0.00026,1.229,0.2412,1.197,0.2350,0.9538,-0.3019,695.50,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.688,0.00022,1.02e-8,0.00026,9.70e-8,0.00026,9.64e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2880,33.08,32.19,31.60
695.60,-0.000036,0.00022,-0.00036,-0.00026,-0.00037,-0.00027,1.229,0.2412,1.197,0.2350,0.9538,-0.3019,695.60,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.687,0.00022,7.94e-9,0.00026,9.26e-8,0.00027,9.90e-8,0.2412,0.2965,0.2350,0.2812,0.3019,0.2880,33.08,32.19,31.60
695.70,-0.000043,0.00019,-0.00037,-0.00027,-0.00038,-0.00027,1.229,0.2412,1.197,0.2350,0.9538,-0.3020,695.70,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.687,0.00019,8.16e-9,0.00027,9.91e-8,0.00027,1.02e-7,0.2412,0.2965,0.2350,0.2812,0.3020,0.2880,33.08,32.18,31.60
695.80,-0.000053,0.00016,-0.00036,-0.00026,-0.00038,-0.00027,1.229,0.2412,1.197,0.2350,0.9538,-0.3020,695.80,13.73,12.81,44.41,46.88,51.46,45.91,13.80,8.687,0.00016,8.76e-9,0.00026,9.39e-8,0.00027,1.02e-7,0.2412,0.2965,0.2350,0.2812,0.3020,0.2880,33.08,32.18,31.60
695.90,-0.000056,0.00017,-0.00035,-0.00025,-0.00038,-0.00028,1.229,0.2412,1.197,0.2350,0.9538,-0.3020,695.90,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.686,0.00017,9.48e-9,0.00025,8.83e-8,0.00028,1.08e-7,0.2412,0.2965,0.2350,0.2812,0.3020,0.2880,33.08,32.19,31.60
696.00,-0.000052,0.00017,-0.00036,-0.00026,-0.00037,-0.00027,1.230,0.2412,1.197,0.2350,0.9539,-0.3019,696.00,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.686,0.00017,9.05e-9,0.00026,9.54e-8,0.00027,1.01e-7,0.2412,0.2966,0.2350,0.2812,0.3019,0.2880,33.08,32.19,31.60
696.10,-0.000043,0.00017,-0.00035,-0.00026,-0.00038,-0.00026,1.230,0.2412,1.197,0.2350,0.9539,-0.3020,696.10,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.685,0.00017,7.48e-9,0.00026,9.31e-8,0.00026,9.96e-8,0.2412,0.2966,0.2350,0.2813,0.3020,0.2880,33.09,32.19,31.60
696.20,-0.000039,0.00017,-0.00035,-0.00027,-0.00038,-0.00026,1.230,0.2412,1.197,0.2350,0.9539,-0.3020,696.20,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.684,0.00017,6.50e-9,0.00027,9.55e-8,0.00026,9.74e-8,0.2412,0.2966,0.2350,0.2813,0.3020,0.2880,33.08,32.19,31.60
696.30,-0.000037,0.00017,-0.00035,-0.00027,-0.00037,-0.00027,1.230,0.2412,1.197,0.2350,0.9539,-0.3019,696.30,13.72,12.80,44.40,46.88,51.46,45.91,13.80,8.684,0.00017,6.26e-9,0.00027,9.32e-8,0.00027,9.82e-8,0.2412,0.2966,0.2350,0.2813,0.3019,0.2880,33.08,32.19,31.60
696.40,-0.000042,0.00016,-0.00035,-0.00026,-0.00037,-0.00027,1.230,0.2412,1.197,0.2350,0.9539,-0.3019,696.40,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.684,0.00016,6.87e-9,0.00026,9.30e-8,0.00027,9.91e-8,0.2412,0.2966,0.2350,0.2813,0.3019,0.2880,33.09,32.19,31.60
696.50,-0.000043,0.00016,-0.00035,-0.00026,-0.00038,-0.00026,1.230,0.2412,1.197,0.2350,0.9539,-0.3020,696.50,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.683,0.00016,6.73e-9,0.00026,9.17e-8,0.00026,9.83e-8,0.2412,0.2966,0.2350,0.2813,0.3020,0.2880,33.09,32.19,31.61
696.60,-0.000029,0.00016,-0.00035,-0.00026,-0.00038,-0.00027,1.230,0.2412,1.197,0.2350,0.9539,-0.3020,696.60,13.72,12.80,44.41,46.88,51.46,45.91,13.80,8.683,0.00016,4.65e-9,0.00026,9.24e-8,0.00027,1.01e-7,0.2412,0.2966,0.2350,0.2813,0.3020,0.2880,33.09,32.19,31.61
696.70,-0.000010,0.00016,-0.00035,-0.00027,-0.00038,-0.00027,1.230,0.2412,1.197,0.2350,0.9539,-0.3020,696.70,13.72,12.80,44.40,46.88,51.46,45.91,13.80,8.681,0.00016,1.63e-9,0.00027,9.45e-8,0.00027,1.01e-7,0.2412,0.2966,0.2350,0.2813,0.3020,0.2881,33.09,32.19,31.61
696.80,-0.000016,0.00017,-0.00035,-0.00027,-0.00038,-0.00026,1.230,0.2412,1.197,0.2350,0.9540,-0.3020,696.80,13.72,12.80,44.40,46.88,51.46,45.91,13.80,8.682,0.00017,2.65e-9,0.00027,9.41e-8,0.00026,9.81e-8,0.2412,0.2966,0.2350,0.2813,0.3020,0.2881,33.09,32.19,31.60
696.90,-0.000020,0.00017,-0.00034,-0.00027,-0.00038,-0.00026,1.230,0.2412,1.197,0.2350,0.9540,-0.3020,696.90,13.72,12.80,44.40,46.88,51.46,45.91,13.80,8.681,0.00017,3.43e-9,0.00027,9.07e-8,0.00026,9.69e-8,0.2412,0.2967,0.2350,0.2813,0.3020,0.2881,33.09,32.19,31.60
697.00,-0.000026,0.00017,-0.00036,-0.00026,-0.00038,-0.00026,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.00,13.72,12.80,44.40,46.88,51.46,45.90,13.80,8.680,0.00017,4.37e-9,0.00026,9.37e-8,0.00026,1.00e-7,0.2412,0.2967,0.2351,0.2813,0.3020,0.2881,33.09,32.19,31.61
697.10,-0.000024,0.00016,-0.00036,-0.00026,-0.00038,-0.00026,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.10,13.72,12.80,44.40,46.88,51.46,45.90,13.80,8.680,0.00016,3.88e-9,0.00026,9.35e-8,0.00026,1.01e-7,0.2412,0.2967,0.2351,0.2814,0.3020,0.2881,33.09,32.19,31.61
697.20,-0.000019,0.00016,-0.00037,-0.00026,-0.00038,-0.00025,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.20,13.72,12.80,44.40,46.88,51.46,45.90,13.79,8.679,0.00016,3.02e-9,0.00026,9.60e-8,0.00025,9.27e-8,0.2412,0.2967,0.2351,0.2814,0.3020,0.2881,33.09,32.19,31.61
697.30,-0.000013,0.00016,-0.00036,-0.00026,-0.00037,-0.00025,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.30,13.72,12.80,44.40,46.88,51.46,45.90,13.79,8.679,0.00016,2.04e-9,0.00026,9.39e-8,0.00025,9.47e-8,0.2412,0.2967,0.2351,0.2814,0.3020,0.2881,33.09,32.19,31.61
697.40,-8.65e-6,0.00017,-0.00035,-0.00026,-0.00038,-0.00025,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.40,13.72,12.80,44.40,46.88,51.46,45.90,13.79,8.679,0.00017,1.43e-9,0.00026,9.18e-8,0.00025,9.61e-8,0.2412,0.2967,0.2351,0.2814,0.3020,0.2881,33.09,32.19,31.61
697.50,-0.000023,0.00018,-0.00035,-0.00026,-0.00038,-0.00025,1.230,0.2412,1.197,0.2351,0.9540,-0.3020,697.50,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.678,0.00018,4.19e-9,0.00026,9.22e-8,0.00025,9.39e-8,0.2412,0.2967,0.2351,0.2814,0.3020,0.2881,33.09,32.19,31.61
697.60,-0.000030,0.00018,-0.00035,-0.00027,-0.00037,-0.00024,1.230,0.2413,1.197,0.2351,0.9540,-0.3021,697.60,13.72,12.79,44.40,46.88,51.46,45.90,13.79,8.678,0.00018,5.50e-9,0.00027,9.48e-8,0.00024,8.89e-8,0.2413,0.2967,0.2351,0.2814,0.3021,0.2882,33.09,32.19,31.61
697.70,-0.000033,0.00018,-0.00036,-0.00027,-0.00038,-0.00024,1.230,0.2413,1.197,0.2351,0.9541,-0.3021,697.70,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.678,0.00018,5.97e-9,0.00027,9.80e-8,0.00024,9.09e-8,0.2413,0.2967,0.2351,0.2814,0.3021,0.2882,33.09,32.19,31.61
697.80,-0.000030,0.00018,-0.00037,-0.00027,-0.00038,-0.00025,1.230,0.2413,1.197,0.2351,0.9541,-0.3021,697.80,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.678,0.00018,5.32e-9,0.00027,9.80e-8,0.00025,9.47e-8,0.2413,0.2967,0.2351,0.2814,0.3021,0.2882,33.09,32.19,31.61
697.90,-0.000039,0.00018,-0.00037,-0.00027,-0.00037,-0.00025,1.230,0.2412,1.197,0.2351,0.9541,-0.3021,697.90,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.677,0.00018,6.90e-9,0.00027,9.76e-8,0.00025,9.34e-8,0.2412,0.2967,0.2351,0.2815,0.3021,0.2882,33.09,32.19,31.61
698.00,-0.000037,0.00017,-0.00037,-0.00028,-0.00037,-0.00024,1.230,0.2413,1.197,0.2351,0.9541,-0.3021,698.00,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.676,0.00017,6.53e-9,0.00028,1.02e-7,0.00024,9.04e-8,0.2413,0.2967,0.2351,0.2815,0.3021,0.2882,33.09,32.19,31.61
698.10,-0.000029,0.00018,-0.00037,-0.00028,-0.00035,-0.00025,1.230,0.2413,1.197,0.2351,0.9541,-0.3021,698.10,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.676,0.00018,5.32e-9,0.00028,1.01e-7,0.00025,8.79e-8,0.2413,0.2968,0.2351,0.2815,0.3021,0.2882,33.09,32.19,31.61
698.20,-0.000030,0.00018,-0.00037,-0.00026,-0.00037,-0.00026,1.230,0.2413,1.197,0.2351,0.9541,-0.3021,698.20,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.676,0.00018,5.41e-9,0.00026,9.66e-8,0.00026,9.64e-8,0.2413,0.2968,0.2351,0.2815,0.3021,0.2882,33.09,32.19,31.61
698.30,-0.000020,0.00018,-0.00037,-0.00025,-0.00036,-0.00027,1.230,0.2413,1.197,0.2351,0.9542,-0.3021,698.30,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.675,0.00018,3.55e-9,0.00025,9.28e-8,0.00027,9.73e-8,0.2413,0.2968,0.2351,0.2815,0.3021,0.2882,33.09,32.19,31.61
698.40,-0.000016,0.00018,-0.00035,-0.00026,-0.00036,-0.00025,1.230,0.2413,1.197,0.2351,0.9542,-0.3021,698.40,13.71,12.79,44.40,46.88,51.46,45.90,13.79,8.674,0.00018,2.83e-9,0.00026,9.11e-8,0.00025,9.21e-8,0.2413,0.2968,0.2351,0.2816,0.3021,0.2883,33.09,32.19,31.61
698.50,-0.000019,0.00017,-0.00035,-0.00026,-0.00036,-0.00025,1.230,0.2413,1.197,0.2351,0.9542,-0.3021,698.50,13.71,12.79,44.40,46.88,51.47,45.90,13.79,8.673,0.00017,3.16e-9,0.00026,9.08e-8,0.00025,9.10e-8,0.2413,0.2968,0.2351,0.2816,0.3021,0.2883,33.09,32.19,31.61
698.60,-0.000017,0.00017,-0.00035,-0.00027,-0.00036,-0.00026,1.230,0.2413,1.197,0.2352,0.9542,-0.3021,698.60,13.71,12.79,44.40,46.88,51.47,45.90,13.79,8.673,0.00017,2.97e-9,0.00027,9.36e-8,0.00026,9.27e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.10,32.19,31.61
698.70,-0.000029,0.00018,-0.00035,-0.00026,-0.00036,-0.00027,1.230,0.2413,1.197,0.2352,0.9542,-0.3021,698.70,13.71,12.79,44.40,46.88,51.47,45.90,13.79,8.672,0.00018,5.07e-9,0.00026,8.87e-8,0.00027,9.59e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.10,32.19,31.61
698.80,-0.000030,0.00017,-0.00036,-0.00026,-0.00036,-0.00026,1.230,0.2413,1.197,0.2352,0.9542,-0.3021,698.80,13.71,12.79,44.40,46.88,51.47,45.90,13.79,8.672,0.00017,5.10e-9,0.00026,9.24e-8,0.00026,9.52e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.10,32.19,31.61
698.90,-0.000026,0.00018,-0.00036,-0.00026,-0.00036,-0.00027,1.230,0.2413,1.197,0.2352,0.9542,-0.3021,698.90,13.71,12.79,44.40,46.88,51.47,45.90,13.79,8.670,0.00018,4.60e-9,0.00026,9.46e-8,0.00027,9.63e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.09,32.19,31.62
699.00,-0.000022,0.00018,-0.00036,-0.00027,-0.00035,-0.00026,1.230,0.2413,1.198,0.2352,0.9542,-0.3021,699.00,13.71,12.78,44.40,46.88,51.47,45.90,13.79,8.670,0.00018,3.80e-9,0.00027,9.53e-8,0.00026,9.13e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.09,32.19,31.62
699.10,-0.000022,0.00017,-0.00035,-0.00027,-0.00035,-0.00027,1.230,0.2413,1.198,0.2352,0.9543,-0.3021,699.10,13.71,12.78,44.40,46.88,51.47,45.90,13.79,8.670,0.00017,3.74e-9,0.00027,9.41e-8,0.00027,9.49e-8,0.2413,0.2968,0.2352,0.2816,0.3021,0.2883,33.10,32.19,31.62
699.20,-0.000033,0.00017,-0.00033,-0.00027,-0.00035,-0.00027,1.230,0.2413,1.198,0.2352,0.9543,-0.3021,699.20,13.70,12.78,44.40,46.88,51.47,45.89,13.79,8.669,0.00017,5.73e-9,0.00027,8.96e-8,0.00027,9.25e-8,0.2413,0.2968,0.2352,0.2817,0.3021,0.2883,33.10,32.19,31.62
699.30,-0.000033,0.00017,-0.00035,-0.00028,-0.00034,-0.00026,1.230,0.2413,1.198,0.2352,0.9543,-0.3021,699.30,13.71,12.78,44.40,46.88,51.47,45.89,13.78,8.668,0.00017,5.59e-9,0.00028,9.60e-8,0.00026,8.95e-8,0.2413,0.2969,0.2352,0.2817,0.3021,0.2883,33.10,32.19,31.62
699.40,-0.000037,0.00017,-0.00036,-0.00028,-0.00035,-0.00028,1.230,0.2413,1.198,0.2352,0.9543,-0.3022,699.40,13.70,12.78,44.40,46.88,51.47,45.89,13.78,8.668,0.00017,6.53e-9,0.00028,9.95e-8,0.00028,9.69e-8,0.2413,0.2969,0.2352,0.2817,0.3022,0.2884,33.10,32.19,31.62
699.50,-0.000037,0.00018,-0.00037,-0.00028,-0.00035,-0.00028,1.230,0.2413,1.198,0.2352,0.9543,-0.3022,699.50,13.70,12.78,44.40,46.88,51.47,45.89,13.78,8.668,0.00018,6.86e-9,0.00028,1.02e-7,0.00028,9.81e-8,0.2413,0.2969,0.2352,0.2817,0.3022,0.2884,33.10,32.19,31.62
699.60,-0.000035,0.00018,-0.00037,-0.00027,-0.00036,-0.00028,1.230,0.2413,1.198,0.2352,0.9543,-0.3022,699.60,13.70,12.78,44.40,46.88,51.47,45.89,13.78,8.667,0.00018,6.08e-9,0.00027,9.86e-8,0.00028,9.94e-8,0.2413,0.2969,0.2352,0.2817,0.3022,0.2884,33.10,32.19,31.62
699.70,-0.000032,0.00018,-0.00036,-0.00026,-0.00036,-0.00027,1.230,0.2413,1.198,0.2352,0.9543,-0.3022,699.70,13.70,12.78,44.40,46.88,51.47,45.89,13.78,8.665,0.00018,5.57e-9,0.00026,9.46e-8,0.00027,9.52e-8,0.2413,0.2969,0.2352,0.2817,0.3022,0.2884,33.10,32.19,31.62
699.80,-0.000035,0.00017,-0.00036,-0.00026,-0.00036,-0.00026,1.230,0.2413,1.198,0.2352,0.9544,-0.3022,699.80,13.70,12.78,44.40,46.88,51.47,45.89,13.78,8.665,0.00017,5.88e-9,0.00026,9.29e-8,0.00026,9.19e-8,0.2413,0.2970,0.2352,0.2817,0.3022,0.2884,33.10,32.19,31.62
