Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],MX1601_CH_11_[V],MX1601_CH_12_[V],MX1601_CH_13_[mA],MX1601_CH_14_[mA],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
227.90,0.000,0.00019,-0.00028,-0.00026,-0.00041,-0.00028,-0.00497,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00468,-0.00181,227.90,4.571,7.533,33.20,36.45,39.63,36.84,4.624,-0.7075,0.00019,0.000,0.00026,0.000,0.00028,0.000,0.00054,0.000,0.2109,0.2280,0.00181,0.000,31.83,32.26,25.67
228.00,0.000,0.00019,-0.00028,-0.00026,-0.00042,-0.00028,-0.00494,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00468,-0.00182,228.00,4.573,7.533,33.20,36.45,39.64,36.84,4.624,-0.7085,0.00019,0.000,0.00026,0.000,0.00028,0.000,0.00053,0.000,0.2109,0.2280,0.00182,0.000,31.83,32.26,25.67
228.10,0.000,0.00018,-0.00027,-0.00025,-0.00040,-0.00028,-0.00493,-0.00052,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00469,-0.00182,228.10,4.574,7.533,33.20,36.45,39.64,36.83,4.624,-0.7085,0.00018,0.000,0.00025,0.000,0.00028,0.000,0.00052,0.000,0.2109,0.2280,0.00182,0.000,31.83,32.26,25.67
228.20,0.000,0.00018,-0.00028,-0.00023,-0.00040,-0.00028,-0.00492,-0.00052,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00473,-0.00183,228.20,4.575,7.533,33.20,36.45,39.64,36.83,4.623,-0.7081,0.00018,0.000,0.00023,0.000,0.00028,0.000,0.00052,0.000,0.2109,0.2280,0.00183,0.000,31.83,32.26,25.67
228.30,0.000,0.00020,-0.00028,-0.00023,-0.00039,-0.00027,-0.00490,-0.00051,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00474,-0.00183,228.30,4.576,7.534,33.20,36.45,39.63,36.83,4.624,-0.7087,0.00020,0.000,0.00023,0.000,0.00027,0.000,0.00051,0.000,0.2109,0.2280,0.00183,0.000,31.83,32.26,25.67
228.40,0.000,0.00020,-0.00029,-0.00026,-0.00040,-0.00027,-0.00492,-0.00052,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00475,-0.00186,228.40,4.576,7.533,33.20,36.45,39.64,36.83,4.624,-0.7084,0.00020,0.000,0.00026,0.000,0.00027,0.000,0.00052,0.000,0.2109,0.2280,0.00186,0.000,31.83,32.25,25.67
228.50,0.000,0.00019,-0.00027,-0.00026,-0.00040,-0.00028,-0.00494,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00477,-0.00186,228.50,4.578,7.533,33.20,36.45,39.63,36.83,4.624,-0.7084,0.00019,0.000,0.00026,0.000,0.00028,0.000,0.00053,0.000,0.2109,0.2280,0.00186,0.000,31.83,32.25,25.67
228.60,0.000,0.00018,-0.00027,-0.00026,-0.00040,-0.00026,-0.00496,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00479,-0.00187,228.60,4.579,7.533,33.20,36.45,39.64,36.83,4.624,-0.7086,0.00018,0.000,0.00026,0.000,0.00026,0.000,0.00053,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.25,25.67
228.70,0.000,0.00018,-0.00028,-0.00025,-0.00039,-0.00026,-0.00497,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00480,-0.00187,228.70,4.580,7.533,33.20,36.45,39.63,36.83,4.624,-0.7096,0.00018,0.000,0.00025,0.000,0.00026,0.000,0.00053,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.25,25.67
228.80,0.000,0.00019,-0.00028,-0.00023,-0.00040,-0.00027,-0.00497,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00480,-0.00185,228.80,4.581,7.533,33.20,36.45,39.63,36.83,4.623,-0.7090,0.00019,0.000,0.00023,0.000,0.00027,0.000,0.00054,0.000,0.2109,0.2280,0.00185,0.000,31.83,32.24,25.67
228.90,0.000,0.00019,-0.00028,-0.00023,-0.00040,-0.00025,-0.00497,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00480,-0.00185,228.90,4.581,7.533,33.20,36.45,39.64,36.82,4.623,-0.7091,0.00019,0.000,0.00023,0.000,0.00025,0.000,0.00054,0.000,0.2109,0.2280,0.00185,0.000,31.83,32.24,25.67
229.00,0.000,0.00019,-0.00028,-0.00024,-0.00041,-0.00025,-0.00497,-0.00055,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00480,-0.00185,229.00,4.582,7.534,33.20,36.45,39.63,36.82,4.623,-0.7093,0.00019,0.000,0.00024,0.000,0.00025,0.000,0.00055,0.000,0.2109,0.2280,0.00185,0.000,31.83,32.24,25.67
229.10,0.000,0.00019,-0.00028,-0.00027,-0.00041,-0.00026,-0.00497,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00478,-0.00187,229.10,4.583,7.534,33.20,36.45,39.64,36.82,4.622,-0.7092,0.00019,0.000,0.00027,0.000,0.00026,0.000,0.00054,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.24,25.67
229.20,0.000,0.00019,-0.00027,-0.00026,-0.00042,-0.00026,-0.00497,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00477,-0.00187,229.20,4.584,7.535,33.20,36.45,39.63,36.82,4.622,-0.7100,0.00019,0.000,0.00026,0.000,0.00026,0.000,0.00054,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.24,25.67
229.30,0.000,0.00019,-0.00027,-0.00027,-0.00041,-0.00026,-0.00497,-0.00056,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00476,-0.00187,229.30,4.586,7.535,33.20,36.45,39.63,36.82,4.623,-0.7104,0.00019,0.000,0.00027,0.000,0.00026,0.000,0.00056,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.23,25.67
229.40,0.000,0.00019,-0.00028,-0.00025,-0.00040,-0.00026,-0.00495,-0.00056,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00475,-0.00186,229.40,4.587,7.535,33.20,36.45,39.64,36.82,4.622,-0.7106,0.00019,0.000,0.00025,0.000,0.00026,0.000,0.00056,0.000,0.2109,0.2280,0.00186,0.000,31.83,32.23,25.67
229.50,0.000,0.00020,-0.00028,-0.00025,-0.00040,-0.00026,-0.00495,-0.00055,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00474,-0.00186,229.50,4.588,7.536,33.20,36.45,39.64,36.82,4.622,-0.7100,0.00020,0.000,0.00025,0.000,0.00026,0.000,0.00055,0.000,0.2109,0.2280,0.00186,0.000,31.83,32.23,25.67
229.60,0.000,0.00019,-0.00028,-0.00026,-0.00040,-0.00026,-0.00493,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00473,-0.00187,229.60,4.590,7.536,33.21,36.45,39.64,36.81,4.621,-0.7098,0.00019,0.000,0.00026,0.000,0.00026,0.000,0.00054,0.000,0.2109,0.2280,0.00187,0.000,31.83,32.22,25.67
229.70,0.000,0.00021,-0.00028,-0.00025,-0.00040,-0.00027,-0.00492,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00473,-0.00188,229.70,4.591,7.536,33.21,36.45,39.64,36.81,4.622,-0.7102,0.00021,0.000,0.00025,0.000,0.00027,0.000,0.00054,0.000,0.2109,0.2280,0.00188,0.000,31.83,32.22,25.67
229.80,0.000,0.00019,-0.00029,-0.00024,-0.00039,-0.00028,-0.00491,-0.00054,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00473,-0.00187,229.80,4.591,7.537,33.21,36.45,39.63,36.81,4.621,-0.7102,0.00019,0.000,0.00024,0.000,0.00028,0.000,0.00054,0.000,0.2109,0.2279,0.00187,0.000,31.83,32.22,25.67
229.90,0.000,0.00018,-0.00028,-0.00024,-0.00039,-0.00027,-0.00489,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00473,-0.00187,229.90,4.592,7.538,33.21,36.45,39.63,36.81,4.621,-0.7105,0.00018,0.000,0.00024,0.000,0.00027,0.000,0.00053,0.000,0.2109,0.2279,0.00187,0.000,31.83,32.22,25.67
230.00,0.000,0.00016,-0.00029,-0.00025,-0.00039,-0.00026,-0.00487,-0.00053,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00472,-0.00188,230.00,4.593,7.539,33.21,36.45,39.63,36.81,4.621,-0.7109,0.00016,0.000,0.00025,0.000,0.00026,0.000,0.00053,0.000,0.2109,0.2279,0.00188,0.000,31.83,32.22,25.67
230.10,0.000,0.00015,-0.00028,-0.00025,-0.00039,-0.00027,-0.00485,-0.00051,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00472,-0.00189,230.10,4.595,7.539,33.21,36.45,39.63,36.81,4.621,-0.7103,0.00015,0.000,0.00025,0.000,0.00027,0.000,0.00051,0.000,0.2109,0.2279,0.00189,0.000,31.83,32.21,25.67
230.20,0.000,0.00014,-0.00028,-0.00025,-0.00037,-0.00027,-0.00483,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00474,-0.00190,230.20,4.596,7.539,33.21,36.45,39.63,36.80,4.621,-0.7108,0.00014,0.000,0.00025,0.000,0.00027,0.000,0.00049,0.000,0.2109,0.2279,0.00190,0.000,31.83,32.21,25.67
230.30,0.000,0.00014,-0.00027,-0.00025,-0.00038,-0.00027,-0.00481,-0.00050,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00476,-0.00190,230.30,4.598,7.539,33.21,36.45,39.63,36.80,4.620,-0.7117,0.00014,0.000,0.00025,0.000,0.00027,0.000,0.00050,0.000,0.2109,0.2279,0.00190,0.000,31.83,32.20,25.67
230.40,0.000,0.00014,-0.00028,-0.00026,-0.00040,-0.00027,-0.00479,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00479,-0.00191,230.40,4.600,7.541,33.21,36.45,39.63,36.80,4.621,-0.7111,0.00014,0.000,0.00026,0.000,0.00027,0.000,0.00049,0.000,0.2109,0.2279,0.00191,0.000,31.83,32.20,25.67
230.50,0.000,0.00014,-0.00027,-0.00027,-0.00040,-0.00027,-0.00477,-0.00050,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00483,-0.00193,230.50,4.601,7.542,33.21,36.45,39.63,36.80,4.620,-0.7111,0.00014,0.000,0.00027,0.000,0.00027,0.000,0.00050,0.000,0.2109,0.2279,0.00193,0.000,31.83,32.20,25.66
230.60,0.000,0.00014,-0.00027,-0.00027,-0.00039,-0.00026,-0.00476,-0.00050,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00193,230.60,4.602,7.542,33.21,36.45,39.63,36.80,4.620,-0.7116,0.00014,0.000,0.00027,0.000,0.00026,0.000,0.00050,0.000,0.2109,0.2279,0.00193,0.000,31.83,32.20,25.67
230.70,0.000,0.00015,-0.00028,-0.00028,-0.00038,-0.00026,-0.00474,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00192,230.70,4.605,7.542,33.21,36.45,39.63,36.80,4.619,-0.7119,0.00015,0.000,0.00028,0.000,0.00026,0.000,0.00049,0.000,0.2109,0.2279,0.00192,0.000,31.83,32.19,25.67
230.80,0.000,0.00015,-0.00028,-0.00027,-0.00037,-0.00027,-0.00473,-0.00048,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00487,-0.00191,230.80,4.606,7.543,33.21,36.45,39.63,36.79,4.619,-0.7121,0.00015,0.000,0.00027,0.000,0.00027,0.000,0.00048,0.000,0.2109,0.2279,0.00191,0.000,31.83,32.19,25.66
230.90,0.000,0.00015,-0.00028,-0.00026,-0.00037,-0.00027,-0.00471,-0.00048,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00191,230.90,4.607,7.543,33.21,36.45,39.63,36.79,4.619,-0.7116,0.00015,0.000,0.00026,0.000,0.00027,0.000,0.00048,0.000,0.2109,0.2279,0.00191,0.000,31.83,32.19,25.67
231.00,0.000,0.00015,-0.00026,-0.00027,-0.00037,-0.00026,-0.00468,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00196,231.00,4.608,7.543,33.21,36.45,39.63,36.79,4.619,-0.7120,0.00015,0.000,0.00027,0.000,0.00026,0.000,0.00049,0.000,0.2109,0.2279,0.00196,0.000,31.83,32.18,25.66
231.10,0.000,0.00015,-0.00027,-0.00026,-0.00036,-0.00026,-0.00466,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00196,231.10,4.610,7.544,33.21,36.45,39.63,36.79,4.620,-0.7122,0.00015,0.000,0.00026,0.000,0.00026,0.000,0.00049,0.000,0.2109,0.2279,0.00196,0.000,31.83,32.18,25.66
231.20,0.000,0.00016,-0.00027,-0.00026,-0.00036,-0.00027,-0.00465,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00484,-0.00196,231.20,4.612,7.546,33.21,36.45,39.63,36.79,4.619,-0.7119,0.00016,0.000,0.00026,0.000,0.00027,0.000,0.00049,0.000,0.2109,0.2279,0.00196,0.000,31.83,32.18,25.66
231.30,0.000,0.00017,-0.00028,-0.00027,-0.00036,-0.00027,-0.00463,-0.00050,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00197,231.30,4.614,7.545,33.21,36.45,39.63,36.79,4.620,-0.7122,0.00017,0.000,0.00027,0.000,0.00027,0.000,0.00050,0.000,0.2109,0.2279,0.00197,0.000,31.83,32.17,25.66
231.40,0.000,0.00015,-0.00027,-0.00025,-0.00037,-0.00025,-0.00459,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00197,231.40,4.616,7.546,33.21,36.45,39.63,36.78,4.620,-0.7129,0.00015,0.000,0.00025,0.000,0.00025,0.000,0.00049,0.000,0.2109,0.2279,0.00197,0.000,31.83,32.17,25.66
231.50,0.000,0.00015,-0.00027,-0.00022,-0.00038,-0.00025,-0.00456,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00197,231.50,4.616,7.547,33.21,36.45,39.63,36.78,4.619,-0.7138,0.00015,0.000,0.00022,0.000,0.00025,0.000,0.00049,0.000,0.2109,0.2279,0.00197,0.000,31.83,32.17,25.66
231.60,0.000,0.00015,-0.00027,-0.00022,-0.00038,-0.00027,-0.00453,-0.00049,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00198,231.60,4.618,7.548,33.21,36.45,39.63,36.78,4.620,-0.7127,0.00015,0.000,0.00022,0.000,0.00027,0.000,0.00049,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.16,25.66
231.70,0.000,0.00015,-0.00027,-0.00023,-0.00038,-0.00026,-0.00450,-0.00047,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00197,231.70,4.619,7.548,33.21,36.45,39.63,36.78,4.620,-0.7132,0.00015,0.000,0.00023,0.000,0.00026,0.000,0.00047,0.000,0.2109,0.2279,0.00197,0.000,31.83,32.16,25.66
231.80,0.000,0.00015,-0.00024,-0.00024,-0.00038,-0.00026,-0.00447,-0.00046,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00487,-0.00196,231.80,4.622,7.549,33.21,36.45,39.63,36.78,4.619,-0.7133,0.00015,0.000,0.00024,0.000,0.00026,0.000,0.00046,0.000,0.2109,0.2279,0.00196,0.000,31.83,32.16,25.66
231.90,0.000,0.00016,-0.00026,-0.00024,-0.00037,-0.00026,-0.00445,-0.00046,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00487,-0.00197,231.90,4.624,7.549,33.21,36.45,39.63,36.78,4.619,-0.7136,0.00016,0.000,0.00024,0.000,0.00026,0.000,0.00046,0.000,0.2109,0.2279,0.00197,0.000,31.83,32.15,25.66
232.00,0.000,0.00017,-0.00028,-0.00024,-0.00038,-0.00027,-0.00444,-0.00045,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00487,-0.00198,232.00,4.625,7.550,33.21,36.45,39.63,36.78,4.620,-0.7139,0.00017,0.000,0.00024,0.000,0.00027,0.000,0.00045,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.15,25.66
232.10,0.000,0.00017,-0.00028,-0.00025,-0.00038,-0.00027,-0.00443,-0.00045,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00198,232.10,4.627,7.551,33.21,36.45,39.63,36.77,4.620,-0.7125,0.00017,0.000,0.00025,0.000,0.00027,0.000,0.00045,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.15,25.66
232.20,0.000,0.00017,-0.00028,-0.00025,-0.00038,-0.00026,-0.00441,-0.00046,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00198,232.20,4.630,7.552,33.21,36.45,39.63,36.77,4.620,-0.7134,0.00017,0.000,0.00025,0.000,0.00026,0.000,0.00046,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.14,25.66
232.30,0.000,0.00015,-0.00028,-0.00024,-0.00039,-0.00027,-0.00440,-0.00045,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00198,232.30,4.630,7.552,33.21,36.45,39.63,36.77,4.621,-0.7140,0.00015,0.000,0.00024,0.000,0.00027,0.000,0.00045,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.14,25.66
232.40,0.000,0.00012,-0.00028,-0.00021,-0.00039,-0.00026,-0.00441,-0.00044,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00483,-0.00198,232.40,4.631,7.553,33.21,36.45,39.63,36.77,4.621,-0.7135,0.00012,0.000,0.00021,0.000,0.00026,0.000,0.00044,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.14,25.66
232.50,0.000,0.00013,-0.00028,-0.00022,-0.00039,-0.00027,-0.00439,-0.00042,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00483,-0.00198,232.50,4.633,7.555,33.21,36.45,39.63,36.77,4.620,-0.7131,0.00013,0.000,0.00022,0.000,0.00027,0.000,0.00042,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.13,25.65
232.60,0.000,0.00015,-0.00028,-0.00022,-0.00040,-0.00027,-0.00439,-0.00044,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00484,-0.00198,232.60,4.634,7.555,33.21,36.45,39.63,36.77,4.620,-0.7128,0.00015,0.000,0.00022,0.000,0.00027,0.000,0.00044,0.000,0.2109,0.2279,0.00198,0.000,31.83,32.13,25.65
232.70,0.000,0.00016,-0.00028,-0.00021,-0.00040,-0.00027,-0.00439,-0.00044,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00201,232.70,4.635,7.557,33.21,36.45,39.63,36.76,4.621,-0.7130,0.00016,0.000,0.00021,0.000,0.00027,0.000,0.00044,0.000,0.2109,0.2279,0.00201,0.000,31.83,32.13,25.65
232.80,0.000,0.00015,-0.00027,-0.00022,-0.00040,-0.00028,-0.00440,-0.00042,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00201,232.80,4.637,7.557,33.21,36.45,39.63,36.76,4.620,-0.7139,0.00015,0.000,0.00022,0.000,0.00028,0.000,0.00042,0.000,0.2109,0.2279,0.00201,0.000,31.83,32.13,25.65
232.90,0.000,0.00015,-0.00026,-0.00024,-0.00039,-0.00027,-0.00439,-0.00043,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00488,-0.00200,232.90,4.638,7.558,33.21,36.45,39.63,36.76,4.622,-0.7136,0.00015,0.000,0.00024,0.000,0.00027,0.000,0.00043,0.000,0.2109,0.2279,0.00200,0.000,31.83,32.12,25.65
233.00,0.000,0.00016,-0.00026,-0.00025,-0.00038,-0.00028,-0.00439,-0.00043,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00488,-0.00200,233.00,4.640,7.558,33.21,36.45,39.63,36.76,4.621,-0.7139,0.00016,0.000,0.00025,0.000,0.00028,0.000,0.00043,0.000,0.2109,0.2279,0.00200,0.000,31.83,32.12,25.65
233.10,0.00000,0.00014,-0.00026,-0.00025,-0.00038,-0.00029,-0.00439,-0.00043,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00489,-0.00201,233.10,4.641,7.560,33.21,36.45,39.63,36.76,4.621,-0.7133,0.00014,0.00000,0.00025,0.000,0.00029,0.000,0.00043,0.000,0.2109,0.2279,0.00201,0.000,31.83,32.12,25.65
233.20,0.000,0.00014,-0.00027,-0.00026,-0.00038,-0.00028,-0.00438,-0.00043,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00490,-0.00202,233.20,4.642,7.560,33.21,36.45,39.63,36.76,4.622,-0.7136,0.00014,0.000,0.00026,0.000,0.00028,0.000,0.00043,0.000,0.2109,0.2279,0.00202,0.000,31.83,32.11,25.65
233.30,0.000,0.00015,-0.00026,-0.00025,-0.00039,-0.00029,-0.00439,-0.00043,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00489,-0.00202,233.30,4.643,7.560,33.21,36.45,39.63,36.76,4.622,-0.7140,0.00015,0.000,0.00025,0.000,0.00029,0.000,0.00043,0.000,0.2109,0.2279,0.00202,0.000,31.83,32.11,25.65
233.40,0.000,0.00015,-0.00026,-0.00026,-0.00039,-0.00027,-0.00439,-0.00042,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00488,-0.00201,233.40,4.645,7.561,33.21,36.45,39.63,36.75,4.623,-0.7137,0.00015,0.000,0.00026,0.000,0.00027,0.000,0.00042,0.000,0.2109,0.2279,0.00201,0.000,31.83,32.11,25.65
233.50,0.000,0.00015,-0.00025,-0.00026,-0.00040,-0.00026,-0.00437,-0.00041,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00489,-0.00201,233.50,4.646,7.562,33.21,36.45,39.63,36.75,4.623,-0.7130,0.00015,0.000,0.00026,0.000,0.00026,0.000,0.00041,0.000,0.2109,0.2280,0.00201,0.000,31.83,32.11,25.64
233.60,0.000,0.00014,-0.00024,-0.00026,-0.00040,-0.00026,-0.00435,-0.00041,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00489,-0.00201,233.60,4.647,7.564,33.21,36.45,39.63,36.75,4.623,-0.7124,0.00014,0.000,0.00026,0.000,0.00026,0.000,0.00041,0.000,0.2109,0.2280,0.00201,0.000,31.83,32.11,25.64
233.70,0.000,0.00014,-0.00024,-0.00026,-0.00039,-0.00026,-0.00433,-0.00041,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00487,-0.00194,233.70,4.648,7.564,33.21,36.45,39.63,36.75,4.624,-0.7131,0.00014,0.000,0.00026,0.000,0.00026,0.000,0.00041,0.000,0.2109,0.2280,0.00194,0.000,31.83,32.10,25.64
233.80,0.000,0.00014,-0.00024,-0.00025,-0.00037,-0.00026,-0.00431,-0.00040,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00192,233.80,4.649,7.564,33.21,36.45,39.63,36.75,4.624,-0.7134,0.00014,0.000,0.00025,0.000,0.00026,0.000,0.00040,0.000,0.2109,0.2280,0.00192,0.000,31.83,32.10,25.64
233.90,0.000,0.00015,-0.00024,-0.00026,-0.00038,-0.00027,-0.00428,-0.00038,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00486,-0.00193,233.90,4.650,7.564,33.21,36.45,39.63,36.75,4.624,-0.7133,0.00015,0.000,0.00026,0.000,0.00027,0.000,0.00038,0.000,0.2109,0.2280,0.00193,0.000,31.83,32.10,25.64
234.00,0.000,0.00014,-0.00023,-0.00026,-0.00039,-0.00027,-0.00428,-0.00040,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00485,-0.00193,234.00,4.651,7.565,33.21,36.45,39.63,36.75,4.624,-0.7127,0.00014,0.000,0.00026,0.000,0.00027,0.000,0.00040,0.000,0.2109,0.2280,0.00193,0.000,31.83,32.10,25.64
234.10,0.000,0.00014,-0.00023,-0.00025,-0.00038,-0.00026,-0.00425,-0.00042,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00484,-0.00193,234.10,4.652,7.565,33.21,36.45,39.63,36.75,4.625,-0.7122,0.00014,0.000,0.00025,0.000,0.00026,0.000,0.00042,0.000,0.2109,0.2280,0.00193,0.000,31.83,32.10,25.64
234.20,0.000,0.00016,-0.00024,-0.00023,-0.00039,-0.00027,-0.00423,-0.00040,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00484,-0.00193,234.20,4.653,7.566,33.21,36.45,39.63,36.75,4.626,-0.7128,0.00016,0.000,0.00023,0.000,0.00027,0.000,0.00040,0.000,0.2109,0.2280,0.00193,0.000,31.83,32.10,25.64
234.30,0.000,0.00015,-0.00024,-0.00024,-0.00040,-0.00028,-0.00422,-0.00040,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00483,-0.00192,234.30,4.654,7.567,33.20,36.45,39.63,36.75,4.626,-0.7125,0.00015,0.000,0.00024,0.000,0.00028,0.000,0.00040,0.000,0.2109,0.2280,0.00192,0.000,31.83,32.09,25.64
234.40,0.000,0.00017,-0.00024,-0.00023,-0.00038,-0.00028,-0.00422,-0.00040,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00480,-0.00190,234.40,4.654,7.567,33.20,36.45,39.63,36.75,4.627,-0.7129,0.00017,0.000,0.00023,0.000,0.00028,0.000,0.00040,0.000,0.2109,0.2280,0.00190,0.000,31.83,32.09,25.64
234.50,0.000,0.00016,-0.00022,-0.00023,-0.00039,-0.00027,-0.00422,-0.00039,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00479,-0.00190,234.50,4.655,7.568,33.20,36.45,39.63,36.75,4.625,-0.7124,0.00016,0.000,0.00023,0.000,0.00027,0.000,0.00039,0.000,0.2109,0.2280,0.00190,0.000,31.83,32.09,25.64
234.60,0.000,0.00016,-0.00023,-0.00023,-0.00038,-0.00027,-0.00421,-0.00039,-1.081,-0.2109,-1000000,-1000000,-1000000,-1000000,0.00477,-0.00190,234.60,4.656,7.568,33.20,36.45,39.63,36.75,4.627,-0.7126,0.00016,0.000,0.00023,0.000,0.00027,0.000,0.00039,0.000,0.2109,0.2280,0.00190,0.000,31.83,32.09,25.64
