Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],MX1601_CH_11_[V],MX1601_CH_12_[V],MX1601_CH_13_[mA],MX1601_CH_14_[mA],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
0.00000,0.000,0.00019,-0.00026,-0.00028,-0.00037,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3888,-0.1889,0.00000,5.445,4.387,35.22,36.49,39.68,35.78,4.709,-0.6364,0.00019,0.000,0.00028,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07342,31.78,30.33,30.83
0.1000,0.000,0.00018,-0.00026,-0.00028,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3888,-0.1889,0.1000,5.445,4.387,35.22,36.49,39.68,35.78,4.708,-0.6351,0.00018,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07342,31.78,30.33,30.84
0.2000,0.000,0.00017,-0.00026,-0.00027,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.2000,5.443,4.385,35.22,36.49,39.68,35.78,4.708,-0.6351,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07344,31.78,30.34,30.84
0.3000,0.000,0.00018,-0.00025,-0.00027,-0.00038,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3888,-0.1889,0.3000,5.442,4.384,35.22,36.49,39.68,35.78,4.708,-0.6356,0.00018,0.000,0.00027,0.000,0.00030,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07345,31.78,30.34,30.84
0.4000,0.000,0.00019,-0.00026,-0.00028,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3888,-0.1889,0.4000,5.442,4.383,35.22,36.48,39.68,35.78,4.707,-0.6360,0.00019,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07345,31.78,30.34,30.84
0.5000,0.000,0.00019,-0.00026,-0.00028,-0.00039,-0.00026,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.5000,5.442,4.382,35.22,36.48,39.68,35.78,4.707,-0.6359,0.00019,0.000,0.00028,0.000,0.00026,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07344,31.78,30.34,30.84
0.6000,0.000,0.00019,-0.00027,-0.00028,-0.00039,-0.00026,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.6000,5.443,4.383,35.22,36.48,39.68,35.78,4.707,-0.6355,0.00019,0.000,0.00028,0.000,0.00026,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07344,31.78,30.34,30.84
0.7000,0.000,0.00018,-0.00028,-0.00028,-0.00038,-0.00026,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.7000,5.442,4.381,35.22,36.48,39.68,35.78,4.707,-0.6354,0.00018,0.000,0.00028,0.000,0.00026,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07344,31.78,30.34,30.84
0.8000,0.000,0.00019,-0.00027,-0.00029,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.8000,5.442,4.380,35.22,36.48,39.68,35.78,4.706,-0.6357,0.00019,0.000,0.00029,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07344,31.78,30.34,30.84
0.9000,0.000,0.00019,-0.00027,-0.00029,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,0.9000,5.441,4.379,35.23,36.48,39.68,35.78,4.705,-0.6362,0.00019,0.000,0.00029,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07344,31.78,30.34,30.85
1.000,0.000,0.00019,-0.00027,-0.00028,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.000,5.441,4.378,35.22,36.48,39.68,35.78,4.704,-0.6359,0.00019,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07344,31.78,30.34,30.85
1.100,0.000,0.00019,-0.00028,-0.00027,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.100,5.442,4.376,35.23,36.49,39.68,35.78,4.704,-0.6363,0.00019,0.000,0.00027,0.000,0.00028,0.000,0.2086,0.2227,0.2058,0.2169,0.1889,0.07343,31.78,30.34,30.85
1.200,0.000,0.00018,-0.00028,-0.00027,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.200,5.442,4.376,35.23,36.48,39.68,35.78,4.704,-0.6357,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2227,0.2058,0.2169,0.1889,0.07342,31.78,30.34,30.85
1.300,0.000,0.00018,-0.00028,-0.00027,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.300,5.442,4.376,35.23,36.48,39.68,35.78,4.704,-0.6364,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07342,31.78,30.34,30.85
1.400,0.000,0.00018,-0.00027,-0.00026,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.400,5.441,4.375,35.23,36.48,39.68,35.78,4.704,-0.6371,0.00018,0.000,0.00026,0.000,0.00027,0.000,0.2086,0.2226,0.2058,0.2169,0.1889,0.07342,31.78,30.34,30.85
1.500,0.000,0.00019,-0.00027,-0.00027,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.500,5.442,4.374,35.23,36.49,39.68,35.78,4.703,-0.6349,0.00019,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2227,0.2058,0.2169,0.1889,0.07341,31.78,30.34,30.85
1.600,0.000,0.00019,-0.00027,-0.00027,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.600,5.441,4.373,35.23,36.49,39.68,35.78,4.702,-0.6355,0.00019,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2227,0.2058,0.2169,0.1889,0.07341,31.78,30.34,30.86
1.700,0.000,0.00019,-0.00028,-0.00028,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3887,-0.1889,1.700,5.441,4.373,35.23,36.49,39.68,35.78,4.702,-0.6348,0.00019,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07340,31.78,30.34,30.85
1.800,0.000,0.00017,-0.00029,-0.00028,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,1.800,5.441,4.371,35.23,36.49,39.68,35.78,4.703,-0.6352,0.00017,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07341,31.78,30.34,30.86
1.900,0.000,0.00017,-0.00029,-0.00027,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,1.900,5.441,4.371,35.23,36.48,39.68,35.78,4.702,-0.6359,0.00017,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07341,31.78,30.34,30.86
2.000,0.000,0.00018,-0.00029,-0.00026,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,2.000,5.441,4.371,35.23,36.48,39.68,35.78,4.702,-0.6357,0.00018,0.000,0.00026,0.000,0.00027,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07341,31.78,30.34,30.86
2.100,0.000,0.00018,-0.00028,-0.00026,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,2.100,5.441,4.370,35.23,36.48,39.68,35.78,4.701,-0.6350,0.00018,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07340,31.78,30.34,30.86
2.200,0.000,0.00019,-0.00030,-0.00026,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,2.200,5.442,4.369,35.23,36.48,39.68,35.78,4.701,-0.6358,0.00019,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1889,0.07339,31.78,30.34,30.86
2.300,0.000,0.00019,-0.00030,-0.00026,-0.00039,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.300,5.442,4.368,35.23,36.48,39.68,35.78,4.700,-0.6359,0.00019,0.000,0.00026,0.000,0.00030,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07339,31.78,30.34,30.86
2.400,0.000,0.00018,-0.00029,-0.00026,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1889,2.400,5.441,4.368,35.23,36.48,39.68,35.78,4.699,-0.6361,0.00018,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1889,0.07339,31.79,30.34,30.86
2.500,0.000,0.00019,-0.00029,-0.00026,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.500,5.442,4.367,35.23,36.49,39.68,35.78,4.700,-0.6358,0.00019,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07338,31.79,30.34,30.86
2.600,0.000,0.00019,-0.00028,-0.00026,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.600,5.442,4.366,35.23,36.48,39.68,35.78,4.699,-0.6362,0.00019,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07338,31.79,30.34,30.87
2.700,0.000,0.00020,-0.00030,-0.00027,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.700,5.442,4.365,35.23,36.49,39.68,35.78,4.699,-0.6360,0.00020,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
2.800,0.000,0.00019,-0.00028,-0.00027,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.800,5.443,4.365,35.23,36.49,39.68,35.78,4.698,-0.6353,0.00019,0.000,0.00027,0.000,0.00028,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
2.900,0.000,0.00019,-0.00029,-0.00026,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,2.900,5.443,4.365,35.23,36.49,39.68,35.78,4.698,-0.6362,0.00019,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
3.000,0.000,0.00019,-0.00029,-0.00026,-0.00039,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.000,5.442,4.364,35.23,36.49,39.68,35.78,4.699,-0.6362,0.00019,0.000,0.00026,0.000,0.00030,0.000,0.2086,0.2227,0.2057,0.2168,0.1888,0.07336,31.79,30.34,30.87
3.100,0.000,0.00019,-0.00029,-0.00027,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,3.100,5.443,4.363,35.23,36.48,39.68,35.78,4.698,-0.6356,0.00019,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07336,31.79,30.34,30.87
3.200,0.000,0.00019,-0.00029,-0.00027,-0.00040,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,3.200,5.443,4.363,35.23,36.49,39.68,35.78,4.698,-0.6363,0.00019,0.000,0.00027,0.000,0.00030,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
3.300,0.000,0.00019,-0.00028,-0.00028,-0.00040,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3886,-0.1888,3.300,5.442,4.363,35.23,36.49,39.67,35.78,4.697,-0.6345,0.00019,0.000,0.00028,0.000,0.00030,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
3.400,0.000,0.00018,-0.00028,-0.00028,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.400,5.443,4.362,35.23,36.49,39.68,35.78,4.698,-0.6347,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
3.500,0.000,0.00018,-0.00028,-0.00028,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.500,5.443,4.361,35.23,36.48,39.67,35.78,4.697,-0.6351,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07336,31.79,30.34,30.87
3.600,0.000,0.00018,-0.00028,-0.00028,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.600,5.444,4.361,35.23,36.49,39.67,35.79,4.697,-0.6349,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2086,0.2227,0.2057,0.2169,0.1888,0.07337,31.79,30.34,30.87
3.700,0.000,0.00018,-0.00028,-0.00028,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.700,5.444,4.361,35.23,36.49,39.67,35.79,4.697,-0.6346,0.00018,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1888,0.07336,31.79,30.34,30.87
3.800,0.000,0.00018,-0.00029,-0.00028,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.800,5.443,4.360,35.23,36.49,39.67,35.79,4.697,-0.6356,0.00018,0.000,0.00028,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1888,0.07336,31.79,30.34,30.87
3.900,0.000,0.00017,-0.00029,-0.00027,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,3.900,5.444,4.359,35.23,36.48,39.67,35.79,4.695,-0.6354,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07336,31.79,30.34,30.87
4.000,0.000,0.00017,-0.00028,-0.00024,-0.00039,-0.00031,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.000,5.444,4.359,35.24,36.48,39.67,35.79,4.695,-0.6354,0.00017,0.000,0.00024,0.000,0.00031,0.000,0.2086,0.2226,0.2057,0.2169,0.1888,0.07335,31.79,30.34,30.88
4.100,0.000,0.00016,-0.00028,-0.00023,-0.00039,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.100,5.443,4.358,35.24,36.49,39.67,35.79,4.696,-0.6366,0.00016,0.000,0.00023,0.000,0.00030,0.000,0.2086,0.2226,0.2057,0.2169,0.1888,0.07336,31.79,30.34,30.88
4.200,0.000,0.00018,-0.00028,-0.00024,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.200,5.444,4.357,35.24,36.49,39.67,35.79,4.696,-0.6370,0.00018,0.000,0.00024,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07336,31.79,30.34,30.88
4.300,0.000,0.00020,-0.00029,-0.00026,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.300,5.443,4.357,35.24,36.48,39.67,35.79,4.695,-0.6368,0.00020,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.34,30.88
4.400,0.000,0.00020,-0.00030,-0.00025,-0.00040,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.400,5.444,4.356,35.24,36.49,39.67,35.79,4.695,-0.6370,0.00020,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.34,30.88
4.500,0.000,0.00020,-0.00030,-0.00025,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.500,5.444,4.356,35.24,36.48,39.67,35.79,4.696,-0.6369,0.00020,0.000,0.00025,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.34,30.88
4.600,0.000,0.00020,-0.00030,-0.00025,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.600,5.444,4.356,35.24,36.49,39.67,35.79,4.696,-0.6364,0.00020,0.000,0.00025,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.35,30.88
4.700,0.000,0.00020,-0.00030,-0.00027,-0.00039,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.700,5.443,4.356,35.24,36.48,39.67,35.79,4.696,-0.6365,0.00020,0.000,0.00027,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07334,31.79,30.35,30.88
4.800,0.000,0.00021,-0.00029,-0.00026,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.800,5.444,4.355,35.24,36.48,39.67,35.79,4.695,-0.6370,0.00021,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07334,31.79,30.35,30.88
4.900,0.000,0.00021,-0.00028,-0.00025,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,4.900,5.443,4.355,35.24,36.49,39.67,35.79,4.695,-0.6372,0.00021,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.35,30.88
5.000,0.000,0.00020,-0.00028,-0.00025,-0.00038,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.000,5.443,4.354,35.24,36.48,39.67,35.79,4.695,-0.6373,0.00020,0.000,0.00025,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.35,30.88
5.100,0.000,0.00020,-0.00028,-0.00027,-0.00038,-0.00029,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.100,5.444,4.353,35.24,36.48,39.67,35.79,4.695,-0.6368,0.00020,0.000,0.00027,0.000,0.00029,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.35,30.89
5.200,0.000,0.00020,-0.00029,-0.00027,-0.00037,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.200,5.443,4.353,35.24,36.48,39.67,35.79,4.695,-0.6374,0.00020,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.35,30.89
5.300,0.000,0.00020,-0.00028,-0.00026,-0.00036,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.300,5.443,4.353,35.24,36.49,39.67,35.79,4.695,-0.6376,0.00020,0.000,0.00026,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.89
5.400,0.000,0.00020,-0.00029,-0.00026,-0.00036,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.400,5.442,4.352,35.24,36.48,39.67,35.79,4.694,-0.6373,0.00020,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.89
5.500,0.000,0.00020,-0.00028,-0.00027,-0.00037,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.500,5.443,4.351,35.24,36.48,39.67,35.79,4.694,-0.6373,0.00020,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.89
5.600,0.000,0.00017,-0.00028,-0.00027,-0.00037,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.600,5.443,4.350,35.24,36.49,39.67,35.79,4.694,-0.6369,0.00017,0.000,0.00027,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.89
5.700,0.000,0.00018,-0.00029,-0.00027,-0.00037,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.700,5.441,4.350,35.24,36.48,39.67,35.79,4.693,-0.6378,0.00018,0.000,0.00027,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.89
5.800,0.000,0.00017,-0.00029,-0.00028,-0.00037,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.800,5.441,4.349,35.24,36.48,39.67,35.79,4.694,-0.6387,0.00017,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.89
5.900,0.000,0.00014,-0.00030,-0.00027,-0.00038,-0.00026,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,5.900,5.441,4.348,35.24,36.48,39.67,35.79,4.693,-0.6376,0.00014,0.000,0.00027,0.000,0.00026,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.89
6.000,0.000,0.00017,-0.00028,-0.00026,-0.00037,-0.00027,-1.067,-0.2086,-1.054,-0.2056,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.000,5.441,4.348,35.24,36.49,39.66,35.79,4.693,-0.6375,0.00017,0.000,0.00026,0.000,0.00027,0.000,0.2086,0.2226,0.2056,0.2167,0.1888,0.07334,31.79,30.35,30.89
6.100,0.000,0.00017,-0.00028,-0.00025,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.100,5.440,4.348,35.24,36.48,39.66,35.79,4.693,-0.6376,0.00017,0.000,0.00025,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.89
6.200,0.000,0.00017,-0.00028,-0.00026,-0.00038,-0.00026,-1.067,-0.2086,-1.054,-0.2056,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.200,5.441,4.347,35.24,36.48,39.66,35.79,4.694,-0.6374,0.00017,0.000,0.00026,0.000,0.00026,0.000,0.2086,0.2226,0.2056,0.2167,0.1888,0.07335,31.79,30.35,30.89
6.300,0.000,0.00018,-0.00028,-0.00025,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2056,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.300,5.442,4.346,35.24,36.48,39.66,35.79,4.693,-0.6378,0.00018,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2056,0.2167,0.1888,0.07335,31.79,30.35,30.89
6.400,0.000,0.00018,-0.00029,-0.00025,-0.00039,-0.00029,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.400,5.441,4.345,35.24,36.48,39.66,35.79,4.693,-0.6388,0.00018,0.000,0.00025,0.000,0.00029,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.90
6.500,0.000,0.00018,-0.00029,-0.00028,-0.00039,-0.00030,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.500,5.441,4.345,35.24,36.48,39.66,35.79,4.693,-0.6384,0.00018,0.000,0.00028,0.000,0.00030,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.90
6.600,0.000,0.00017,-0.00029,-0.00027,-0.00039,-0.00031,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.600,5.441,4.344,35.24,36.48,39.66,35.79,4.693,-0.6384,0.00017,0.000,0.00027,0.000,0.00031,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.90
6.700,0.000,0.00018,-0.00030,-0.00028,-0.00038,-0.00032,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.700,5.440,4.344,35.24,36.48,39.66,35.79,4.693,-0.6389,0.00018,0.000,0.00028,0.000,0.00032,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.35,30.90
