Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
328.87,18.0,43.69,16.87,47.06
330.965,18.0,43.69,16.94,47.06
333.032,18.0,43.69,16.94,47.0
335.081,18.0,43.69,16.94,47.06
337.172,18.0,43.69,17.0,47.0
339.259,18.0,43.69,17.0,47.06
341.361,18.0,43.69,17.06,47.06
343.439,18.0,43.69,17.06,47.06
345.525,18.0,43.63,17.12,47.06
347.614,18.0,43.63,17.12,47.06
349.661,18.0,43.69,17.12,47.06
351.755,18.0,43.69,17.12,47.06
353.857,18.0,43.63,17.19,47.06
355.9,18.0,43.63,17.19,47.06
357.993,18.0,43.63,17.19,47.0
360.062,18.0,43.63,17.19,47.06
362.157,18.0,43.63,17.25,47.06
364.241,18.0,43.56,17.25,47.0
366.319,18.0,43.56,17.25,47.0
368.41,18.5,43.56,17.31,47.0
370.508,18.5,43.56,17.31,46.94
372.548,18.5,43.56,17.31,47.0
374.669,18.5,43.56,17.37,47.0
376.714,18.5,43.56,17.37,47.06
378.795,18.5,43.56,17.37,47.06
380.867,18.5,43.56,17.44,47.06
382.956,18.5,43.56,17.44,47.06
385.033,18.5,43.56,17.5,47.06
387.116,18.5,43.56,17.5,47.13
389.21,18.5,43.56,17.5,47.13
391.31,18.5,43.56,17.56,47.13
393.379,18.5,43.56,17.56,47.13
395.46,18.5,43.56,17.56,47.13
397.55,18.5,43.56,17.62,47.13
399.593,18.5,43.56,17.69,47.13
401.675,18.5,43.56,17.69,47.13
403.756,18.5,43.56,17.69,47.13
405.872,18.5,43.56,17.69,47.13
407.959,18.5,43.63,17.75,47.13
410.029,18.5,43.63,17.75,47.13
412.109,18.5,43.63,17.75,47.13
414.16,18.5,43.63,17.81,47.13
416.285,19.0,43.63,17.81,47.13
418.331,19.0,43.63,17.81,47.13
420.421,19.0,43.63,17.87,47.13
422.518,19.0,43.63,17.87,47.13
424.597,19.0,43.63,17.87,47.06
426.691,19.0,43.63,17.87,47.06
428.764,19.0,43.63,17.94,47.06
430.809,19.0,43.63,17.94,47.06
432.932,19.0,43.63,17.94,47.06
434.99,19.0,43.63,18.0,47.06
437.063,19.0,43.63,18.0,47.06
439.137,19.0,43.63,18.0,47.06
441.222,19.0,43.63,18.0,47.06
443.33,19.0,43.63,18.06,47.13
445.415,19.0,43.63,18.06,47.13
447.458,19.0,43.63,18.12,47.13
449.542,19.0,43.63,18.12,47.13
451.653,19.0,43.69,18.19,47.13
453.72,19.0,43.69,18.19,47.13
455.815,19.0,43.69,18.19,47.13
457.895,19.0,43.69,18.25,47.13
459.966,19.0,43.69,18.25,47.13
462.052,19.0,43.69,18.25,47.13
464.14,19.0,43.69,18.31,47.13
466.224,19.0,43.69,18.31,47.13
468.27,19.0,43.69,18.31,47.13
470.366,19.0,43.69,18.37,47.13
472.437,19.5,43.75,18.37,47.13
474.551,19.5,43.75,18.37,47.13
476.614,19.5,43.75,18.37,47.13
478.682,19.5,43.75,18.44,47.13
480.782,19.5,43.75,18.44,47.13
482.836,19.5,43.75,18.44,47.13
484.946,19.5,43.75,18.44,47.13
487.013,19.5,43.75,18.5,47.13
489.087,19.5,43.75,18.5,47.13
491.155,19.5,43.75,18.5,47.13
493.244,19.5,43.75,18.5,47.13
495.327,19.5,43.75,18.56,47.13
497.427,19.5,43.75,18.56,47.13
499.513,19.5,43.75,18.56,47.13
501.56,19.5,43.75,18.62,47.13
503.65,19.5,43.75,18.62,47.13
505.721,19.5,43.75,18.69,47.19
507.809,19.5,43.75,18.69,47.19
509.899,19.5,43.75,18.69,47.19
511.978,19.5,43.75,18.69,47.19
514.043,19.5,43.75,18.69,47.19
516.161,19.5,43.81,18.75,47.19
518.203,19.5,43.81,18.75,47.19
520.286,19.5,43.81,18.75,47.25
522.405,19.5,43.81,18.75,47.25
524.461,19.5,43.81,18.81,47.25
526.533,19.5,43.81,18.81,47.31
528.628,20.0,43.88,18.81,47.31
530.716,20.0,43.88,18.81,47.31
532.774,20.0,43.88,18.81,47.38
534.893,20.0,43.94,18.87,47.38
536.946,20.0,43.94,18.87,47.38
539.008,20.0,44.0,18.87,47.44
541.102,20.0,44.0,18.87,47.44
543.202,20.0,44.06,18.87,47.44
545.271,20.0,44.06,18.87,47.44
547.353,20.0,44.06,18.87,47.44
549.447,20.0,44.06,18.94,47.5
551.529,20.0,44.06,18.94,47.5
553.618,20.0,44.13,19.0,47.5
555.66,20.0,44.13,19.0,47.56
557.746,20.0,44.19,18.94,47.56
559.826,20.0,44.19,19.0,47.63
561.911,20.0,44.19,19.0,47.56
564.002,20.0,44.19,19.0,47.63
566.087,20.0,44.19,19.0,47.63
568.175,20.0,44.25,19.06,47.63
570.261,20.0,44.19,19.06,47.63
