Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC],RPS_Cold,RPS_Hot,Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
247.0,1.5,27.87,-0.72,28.56,4,4,5.085e-06,0.000169,-0.000321,-0.000226,-0.000389,-0.000332,-0.000737,0.000246,-0.000703,0.00051,0.0016,-0.000326,247.45,2.356,1.3499,26.309,26.97,29.110000000000003,26.920000000000005,1.2645,-1.688,0.000169,1.0973e-09,0.000226,7.227e-08,0.000332,1.284e-07,0.000246,1.815e-07,0.00051,3.585e-07,0.000326,5.236000000000001e-07,25.71,24.568,24.96
248.0,1.5,27.87,-0.75,28.56,4,3,1.0794e-05,0.00017,-0.000322,-0.00023,-0.000379,-0.000314,-0.000749,0.0002569999999999,-0.000715,0.000499,0.001584,-0.000314,248.45,2.3583000000000003,1.3544,26.309999999999995,26.97,29.110000000000003,26.920000000000005,1.2683,-1.6876000000000002,0.00017,1.8365e-09,0.00023,7.387e-08,0.000314,1.187e-07,0.0002569999999999,1.9200000000000005e-07,0.000499,3.579e-07,0.000314,4.959e-07,25.705,24.563,24.956
249.0,1.5,27.905,-0.72,28.56,3,3,2.01e-05,0.000164,-0.00031,-0.000236,-0.000374,-0.000323,-0.000761,0.000255,-0.00071,0.000496,0.001578,-0.0003059999999999,249.45,2.3612,1.3592,26.309999999999995,26.97,29.110000000000003,26.920000000000005,1.2723,-1.688,0.000164,3.3249999999999996e-09,0.000236,7.294e-08,0.000323,1.213e-07,0.000255,1.9310000000000003e-07,0.000496,3.541000000000001e-07,0.0003059999999999,4.819e-07,25.7,24.56,24.95
250.0,1.5,27.94,-0.69,28.56,4,4,1.9921e-05,0.000168,-0.000305,-0.0002279999999999,-0.000373,-0.000334,-0.000766,0.00026,-0.000691,0.000493,0.001582,-0.000322,250.45,2.3644000000000003,1.3637,26.311,26.97,29.110000000000003,26.920000000000005,1.2751,-1.6885,0.000168,3.344e-09,0.0002279999999999,6.961e-08,0.000334,1.246e-07,0.00026,1.979e-07,0.000493,3.424e-07,0.000322,5.089999999999999e-07,25.7,24.56,24.95
251.0,1.5,27.905,-0.69,28.56,4,3,1.4641e-05,0.000169,-0.000308,-0.000233,-0.000372,-0.000328,-0.000748,0.000254,-0.000693,0.000501,0.001578,-0.000294,251.45,2.3671,1.3684,26.32,26.98,29.110000000000003,26.920000000000005,1.2776,-1.6893999999999998,0.000169,2.4654e-09,0.000233,7.180000000000002e-08,0.000328,1.226e-07,0.000254,1.9e-07,0.000501,3.475e-07,0.000294,4.611e-07,25.7,24.553,24.95
252.0,1.5,27.87,-0.69,28.56,3,3,4.3e-05,0.000168,-0.00032,-0.0002279999999999,-0.000366,-0.000328,-0.000747,0.000248,-0.000712,0.000503,0.001568,-0.00031,252.45,2.3699000000000003,1.3716000000000002,26.32,26.98,29.110000000000003,26.920000000000005,1.2801,-1.6906,0.000168,7.201000000000001e-09,0.0002279999999999,7.268e-08,0.000328,1.196e-07,0.000248,1.853e-07,0.000503,3.586e-07,0.00031,4.856e-07,25.7,24.55,24.95
253.0,1.5,27.905,-0.69,28.56,4,4,4.74e-05,0.000161,-0.0003109999999999,-0.0002289999999999,-0.000341,-0.000326,-0.0007459999999999,0.000238,-0.000712,0.0005009999999999,0.001578,-0.000307,253.45,2.3727,1.3747,26.32,26.98,29.110000000000003,26.920000000000005,1.2822,-1.6926,0.000161,7.597e-09,0.0002289999999999,7.151000000000001e-08,0.000326,1.1150000000000001e-07,0.000238,1.786e-07,0.0005009999999999,3.564e-07,0.000307,4.823e-07,25.699,24.55,24.95
254.0,1.5,27.94,-0.69,28.56,4,3,3.9e-05,0.000169,-0.000278,-0.000192,-0.000342,-0.000324,-0.000753,0.000238,-0.000711,0.000502,0.001583,-0.0003059999999999,254.45,2.375,1.377,26.325,26.98,29.110000000000003,26.920000000000005,1.2836,-1.6940000000000002,0.000169,6.6440000000000015e-09,0.000192,5.364e-08,0.000324,1.11e-07,0.000238,1.795e-07,0.000502,3.567e-07,0.0003059999999999,4.841e-07,25.695,24.544,24.95
255.0,1.5,27.94,-0.69,28.56,3,4,3.5e-05,0.000183,-0.0003,-0.000227,-0.000353,-0.000325,-0.00074,0.000233,-0.000698,0.000509,0.0015699999999999,-0.000316,255.45,2.3774,1.3786,26.329999999999995,26.98,29.110000000000003,26.920000000000005,1.2854,-1.6963,0.000183,6.386e-09,0.000227,6.838000000000002e-08,0.000325,1.149e-07,0.000233,1.734e-07,0.000509,3.559e-07,0.000316,4.978e-07,25.695,24.54,24.95
256.0,1.5,27.94,-0.69,28.56,4,3,2.72e-05,0.000154,-0.00031,-0.000218,-0.000366,-0.000331,-0.000736,0.0002279999999999,-0.000719,0.000513,0.00159,-0.000348,256.45,2.3794,1.3797,26.329999999999995,26.98,29.110000000000003,26.920000000000005,1.2876999999999998,-1.6982,0.000154,4.163999999999999e-09,0.000218,6.764e-08,0.000331,1.213e-07,0.0002279999999999,1.68e-07,0.000513,3.6900000000000004e-07,0.000348,5.54e-07,25.692,24.54,24.95
257.0,1.5,27.94,-0.69,28.56,4,3,3.35e-05,0.0001529999999999,-0.000313,-0.000198,-0.000364,-0.000329,-0.000734,0.000249,-0.00073,0.000517,0.0015949999999999,-0.000297,257.45,2.3796,1.3808,26.329999999999995,26.98,29.110000000000003,26.920000000000005,1.2898999999999998,-1.7,0.0001529999999999,5.033e-09,0.000198,6.218e-08,0.000329,1.203e-07,0.000249,1.826e-07,0.000517,3.781e-07,0.000297,4.736e-07,25.690000000000005,24.54,24.95
258.0,1.5,27.94,-0.69,28.56,3,4,3.3100000000000005e-05,0.000154,-0.000305,-0.0002289999999999,-0.000374,-0.000336,-0.00074,0.000236,-0.000694,0.00051,0.0015949999999999,-0.000309,258.45,2.3796,1.381,26.334,26.981,29.110000000000003,26.920000000000005,1.2923,-1.7015,0.000154,5.1599999999999996e-09,0.0002289999999999,6.971999999999999e-08,0.000336,1.256e-07,0.000236,1.753e-07,0.00051,3.537e-07,0.000309,4.913000000000001e-07,25.690000000000005,24.54,24.953
259.0,1.5,27.94,-0.69,28.56,4,3,3.77e-05,0.000182,-0.0003059999999999,-0.0002419999999999,-0.000369,-0.000334,-0.000748,0.00025,-0.0007,0.000497,0.001584,-0.000296,259.45,2.3787,1.38,26.34,26.983,29.110000000000003,26.920000000000005,1.2952,-1.7037,0.000182,6.816e-09,0.0002419999999999,7.458e-08,0.000334,1.232e-07,0.00025,1.864e-07,0.000497,3.476e-07,0.000296,4.679000000000001e-07,25.690000000000005,24.54,24.96
260.0,1.5,27.94,-0.69,28.56,4,4,2.7e-05,0.000182,-0.000312,-0.000232,-0.000384,-0.000332,-0.000743,0.000256,-0.000713,0.000511,0.001582,-0.000315,260.45,2.3781000000000003,1.3791,26.34,26.988,29.110000000000003,26.920000000000005,1.2975,-1.7052,0.000182,4.972e-09,0.000232,7.236e-08,0.000332,1.275e-07,0.000256,1.896e-07,0.000511,3.65e-07,0.000315,4.983e-07,25.690000000000005,24.54,24.96
261.0,1.5,27.94,-0.69,28.56,3,3,3.32e-05,0.000175,-0.000316,-0.000241,-0.000372,-0.000329,-0.000739,0.000266,-0.000719,0.000494,0.0015789999999999,-0.00031,261.45,2.3773,1.3783999999999998,26.34,26.988,29.110000000000003,26.920000000000005,1.2997,-1.7065,0.000175,5.75e-09,0.000241,7.624e-08,0.000329,1.2250000000000002e-07,0.000266,1.977e-07,0.000494,3.55e-07,0.00031,4.894999999999999e-07,25.690000000000005,24.549,24.961
262.0,1.5,27.94,-0.69,28.56,4,3,2.86e-05,0.000169,-0.0003109999999999,-0.00023,-0.000352,-0.000316,-0.000743,0.000265,-0.000713,0.0005,0.001578,-0.000315,262.45,2.376,1.378,26.347,26.99,29.110000000000003,26.923,1.3013,-1.7078,0.000169,4.819e-09,0.00023,7.17e-08,0.000316,1.113e-07,0.000265,1.957e-07,0.0005,3.579e-07,0.000315,4.950999999999999e-07,25.685,24.55,24.97
263.0,1.5,27.94,-0.69,28.56,4,4,2.64e-05,0.000175,-0.000315,-0.0002279999999999,-0.000359,-0.000309,-0.000731,0.000256,-0.000727,0.000492,0.001589,-0.000307,263.45,2.3749,1.3779,26.35,26.99,29.110000000000003,26.923,1.3016,-1.7099,0.000175,4.663e-09,0.0002279999999999,7.213e-08,0.000309,1.1060000000000001e-07,0.000256,1.87e-07,0.000492,3.572e-07,0.000307,4.88e-07,25.688,24.55,24.97
264.0,1.5,27.94,-0.69,28.56,3,3,2.15e-05,0.000158,-0.000305,-0.000235,-0.000364,-0.000317,-0.0007329999999999,0.000271,-0.000727,0.000493,0.00158,-0.0003109999999999,264.45,2.3735,1.3795,26.35,26.99,29.110000000000003,26.929,1.3004,-1.7111,0.000158,3.477e-09,0.000235,7.195999999999999e-08,0.000317,1.151e-07,0.000271,1.984e-07,0.000493,3.594e-07,0.0003109999999999,4.91e-07,25.690000000000005,24.55,24.97
265.0,1.5,27.94,-0.69,28.56,4,4,4.1780000000000005e-06,0.000178,-0.0003,-0.0002279999999999,-0.000357,-0.000326,-0.000722,0.000254,-0.000754,0.000496,0.001589,-0.000309,265.45,2.3735,1.3827,26.35,26.99,29.104000000000003,26.93,1.2997999999999998,-1.7126,0.000178,7.401e-10,0.0002279999999999,6.865e-08,0.000326,1.1540000000000001e-07,0.000254,1.832e-07,0.000496,3.746e-07,0.000309,4.899e-07,25.690000000000005,24.55,24.97
266.0,1.5,27.94,-0.69,28.56,4,3,4.371e-06,0.000167,-0.000313,-0.000238,-0.000365,-0.00034,-0.000712,0.000254,-0.0007459999999999,0.000504,0.001588,-0.0003009999999999,266.45,2.373,1.3847999999999998,26.354000000000003,26.99,29.1,26.93,1.2998,-1.7148,0.000167,9.368e-10,0.000238,7.447e-08,0.00034,1.243e-07,0.000254,1.806e-07,0.000504,3.756e-07,0.0003009999999999,4.7670000000000003e-07,25.690000000000005,24.556,24.97
267.0,1.5,27.94,-0.69,28.56,3,3,2.209e-06,0.000191,-0.000315,-0.00024,-0.000376,-0.000333,-0.0007199999999999,0.00024,-0.0007459999999999,0.000501,0.001583,-0.000309,267.45,2.3719,1.3859,26.360000000000003,26.99,29.1,26.93,1.3006,-1.7162,0.000191,6.356e-10,0.00024,7.552e-08,0.000333,1.2530000000000004e-07,0.00024,1.716e-07,0.000501,3.733e-07,0.000309,4.874e-07,25.690000000000005,24.56,24.97
268.0,1.5,27.94,-0.72,28.56,4,4,-2.496e-06,0.00019,-0.000316,-0.000233,-0.000376,-0.000332,-0.0007289999999999,0.000241,-0.000732,0.000506,0.001583,-0.000321,268.45,2.3701,1.3863,26.360000000000003,26.99,29.1,26.93,1.301,-1.7179000000000002,0.00019,7.506e-10,0.000233,7.418e-08,0.000332,1.2449999999999998e-07,0.000241,1.758e-07,0.000506,3.698e-07,0.000321,5.082e-07,25.685,24.56,24.97
269.0,1.5,27.94,-0.75,28.56,4,3,1.1208e-05,0.000193,-0.00032,-0.000238,-0.000381,-0.000324,-0.000731,0.000242,-0.000708,0.00051,0.001585,-0.000314,269.45,2.3691000000000004,1.3861,26.360000000000003,26.989,29.1,26.93,1.3018,-1.7195,0.000193,2.152e-09,0.000238,7.645e-08,0.000324,1.237e-07,0.000242,1.773e-07,0.00051,3.608e-07,0.000314,4.988e-07,25.68,24.56,24.975
270.0,1.5,27.94,-0.75,28.56,3,4,1.44e-05,0.000191,-0.000307,-0.000215,-0.000381,-0.000327,-0.000725,0.000242,-0.000687,0.000503,0.001582,-0.000373,270.45,2.3662,1.3856,26.360000000000003,26.981,29.098000000000003,26.93,1.3021,-1.7203,0.000191,2.766e-09,0.000215,6.619e-08,0.000327,1.251e-07,0.000242,1.759e-07,0.000503,3.452e-07,0.000373,5.885000000000001e-07,25.68,24.564,24.98
271.0,1.5,27.94,-0.75,28.56,4,3,8.383000000000001e-06,0.000164,-0.000304,-0.000203,-0.000376,-0.000321,-0.000741,0.000246,-0.000675,0.000503,0.001589,-0.000382,271.45,2.3629,1.385,26.361,26.98,29.099,26.93,1.3037,-1.721,0.000164,1.3331e-09,0.000203,6.204e-08,0.000321,1.208e-07,0.000246,1.81e-07,0.000503,3.396e-07,0.000382,6.099e-07,25.68,24.57,24.98
272.0,1.5,27.94,-0.75,28.56,3,3,1.8621e-05,0.000157,-0.000321,-0.00022,-0.000375,-0.000315,-0.00073,0.000252,-0.000691,0.000504,0.001597,-0.000366,272.45,2.3597,1.385,26.367,26.98,29.1,26.93,1.3049,-1.7213,0.000157,2.9359999999999998e-09,0.00022,7.082000000000002e-08,0.000315,1.184e-07,0.000252,1.843e-07,0.000504,3.483e-07,0.000366,5.834e-07,25.68,24.57,24.98
273.0,1.5,27.94,-0.75,28.56,4,4,1.96e-05,0.000192,-0.000303,-0.000233,-0.000371,-0.000322,-0.000725,0.0002549999999999,-0.00069,0.000501,0.001596,-0.000376,273.45,2.3565,1.3846,26.37,26.98,29.1,26.93,1.306,-1.7218,0.000192,3.756e-09,0.000233,7.054999999999999e-08,0.000322,1.2e-07,0.0002549999999999,1.847e-07,0.000501,3.456e-07,0.000376,5.985000000000001e-07,25.679,24.58,24.98
274.0,1.5,27.94,-0.75,28.56,4,3,8.217e-06,0.000195,-0.00029,-0.000201,-0.000372,-0.000319,-0.000735,0.000258,-0.0006969999999999,0.000503,0.001594,-0.000379,274.45,2.3537,1.3857,26.37,26.98,29.1,26.933,1.3055,-1.7223,0.000195,1.6831999999999995e-09,0.000201,5.807e-08,0.000319,1.189e-07,0.000258,1.894e-07,0.000503,3.507e-07,0.000379,6.037e-07,25.677,24.58,24.98
275.0,1.5,27.94,-0.75,28.56,3,4,9.241e-06,0.000201,-0.000309,-0.000236,-0.0003599999999999,-0.000318,-0.000727,0.000261,-0.00071,0.000508,0.001594,-0.00037,275.45,2.3506,1.387,26.37,26.98,29.106,26.940000000000005,1.3053,-1.7231,0.000201,1.9452e-09,0.000236,7.258e-08,0.000318,1.1429999999999998e-07,0.000261,1.9080000000000001e-07,0.000508,3.62e-07,0.00037,5.91e-07,25.68,24.586,24.98
276.0,1.5,27.94,-0.75,28.56,4,3,8.616999999999999e-06,0.000216,-0.0003,-0.000226,-0.000342,-0.00033,-0.000714,0.000251,-0.000703,0.000504,0.001578,-0.000401,276.45,2.348,1.3892,26.37,26.98,29.110000000000003,26.940000000000005,1.3054,-1.7234000000000005,0.000216,1.8692e-09,0.000226,6.817999999999999e-08,0.00033,1.1290000000000001e-07,0.000251,1.804e-07,0.000504,3.545e-07,0.000401,6.324e-07,25.68,24.59,24.98
277.0,1.5,27.94,-0.75,28.56,4,3,8.833e-06,0.000212,-0.000296,-0.000226,-0.000346,-0.000322,-0.0007329999999999,0.000248,-0.000697,0.000503,0.001584,-0.000325,277.45,2.3459,1.3903,26.37,26.98,29.110000000000003,26.940000000000005,1.306,-1.7245,0.000212,2.215e-09,0.000226,6.669e-08,0.000322,1.1110000000000001e-07,0.000248,1.821e-07,0.000503,3.505e-07,0.000325,5.13e-07,25.679,24.59,24.98
278.0,1.5,27.94,-0.75,28.56,3,4,5.563e-06,0.000203,-0.0003,-0.000224,-0.000358,-0.000317,-0.000726,0.000241,-0.000696,0.000517,0.001587,-0.000325,278.45,2.3442,1.3907,26.37,26.98,29.110000000000003,26.940000000000005,1.3064,-1.725,0.000203,1.5609999999999999e-09,0.000224,6.728e-08,0.000317,1.13e-07,0.000241,1.754e-07,0.000517,3.595e-07,0.000325,5.157e-07,25.678,24.596,24.98
279.0,1.5,27.94,-0.75,28.56,4,3,1.03e-05,0.000181,-0.0002929999999999,-0.000245,-0.000361,-0.000318,-0.000743,0.00024,-0.0006839999999999,0.000536,0.001583,-0.000329,279.45,2.3424,1.391,26.37,26.98,29.110000000000003,26.940000000000005,1.308,-1.7253,0.000181,2.0104e-09,0.000245,7.199e-08,0.000318,1.15e-07,0.00024,1.7850000000000004e-07,0.000536,3.665e-07,0.000329,5.176e-07,25.676,24.6,24.98
280.0,1.5,27.94,-0.75,28.56,4,3,-3.644e-06,0.000159,-0.0002989999999999,-0.0002569999999999,-0.000372,-0.000322,-0.000741,0.000247,-0.000694,0.000529,0.001589,-0.000345,280.45,2.3417000000000003,1.3911,26.37,26.98,29.110000000000003,26.940000000000005,1.3102,-1.7257000000000002,0.000159,1.2238e-09,0.0002569999999999,7.625e-08,0.000322,1.195e-07,0.000247,1.8280000000000002e-07,0.000529,3.676e-07,0.000345,5.501e-07,25.670000000000005,24.6,24.98
281.0,1.5,27.94,-0.75,28.56,3,4,8.289e-06,0.000174,-0.0002989999999999,-0.000242,-0.000378,-0.000307,-0.0007329999999999,0.000235,-0.0006969999999999,0.000527,0.001585,-0.000381,281.45,2.3411,1.3924999999999998,26.376,26.98,29.101,26.942,1.3138999999999998,-1.7254999999999998,0.000174,1.4536e-09,0.000242,7.235e-08,0.000307,1.164e-07,0.000235,1.718e-07,0.000527,3.689e-07,0.000381,6.055000000000001e-07,25.670000000000005,24.6,24.98
282.0,1.5,27.97,-0.75,28.56,4,3,6.480000000000001e-06,0.000201,-0.0003059999999999,-0.0002279999999999,-0.000374,-0.0003109999999999,-0.000725,0.000256,-0.000694,0.000517,0.001588,-0.0004069999999999,282.45,2.3405,1.3941,26.380000000000003,26.98,29.1,26.95,1.3168,-1.7253,0.000201,1.3662e-09,0.0002279999999999,6.971e-08,0.0003109999999999,1.166e-07,0.000256,1.857e-07,0.000517,3.598000000000001e-07,0.0004069999999999,6.491000000000001e-07,25.670000000000005,24.604000000000003,24.98
283.0,1.5,28.0,-0.75,28.56,4,4,3.0870000000000003e-06,0.00021,-0.0003109999999999,-0.000243,-0.0003779999999999,-0.000305,-0.000734,0.000242,-0.000686,0.000531,0.001586,-0.000383,283.45,2.3405,1.3977,26.380000000000003,26.98,29.1,26.95,1.3209,-1.7260000000000002,0.00021,1.399e-09,0.000243,7.554e-08,0.000305,1.16e-07,0.000242,1.789e-07,0.000531,3.648e-07,0.000383,6.076e-07,25.661,24.61,24.98
284.0,1.5,28.0,-0.75,28.56,3,3,1.5360000000000002e-06,0.000213,-0.000304,-0.000234,-0.000382,-0.0003039999999999,-0.000719,0.000227,-0.000701,0.000518,0.001584,-0.000396,284.45,2.3401,1.4014,26.380000000000003,26.98,29.1,26.95,1.3253,-1.7265,0.000213,1.0914000000000002e-09,0.000234,7.101e-08,0.0003039999999999,1.1630000000000003e-07,0.000227,1.638e-07,0.000518,3.632e-07,0.000396,6.269000000000001e-07,25.659,24.61,24.98
285.0,1.5,28.0,-0.75,28.56,4,4,6.616000000000001e-06,0.0002109999999999,-0.000295,-0.000217,-0.000384,-0.000317,-0.000712,0.000225,-0.000696,0.000528,0.00159,-0.000375,285.45,2.3396,1.4045999999999998,26.380000000000003,26.98,29.1,26.95,1.3293,-1.7273,0.0002109999999999,1.5109e-09,0.000217,6.424e-08,0.000317,1.2210000000000001e-07,0.000225,1.607e-07,0.000528,3.673e-07,0.000375,5.971e-07,25.651,24.61,24.971
286.0,1.5,28.0,-0.75,28.56,4,3,7.108e-06,0.000202,-0.000313,-0.000231,-0.00039,-0.000319,-0.00073,0.000246,-0.000694,0.0005239999999999,0.001583,-0.000371,286.45,2.3395,1.4078,26.380000000000003,26.98,29.1,26.95,1.3325,-1.7285,0.000202,1.4249e-09,0.000231,7.27e-08,0.000319,1.241e-07,0.000246,1.792e-07,0.0005239999999999,3.638e-07,0.000371,5.910999999999999e-07,25.65,24.61,24.97
287.0,1.5,28.0,-0.75,28.56,3,3,1.3507e-05,0.000195,-0.000303,-0.000219,-0.000385,-0.00033,-0.000727,0.000259,-0.000686,0.000535,0.001585,-0.000346,287.45,2.3393,1.4111,26.380000000000003,26.98,29.1,26.95,1.3357,-1.7291,0.000195,2.632e-09,0.000219,6.630999999999999e-08,0.00033,1.269e-07,0.000259,1.881e-07,0.000535,3.675e-07,0.000346,5.495e-07,25.65,24.61,24.97
288.0,1.5,28.0,-0.75,28.56,4,4,1.0929e-05,0.000194,-0.000316,-0.000212,-0.000385,-0.000324,-0.000719,0.000235,-0.000714,0.000529,0.001591,-0.000304,288.45,2.3381,1.4148999999999998,26.380000000000003,26.98,29.1,26.95,1.3382999999999998,-1.7302,0.000194,2.1136e-09,0.000212,6.68e-08,0.000324,1.2589999999999998e-07,0.000235,1.693e-07,0.000529,3.79e-07,0.000304,4.807e-07,25.641,24.61,24.965
289.0,1.5,27.97,-0.78,28.56,3,3,-1.736e-06,0.000204,-0.000319,-0.000233,-0.000388,-0.000315,-0.000724,0.000232,-0.000706,0.000534,0.001583,-0.00029,289.45,2.338,1.4194,26.380000000000003,26.98,29.1,26.95,1.3415,-1.7317,0.000204,8.324e-10,0.000233,7.47e-08,0.000315,1.222e-07,0.000232,1.684e-07,0.000534,3.7670000000000003e-07,0.00029,4.5850000000000004e-07,25.64,24.61,24.96
290.0,1.5,27.94,-0.81,28.56,4,4,4.454e-06,0.000199,-0.000321,-0.000226,-0.0004,-0.000315,-0.00071,0.000238,-0.000702,0.000536,0.001593,-0.000305,290.45,2.3374,1.4249,26.380000000000003,26.98,29.110000000000003,26.95,1.3446,-1.7329,0.000199,1.5439e-09,0.000226,7.22e-08,0.000315,1.265e-07,0.000238,1.68e-07,0.000536,3.78e-07,0.000305,4.86e-07,25.64,24.61,24.955
291.0,1.5,27.94,-0.78,28.56,4,3,1.4270000000000005e-06,0.000204,-0.000319,-0.000226,-0.00041,-0.000309,-0.000709,0.000227,-0.00071,0.000535,0.001584,-0.000303,291.45,2.3362,1.4307,26.380000000000003,26.98,29.110000000000003,26.95,1.3484,-1.7338,0.000204,1.6909e-09,0.000226,7.217e-08,0.000309,1.265e-07,0.000227,1.611e-07,0.000535,3.798e-07,0.000303,4.798e-07,25.634,24.61,24.95
292.0,1.5,27.94,-0.75,28.56,3,4,3.017e-06,0.000192,-0.0003,-0.00021,-0.000416,-0.000313,-0.0007199999999999,0.000245,-0.000724,0.000525,0.001594,-0.000294,292.45,2.3357,1.4358,26.380000000000003,26.98,29.110000000000003,26.95,1.3517,-1.7346,0.000192,1.019e-09,0.00021,6.261e-08,0.000313,1.298e-07,0.000245,1.7710000000000004e-07,0.000525,3.82e-07,0.000294,4.68e-07,25.630000000000003,24.611,24.944
293.0,1.5,27.94,-0.75,28.56,4,3,9.047e-06,0.000201,-0.000308,-0.000233,-0.0004069999999999,-0.000323,-0.0007199999999999,0.000239,-0.000708,0.000517,0.001592,-0.0003019999999999,293.45,2.335,1.4411999999999998,26.380000000000003,26.98,29.110000000000003,26.95,1.355,-1.7359000000000002,0.000201,1.8039999999999998e-09,0.000233,7.159e-08,0.000323,1.3200000000000004e-07,0.000239,1.727e-07,0.000517,3.671e-07,0.0003019999999999,4.772000000000001e-07,25.630000000000003,24.613,24.94
294.0,1.5,27.94,-0.75,28.56,4,3,4.938e-06,0.000208,-0.000307,-0.000232,-0.000384,-0.000319,-0.000709,0.000244,-0.000708,0.000521,0.001581,-0.000309,294.45,2.335,1.4463,26.380000000000003,26.984,29.110000000000003,26.95,1.3576,-1.7371000000000003,0.000208,1.3684e-09,0.000232,7.149e-08,0.000319,1.225e-07,0.000244,1.727e-07,0.000521,3.697e-07,0.000309,4.885e-07,25.630000000000003,24.62,24.933
295.0,1.5,27.94,-0.78,28.56,3,4,3.5999999999999994e-05,0.000204,-0.000314,-0.000227,-0.000386,-0.000318,-0.000722,0.000238,-0.000709,0.000516,0.001583,-0.000316,295.45,2.3357,1.4508,26.380000000000003,26.985000000000003,29.110000000000003,26.95,1.3603,-1.7404,0.000204,7.381e-09,0.000227,7.092e-08,0.000318,1.232e-07,0.000238,1.725e-07,0.000516,3.661e-07,0.000316,5.005e-07,25.625,24.62,24.93
296.0,1.5,27.94,-0.81,28.56,4,3,4.210000000000001e-05,0.000184,-0.000312,-0.00022,-0.000389,-0.000321,-0.000741,0.000251,-0.000688,0.000519,0.001589,-0.000307,296.45,2.3355,1.4546,26.380000000000003,26.988,29.116000000000003,26.95,1.3633000000000002,-1.7427,0.000184,7.727e-09,0.00022,6.872e-08,0.000321,1.2449999999999998e-07,0.000251,1.854e-07,0.000519,3.588e-07,0.000307,4.867999999999999e-07,25.62,24.62,24.93
297.0,1.5,27.97,-0.81,28.56,4,4,4.06e-05,0.000171,-0.00031,-0.000219,-0.0004,-0.000312,-0.000725,0.00025,-0.000674,0.000543,0.001573,-0.0002909999999999,297.45,2.3366,1.4594,26.380000000000003,26.99,29.12,26.95,1.3656,-1.7458000000000002,0.000171,6.9300000000000015e-09,0.000219,6.788e-08,0.000312,1.251e-07,0.00025,1.814e-07,0.000543,3.657e-07,0.0002909999999999,4.588e-07,25.62,24.618,24.92
298.0,1.5,28.0,-0.81,28.56,3,3,1.9900000000000003e-05,0.00018,-0.0003009999999999,-0.000222,-0.000392,-0.000331,-0.000728,0.0002569999999999,-0.000693,0.000525,0.001585,-0.000307,298.45,2.3366,1.4626,26.380000000000003,26.99,29.12,26.95,1.3686,-1.7479,0.00018,3.6099999999999997e-09,0.000222,6.672e-08,0.000331,1.293e-07,0.0002569999999999,1.872e-07,0.000525,3.636e-07,0.000307,4.853999999999999e-07,25.62,24.619,24.92
299.0,1.5,27.97,-0.81,28.56,4,4,2.3300000000000004e-05,0.000176,-0.000319,-0.000197,-0.000381,-0.000337,-0.000747,0.00025,-0.000688,0.000525,0.0015789999999999,-0.000315,299.45,2.3368,1.4663,26.380000000000003,26.99,29.12,26.95,1.3709,-1.7503,0.000176,4.134e-09,0.000197,6.3e-08,0.000337,1.289e-07,0.00025,1.866e-07,0.000525,3.633e-07,0.000315,4.945e-07,25.62,24.62,24.919000000000004
300.0,1.5,27.94,-0.81,28.56,3,3,4.62e-05,0.000138,-0.00032,-0.000224,-0.000367,-0.000312,-0.000732,0.000254,-0.000714,0.000529,0.001576,-0.000308,300.45,2.3368,1.4698,26.380000000000003,26.99,29.12,26.953,1.373,-1.7525,0.000138,6.395e-09,0.000224,7.178e-08,0.000312,1.147e-07,0.000254,1.851e-07,0.000529,3.777e-07,0.000308,4.856000000000001e-07,25.62,24.62,24.912
301.0,1.5,27.97,-0.81,28.59,4,3,3.87e-05,0.000163,-0.000313,-0.000219,-0.0003709999999999,-0.000315,-0.000719,0.0002419999999999,-0.000709,0.000519,0.001572,-0.000312,301.45,2.3371000000000004,1.4726,26.380000000000003,26.99,29.12,26.96,1.3758,-1.7553999999999998,0.000163,6.2960000000000014e-09,0.000219,6.853e-08,0.000315,1.174e-07,0.0002419999999999,1.742e-07,0.000519,3.681e-07,0.000312,4.902e-07,25.614,24.62,24.91
302.0,1.5,28.0,-0.81,28.62,4,4,3.61e-05,0.000176,-0.0003039999999999,-0.000218,-0.0003729999999999,-0.000331,-0.00071,0.0002569999999999,-0.0007,0.0005329999999999,0.001576,-0.000357,302.45,2.3381,1.4743,26.383,26.99,29.12,26.959000000000003,1.3771,-1.7574,0.000176,6.317e-09,0.000218,6.671999999999999e-08,0.000331,1.2350000000000001e-07,0.0002569999999999,1.823e-07,0.0005329999999999,3.742e-07,0.000357,5.63e-07,25.612,24.62,24.91
