Time,Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E[V],Voltage_VarR[V],Shunt_VarR[V],Current_B[A],Power_B[W],Current_C[],Power_C[],Current_D[],Power_D_[],Current_E[],Power_E[],Current_VarR[],Power_VarR[],Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_9,Sensor_10
770.0,0.525601,-0.0572675999999999,-0.3879,0.0380573,-0.284085,-0.0553138,0.242876,0.0481602,0.259056,-0.059529,0.0572675999999999,0.0300983999999999,0.0380573,0.014762,0.0553138,0.015714,0.0481602,0.0116966,0.059529,0.0154197,65.4035663585,56.039290808500006,42.5315769215,40.5364347415,65.023075868,59.2902191175
771.0,0.5247219999999999,-0.0571823,-0.3871179999999999,0.0379799,-0.283561,-0.0552106,0.242411,0.0480622,0.258506,-0.0593562,0.0571823,0.0300055,0.0379799,0.0147037,0.0552106,0.0156549,0.0480622,0.0116499,0.0593562,0.0153427,65.40118789499999,56.034231185,42.559879305,40.564241405,65.03139496,59.310497285
772.0,0.524115,-0.0571113,-0.386343,0.0379052999999999,-0.283075,-0.0551058,0.241979,0.0479794,0.257993,-0.0592246,0.0571113,0.0299326,0.0379052999999999,0.014645,0.0551058,0.0155984999999999,0.0479794,0.0116097,0.0592246,0.0152783,65.3988094315,56.0291715615,42.5881816885,40.5920480685,65.039714052,59.3307754525
773.0,0.523379,-0.0570307,-0.385533,0.0378299,-0.282568,-0.0550014,0.241524,0.0478916,0.257565,-0.0591231,0.0570307,0.0298479999999999,0.0378299,0.0145852,0.0550014,0.0155426,0.0478916,0.0115675,0.0591231,0.015228,65.396430968,56.024111938,42.616484072,40.619854732,65.048033144,59.35105362
774.0,0.522294,-0.0569177,-0.384672,0.0377408,-0.281974,-0.0548929,0.241014,0.0477892,0.257085,-0.0590331999999999,0.0569177,0.0297283,0.0377408,0.0145172,0.0548929,0.0154791,0.0477892,0.0115177,0.0590331999999999,0.0151772,65.3940525045,56.0190523145,42.6447864555,40.6476613955,65.05635223600001,59.3713317875
775.0,0.52102,-0.056782,-0.3837,0.03765,-0.281286,-0.0547629,0.2404059999999999,0.0476714,0.256498,-0.0589538,0.056782,0.0295835999999999,0.03765,0.0144473999999999,0.0547629,0.0154041,0.0476714,0.0114596,0.0589538,0.0151218999999999,65.391674041,56.013992691000006,42.673088839,40.675468059,65.064671328,59.391609955
776.0,0.519699,-0.0566403,-0.382672,0.0375468,-0.280561,-0.0546091,0.239752,0.0475598,0.255781,-0.0587556,0.0566403,0.0294354,0.0375468,0.0143677,0.0546091,0.0153199,0.0475598,0.0114013,0.0587556,0.0150288,65.3892955775,56.0089330675,42.7013912225,40.7032747225,65.07299042,59.4118881225
777.0,0.518794,-0.0565273,-0.381618,0.0374618,-0.27998,-0.054497,0.239219,0.0474561,0.255107,-0.058614,0.0565273,0.0293279,0.0374618,0.0142964,0.054497,0.0152571,0.0474561,0.0113521,0.058614,0.014953,65.386917114,56.003873444,42.729693606,40.731081386,65.081309512,59.43216629
778.0,0.518176,-0.056457,-0.380755,0.0373759,-0.279528,-0.0544005,0.23878,0.0473603,0.254677,-0.0585234999999999,0.056457,0.0292556,0.0373759,0.0142303999999999,0.0544005,0.0152058,0.0473603,0.011309,0.0585234999999999,0.0149042,65.38453865049999,55.9988138205,42.7579959895,40.7588880495,65.08962860400001,59.4524444575
779.0,0.517528,-0.0563795,-0.37994,0.0372997,-0.279074,-0.0543168,0.238354,0.04727,0.254387,-0.0584631,0.0563795,0.0291786,0.0372997,0.0141709,0.0543168,0.0151586,0.04727,0.0112672,0.0584631,0.0148713999999999,65.382160187,55.993754197,42.786298373,40.786694713,65.097947696,59.472722625
780.0,0.516851,-0.0563102,-0.379179,0.0372095,-0.278615,-0.054228,0.2379049999999999,0.0471771999999999,0.2541,-0.0584036,0.0563102,0.0291033,0.0372095,0.0141091,0.054228,0.0151088,0.0471771999999999,0.0112234,0.0584036,0.0148411,65.37978172349999,55.988694573500005,42.8146007565,40.8145013765,65.106266788,59.4930007925
781.0,0.516136,-0.0562292,-0.37848,0.0371291,-0.278128,-0.0541349,0.237425,0.0470867,0.253784,-0.0583281,0.0562292,0.0290223999999999,0.0371291,0.0140535,0.0541349,0.015056,0.0470867,0.0111807,0.0583281,0.0148025,65.37740326,55.98363495,42.84290314,40.84230804,65.11458588,59.51327896
782.0,0.5153179999999999,-0.0561358,-0.377737,0.0370531999999999,-0.277598,-0.0540343999999999,0.236937,0.0469889,0.253416,-0.0581869,0.0561358,0.028928,0.0370531999999999,0.0139975999999999,0.0540343999999999,0.0149994,0.0469889,0.0111338,0.0581869,0.0147454,65.377134324,55.9854890835,42.8728914285,40.872632213,65.1184982335,59.5253786075
783.0,0.5146740000000001,-0.0560732,-0.377017,0.0369786999999999,-0.27711,-0.0539375999999999,0.236516,0.0469011,0.253033,-0.0580864,0.0560732,0.0288597,0.0369786999999999,0.0139421999999999,0.0539375999999999,0.0149469999999999,0.0469011,0.0110931,0.0580864,0.0146959,65.376865388,55.987343217,42.902879717,40.902956386,65.122410587,59.537478255
784.0,0.5145479999999999,-0.0560651999999999,-0.376397,0.0369193,-0.276763,-0.0538802999999999,0.2362159999999999,0.0468395,0.252692,-0.0580103,0.0560651999999999,0.0288480999999999,0.0369193,0.0138967,0.0538802999999999,0.0149128,0.0468395,0.0110637,0.0580103,0.0146585999999999,65.376596452,55.9891973505,42.9328680055,40.933280559,65.1263229405,59.5495779025
785.0,0.514505,-0.0560523,-0.375875,0.0368806,-0.276552,-0.0538257,0.235974,0.0467913,0.252307,-0.0579288999999999,0.0560523,0.0288387999999999,0.0368806,0.0138617,0.0538257,0.014885,0.0467913,0.0110403,0.0579288999999999,0.0146151,65.37632751599999,55.991051484,42.962856294,40.963604732,65.130235294,59.56167755
786.0,0.513978,-0.0559989,-0.375346,0.0368433,-0.276234,-0.0537738,0.2356189999999999,0.0467496,0.251841,-0.0578279,0.0559989,0.0287831,0.0368433,0.0138278,0.0537738,0.0148544,0.0467496,0.0110142,0.0578279,0.0145624,65.37605857999999,55.9929056175,42.9928445825,40.993928905,65.1341476475,59.5737771975
787.0,0.513152,-0.0559083,-0.374731,0.0367749,-0.275815,-0.0536834999999999,0.235204,0.0466735999999999,0.25147,-0.0577335,0.0559083,0.02869,0.0367749,0.01378,0.0536834999999999,0.014806,0.0466735999999999,0.0109781,0.0577335,0.0145187,65.375789644,55.994759751,43.022832871,41.024253078,65.138060001,59.585876845
788.0,0.512237,-0.055815,-0.374097,0.0367047,-0.275369,-0.053602,0.234796,0.0465872,0.251123,-0.0576804,0.055815,0.0285893999999999,0.0367047,0.013729,0.053602,0.0147599,0.0465872,0.0109388,0.0576804,0.0144846,65.375520708,55.9966138845,43.0528211595,41.054577251,65.1419723545,59.5979764925
789.0,0.5113939999999999,-0.0557275,-0.373407,0.0366426,-0.274913,-0.053507,0.2343719999999999,0.0465133999999999,0.250631,-0.0576054,0.0557275,0.0284976999999999,0.0366426,0.0136806,0.053507,0.0147098,0.0465133999999999,0.0109015,0.0576054,0.0144383,65.375251772,55.998468018,43.082809448,41.084901424,65.145884708,59.61007614
790.0,0.510711,-0.0556483,-0.37268,0.0365763999999999,-0.274543,-0.0534466,0.233979,0.0464374,0.250149,-0.0574934999999999,0.0556483,0.0284202,0.0365763999999999,0.0136315999999999,0.0534466,0.0146723,0.0464374,0.0108653,0.0574934999999999,0.0143810999999999,65.374982836,56.0003221515,43.1127977365,41.115225597,65.1497970615,59.6221757875
791.0,0.510416,-0.0556177,-0.372083,0.0365046,-0.274314,-0.053398,0.233732,0.0463932,0.2497809999999999,-0.0574017,0.0556177,0.0283891,0.0365046,0.0135825,0.053398,0.0146484,0.0463932,0.010844,0.0574017,0.0143385,65.37471389999999,56.002176285,43.142786025,41.14554977,65.15370941500001,59.634275435
792.0,0.510361,-0.0556003999999999,-0.371622,0.0364687,-0.2741909999999999,-0.0533668,0.233544,0.0463482,0.249554,-0.0573458,0.0556003999999999,0.0283779999999999,0.0364687,0.0135519,0.0533668,0.0146334,0.0463482,0.0108242,0.0573458,0.0143118,65.37444496399999,56.0040304185,43.1727743135,41.175873943,65.15762176850001,59.6463750825
793.0,0.510075,-0.0555749,-0.3712,0.036428,-0.274,-0.0533222,0.233319,0.0463072,0.249433,-0.0573149,0.0555749,0.0283486999999999,0.036428,0.0135208999999999,0.0533222,0.0146101,0.0463072,0.0108042,0.0573149,0.0142967,65.374176028,56.005884552,43.202762602,41.206198116,65.161534122,59.65847473
794.0,0.509694,-0.0555359,-0.370806,0.036388,-0.273752,-0.0532773,0.233055,0.0462474,0.249301,-0.0572926999999999,0.0555359,0.0283063,0.036388,0.0134927,0.0532773,0.0145849,0.0462474,0.0107786,0.0572926999999999,0.014283,65.373907092,56.0077386855,43.2327508905,41.236522289,65.1654464755,59.6705743775
795.0,0.509024,-0.0554640999999999,-0.3703729999999999,0.0363552,-0.273415,-0.0532107,0.232733,0.0461813,0.249106,-0.0572457,0.0554640999999999,0.0282316,0.0363552,0.0134665,0.0532107,0.0145499,0.0461813,0.0107489,0.0572457,0.0142615,65.373638156,56.009592819,43.262739179,41.266846462,65.169358829,59.682674025
796.0,0.508226,-0.0553613,-0.369875,0.0363003,-0.273013,-0.0531317999999999,0.2324049999999999,0.0461216,0.248945,-0.0572041,0.0553613,0.0281352,0.0363003,0.013427,0.0531317999999999,0.0145052,0.0461216,0.0107201,0.0572041,0.0142418,65.37336922,56.0114469525,43.2927274675,41.297170635,65.1732711825,59.6947736725
797.0,0.507362,-0.0552707,-0.369362,0.0362443999999999,-0.272569,-0.0530525999999999,0.232058,0.0460363,0.248727,-0.0571014,0.0552707,0.0280401,0.0362443999999999,0.0133876,0.0530525999999999,0.0144609999999999,0.0460363,0.0106833,0.0571014,0.0142029,65.373100284,56.013301086,43.322715756,41.327494808,65.177183536,59.70687332
798.0,0.506279,-0.0551651,-0.368777,0.0361719,-0.272046,-0.0529471999999999,0.2316409999999999,0.0459499,0.24837,-0.0570173999999999,0.0551651,0.0279279999999999,0.0361719,0.0133384,0.0529471999999999,0.0144039,0.0459499,0.0106439,0.0570173999999999,0.0141614,65.37283134799999,56.0151552195,43.3527040445,41.357818981,65.1810958895,59.7189729675
799.0,0.505219,-0.055048,-0.3681379999999999,0.0361122,-0.27147,-0.0528427,0.231188,0.0458576,0.247952,-0.0569187,0.055048,0.0278106,0.0361122,0.0132943,0.0528427,0.0143446999999999,0.0458576,0.0106026,0.0569187,0.0141133,65.372562412,56.017009353,43.382692333,41.388143154,65.185008243,59.731072615
800.0,0.504371,-0.0549622,-0.367506,0.0360631,-0.271021,-0.0527525,0.230814,0.0457879,0.247527,-0.056825,0.0549622,0.0277214,0.0360631,0.0132538999999999,0.0527525,0.0142969999999999,0.0457879,0.0105691,0.056825,0.0140661999999999,65.372293476,56.0188634865,43.4126806215,41.418467327,65.1889205965,59.7431722625
801.0,0.503415,-0.0548563999999999,-0.366871,0.0359975,-0.270573,-0.0526491999999999,0.230398,0.0456985,0.247076,-0.0567454,0.0548563999999999,0.0276152,0.0359975,0.013208,0.0526491999999999,0.0142471999999999,0.0456985,0.0105289,0.0567454,0.0140200999999999,65.37202454,56.02071762,43.44266891,41.4487915,65.19283295,59.75527191
802.0,0.502349,-0.0547467,-0.366215,0.035942,-0.270079,-0.0525630999999999,0.2299379999999999,0.0456029,0.2466,-0.0566553,0.0547467,0.027502,0.035942,0.0131633,0.0525630999999999,0.0141964,0.0456029,0.0104856,0.0566553,0.0139719,65.3659877815,56.025340461,43.4654832795,41.461294361,65.2038764985,59.7715604765
803.0,0.501691,-0.0546825,-0.365638,0.0358833999999999,-0.269686,-0.0524953,0.229572,0.0455405,0.24608,-0.0565814,0.0546825,0.0274343999999999,0.0358833999999999,0.0131198,0.0524953,0.0141569,0.0455405,0.0104542,0.0565814,0.0139236,65.359951023,56.029963302,43.488297649,41.473797222,65.21492004699999,59.787849043
804.0,0.501492,-0.0546567999999999,-0.365232,0.0358328,-0.2695,-0.0524622,0.229344,0.0454991,0.245645,-0.0564791,0.0546567999999999,0.0274101,0.0358328,0.0130867999999999,0.0524622,0.014139,0.0454991,0.0104342999999999,0.0564791,0.0138731999999999,65.35391426449999,56.034586143,43.5111120185,41.486300083,65.22596359549999,59.8041376095
805.0,0.501141,-0.0546262,-0.3648409999999999,0.0357924,-0.2693139999999999,-0.0524182,0.2290789999999999,0.0454388,0.245337,-0.0564092999999999,0.0546262,0.0273747999999999,0.0357924,0.0130578,0.0524182,0.0141178,0.0454388,0.0104088,0.0564092999999999,0.0138388,65.347877506,56.039208984,43.533926388000005,41.498802944,65.237007144,59.820426176
806.0,0.500463,-0.0545532999999999,-0.364382,0.0357404,-0.268974,-0.0523552,0.228729,0.0453735,0.244958,-0.0562809,0.0545532999999999,0.0273026,0.0357404,0.0130234,0.0523552,0.0140837999999999,0.0453735,0.0103772,0.0562809,0.0137883,65.3418407475,56.043831825,43.5567407575,41.511305805,65.2480506925,59.8367147425
807.0,0.4999,-0.0544945999999999,-0.363905,0.0356982,-0.268657,-0.052288,0.228437,0.0453119,0.244485,-0.056124,0.0544945999999999,0.0272414,0.0356982,0.0129908,0.052288,0.0140477,0.0453119,0.01035,0.056124,0.0137206999999999,65.335803989,56.048454666,43.579555127,41.523808666,65.259094241,59.853003309
808.0,0.4997029999999999,-0.0544872999999999,-0.3634819999999999,0.0356588,-0.268495,-0.052246,0.22826,0.0452732,0.244224,-0.0560683,0.0544872999999999,0.0272279,0.0356588,0.0129619999999999,0.052246,0.0140279,0.0452732,0.0103342,0.0560683,0.0136924,65.3297672305,56.053077507,43.6023694965,41.536311527,65.2701377895,59.8692918755
809.0,0.4994329999999999,-0.0544563,-0.3631419999999999,0.0356375,-0.268359,-0.0522209,0.2281149999999999,0.0452426,0.2442,-0.0560689,0.0544563,0.0271974,0.0356375,0.0129407,0.0522209,0.0140147,0.0452426,0.0103215,0.0560689,0.0136928,65.323730472,56.057700348,43.625183866,41.548814388,65.281181338,59.885580442
810.0,0.4989449999999999,-0.0543924999999999,-0.362862,0.035605,-0.268174,-0.0521842999999999,0.227923,0.0452169,0.24419,-0.0561001,0.0543924999999999,0.0271384,0.035605,0.0129201,0.0521842999999999,0.0139945,0.0452169,0.0103065,0.0561001,0.0136995,65.31769371349999,56.062323189,43.647998235500005,41.561317249,65.2922248865,59.9018690085
811.0,0.498187,-0.0543103,-0.362514,0.0355598,-0.267905,-0.0521371,0.227617,0.0451607,0.244042,-0.0560891,0.0543103,0.0270561,0.0355598,0.01289,0.0521371,0.0139686,0.0451607,0.0102797,0.0560891,0.0136877,65.31165695499999,56.06694603,43.670812605,41.57382011,65.303268435,59.918157575
812.0,0.497417,-0.0542189999999999,-0.362073,0.0355236,-0.267594,-0.0520809,0.227307,0.0450891,0.243838,-0.0560436,0.0542189999999999,0.0269685,0.0355236,0.0128612,0.0520809,0.0139358,0.0450891,0.0102475999999999,0.0560436,0.0136662,65.3056201965,56.071568871,43.6936269745,41.586322971,65.3143119835,59.9344461415
813.0,0.4964179999999999,-0.0541148,-0.361559,0.0354772,-0.267173,-0.0520043999999999,0.226945,0.0450238,0.243659,-0.0560055,0.0541148,0.0268643,0.0354772,0.012826,0.0520043999999999,0.0138939,0.0450238,0.0102175,0.0560055,0.0136464,65.299583438,56.076191712,43.716441344,41.598825832,65.325355532,59.950734708
814.0,0.495224,-0.0540113,-0.360955,0.0354061,-0.266675,-0.0519045,0.226581,0.0449521,0.243417,-0.0559517,0.0540113,0.0267473,0.0354061,0.0127798,0.0519045,0.0138417,0.0449521,0.0101855,0.0559517,0.0136199999999999,65.2935466795,56.080814553,43.7392557135,41.611328693,65.3363990805,59.9670232745
815.0,0.494093,-0.0538996,-0.360315,0.0353398,-0.266191,-0.0518091,0.2261909999999999,0.0448863,0.2431439999999999,-0.0558424999999999,0.0538996,0.0266307,0.0353398,0.012734,0.0518091,0.0137909,0.0448863,0.0101532,0.0558424999999999,0.0135789999999999,65.287509921,56.085437394,43.762070083000005,41.623831554,65.347442629,59.983311841
816.0,0.493104,-0.0537854,-0.3596519999999999,0.0352721,-0.265755,-0.0517172,0.225855,0.0448302,0.242699,-0.0557018999999999,0.0537854,0.0265212999999999,0.0352721,0.0126854999999999,0.0517172,0.0137444999999999,0.0448302,0.0101268,0.0557018999999999,0.0135194,65.28147316249999,56.090060235,43.7848844525,41.636334415,65.3584861775,59.9996004075
817.0,0.492392,-0.0537099,-0.359059,0.0352155,-0.265407,-0.0516394,0.2255329999999999,0.0447682,0.242234,-0.0555993,0.0537099,0.0264475,0.0352155,0.0126441,0.0516394,0.013706,0.0447682,0.0100972,0.0555993,0.0134671999999999,65.27543640399999,56.094683076,43.807698822,41.648837276,65.369529726,60.015888974
818.0,0.491678,-0.0536349,-0.358525,0.0351616,-0.265098,-0.0515748,0.225216,0.0447108,0.241809,-0.0555431,0.0536349,0.0263722999999999,0.0351616,0.0126067,0.0515748,0.0136726,0.0447108,0.0100693,0.0555431,0.0134320999999999,65.2693996455,56.099305917,43.8305131915,41.661340137,65.38057327450001,60.0321775405
819.0,0.491072,-0.0535815,-0.358031,0.0351079,-0.2648169999999999,-0.0515199,0.2249969999999999,0.0446665,0.241381,-0.0554668,0.0535815,0.0263131,0.0351079,0.0125689,0.0515199,0.013642,0.0446665,0.0100489999999999,0.0554668,0.0133891,65.263362887,56.103928758,43.853327561,41.673842998,65.391616823,60.048466107
820.0,0.49067,-0.0535305,-0.3576169999999999,0.0350771999999999,-0.264642,-0.0514957,0.22486,0.0446328,0.240991,-0.0553801,0.0535305,0.0262669,0.0350771999999999,0.0125439,0.0514957,0.0136286999999999,0.0446328,0.0100358,0.0553801,0.0133455,65.2573261285,56.108551599,43.876141930500005,41.686345859,65.4026603715,60.0647546735
821.0,0.4905889999999999,-0.0535197999999999,-0.35733,0.035046,-0.264602,-0.0514993999999999,0.224734,0.0446234,0.2407579999999999,-0.0553221,0.0535197999999999,0.0262573,0.035046,0.0125228,0.0514993999999999,0.0136291,0.0446234,0.0100279,0.0553221,0.0133181,65.25128937,56.11317444,43.8989563,41.69884872,65.41370392,60.08104324
822.0,0.490486,-0.0534938,-0.357103,0.0350124,-0.264597,-0.0515012,0.224623,0.0445811,0.2405739999999999,-0.0552957,0.0534938,0.0262390999999999,0.0350124,0.0125038,0.0515012,0.0136276,0.0445811,0.010015,0.0552957,0.0133017999999999,65.24695260392856,56.11736747357143,43.92481667785714,41.717373435,65.4203711932143,60.09237357214285
823.0,0.489817,-0.0534208,-0.356784,0.0349931,-0.264397,-0.0514548,0.2243399999999999,0.0445254,0.24026,-0.0552179,0.0534208,0.0261671,0.0349931,0.0124846,0.0514548,0.0136046,0.0445254,0.0099892,0.0552179,0.0132654,65.24261583785714,56.12156050714286,43.95067705571429,41.73589815,65.42703846642857,60.10370390428572
824.0,0.4889249999999999,-0.0533278,-0.356294,0.0349523,-0.264055,-0.0513804999999999,0.224003,0.0444569,0.239963,-0.0551563,0.0533278,0.0260726,0.0349523,0.0124533,0.0513804999999999,0.0135664,0.0444569,0.0099592,0.0551563,0.0132351,65.23827907178571,56.125753540714285,43.97653743357143,41.754422865,65.43370573964286,60.11503423642857
825.0,0.488251,-0.0532506,-0.355755,0.0349012,-0.263725,-0.0513235,0.223735,0.0443996,0.239736,-0.0551134,0.0532506,0.0260000999999999,0.0349012,0.0124149,0.0513235,0.0135351,0.0443996,0.0099333,0.0551134,0.0132126,65.23394230571428,56.12994657428572,44.00239781142857,41.77294758,65.44037301285715,60.12636456857143
826.0,0.4879799999999999,-0.0532338,-0.355359,0.0348641,-0.263536,-0.0512727,0.223575,0.0443826,0.239615,-0.0550883,0.0532338,0.0259765,0.0348641,0.0123886,0.0512727,0.0135135,0.0443826,0.0099222999999999,0.0550883,0.0132006,65.22960553964285,56.13413960785714,44.02825818928572,41.791472295,65.44704028607143,60.13769490071429
827.0,0.487726,-0.0532027,-0.355055,0.0348202,-0.263381,-0.0512325999999999,0.223404,0.0443536999999999,0.239561,-0.0550861,0.0532027,0.0259478,0.0348202,0.012363,0.0512325999999999,0.0134936,0.0443536999999999,0.0099083,0.0550861,0.0131969,65.22526877357143,56.138332641428576,44.05411856714286,41.80999701,65.45370755928572,60.14902523285714
828.0,0.487206,-0.0531335,-0.354766,0.0347786,-0.26311,-0.0512070999999999,0.223185,0.0443087999999999,0.2394289999999999,-0.0550501,0.0531335,0.0258873999999999,0.0347786,0.012339,0.0512070999999999,0.0134735999999999,0.0443087999999999,0.0098882,0.0550501,0.013181,65.2209320075,56.142525675,44.079978945,41.828521725,65.46037483250001,60.160355565
829.0,0.486885,-0.0531081999999999,-0.354517,0.0347591,-0.262894,-0.0511728,0.22298,0.0442741,0.239372,-0.0550015,0.0531081999999999,0.0258581,0.0347591,0.0123244,0.0511728,0.0134523,0.0442741,0.0098729,0.0550015,0.0131643999999999,65.21659524142856,56.14671870857143,44.10583932285714,41.84704644,65.46704210571428,60.17168589714286
830.0,0.486723,-0.0530974,-0.354317,0.0347499,-0.2627469999999999,-0.0511533999999999,0.222812,0.0442558,0.239303,-0.0549633,0.0530974,0.0258432,0.0347499,0.0123140999999999,0.0511533999999999,0.0134401,0.0442558,0.0098597,0.0549633,0.0131527,65.21225847535715,56.15091174214286,44.131699700714286,41.865571155,65.47370937892858,60.18301622928571
831.0,0.486542,-0.0530734,-0.35409,0.0347272,-0.262598,-0.0511228999999999,0.2226459999999999,0.0442176,0.239239,-0.0549416,0.0530734,0.0258233,0.0347272,0.0122977,0.0511228999999999,0.0134259,0.0442176,0.0098433999999999,0.0549416,0.0131444,65.20792170928571,56.155104775714285,44.15756007857143,41.88409587,65.48037665214285,60.194346561428574
832.0,0.4860889999999999,-0.0530237999999999,-0.353793,0.0346857,-0.262325,-0.0510699,0.222373,0.04415,0.239084,-0.0548976999999999,0.0530237999999999,0.0257746,0.0346857,0.0122724,0.0510699,0.0133976,0.04415,0.0098170999999999,0.0548976999999999,0.0131259999999999,65.20358494321428,56.15929780928572,44.18342045642857,41.902620585,65.48704392535714,60.20567689357143
833.0,0.485577,-0.0529649,-0.353445,0.0346671999999999,-0.262036,-0.0510201999999999,0.222099,0.0440934999999999,0.238915,-0.0548494,0.0529649,0.0257182,0.0346671999999999,0.0122551999999999,0.0510201999999999,0.0133693,0.0440934999999999,0.0097933,0.0548494,0.0131034,65.19924817714285,56.16349084285714,44.209280834285714,41.9211453,65.49371119857143,60.21700722571428
834.0,0.4850279999999999,-0.0528994,-0.353059,0.0346175,-0.261702,-0.0509259,0.221773,0.0440423,0.238715,-0.0548037,0.0528994,0.0256573,0.0346175,0.0122221999999999,0.0509259,0.0133273,0.0440423,0.0097676,0.0548037,0.0130818,65.19491141107143,56.167683876428576,44.23514121214286,41.939670015,65.50037847178571,60.228337557857145
835.0,0.484272,-0.0528256999999999,-0.352576,0.0345816,-0.261251,-0.0508545,0.221382,0.0439751,0.238458,-0.0547544,0.0528256999999999,0.0255813,0.0345816,0.0121922,0.0508545,0.0132867,0.0439751,0.0097345,0.0547544,0.0130558,65.190574645,56.17187691,44.26100159,41.95819473,65.507045745,60.23966789
836.0,0.483946,-0.0527945,-0.352141,0.0345575,-0.260942,-0.0507879,0.2211409999999999,0.0439099,0.238224,-0.0546992,0.0527945,0.0255494,0.0345575,0.0121689,0.0507879,0.0132515,0.0439099,0.0097103,0.0546992,0.0130303,65.18623787892857,56.17606994357143,44.28686196785714,41.976719445,65.51371301821429,60.25099822214285
837.0,0.483947,-0.0527903,-0.351829,0.0345166,-0.260798,-0.0507517,0.22102,0.0438652,0.238059,-0.0547096999999999,0.0527903,0.0255464,0.0345166,0.0121439,0.0507517,0.0132346,0.0438652,0.0096952,0.0547096999999999,0.0130232,65.18190111285715,56.18026297714286,44.312722345714285,41.99524416,65.52038029142857,60.26232855428572
838.0,0.483544,-0.052747,-0.351512,0.0344842,-0.260571,-0.0507286,0.2208,0.0438203,0.237779,-0.0546181999999999,0.052747,0.0255054,0.0344842,0.0121229,0.0507286,0.0132182,0.0438203,0.0096755,0.0546181999999999,0.0129859,65.17756434678572,56.184456010714285,44.33858272357143,42.013768875,65.52704756464286,60.27365888642857
839.0,0.482954,-0.0526875,-0.35112,0.0344451,-0.260287,-0.0506657,0.220546,0.0437762,0.237434,-0.0545277,0.0526875,0.0254458,0.0344451,0.0120964,0.0506657,0.0131882,0.0437762,0.0096541,0.0545277,0.0129471,65.17322758071428,56.18864904428572,44.36444310142857,42.03229359,65.53371483785715,60.28498921857143
840.0,0.482735,-0.0526772,-0.350733,0.0344075999999999,-0.260111,-0.0506189999999999,0.2203949999999999,0.0437401,0.237148,-0.054459,0.0526772,0.0254292,0.0344075999999999,0.0120696,0.0506189999999999,0.0131670999999999,0.0437401,0.0096394,0.054459,0.0129142999999999,65.16889081464285,56.19284207785714,44.39030347928571,42.050818305,65.54038211107142,60.29631955071429
841.0,0.482769,-0.0526819,-0.350427,0.0343733,-0.260061,-0.0505948,0.220279,0.0437078,0.236974,-0.0544432999999999,0.0526819,0.0254335,0.0343733,0.0120457,0.0505948,0.0131579,0.0437078,0.0096282,0.0544432999999999,0.0129011999999999,65.16455404857143,56.197035111428576,44.416163857142855,42.06934302,65.54704938428571,60.30764988285714
842.0,0.482496,-0.0526438,-0.350211,0.0343507,-0.259883,-0.050571,0.220089,0.0436659999999999,0.236865,-0.0543817,0.0526438,0.0253998999999999,0.0343507,0.0120297,0.050571,0.0131419,0.0436659999999999,0.0096097,0.0543817,0.0128823,65.1602172825,56.201228145,44.442024235,42.087867735,65.55371665749999,60.318980215
843.0,0.482171,-0.05261,-0.349997,0.0343349,-0.259688,-0.0505391999999999,0.219919,0.0436365,0.2367729999999999,-0.0543498999999999,0.05261,0.0253656,0.0343349,0.0120165999999999,0.0505391999999999,0.0131235,0.0436365,0.0095964999999999,0.0543498999999999,0.0128687,65.15588051642857,56.20542117857143,44.46788461285714,42.10639245,65.56038393071428,60.33031054714286
844.0,0.481917,-0.0525833,-0.349764,0.0343162,-0.259538,-0.0504969,0.219812,0.043623,0.2367029999999999,-0.0543389,0.0525833,0.0253384,0.0343162,0.0120025,0.0504969,0.0131062,0.043623,0.0095873,0.0543389,0.0128622999999999,65.15154375035715,56.20961421214286,44.49374499071428,42.124917165,65.56705120392857,60.34164087928571
845.0,0.481465,-0.0525365,-0.349531,0.0343016,-0.259328,-0.0504633,0.2196079999999999,0.0435999,0.236642,-0.0543229999999999,0.0525365,0.0252943,0.0343016,0.0119898,0.0504633,0.0130853,0.0435999,0.0095751,0.0543229999999999,0.0128561,65.14720698428572,56.213807245714285,44.51960536857143,42.14344188,65.57371847714285,60.352971211428574
846.0,0.480717,-0.0524502999999999,-0.34923,0.03427,-0.258978,-0.0504133,0.219314,0.0435426,0.236474,-0.0542828,0.0524502999999999,0.0252137999999999,0.03427,0.0119687,0.0504133,0.0130548,0.0435426,0.0095487,0.0542828,0.0128377,65.14287021821428,56.21800027928572,44.54546574642857,42.161966595,65.58038575035714,60.36430154357143
847.0,0.4798099999999999,-0.0523487,-0.348809,0.0342211999999999,-0.258548,-0.0503309,0.218975,0.04349,0.236155,-0.0542327,0.0523487,0.0251158,0.0342211999999999,0.0119375,0.0503309,0.0130131999999999,0.04349,0.0095235,0.0542327,0.0128066,65.13853345214285,56.22219331285714,44.57132612428571,42.18049131,65.58705302357143,60.37563187571429
