Time,Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E[V],Voltage_VarR[V],Shunt_VarR[V],Current_B[A],Power_B[W],Current_C[],Power_C[],Current_D[],Power_D_[],Current_E[],Power_E[],Current_VarR[],Power_VarR[],Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_9,Sensor_10
314.0,0.0860032,-0.0096589,-0.0352085,0.0031818,-0.0349237,-0.0065554,0.0205347,0.004625,0.0223153,-0.0051926,0.0096589,0.0008351,0.0031818,0.00011334,0.0065554,0.0002301,0.004625,9.533e-05,0.0051926,0.0001163299999999,27.802977659,27.743531419,25.058210758,25.576368049,26.0337270775,25.8324965465
315.0,0.1038138999999999,-0.0115789,-0.0439833,0.0040608,-0.0393976,-0.0074323,0.0242912,0.0053572,0.0263932,-0.0061283,0.0115789,0.0012064999999999,0.0040608,0.0001797,0.0074323,0.0002934,0.0053572,0.00013068,0.0061283,0.0001625,27.851114656,27.738129426,25.057334522,25.578097156,26.03877602,25.831636046
316.0,0.121304,-0.0134747,-0.052946,0.0049611,-0.0436441,-0.0082528,0.0281096,0.0061025,0.0304165,-0.0070674,0.0134747,0.0016397999999999,0.0049611,0.0002622,0.0082528,0.0003607,0.0061025,0.0001722,0.0070674,0.0002159,27.899251653,27.732727433,25.056458286,25.579826263,26.0438249625,25.8307755455
317.0,0.138277,-0.015314,-0.0620611,0.0058589,-0.0476633,-0.0090404,0.0319364,0.0068778,0.0343885,-0.0079664,0.015314,0.0021228,0.0058589,0.0003639,0.0090404,0.0004314,0.0068778,0.0002195,0.0079664,0.0002747,27.94738865,27.72732544,25.05558205,25.58155537,26.048873905,25.829915045
318.0,0.155016,-0.0171226999999999,-0.0712807,0.00677,-0.0514924,-0.0097865,0.0357163,0.0076316,0.0382406,-0.0088489,0.0171226999999999,0.0026577,0.00677,0.0004837,0.0097865,0.0005039,0.0076316,0.0002729999999999,0.0088489,0.0003396999999999,27.995525647,27.721923447,25.054705814,25.583284477,26.0539228475,25.8290545445
319.0,0.171539,-0.018903,-0.0805193,0.0076911,-0.0551768999999999,-0.0105145,0.0394295,0.0083605,0.0418657999999999,-0.0096661,0.018903,0.0032464,0.0076911,0.0006198,0.0105145,0.00058,0.0083605,0.00033,0.0096661,0.0004042,28.043662644,27.716521454,25.053829578,25.585013584,26.05897179,25.828194044
320.0,0.187831,-0.0206689,-0.0898024,0.0086076,-0.0587317,-0.0112021,0.0430572,0.0090699,0.0452571,-0.01043,0.0206689,0.003887,0.0086076,0.0007743,0.0112021,0.0006577999999999,0.0090699,0.0003907,0.01043,0.0004722,28.091799641,27.711119461,25.052953342,25.586742691,26.0640207325,25.8273335435
321.0,0.204061,-0.0224288,-0.0990978,0.0095205,-0.0621144,-0.0118481,0.0465709,0.0097474,0.0484558999999999,-0.0111766,0.0224288,0.0045817,0.0095205,0.0009454999999999,0.0118481,0.0007361,0.0097474,0.0004538,0.0111766,0.0005425,28.139936638,27.705717468,25.052077106,25.588471798,26.069069675,25.826473043
322.0,0.220257,-0.0241933,-0.108402,0.0104441,-0.0653852,-0.0125052,0.0500391,0.0104198,0.0515049,-0.011884,0.0241933,0.005335,0.0104441,0.0011328,0.0125052,0.0008185999999999,0.0104198,0.0005216,0.011884,0.0006129,28.188073635,27.700315475,25.05120087,25.590200905,26.0741186175,25.8256125425
323.0,0.2365409999999999,-0.0259600999999999,-0.117747,0.0113498,-0.0686482,-0.0131481999999999,0.0534116,0.0110918,0.0544705,-0.012568,0.0259600999999999,0.0061453,0.0113498,0.0013379,0.0131481999999999,0.0009032999999999,0.0110918,0.0005929,0.012568,0.0006847,28.236210632,27.694913482,25.050324634,25.591930012,26.07916756,25.824752042
324.0,0.252859,-0.0277247,-0.127179,0.012298,-0.071905,-0.0137716,0.0567257,0.0117512,0.0574064,-0.0132457999999999,0.0277247,0.0070137999999999,0.012298,0.001566,0.0137716,0.0009911,0.0117512,0.0006663999999999,0.0132457999999999,0.0007611,28.284347629,27.689511489,25.049448398,25.593659119,26.0842165025,25.8238915415
325.0,0.268994,-0.0294796999999999,-0.1367,0.0132437,-0.0752010999999999,-0.0144099,0.0600591,0.0124016,0.060301,-0.0138721,0.0294796999999999,0.0079344,0.0132437,0.0018118,0.0144099,0.0010815,0.0124016,0.0007445,0.0138721,0.0008371,28.332484626,27.684109496,25.048572162,25.595388226,26.089265445,25.823031041
326.0,0.284864,-0.0312031999999999,-0.146225,0.0141752,-0.0785134,-0.0150829,0.0633765999999999,0.0130531,0.0631539,-0.0145031999999999,0.0312031999999999,0.008892,0.0141751999999999,0.0020734,0.0150829,0.0011836,0.0130531,0.0008279,0.0145031999999999,0.0009168,28.380621623,27.678707503,25.047695926,25.597117333,26.0943143875,25.8221705405
327.0,0.3004529999999999,-0.0328945999999999,-0.155731,0.015109,-0.0818492,-0.0157358,0.0667246,0.0137002999999999,0.066054,-0.0151483,0.0328945999999999,0.0098881,0.015109,0.0023534,0.0157358,0.0012898999999999,0.0137002999999999,0.0009146,0.0151483,0.0010014,28.42875862,27.67330551,25.04681969,25.59884644,26.09936333,25.82131004
328.0,0.315751,-0.0345437,-0.165263,0.016057,-0.0852397,-0.0163942,0.0700401,0.0143578999999999,0.0690171,-0.0158329,0.0345437,0.0109112,0.016057,0.0026531,0.0163942,0.001397,0.0143578999999999,0.0010064,0.0158329,0.0010923,28.8811383235,27.706792353,25.047500327,25.597373013,26.2032100705,25.8430416075
329.0,0.330693,-0.0361569,-0.174733,0.0170092,-0.088671,-0.0170633,0.0733634,0.0150023999999999,0.0720614,-0.0165342,0.0361569,0.0119609,0.0170092,0.0029726,0.0170633,0.0015145,0.0150023999999999,0.0011001,0.0165342,0.0011903,29.333518027,27.740279196,25.048180964,25.595899586,26.307056811,25.864773175
330.0,0.345353,-0.0377531,-0.184251,0.0179433999999999,-0.0921695999999999,-0.0177457,0.0766918,0.0156492,0.0751672,-0.0172486,0.0377531,0.0130413,0.0179434,0.0033073,0.0177457,0.0016358,0.0156492,0.0012,0.0172486,0.0012973,29.7858977305,27.773766039,25.048861601,25.594426159,26.4109035515,25.8865047425
331.0,0.35961,-0.0393027,-0.193695,0.0188655,-0.0956818,-0.0184247999999999,0.0800143,0.0162848999999999,0.078286,-0.0179641,0.0393027,0.0141382,0.0188655,0.0036547999999999,0.0184247999999999,0.0017624999999999,0.0162848999999999,0.0013021,0.0179641,0.001406,30.238277434,27.807252882,25.049542238,25.592952732,26.514750292,25.90823631
332.0,0.373388,-0.0407974,-0.203042,0.0197782,-0.099217,-0.0191186,0.0833141,0.0169267,0.0814037,-0.0186778,0.0407974,0.0152378,0.0197782,0.0040171,0.0191186,0.0018963,0.0169267,0.0014109,0.0186778,0.00152,30.6906571375,27.840739725,25.050222875,25.591479305,26.6185970325,25.9299678775
333.0,0.38674,-0.0422481,-0.2121989999999999,0.0206932,-0.10278,-0.0198228,0.0865994,0.0175644,0.0844964,-0.0193722,0.0422481,0.016341,0.0206932,0.0043931,0.0198228,0.0020378,0.0175644,0.0015219,0.0193722,0.0016371,31.143036841,27.874226568,25.050903512,25.590005878,26.722443773,25.951699445
334.0,0.399596,-0.0436404,-0.22122,0.0215811,-0.106377,-0.0205207,0.0898931999999999,0.0182163,0.0875698,-0.020082,0.0436404,0.0174419,0.0215811,0.0047765,0.0205207,0.0021831,0.0182163,0.0016383,0.020082,0.0017592,31.5954165445,27.907713411,25.051584149,25.588532451,26.8262905135,25.9734310125
335.0,0.4119799999999999,-0.0449848,-0.2301009999999999,0.0224565,-0.109993,-0.0212308,0.0931912,0.0188563,0.0906333,-0.0208266,0.0449848,0.0185352,0.0224565,0.00517,0.0212308,0.0023363999999999,0.0188563,0.0017575999999999,0.0208266,0.0018879,32.047796248,27.941200254,25.052264786,25.587059024,26.930137254,25.99516258
336.0,0.4237829999999999,-0.0462684,-0.238763,0.0233216,-0.113577,-0.0219336,0.0964562,0.0194934,0.0936408,-0.0214902999999999,0.0462684,0.0196085,0.0233216,0.00557,0.0219336,0.0024927,0.0194934,0.00188,0.0214902999999999,0.0020133,32.5001759515,27.974687097,25.052945423,25.585585597,27.0339839945,26.0168941475
337.0,0.434969,-0.0474785,-0.2471789999999999,0.0241438,-0.1170809999999999,-0.0226113,0.0996753,0.0201195999999999,0.0965903999999999,-0.0221735999999999,0.0474785,0.0206544,0.0241438,0.0059705,0.0226113,0.002648,0.0201195999999999,0.0020063999999999,0.0221735999999999,0.0021425,32.952555655,28.00817394,25.05362606,25.58411217,27.137830735,26.038625715
338.0,0.445588,-0.0486114,-0.25536,0.0249643,-0.12052,-0.0232669,0.102868,0.0207467,0.0994623,-0.022849,0.0486114,0.0216615,0.0249643,0.0063751,0.0232669,0.0028043,0.0207467,0.0021342,0.022849,0.0022730999999999,33.4049353585,28.041660783,25.054306697,25.582638743,27.2416774755,26.0603572825
339.0,0.455593,-0.0496937,-0.263279,0.0257537,-0.1238799999999999,-0.0239277,0.105985,0.02135,0.1022586,-0.0234663,0.0496937,0.0226417,0.0257537,0.0067799,0.0239277,0.0029641,0.02135,0.0022627,0.0234663,0.0024003,33.857315062,28.075147626,25.054987334,25.581165316,27.345524216,26.08208885
340.0,0.4650419999999999,-0.0507329999999999,-0.270913,0.0265105,-0.127112,-0.024554,0.108999,0.0219355,0.104984,-0.0240891999999999,0.0507329999999999,0.0235952,0.0265105,0.0071806,0.024554,0.0031217,0.0219355,0.0023903,0.0240891999999999,0.0025294,34.3096947655,28.108634469,25.055667971,25.579691889,27.4493709565,26.1038204175
341.0,0.473998,-0.0517185,-0.2782509999999999,0.0272428999999999,-0.1302549999999999,-0.0251874,0.1119329999999999,0.0225196999999999,0.107652,-0.0246734,0.0517185,0.0245173,0.0272428999999999,0.0075798,0.0251874,0.003281,0.0225196999999999,0.0025207999999999,0.0246734,0.0026566,34.762074469,28.142121312,25.056348608,25.578218462,27.553217697,26.125551985
342.0,0.482546,-0.0526497,-0.285276,0.0279378,-0.1333559999999999,-0.0257962,0.1147859999999999,0.0230904,0.110287,-0.0252846,0.0526497,0.0254085,0.0279378,0.0079691,0.0257962,0.0034408,0.0230904,0.0026506999999999,0.0252846,0.0027879,35.2144541725,28.175608155,25.057029245,25.576745035,27.6570644375,26.1472835525
343.0,0.490733,-0.0535443,-0.292047,0.028596,-0.136398,-0.0263988999999999,0.117583,0.0236526,0.112855,-0.0258827,0.0535443,0.0262779,0.028596,0.0083512,0.0263988999999999,0.0036012,0.0236526,0.0027812,0.0258827,0.00292,35.666833876,28.209094998,25.057709882,25.575271608,27.760911178,26.16901512
344.0,0.4984769999999999,-0.0543814,-0.298551,0.0292446,-0.139372,-0.0269693999999999,0.120297,0.0241709999999999,0.1153729999999999,-0.0264519999999999,0.0543814,0.0271090999999999,0.0292446,0.0087297,0.0269693999999999,0.0037592,0.0241709999999999,0.0029078,0.0264519999999999,0.0030515,36.1192135795,28.242581841,25.058390519,25.573798181,27.8647579185,26.1907466875
345.0,0.505851,-0.0551864,-0.304776,0.0298547999999999,-0.142242,-0.0275352,0.12294,0.02469,0.117833,-0.0270285,0.0551864,0.0279179,0.0298547999999999,0.0090988,0.0275352,0.0039168999999999,0.02469,0.0030358,0.0270285,0.0031855,36.571593283,28.276068684,25.059071156,25.572324754,27.968604659,26.212478255
346.0,0.512858,-0.0559432,-0.310766,0.0304568,-0.144992,-0.0280777999999999,0.1255,0.025206,0.1202599999999999,-0.0275938999999999,0.0559432,0.0286926,0.0304568,0.0094659999999999,0.0280777999999999,0.0040712,0.025206,0.0031633,0.0275938999999999,0.0033192,37.0239729865,28.309555527,25.059751793,25.570851327,28.0724513995,26.2342098225
347.0,0.5195540000000001,-0.0566544,-0.316499,0.0310217,-0.147675,-0.0286063999999999,0.127991,0.0256845,0.122628,-0.0281414,0.0566544,0.0294364,0.0310217,0.0098181,0.0286063999999999,0.0042245,0.0256845,0.0032869,0.0281414,0.0034506,37.47635269,28.34304237,25.06043243,25.5693779,28.17629814,26.25594139
348.0,0.525933,-0.0573396,-0.32199,0.0315648,-0.150278,-0.0291182,0.130393,0.0261574,0.124933,-0.0286655999999999,0.0573396,0.030156,0.0315648,0.0101632,0.0291182,0.0043767,0.0261574,0.0034111999999999,0.0286655999999999,0.0035811,37.77608362666667,28.41805267,25.064591324583333,25.56913995833333,28.309467711666667,26.31083337375
349.0,0.5319659999999999,-0.0580029,-0.327265,0.0320830999999999,-0.152817,-0.0296002,0.132761,0.026612,0.1272,-0.029188,0.0580029,0.0308543,0.0320830999999999,0.0104983,0.0296002,0.0045243,0.026612,0.0035334999999999,0.029188,0.0037133,38.07581456333333,28.49306297,25.068750219166667,25.568902016666662,28.442637283333333,26.3657253575
350.0,0.537695,-0.0586242,-0.33229,0.032584,-0.155252,-0.0300761,0.135037,0.0270523,0.129415,-0.0296974999999999,0.0586242,0.031522,0.032584,0.0108273,0.0300761,0.0046688,0.0270523,0.0036520999999999,0.0296974999999999,0.0038425,38.3755455,28.56807327,25.07290911375,25.568664075,28.575806855,26.42061734125
351.0,0.5431250000000001,-0.0592095,-0.337114,0.0330636,-0.157547,-0.0305242,0.1372239999999999,0.0274786,0.131564,-0.0302326,0.0592095,0.0321597,0.0330636,0.0111469,0.0305242,0.0048089,0.0274786,0.0037706,0.0302326,0.0039775999999999,38.67527643666666,28.64308357,25.07706800833333,25.56842613333333,28.708976426666663,26.475509325
352.0,0.548349,-0.0597773,-0.341707,0.0335191,-0.15974,-0.0309487,0.139386,0.0278869,0.133664,-0.030681,0.0597773,0.0327799,0.0335191,0.0114539,0.0309487,0.0049441,0.0278869,0.0038867,0.030681,0.0041,38.97500737333333,28.71809387,25.081226902916665,25.568188191666664,28.842145998333333,26.53040130875
353.0,0.553384,-0.060314,-0.346114,0.0339538999999999,-0.161906,-0.0313771,0.14149,0.028299,0.1357,-0.0311904,0.060314,0.0333785,0.0339539,0.011752,0.0313771,0.0050799,0.028299,0.0040035999999999,0.0311904,0.0042327,39.27473831,28.79310417,25.0853857975,25.56795025,28.97531557,26.5852932925
354.0,0.5581959999999999,-0.060838,-0.350326,0.034374,-0.164,-0.0318093,0.1435,0.028698,0.137699,-0.0316704,0.060838,0.0339592,0.034374,0.0120421,0.0318093,0.0052176,0.028698,0.0041174,0.0316704,0.0043617,39.574469246666666,28.86811447,25.089544692083333,25.56771230833333,29.108485141666662,26.64018527625
355.0,0.562756,-0.0613368,-0.354396,0.0347653,-0.166076,-0.0322098,0.145494,0.0290841,0.13963,-0.0320999,0.0613368,0.0345184,0.0347653,0.01232,0.0322098,0.0053484,0.0290841,0.0042305999999999,0.0320999,0.0044827,39.87420018333333,28.94312477,25.093703586666667,25.567474366666666,29.24165471333333,26.69507726
356.0,0.566986,-0.0617931,-0.358301,0.0351561,-0.168022,-0.0325994,0.1473749999999999,0.0294626999999999,0.1414989999999999,-0.0324867999999999,0.0617931,0.0350363,0.0351561,0.0125956,0.0325994,0.0054779,0.0294626999999999,0.0043413,0.0324867999999999,0.0045975,40.17393112,29.01813507,25.09786248125,25.567236425,29.374824285,26.74996924375
357.0,0.570855,-0.0622195,-0.362022,0.0355259,-0.169875,-0.0329504,0.149174,0.0298049,0.143308,-0.0328786,0.0622195,0.0355174,0.0355259,0.0128629,0.0329504,0.0055985,0.0298049,0.0044486,0.0328786,0.0047127,40.47366205666666,29.09314537,25.10202137583333,25.56699848333333,29.507993856666666,26.8048612275
358.0,0.5744520000000001,-0.0626164999999999,-0.365559,0.0358702,-0.171647,-0.0333116,0.150946,0.0301479,0.145061,-0.0333001,0.0626164999999999,0.0359711999999999,0.0358702,0.0131132,0.0333116,0.0057182,0.0301479,0.0045501,0.0333001,0.0048311,40.77339299333333,29.16815567,25.106180270416665,25.566760541666667,29.64116342833333,26.85975321125
359.0,0.577797,-0.0629742,-0.3689159999999999,0.0362065,-0.173361,-0.0336377,0.152654,0.0304901,0.146775,-0.0336968,0.0629742,0.036388,0.0362065,0.0133562,0.0336377,0.0058318,0.0304901,0.0046519,0.0336968,0.0049465,41.07312393,29.24316597,25.110339165,25.5665226,29.774333,26.914645195
360.0,0.58087,-0.0633077,-0.372105,0.0365165,-0.1749949999999999,-0.0339561,0.1543,0.0308083,0.148415,-0.0341215999999999,0.0633077,0.0367724,0.0365165,0.0135873,0.0339561,0.0059422,0.0308083,0.0047501,0.0341215999999999,0.005064,41.37285486666666,29.31817627,25.114498059583333,25.56628465833333,29.90750257166667,26.96953717875
361.0,0.583675,-0.0636043,-0.375129,0.0368145,-0.17659,-0.0342756,0.155928,0.0311287,0.150002,-0.034498,0.0636043,0.037126,0.0368145,0.0138101,0.0342756,0.0060525,0.0311287,0.0048519,0.034498,0.0051756,41.67258580333333,29.39318657,25.118656954166667,25.566046716666666,30.04067214333333,27.0244291625
362.0,0.586262,-0.0638872,-0.378012,0.0370939,-0.178167,-0.0345824,0.157511,0.03144,0.151553,-0.0348508,0.0638872,0.0374566,0.0370939,0.0140221,0.0345824,0.0061618,0.03144,0.00495,0.0348508,0.0052804,41.97231674,29.46819687,25.12281584875,25.565808775,30.173841715,27.07932114625
363.0,0.588676,-0.0641517,-0.380762,0.0373868,-0.179718,-0.0348923,0.159063,0.0317393,0.153073,-0.0351975,0.0641517,0.0377655,0.0373868,0.0142346,0.0348923,0.0062704,0.0317393,0.0050492,0.0351975,0.0053879,42.272047676666666,29.54320717,25.12697474333333,25.56557083333333,30.30701128666667,27.13421313
364.0,0.5909829999999999,-0.0644194,-0.383422,0.0376465,-0.181263,-0.0351993,0.16058,0.0320268,0.1546,-0.0355467,0.0644194,0.0380708,0.0376465,0.0144346,0.0351993,0.0063806,0.0320268,0.0051423,0.0355467,0.0054946,42.57177861333333,29.61821747,25.131133637916665,25.565332891666664,30.44018085833333,27.18910511375
365.0,0.593173,-0.06464,-0.385962,0.0379028,-0.182771,-0.0354968,0.162074,0.0323274999999999,0.156125,-0.0358924,0.06464,0.0383415,0.0379028,0.0146282,0.0354968,0.0064894,0.0323274999999999,0.00524,0.0358924,0.0056035,42.87150955,29.69322777,25.1352925325,25.56509495,30.57335043,27.2439970975
366.0,0.595129,-0.0648537999999999,-0.388357,0.0381379,-0.184245,-0.0357625,0.1635,0.0326237,0.157621,-0.0362234,0.0648537999999999,0.0385956,0.0381379,0.0148118,0.0357625,0.00659,0.0326237,0.0053355,0.0362234,0.0057109,43.17124048666666,29.76823807,25.139451427083333,25.56485700833333,30.706520001666668,27.29888908125
367.0,0.596912,-0.0650494,-0.390612,0.0383494,-0.185655,-0.0360306,0.16489,0.032897,0.159071,-0.036568,0.0650494,0.0388291,0.0383494,0.0149818,0.0360306,0.00669,0.032897,0.0054244,0.036568,0.0058185,43.47097142333333,29.84324837,25.143610321666667,25.564619066666666,30.83968957333333,27.353781065
368.0,0.598637,-0.0652323,-0.392727,0.0385463999999999,-0.187023,-0.0362929,0.1662239999999999,0.0331584,0.160477,-0.0368927,0.0652323,0.0390508,0.0385464,0.015138,0.0362929,0.0067883,0.0331584,0.0055126,0.0368927,0.0059204,43.77070236,29.91825867,25.14776921625,25.564381125,30.972859145,27.40867304875
369.0,0.600273,-0.0653993,-0.394791,0.0387439,-0.188322,-0.0365580999999999,0.167513,0.0334032,0.16183,-0.0371982,0.0653993,0.0392573,0.0387439,0.0152960999999999,0.0365580999999999,0.0068842,0.0334032,0.005596,0.0371982,0.0060186,44.07043329666666,29.99326897,25.15192811083333,25.56414318333333,31.106028716666668,27.4635650325
370.0,0.601792,-0.0655683,-0.3966969999999999,0.0389361,-0.189564,-0.0368092,0.168734,0.0336437,0.163135,-0.0374832,0.0655683,0.039459,0.0389361,0.015446,0.0368092,0.0069785,0.0336437,0.0056769,0.0374832,0.0061144,44.37016423333333,30.06827927,25.156087005416666,25.563905241666667,31.23919828833333,27.51845701625
371.0,0.603193,-0.0657138,-0.398487,0.0391124,-0.1907289999999999,-0.0370345,0.169924,0.0338745,0.164397,-0.0377658,0.0657138,0.0396382,0.0391124,0.0155856,0.0370345,0.0070652,0.0338745,0.0057556,0.0377658,0.006207,44.66989517,30.14328957,25.1602459,25.5636673,31.37236786,27.573349
372.0,0.6044729999999999,-0.0658474,-0.4001789999999999,0.0392786,-0.191874,-0.0372645999999999,0.171074,0.034092,0.165603,-0.0380106,0.0658474,0.0398033,0.0392786,0.0157182999999999,0.0372645999999999,0.0071497,0.034092,0.0058324,0.0380106,0.0062939999999999,44.8383102395,30.221362404,25.174006657,25.5708222415,31.471377946,27.636548711
373.0,0.605661,-0.0659730999999999,-0.401768,0.0394375,-0.192973,-0.0374753,0.172172,0.0343097,0.166797,-0.0383191,0.0659730999999999,0.0399591,0.0394375,0.0158439,0.0374753,0.0072316,0.0343097,0.0059085,0.0383191,0.0063916,45.006725309,30.299435238,25.187767414,25.577977183,31.570388032,27.699748422
374.0,0.606694,-0.0660970999999999,-0.403269,0.03958,-0.194064,-0.0376822,0.1732,0.0344947,0.1679449999999999,-0.0385989,0.0660970999999999,0.0401005,0.03958,0.0159611,0.0376822,0.0073123999999999,0.0344947,0.0059764,0.0385989,0.0064824999999999,45.1751403785,30.377508072,25.201528171,25.5851321245,31.669398118,27.762948133
375.0,0.60759,-0.0661871,-0.404688,0.0397210999999999,-0.195055,-0.0378725,0.174199,0.0346841,0.169079,-0.0388469,0.0661871,0.0402146,0.0397210999999999,0.0160745,0.0378725,0.0073863999999999,0.0346841,0.0060409999999999,0.0388469,0.0065676,45.343555448,30.455580906,25.215288928,25.592287066,31.768408204,27.826147844
376.0,0.608379,-0.0662722,-0.405995,0.0398588,-0.19599,-0.0380566,0.175136,0.0348785,0.1701,-0.0390918,0.0662722,0.0403189,0.0398588,0.0161816,0.0380566,0.0074589999999999,0.0348785,0.0061092,0.0390918,0.0066489999999999,45.5119705175,30.53365374,25.229049685,25.5994420075,31.86741829,27.889347555
377.0,0.609083,-0.0663576999999999,-0.407214,0.039981,-0.1969,-0.0382485,0.176071,0.0350694999999999,0.171099,-0.0393362,0.0663576999999999,0.0404176,0.039981,0.0162793,0.0382485,0.0075306999999999,0.0350694999999999,0.0061749,0.0393362,0.00673,45.680385587,30.611726574,25.242810442,25.606596949,31.966428376,27.952547266
378.0,0.609701,-0.0664321,-0.4083199999999999,0.0400936,-0.197774,-0.0384293,0.176965,0.0352392999999999,0.172033,-0.0395547,0.0664321,0.0405051,0.0400936,0.016371,0.0384293,0.0076006,0.0352392999999999,0.0062357,0.0395547,0.006805,45.8488006565,30.689799408,25.256571199,25.6137518905,32.065438462,28.015746977
379.0,0.610316,-0.066498,-0.409394,0.0402007999999999,-0.1986359999999999,-0.0386050999999999,0.177823,0.0354099,0.172922,-0.0397332,0.066498,0.0405857,0.0402008,0.0164580999999999,0.0386050999999999,0.007669,0.0354099,0.0062967,0.0397332,0.0068708,46.017215726,30.767872242,25.270331956,25.620906832,32.164448548,28.078946688
380.0,0.610927,-0.0665676,-0.4103849999999999,0.040293,-0.199476,-0.0387739,0.1786869999999999,0.035569,0.173792,-0.0399297,0.0665676,0.0406678,0.040293,0.0165343999999999,0.0387739,0.0077345,0.035569,0.0063556,0.0399297,0.0069387,46.1856307955,30.845945076,25.284092713,25.6280617735,32.263458634,28.142146399
381.0,0.6114930000000001,-0.0666221999999999,-0.411289,0.0403880999999999,-0.200275,-0.0389166,0.179485,0.0357343,0.17461,-0.0401238,0.0666221999999999,0.0407385,0.0403880999999999,0.0166098,0.0389166,0.0077929,0.0357343,0.0064135,0.0401238,0.0070056999999999,46.354045865,30.92401791,25.29785347,25.635216715,32.36246872,28.20534611
382.0,0.612078,-0.0666663999999999,-0.412136,0.0404715999999999,-0.200992,-0.0390483,0.180207,0.0358932,0.175387,-0.0403047,0.0666663999999999,0.0408036,0.0404715999999999,0.0166797,0.0390483,0.0078479,0.0358932,0.0064683,0.0403047,0.0070697,46.5224609345,31.002090744,25.311614227,25.6423716565,32.461478806,28.268545821
383.0,0.61266,-0.066733,-0.4129279999999999,0.0405437,-0.201698,-0.0391849,0.180898,0.0360307,0.1761,-0.0404538,0.066733,0.0408860999999999,0.0405437,0.0167439,0.0391849,0.0079022,0.0360307,0.0065183,0.0404538,0.0071236999999999,46.690876004,31.080163578,25.325374984,25.649526598,32.560488892,28.331745532
384.0,0.613263,-0.0668156,-0.413666,0.0406177999999999,-0.202345,-0.0393238,0.181538,0.0361606,0.1768,-0.0406314,0.0668156,0.0409771,0.0406177999999999,0.0168024,0.0393238,0.0079562,0.0361606,0.0065648,0.0406314,0.0071828,46.8592910735,31.158236412,25.339135741,25.6566815395,32.659498978,28.394945243
385.0,0.613817,-0.0668843,-0.414392,0.0406935,-0.202977,-0.0394574,0.1821569999999999,0.0362887999999999,0.177484,-0.0407926,0.0668843,0.041055,0.0406935,0.0168622,0.0394574,0.0080089999999999,0.0362887999999999,0.0066097,0.0407926,0.0072404999999999,47.027706143,31.236309246,25.352896498,25.663836481,32.758509064,28.458144954
386.0,0.6142449999999999,-0.0669397,-0.415045,0.0407573,-0.203573,-0.039572,0.182777,0.0364068,0.178129,-0.0409395,0.0669397,0.0411169,0.0407573,0.0169152,0.039572,0.0080566,0.0364068,0.0066536,0.0409395,0.0072934,47.1961212125,31.31438208,25.366657255,25.6709914225,32.85751915,28.521344665
387.0,0.6146230000000001,-0.0669783,-0.415681,0.0408226,-0.20417,-0.0396776999999999,0.18338,0.0365173,0.178777,-0.0410864,0.0669783,0.0411662,0.0408226,0.0169693,0.0396776999999999,0.0081013,0.0365173,0.0066957,0.0410864,0.0073457999999999,47.364536282,31.392454914,25.380418012,25.678146364,32.956529236,28.584544376
388.0,0.614933,-0.0670098,-0.416305,0.0408857,-0.2047629999999999,-0.0398037,0.183984,0.0366361,0.179418,-0.0412372,0.0670098,0.0412077,0.0408857,0.0170224,0.0398037,0.00815,0.0366361,0.0067394,0.0412372,0.007398,47.5329513515,31.470527748,25.394178769,25.6853013055,33.055539322,28.647744087
389.0,0.615189,-0.0670373,-0.4169,0.0409389999999999,-0.20534,-0.0398974,0.1845899999999999,0.0367377,0.18006,-0.0413671,0.0670373,0.0412417,0.0409389999999999,0.0170688,0.0398974,0.0081928,0.0367377,0.0067813,0.0413671,0.0074479,47.701366421,31.548600582,25.407939526,25.692456247,33.154549408,28.710943798
390.0,0.61539,-0.0670619,-0.417463,0.0410028,-0.205928,-0.0400207,0.185193,0.0368509,0.180672,-0.0415143,0.0670619,0.0412683,0.0410028,0.0171189,0.0400207,0.0082408999999999,0.0368509,0.0068254,0.0415143,0.0075007999999999,47.8697814905,31.626673416,25.421700283,25.6996111885,33.253559494,28.774143509
391.0,0.615495,-0.0670688,-0.417961,0.0410515,-0.206482,-0.040121,0.185731,0.0369566999999999,0.18128,-0.041654,0.0670688,0.0412805,0.0410515,0.0171578,0.040121,0.0082842,0.0369566999999999,0.0068637,0.041654,0.0075515,48.03819656,31.70474625,25.43546104,25.70676613,33.35256958,28.83734322
392.0,0.615561,-0.0670682,-0.418411,0.0411007,-0.2070209999999999,-0.0402221,0.186273,0.0370709,0.181862,-0.0418039,0.0670682,0.0412831,0.0411007,0.0171973,0.0402221,0.008326,0.0370709,0.0069049,0.0418039,0.0076034999999999,48.1408241235,31.768509487,25.4559275585,25.7113701835,33.4352933885,28.9049007455
393.0,0.6155320000000001,-0.0670743,-0.418815,0.0411392,-0.2075219999999999,-0.0403131,0.186807,0.0371998,0.1823999999999999,-0.0419321999999999,0.0670743,0.0412868,0.0411392,0.0172302,0.0403131,0.0083654,0.0371998,0.0069493,0.0419321999999999,0.0076488,48.243451687,31.832272724,25.476394077,25.715974237,33.518017197,28.972458271
